N	2gram	Vinokur_St_1	Dialekti
235	тем не	2	2
236	тут не	2	2
237	с этой	3	2
238	но все	4	2
239	на все	1	2
240	лишь в	3	2
241	это было	1	2
242	заключается в	4	2
243	время и	1	2
244	но именно	2	2
245	в них	1	2
246	показывает что	1	2
247	во внимание	1	2
248	нисколько не	2	2
249	со всей	1	2
250	том как	4	2
251	имеет ничего	2	2
252	в котором	5	2
253	представление о	4	2
254	далее в	2	2
255	от себя	1	2
256	мы теперь	1	2
257	что было	1	2
258	при условии	1	2
259	однако в	1	2
260	что с	2	2
261	в отношении	9	2
262	не менее	5	2
263	но они	1	2
264	что эта	2	2
265	и другое	1	2
266	как о	2	2
267	того как	1	2
268	случае не	2	2
269	никогда не	5	2
270	и по	5	2
271	е не	1	2
272	не по	3	2
273	как будто	4	2
274	что на	2	2
275	не могут	1	2
276	и тогда	2	2
277	без всякого	2	2
278	в ее	4	2
279	и когда	1	2
280	не значит	3	2
281	мог бы	1	2
282	для этого	2	2
283	даже не	4	2
284	в разных	1	2
285	о ней	1	2
286	никогда и	1	2
287	о нем	1	2
288	и возможно	1	2
289	в пользу	2	2
290	и во	2	2
291	тем или	3	2
292	которые мы	1	2
293	я думаю	11	2
294	во всей	1	2
295	и только	3	2
296	одной из	1	2
297	как нечто	1	2
298	и так	3	2
299	в качестве	4	2
300	себя в	1	2
301	же и	4	2
302	конечно не	2	2
303	но о	1	2
304	из них	8	2
305	ту или	1	2
306	был бы	1	2
307	и их	2	2
308	никто не	4	2
309	мы находим	4	2
310	допустим что	2	2
311	тем что	5	2
312	от того	1	2
313	в целях	1	2
314	и наука	1	2
315	не было	4	2
316	и из	1	2
317	или иначе	2	2
318	и тех	1	2
319	с той	1	2
320	другой стороны	7	2
321	именно так	1	2
322	е в	2	2
323	только теперь	1	2
324	в частности	4	2
325	вместе с	1	2
326	как это	4	2
327	к своему	1	2
328	что же	6	2
329	да и	3	2
330	быть не	1	2
331	но для	2	2
332	при таком	2	2
333	тот кто	1	2
334	а как	2	2
335	отношении к	1	2
336	что этот	2	2
337	и при	1	2
338	оно не	1	2
339	в свое	2	2
340	того или	4	2
341	точно так	1	2
342	во всяком	6	2
343	а между	1	1
344	речь идет	4	1
345	или исторически	1	1
346	же как	3	1
347	чтобы не	1	1
348	е как	2	1
349	по отдельным	1	1
350	д в	1	1
351	но тогда	1	1
352	на самом	6	1
353	этого последнего	1	1
354	по моему	1	1
355	идет о	2	1
356	же будет	1	1
357	грех и	1	1
358	дело не	4	1
359	исходит из	1	1
360	видеть в	1	1
361	в зависимости	1	1
362	и этот	1	1
363	его не	1	1
364	их и	1	1
365	г в	5	1
366	и была	1	1
367	с поэтической	1	1
368	понимают что	1	1
369	каждый отдельный	1	1
370	говорю уже	2	1
371	оба эти	2	1
372	каком случае	1	1
373	в каждый	1	1
374	достаточно привести	1	1
375	от друга	1	1
376	из того	2	1
377	то это	3	1
378	конечно и	3	1
379	поэзия и	1	1
380	это время	1	1
381	очень часто	3	1
382	и говорить	1	1
383	же нужно	1	1
384	может не	2	1
385	на них	1	1
386	оно отличается	1	1
387	примеры и	2	1
388	направлении и	1	1
389	или во	1	1
390	оно совершенно	1	1
391	очевидно что	1	1
392	в новом	4	1
393	отношение к	2	1
394	друг от	1	1
395	потому это	1	1
396	и я	3	1
397	зрения в	2	1
398	как говорит	1	1
399	и вовсе	1	1
400	в одной	1	1
401	чем мы	1	1
402	стороны и	1	1
403	как к	3	1
404	что нет	2	1
405	они есть	1	1
406	целый ряд	2	1
407	я приведу	1	1
408	это тоже	1	1
409	эти общие	1	1
410	тот же	1	1
411	не приходится	1	1
412	существует лишь	1	1
413	за это	1	1
414	в нашем	1	1
415	этого совершенно	1	1
416	что так	3	1
417	вообще а	1	1
418	утверждение в	1	1
419	но ведь	8	1
420	если он	1	1
421	в наших	2	1
422	вообще не	2	1
423	как он	1	1
424	данном пункте	1	1
425	и частично	1	1
426	он не	2	1
427	о которой	3	1
428	не говорим	1	1
429	всех этих	2	1
430	в первую	2	1
431	свою собственную	2	1
432	этого вопроса	2	1
433	и более	2	1
434	содержит в	1	1
435	что каждая	1	1
436	и начинается	1	1
437	чтобы в	1	1
438	я с	2	1
439	никому не	1	1
440	даже прямо	1	1
441	но дело	1	1
442	для в	2	1
443	в основу	4	1
444	для всей	1	1
445	собой определенную	1	1
446	связанные с	3	1
447	том случае	1	1
448	что никакого	1	1
449	причем все	2	1
450	на каком	1	1
451	его в	2	1
452	входит в	1	1
453	обоих случаях	1	1
454	только началом	1	1
455	она стала	1	1
456	выше на	1	1
457	данном случае	6	1
458	каком же	1	1
459	только одно	1	1
460	что лучше	1	1
461	он является	1	1
462	о которых	1	1
463	под категорию	1	1
464	ни одной	2	1
465	уже быть	1	1
466	нас сейчас	2	1
467	всю жизнь	1	1
468	и очень	4	1
469	быть иначе	2	1
470	приведу только	1	1
471	искать не	2	1
472	можно считать	1	1
473	сейчас мы	1	1
474	действительно не	1	1
475	такой же	5	1
476	опять-таки не	2	1
477	но я	4	1
478	что значит	1	1
479	бы на	1	1
480	что такая	1	1
481	а главное	1	1
482	никаких оснований	2	1
483	интерес и	1	1
484	можно найти	2	1
485	он должен	2	1
486	почти не	1	1
487	знает и	2	1
488	место в	1	1
489	еще с	1	1
490	в которых	5	1
491	значение то	1	1
492	бы что	2	1
493	бы мы	2	1
494	я скажу	1	1
495	простое и	1	1
496	которые в	2	1
497	но он	2	1
498	действительно есть	1	1
499	их в	2	1
500	найти себе	1	1
501	том же	1	1
502	и общей	1	1
503	даже в	3	1
504	всего его	1	1
505	принципов и	2	1
506	говорить уже	1	1
507	вплоть до	5	1
508	о значении	3	1
509	истории о	1	1
510	и ясно	1	1
511	в обоих	1	1
512	в процессе	1	1
513	он еще	1	1
514	и имеет	1	1
515	можно ли	4	1
516	во всякой	1	1
517	работы но	1	1
518	наука и	1	1
519	смысл то	1	1
520	одна из	1	1
521	это то	1	1
522	имеем дело	2	1
523	и лишь	1	1
524	говорить как	1	1
525	того в	1	1
526	относиться к	1	1
527	и чувства	1	1
528	возникает необходимость	1	1
529	утверждали что	1	1
530	несовпадения с	1	1
531	что нельзя	1	1
532	ему не	1	1
533	ну а	1	1
534	а в	17	1
535	обстоятельство что	3	1
536	а во-вторых	1	1
537	является то	1	1
538	нет даже	2	1
539	неба в	1	1
540	в духе	1	1
541	когда мы	1	1
542	и вполне	3	1
543	ли не	2	1
544	зависимости от	1	1
545	всего что	1	1
546	кем и	2	1
547	как мы	1	1
548	недостаточно и	1	1
549	чем не	1	1
550	не могу	1	1
551	только при	1	1
552	в голову	1	1
553	не наука	1	1
554	можно сделать	1	1
555	только то	1	1
556	на том	1	1
557	наукой и	1	1
558	пусть в	1	1
559	можно было	13	1
560	только тот	1	1
561	больше в	1	1
562	было в	1	1
563	почему же	1	1
564	лишь о	1	1
565	это только	1	1
566	мы в	1	1
567	таких примеров	1	1
568	он к	1	1
569	о котором	2	1
570	образом в	1	1
571	разная степень	1	1
572	как наивно	1	1
573	и нужно	3	1
574	говорит об	2	1
575	его жизни	3	1
576	с одной	3	1
577	были бы	1	1
578	суд и	1	1
579	но решительно	1	1
580	после того	1	1
581	все его	1	1
582	с целью	1	1
583	д но	4	1
584	время не	1	1
585	то тем	1	1
586	должно было	2	1
587	к нему	2	1
588	не могло	1	1
589	и всю	1	1
590	чтобы получить	1	1
591	во втором	4	1
592	то место	2	1
593	никаких сомнений	2	1
594	в другой	1	1
595	заключается вовсе	1	1
596	них в	1	1
597	все в	2	1
598	что бы	1	1
599	но почему-то	1	1
600	не знаю	2	1
601	в лучшем	1	1
602	судить по	1	1
603	не зная	1	1
604	что подлинный	1	1
605	но с	3	1
606	какой же	1	1
607	что только	1	1
608	этот вопрос	4	1
609	знать в	1	1
610	в угоду	1	1
611	будто бы	3	1
612	с другим	1	1
613	я же	1	1
614	которых я	1	1
615	именно на	1	1
616	где-то в	1	1
617	эпохи но	1	1
618	сомнений в	1	1
619	и у	2	1
620	уже в	2	1
621	и насколько	1	1
622	всего прочего	1	1
623	и всякая	1	1
624	еще одну	1	1
625	слова не	1	1
626	а то	2	1
627	и других	1	1
628	д как	1	1
629	его и	1	1
630	он имеет	1	1
631	одно из	2	1
632	не так	1	1
633	себе в	1	1
634	отдельный момент	1	1
635	наука о	1	1
636	не считается	1	1
637	в конце	3	1
638	чтобы она	1	1
639	не для	2	1
640	с этими	1	1
641	которые могут	1	1
642	он так	1	1
643	о каком	1	1
644	и неизвестно	1	1
645	не были	1	1
646	возможно что	3	1
647	или иной	1	1
648	говорим о	1	1
649	с другой	9	1
650	именно такова	1	1
651	фактов и	1	1
652	совершенно точно	1	1
653	дело в	6	1
654	такое же	1	1
655	что для	3	1
656	что будет	1	1
657	выше я	2	1
658	естественно что	1	1
659	превращается в	2	1
660	них и	1	1
661	нужно сказать	5	1
662	которое я	2	1
663	на этот	3	1
664	до конца	1	1
665	самое слово	1	1
666	и далее	1	1
667	целью дать	1	1
668	однако и	2	1
669	о реальном	2	1
670	неизвестно кем	2	1
671	него не	1	1
672	если это	3	1
673	нет никаких	2	1
674	отличается от	1	1
675	всех трех	2	1
676	где эта	1	1
677	чтобы и	1	1
678	но кто	1	1
679	так обычно	1	1
680	бы это	2	1
681	некоторые из	1	1
682	есть такое	1	1
683	в москве	2	1
684	то обстоятельство	2	1
685	чем то	1	1
686	видит в	1	1
687	лежащий в	1	1
688	в той	6	1
689	уже без	1	1
690	она обязана	1	1
691	я сейчас	1	1
692	это его	1	1
693	по существу	2	1
694	сам не	1	1
695	том кто	2	1
696	представителей науки	1	1
697	в это	1	1
698	разве это	1	1
699	этом случае	2	1
700	несколько слов	1	1
701	лучшем случае	1	1
702	ближе к	1	1
703	истории но	1	1
704	похоже на	1	1
705	но разумеется	1	1
706	в наше	1	1
707	вопрос в	3	1
708	не является	3	1
709	указать на	1	1
710	но такой	1	1
711	потому не	1	1
712	и от	1	1
713	так или	2	1
714	в известном	1	1
715	это можно	3	1
716	состояния духа	1	1
717	которой можно	2	1
718	которая в	1	1
719	но также	9	1
720	себя самого	1	1
721	время или	1	1
722	у них	1	1
723	я хотел	1	1
724	разве только	1	1
725	конце концов	1	1
726	стороны в	2	1
727	вполне достаточно	1	1
728	хотя в	2	1
729	могли быть	1	1
730	очень и	1	1
731	но вот	1	1
732	в нечто	1	1
733	гораздо больше	2	1
734	к самым	1	1
735	лишь те	1	1
736	не знает	2	1
737	но разве	2	1
738	всего я	1	1
739	не быть	1	1
740	из каких	1	1
741	начать с	1	1
742	в глаза	1	1
743	из этого	1	1
744	не иной	1	1
745	не верить	1	1
746	что то	2	1
747	абсолютно необходимого	1	1
748	или хочет	1	1
749	включает в	1	1
750	в современной	1	1
751	как на	1	1
752	мере он	1	1
753	в своих	2	1
754	гораздо ближе	1	1
755	гораздо более	4	1
