N	2gram	Bakhtin_Pr_2	Otkroven
216	том как	1	1
217	ту же	2	1
218	кто смеет	1	1
219	связан с	1	1
220	если бы	3	1
221	и делают	1	1
222	в сущности	9	1
223	но может	1	1
224	собственно в	1	1
225	о нем	6	1
226	всегда у	1	1
227	себе что	2	1
228	с тою	1	1
229	это я	2	1
230	но к	2	1
231	и что	5	1
232	в глаза	2	1
233	его жизни	2	1
234	почему же	4	1
235	не стоит	1	1
236	после того	1	1
237	бы еще	1	1
238	все его	2	1
239	не приходит	1	1
240	любви к	1	1
241	своих героев	1	1
242	достоевского всегда	1	1
243	каждом из	1	1
244	одним словом	1	1
245	самом деле	5	1
246	возможности и	1	1
247	но не	5	1
248	то он	1	1
249	лишь путем	1	1
250	в новом	1	1
251	униженным и	1	1
252	себе и	4	1
253	говорит он	1	1
254	в форме	2	1
255	человек человек	1	1
256	это лишь	1	1
257	все время	1	1
258	его силы	1	1
259	человека как	1	1
260	в центре	1	1
261	достоевского совершенно	2	1
262	в одной	3	1
263	как в	2	1
264	и мир	1	1
265	друг к	2	1
266	что как	1	1
267	у толстого	1	1
268	один из	1	1
269	и оскорбленным	1	1
270	его собственная	1	1
271	и как	2	1
272	с ними	2	1
273	от этого	1	1
274	чего же	1	1
275	то в	1	1
276	человеком в	1	1
277	поэтому он	1	1
278	и после	1	1
279	по достоевскому	1	1
280	не хочет	3	1
281	бы и	2	1
282	что это	2	1
283	между этими	1	1
284	со всеми	3	1
285	в эти	1	1
286	человека с	1	1
287	же и	4	1
288	с их	2	1
289	но о	1	1
290	есть уже	1	1
291	только один	1	1
292	уже не	3	1
293	ее как	1	1
294	на то	5	1
295	люди а	1	1
296	от полемики	1	1
297	а вовсе	1	1
298	бы ни	2	1
299	что она	1	1
300	нет объективного	1	1
301	сказать в	1	1
302	да и	5	1
303	речи и	4	1
304	из них	2	1
305	что сама	1	1
306	его и	2	1
307	мир в	1	1
308	только их	1	1
309	он должен	1	1
310	чем у	3	1
311	к одному	6	1
312	в корне	1	1
313	в одном	12	1
314	свои собственные	1	1
315	вовсе не	5	1
316	и сам	7	1
317	человек так	1	1
318	про него	1	1
319	само по	1	1
320	почему не	1	1
321	вещей и	1	1
322	на не	1	1
323	я бы	1	1
324	сказать с	1	1
325	в каждом	11	1
326	лишь для	1	1
327	же не	4	1
328	ни под	1	1
329	и характер	1	1
330	там это	2	1
331	его собственного	2	1
332	человек более	1	1
333	и даже	3	1
334	к другу	2	1
335	самим собой	3	1
336	своеобразие достоевского	1	1
337	а именно	1	1
338	своих целей	2	1
339	лица в	1	1
340	духа достоевский	1	1
341	лишь на	2	1
342	и кто	2	1
343	он во	1	1
344	приходит в	1	1
345	самостоятельного существования	1	1
346	в жизни	3	1
347	кажется что	3	1
348	в это	1	1
349	говорит о	1	1
350	и пр	2	1
351	в них	4	1
352	этого слова	2	1
353	а с	2	1
354	был в	1	1
355	на этот	4	1
356	сознания достоевский	1	1
357	знает может	1	1
358	их взаимоотношения	1	1
359	в беспредельности	2	1
360	у его	1	1
361	романы достоевского	1	1
362	заключено в	1	1
363	человек в	1	1
364	а ведь	1	1
365	о чем	1	1
366	своей новой	1	1
367	в пределы	1	1
368	в мире	1	1
369	для своих	2	1
370	и тогда	1	1
371	нисколько не	1	1
372	но почему	1	1
373	он и	3	1
374	в одно	3	1
375	места в	1	1
376	художественного творчества	2	1
377	его как	1	1
378	и без	2	1
379	как это	1	1
380	эта тема	1	1
381	сам и	2	1
382	в котором	6	1
383	что говорит	2	1
384	он говорит	2	1
385	этого типа	1	1
386	одном из	1	1
387	смысле этого	1	1
388	всегда видел	1	1
389	это есть	1	1
390	в мир	1	1
391	что было	2	1
392	всяком случае	1	1
393	с тобой	2	1
394	в конце	2	1
395	друг с	4	1
396	представляется ему	1	1
397	творчестве он	1	1
398	в отношении	3	1
399	и здесь	3	1
400	но это	4	1
401	отличается от	2	1
402	она не	3	1
403	всего его	1	1
404	мысли в	1	1
405	дело в	2	1
406	того как	2	1
407	одна из	2	1
408	на два	3	1
409	ее с	1	1
410	этими двумя	1	1
411	в процессе	2	1
412	карамазова в	1	1
413	отрешиться от	1	1
414	не случайно	1	1
415	связанная с	1	1
416	нужна ему	1	1
417	творчества достоевского	1	1
418	он указывает	1	1
419	действующие лица	1	1
420	его творчества	2	1
421	в пределе	1	1
422	а что	5	1
423	человека от	1	1
424	от власти	1	1
425	может служить	2	1
426	показывает нам	1	1
427	что их	1	1
428	и лишь	1	1
429	влагает в	1	1
430	бы в	5	1
431	говорит в	1	1
432	еще более	2	1
433	для его	1	1
434	с достоевским	1	1
435	по своей	1	1
436	во всем	3	1
437	публицистических статьях	1	1
438	вот что	1	1
439	достоевский в	4	1
440	в сознании	1	1
441	отношении к	2	1
442	как будто	1	1
443	его вечной	1	1
444	ты не	1	1
445	но есть	1	1
446	это все	3	1
447	с другом	4	1
448	перед ним	2	1
449	есть у	2	1
450	у нас	2	1
451	и эта	2	1
452	среди них	4	1
453	была бы	2	1
454	свое собственное	1	1
455	но можно	1	1
456	совершенно не	4	1
457	жизни а	1	1
458	своего сознания	1	1
459	и человеческих	1	1
460	чтобы сделать	2	1
461	но оно	1	1
462	та же	2	1
463	всех произведений	1	1
464	особенно в	2	1
465	ведь может	1	1
466	души человеческой	3	1
467	его с	1	1
468	жизни и	1	1
469	бы он	2	1
470	во всяком	2	1
471	указывает на	2	1
472	в публицистических	1	1
473	он никогда	1	1
474	даже когда	1	1
