N	2gram	Vinokur_St_3	Analitik
212	можно сказать	4	2
213	ним и	1	2
214	один из	2	2
215	в двух	1	2
216	ли он	1	2
217	который в	1	2
218	оказывается в	1	2
219	в начале	4	2
220	при помощи	2	2
221	в новом	2	2
222	при всей	2	2
223	не о	1	2
224	может служить	1	2
225	этом отношении	4	2
226	со стороны	3	2
227	было бы	7	2
228	представляет собою	2	2
229	соответствии с	1	2
230	что случилось	1	2
231	пушкина как	13	2
232	что из	2	2
233	на фоне	1	2
234	в данном	1	2
235	что же	1	2
236	и тогда	2	2
237	писал в	1	2
238	не является	3	2
239	это как	1	2
240	тем более	3	2
241	нет ничего	1	2
242	понимать как	1	2
243	другой стороны	5	2
244	была бы	4	2
245	в свое	1	2
246	в какой	3	2
247	речь идет	2	1
248	например в	4	1
249	сам по	1	1
250	смысле слова	1	1
251	е годы	1	1
252	внутреннее единство	1	1
253	тех же	1	1
254	отношения между	5	1
255	смысл этого	1	1
256	по преимуществу	1	1
257	должна быть	1	1
258	собственном смысле	1	1
259	и больше	1	1
260	этому пути	1	1
261	видеть в	1	1
262	в году	5	1
263	в театре	1	1
264	принадлежит только	1	1
265	мы не	2	1
266	положения в	1	1
267	как я	2	1
268	событий и	1	1
269	что можно	1	1
270	здесь как	1	1
271	судьба человека	1	1
272	пребывания в	1	1
273	в ней	4	1
274	свою очередь	1	1
275	на нем	1	1
276	по этому	3	1
277	он был	3	1
278	быть в	1	1
279	в чем	4	1
280	является таким	1	1
281	во всех	2	1
282	тем как	2	1
283	это драма	1	1
284	в ее	1	1
285	мы будем	1	1
286	но как	2	1
287	в сторону	1	1
288	это произведение	3	1
289	поставить на	1	1
290	только тогда	2	1
291	личность как	1	1
292	существенно что	1	1
293	оно дано	1	1
294	вследствие чего	1	1
295	независимо от	5	1
296	как в	6	1
297	длины в	1	1
298	есть в	2	1
299	что ее	1	1
300	что касается	7	1
301	и той	1	1
302	и наконец	3	1
303	более или	1	1
304	произведения подобно	1	1
305	вещи но	1	1
306	в литературном	1	1
307	что это	16	1
308	их количество	1	1
309	что выше	1	1
310	в известном	1	1
311	и тот	2	1
312	имеем в	2	1
313	такая трактовка	1	1
314	ответом на	1	1
315	произведение по	1	1
316	отдельных случаях	1	1
317	вернуться к	1	1
318	в рамки	1	1
319	например или	1	1
320	всех этих	3	1
321	которая является	1	1
322	вы видите	2	1
323	в виде	3	1
324	не как	2	1
325	а о	1	1
326	свою силу	1	1
327	его от	1	1
328	что ни	1	1
329	но все	2	1
330	от нее	3	1
331	мышления с	1	1
332	а затем	1	1
333	что все	3	1
334	в состоянии	1	1
335	и может	2	1
336	была в	1	1
337	его в	1	1
338	заключается в	2	1
339	и тем	4	1
340	еще одно	1	1
341	в ином	1	1
342	для понятия	1	1
343	этом мы	1	1
344	в них	5	1
345	с тем	4	1
346	он и	2	1
347	между собою	2	1
348	хх века	1	1
349	или менее	1	1
350	в этих	11	1
351	все более	2	1
352	себя внимание	1	1
353	во время	3	1
354	и при	1	1
355	и ее	2	1
356	том же	1	1
357	в отношении	2	1
358	к истории	1	1
359	взгляд на	2	1
360	в такой	2	1
361	то его	1	1
362	в которых	2	1
363	одном из	1	1
364	точку зрения	2	1
365	но он	3	1
366	с объективностью	1	1
367	по крайней	4	1
368	и эти	1	1
369	собой лишь	1	1
370	нас к	2	1
371	тому что	3	1
372	этих трех	2	1
373	по мере	1	1
374	не менее	2	1
375	очень существенно	1	1
376	одна из	2	1
377	к этим	2	1
378	на него	1	1
379	было не	1	1
380	которого и	1	1
381	одной и	1	1
382	на котором	2	1
383	нельзя не	3	1
384	последние десятилетия	1	1
385	ничего не	4	1
386	этих двух	2	1
387	ему было	1	1
388	б в	3	1
389	того в	1	1
390	сложнее и	1	1
391	такая же	1	1
392	но это	4	1
393	обращает на	1	1
394	мы и	1	1
395	в каком	4	1
396	мы встречаем	1	1
397	уже о	1	1
398	начиная с	2	1
399	всего в	4	1
400	под словом	1	1
401	его с	1	1
402	в любых	1	1
403	утверждать что	2	1
404	на это	2	1
405	говорит о	1	1
406	при анализе	1	1
407	можно и	1	1
408	в виду	2	1
409	проявляется в	1	1
410	говоря уже	1	1
411	в в	3	1
412	как по	1	1
413	царем и	2	1
414	упоминаемые в	1	1
415	с языком	1	1
416	лирической поэзии	1	1
417	в классической	1	1
418	как с	1	1
419	на том	1	1
420	же касается	1	1
421	по аналогии	1	1
422	те же	1	1
423	в последующих	1	1
424	том как	1	1
425	в отдельных	4	1
426	является в	1	1
427	в разных	1	1
428	образом в	1	1
429	приближается к	1	1
430	и должно	1	1
431	воли автора	1	1
432	и т.д	1	1
433	в самой	1	1
434	это вполне	1	1
435	внимание на	2	1
436	чего она	1	1
437	слова как	2	1
438	и что	3	1
439	его жизни	1	1
440	на что	2	1
441	может не	1	1
442	времени в	1	1
443	столкновения двух	1	1
444	это была	1	1
445	и во	2	1
446	предстает в	1	1
447	связь между	1	1
448	на отдельные	1	1
449	произведение является	1	1
450	в драме	2	1
451	однако с	1	1
452	эти два	1	1
453	читателя и	1	1
454	во всей	1	1
455	и н	1	1
456	и только	2	1
457	крайней мере	4	1
458	которое однако	1	1
459	сомнения в	1	1
460	которая и	1	1
461	все время	2	1
462	он создал	1	1
463	вплоть до	1	1
464	без свидетелей	1	1
465	человека как	1	1
466	в формах	1	1
467	стиха требует	1	1
468	это во-первых	1	1
469	а тем	1	1
470	друг друга	1	1
471	как нечто	1	1
472	лишь одна	1	1
473	самые разнообразные	1	1
474	но то	1	1
475	все они	3	1
476	так что	11	1
477	для всех	1	1
478	элементов не	1	1
479	со своим	1	1
480	связи с	3	1
481	не можем	1	1
482	если и	2	1
483	то и	2	1
484	чрезвычайно широко	1	1
485	действующего лица	1	1
486	от других	1	1
487	во втором	2	1
488	а то	2	1
489	анализа состоит	1	1
490	в данной	1	1
491	языка но	1	1
492	только одно	1	1
493	не так	3	1
494	всяком случае	4	1
495	могло бы	1	1
496	слова в	1	1
497	мы находим	2	1
498	в одном	1	1
499	вл соловьевым	1	1
500	у него	9	1
501	как раз	3	1
502	чем говорят	1	1
503	смерти и	1	1
504	в последние	1	1
505	в особенности	4	1
506	в данный	1	1
507	до сих	2	1
508	влияние на	1	1
509	представляя собою	1	1
510	или иначе	1	1
511	последнего в	1	1
512	лица в	1	1
513	действующих лиц	4	1
514	было и	1	1
515	и др	4	1
516	во внешней	1	1
517	что для	3	1
518	з и	2	1
519	не было	4	1
520	целым рядом	1	1
521	в рассказе	3	1
522	не означает	1	1
523	однако и	1	1
524	его как	3	1
525	у одного	1	1
526	долгое время	1	1
527	о чем	1	1
528	означало бы	1	1
529	речи и	1	1
530	если не	1	1
531	в связи	3	1
532	виде в	1	1
533	связь с	4	1
534	ни на	2	1
535	он уже	1	1
536	произведение на	1	1
537	требует от	1	1
538	в деятельности	1	1
539	для искусства	2	1
540	искусства но	1	1
541	в течение	4	1
542	и общих	1	1
543	смысле этого	1	1
544	построением а	1	1
545	за рамки	2	1
546	форма в	1	1
547	смысл в	1	1
548	с этой	3	1
549	известном смысле	1	1
550	другой такой	1	1
551	сих пор	2	1
552	внимания на	2	1
553	о его	1	1
554	второй в	1	1
555	этом смысле	4	1
556	за которыми	1	1
557	и для	4	1
558	определенному руслу	1	1
559	решение вопроса	1	1
560	элементы в	1	1
561	при таком	1	1
562	все что	1	1
563	или в	2	1
564	том виде	1	1
565	тяготеет к	1	1
566	в результате	2	1
567	о котором	1	1
568	своей собственной	1	1
569	но одновременно	1	1
570	приведенному выше	1	1
571	для нас	1	1
572	выше определению	1	1
573	в пушкинском	1	1
574	в своих	8	1
575	эту вещь	2	1
576	в свою	2	1
577	но всякий	1	1
578	не знает	1	1
579	отношением к	1	1
580	из этого	4	1
581	которой я	3	1
582	жизни и	1	1
583	поэтики в	1	1
584	также не	1	1
585	ее в	2	1
586	и эта	1	1
587	они не	1	1
588	бы показаться	1	1
589	во всяком	4	1
590	этой точки	1	1
