N	2gram	Bakhtin_Pr_2	Komedia
138	почти всегда	2	2
139	видеть в	1	2
140	в сущности	9	2
141	принадлежит к	1	2
142	на себя	2	2
143	слова о	2	2
144	он был	3	2
145	бы то	1	2
146	тем как	1	2
147	отличие от	4	2
148	за пределы	3	2
149	к сожалению	1	2
150	в рамках	1	2
151	было только	1	2
152	в самом	7	2
153	раз в	1	2
154	в себе	5	2
155	только один	1	2
156	не следует	1	2
157	в первой	2	2
158	если они	1	2
159	не к	1	2
160	на этом	1	2
161	то ни	1	2
162	было бы	5	2
163	и тем	1	2
164	такой же	3	2
165	или менее	3	2
166	которую он	2	2
167	и без	2	2
168	всяком случае	1	2
169	почти не	2	2
170	но он	4	2
171	тем не	2	2
172	власть в	1	2
173	не раз	1	2
174	одна из	2	2
175	это еще	1	2
176	нельзя не	1	2
177	при всем	1	2
178	по своей	1	2
179	ему и	1	2
180	как будто	1	2
181	одному из	1	2
182	же самое	1	2
183	указывает на	2	2
184	для себя	2	2
185	слов но	1	2
186	с ее	1	2
187	всего этого	2	2
188	в себя	3	2
189	что у	2	2
190	поэтому мы	1	2
191	времени и	2	2
192	мог бы	1	2
193	до начала	1	2
194	для этого	2	2
195	и здесь	3	2
196	нас в	1	2
197	и во	1	2
198	от них	2	2
199	в форме	2	2
200	быть даже	1	2
201	и мир	1	2
202	еще не	9	2
203	именно на	1	2
204	в эти	1	2
205	из которых	1	2
206	как человека	1	2
207	а то	2	2
208	мы знаем	1	2
209	вовсе не	5	2
210	в других	1	2
211	точек зрения	4	2
212	и из	1	2
213	до сих	7	2
214	хоть и	1	2
215	еще и	1	2
216	на которые	1	2
217	то и	2	2
218	которых мы	1	2
219	до конца	4	2
220	одну из	1	2
221	не может	18	2
222	вместе с	1	2
223	но не	5	2
224	к нему	5	2
225	сих пор	7	2
226	но это	4	2
227	или в	8	2
228	а к	1	2
229	ни было	2	2
230	то что	7	2
231	е в	1	2
232	по одному	1	2
233	из своей	1	2
234	где он	1	2
235	ее в	2	2
236	в своих	2	2
237	во всяком	2	2
238	все что	1	2
239	а между	2	1
240	к полному	1	1
241	них он	1	1
242	он получает	1	1
243	также и	3	1
244	чтобы не	2	1
245	сам по	5	1
246	на самом	1	1
247	или к	1	1
248	всех но	1	1
249	такое же	1	1
250	своего выражения	1	1
251	тем же	2	1
252	между двумя	1	1
253	его же	1	1
254	мировоззрения и	1	1
255	поэтому он	1	1
256	в нашу	2	1
257	случае оно	1	1
258	и больше	1	1
259	уже по	1	1
260	одним из	1	1
261	мы уже	3	1
262	той же	3	1
263	а уж	1	1
264	о способах	1	1
265	из своих	1	1
266	героя нашего	1	1
267	же ты	1	1
268	ему в	1	1
269	то это	2	1
270	по замыслу	1	1
271	и заставляет	1	1
272	первого и	1	1
273	мы здесь	2	1
274	в мире	1	1
275	и он	5	1
276	собой в	1	1
277	не найдем	1	1
278	быть в	2	1
279	служит для	1	1
280	во всех	4	1
281	стилистических приемов	1	1
282	но конечно	2	1
283	он может	1	1
284	друг на	2	1
285	же она	2	1
286	не входит	2	1
287	на социальную	1	1
288	под его	1	1
289	каждая из	1	1
290	с этим	2	1
291	с собой	4	1
292	из уст	1	1
293	в своем	4	1
294	смысле этого	1	1
295	когда он	3	1
296	целый ряд	2	1
297	его к	2	1
298	и к	3	1
299	да они	1	1
300	более или	3	1
301	это отчасти	1	1
302	вот на	1	1
303	то в	1	1
304	и этим	3	1
305	отношения с	1	1
306	что это	2	1
307	тон в	1	1
308	сказать о	2	1
309	так или	1	1
310	что же	7	1
311	тут и	1	1
312	бы не	2	1
313	из этих	2	1
314	приводит к	6	1
315	только на	3	1
316	другом случае	1	1
317	очень существенное	1	1
318	ее как	1	1
319	как он	2	1
320	не могла	1	1
321	ставит нас	1	1
322	но прежде	1	1
323	к миру	2	1
324	что же?	1	1
325	политики и	2	1
326	к одному	6	1
327	по существу	3	1
328	что она	1	1
329	но все	2	1
330	человека в	4	1
331	значительной степени	1	1
332	тем с	1	1
333	что все	1	1
334	же не	4	1
335	они должны	1	1
336	конечно в	2	1
337	об этом	2	1
338	то есть	4	1
339	на этой	1	1
340	этот основной	1	1
341	зрения на	1	1
342	говорить не	1	1
343	своей стороны	1	1
344	и иногда	1	1
345	во множественном	1	1
346	свою полную	1	1
347	перед нами	7	1
348	всю его	1	1
349	должен был	1	1
350	в жизни	3	1
351	и каждый	1	1
352	нет в	1	1
353	а с	2	1
354	все равно	1	1
355	к которым	1	1
356	в самую	1	1
357	и уже	1	1
358	которой он	1	1
359	как целое	1	1
360	слова и	12	1
361	для своих	2	1
362	в эту	3	1
363	в этих	6	1
364	в еще	1	1
365	почти нет	2	1
366	а как	4	1
367	и третий	1	1
368	от времени	1	1
369	в отличие	4	1
370	в которых	2	1
371	стало быть	1	1
372	которые в	1	1
373	друг другу	1	1
374	теми же	1	1
375	однако не	1	1
376	и эти	1	1
377	это о	1	1
378	того типа	1	1
379	его до	1	1
380	с такими	1	1
381	том же	4	1
382	по себе	11	1
383	не была	3	1
384	всего его	1	1
385	и очень	2	1
386	высказывания в	1	1
387	при всех	1	1
388	в идеологическом	1	1
389	но они	1	1
390	если в	1	1
391	что их	1	1
392	на себе	2	1
393	и сама	1	1
394	и два	1	1
395	сознания как	1	1
396	а может	1	1
397	того чтобы	1	1
398	он с	3	1
399	следовательно и	1	1
400	сложнее и	1	1
401	п в	1	1
402	во всем	3	1
403	и после	1	1
404	с новой	1	1
405	слово здесь	4	1
406	до того	1	1
407	своим собственным	1	1
408	мы и	2	1
409	что на	2	1
410	ему не	1	1
411	конца и	1	1
412	действует в	1	1
413	и для	3	1
414	по своим	3	1
415	к себе	7	1
416	не могут	4	1
417	да рядом	1	1
418	типа который	1	1
419	его с	1	1
420	слова с	7	1
421	в каждом	11	1
422	и это	4	1
423	не делает	1	1
424	от друга	2	1
425	в оно	1	1
426	но при	3	1
427	это только	1	1
428	как один	1	1
429	особенно в	2	1
430	говорили что	2	1
431	диалог с	2	1
432	идет речь	1	1
433	что могло	1	1
434	можно было	3	1
435	в нескольких	1	1
436	почти каждый	1	1
437	те же	1	1
438	это вовсе	2	1
439	отождествляется с	1	1
440	участия в	1	1
441	высказывание из	1	1
442	жизнь и	1	1
443	всех возможных	3	1
444	в последней	1	1
445	ибо его	1	1
446	с ним	3	1
447	в каждой	2	1
448	одно это	1	1
449	с человеком	2	1
450	и глубиной	1	1
451	о нем	6	1
452	до последних	1	1
453	за свое	1	1
454	в драматическом	1	1
455	и что	5	1
456	в глаза	2	1
457	почему же	4	1
458	все его	2	1
459	с целью	1	1
460	в значительной	1	1
461	книге об	1	1
462	которые могут	1	1
463	три раза	1	1
464	ибо и	2	1
465	говорит он	1	1
466	и только	3	1
467	в пародийном	1	1
468	наконец в	3	1
469	внешнее и	1	1
470	его творчестве	1	1
471	и следовательно	3	1
472	своих целей	2	1
473	различия между	1	1
474	которая как	2	1
475	того что	2	1
476	слово может	4	1
477	большей или	1	1
478	в двух	1	1
479	явления в	1	1
480	хотя бы	2	1
481	к их	1	1
482	в стороне	2	1
483	бы ни	2	1
484	не сказать	1	1
485	за ней	1	1
486	всегда с	1	1
487	ему для	2	1
488	себя в	3	1
489	так что	5	1
490	отражение в	1	1
491	в большинстве	9	1
492	ни одного	4	1
493	не принимает	2	1
494	речь в	2	1
495	в данной	1	1
496	который без	1	1
497	за ним	1	1
498	этот раз	1	1
499	на чужой	1	1
500	мир в	1	1
501	только их	1	1
502	правда к	1	1
503	среди которых	1	1
504	не видеть	1	1
505	может служить	2	1
506	друг друга	1	1
507	не случайно	1	1
508	не говорит	1	1
509	на том	2	1
510	друг от	2	1
511	из двух	1	1
512	ты не	1	1
513	нас перед	1	1
514	границу между	1	1
515	герои и	1	1
516	или иначе	1	1
517	его себе	1	1
518	на этот	4	1
519	эти две	1	1
520	лица в	1	1
521	далеко не	4	1
522	и др	2	1
523	отчего же	3	1
524	превращается в	2	1
525	материал в	2	1
526	идеи в	1	1
527	его как	1	1
528	человек есть	1	1
529	о чем	1	1
530	большинстве случаев	8	1
531	него не	2	1
532	они лишь	1	1
533	что из	1	1
534	совершенно очевидно	1	1
535	материалом для	1	1
536	следовало бы	1	1
537	сплошь да	1	1
538	эти слова	1	1
539	и потому	1	1
540	отсюда и	1	1
541	знаем о	1	1
542	словом это	1	1
543	к своему	1	1
544	в самый	2	1
545	его реальный	1	1
546	этих явлений	1	1
547	в той	5	1
548	быть также	1	1
549	в ответ	1	1
550	как бы	22	1
551	на какой-то	1	1
552	как две	1	1
553	в это	1	1
554	материал для	1	1
555	этого слова	2	1
556	и придают	1	1
557	мере не	1	1
558	в основном	1	1
559	о его	1	1
560	если оно	2	1
561	не знаем	1	1
562	в книге	1	1
563	множественном числе	1	1
564	наш герой	1	1
565	обращается к	1	1
566	от него	1	1
567	в духе	1	1
568	в третьем	1	1
569	места в	1	1
570	бы в	5	1
571	еще более	2	1
572	свою партию	1	1
573	но зато	3	1
574	недоверие к	1	1
575	или меньшей	1	1
576	обстоит дело	1	1
577	ориентированы на	1	1
578	отношении к	2	1
579	в общем	1	1
580	бы с	1	1
581	слово в	8	1
582	не знает	3	1
583	сказать что	2	1
584	совершенно не	4	1
585	и художественного	1	1
586	автора в	1	1
587	именно к	1	1
588	формы его	1	1
589	всего как	1	1
590	выходят за	1	1
591	время не	1	1
592	на это	1	1
593	представляется ему	1	1
594	жизни и	1	1
595	вполне понятно	1	1
596	и другие	1	1
597	и эта	2	1
598	это в	1	1
599	как на	1	1
600	в таком	2	1
601	этой точки	1	1
602	том числе	1	1
603	они не	1	1
