N	2gram	Tiupa_Narr_1	Freidism
277	человека как	1	2
278	в него	1	2
279	быть и	2	2
280	даже если	1	2
281	для нее	1	2
282	с одной	1	2
283	для всех	1	2
284	на всем	1	2
285	не можем	1	2
286	и у	1	2
287	уже в	1	2
288	только на	2	2
289	и они	1	2
290	ни было	1	2
291	из них	4	2
292	его и	2	2
293	а потому	1	2
294	точка зрения	5	2
295	в конце	2	2
296	связи в	1	2
297	и даже	2	2
298	с другой	2	2
299	человека в	2	2
300	чем он	2	2
301	а с	1	2
302	до конца	2	2
303	связано с	1	2
304	одной стороны	1	2
305	которых мы	1	2
306	зависит от	2	2
307	а не	13	2
308	что мы	2	2
309	речи и	1	2
310	так же	1	2
311	в предыдущей	1	2
312	и всей	1	2
313	матери и	4	2
314	же самое	2	2
315	это уже	3	2
316	не существует	3	2
317	для нас	1	2
318	все они	1	2
319	да и	2	2
320	и конструкция	1	2
321	к его	2	2
322	к этому	1	2
323	во сне	2	2
324	они не	1	2
325	постель к	1	1
326	и т	1	1
327	одним из	1	1
328	о каких	1	1
329	же как	1	1
330	и через	2	1
331	того кого	1	1
332	не видим	1	1
333	сам называет	1	1
334	а из	1	1
335	так у	1	1
336	жизни мы	1	1
337	которое мы	1	1
338	полагает что	1	1
339	речевой деятельности	2	1
340	смерти как	1	1
341	о болезни	1	1
342	матери с	2	1
343	теперь как	3	1
344	принимает на	1	1
345	жизни как	2	1
346	но даже	1	1
347	ему в	2	1
348	мы и	1	1
349	в целом	3	1
350	первого и	1	1
351	жизни это	1	1
352	оказывается что	1	1
353	и самого	2	1
354	зрения но	1	1
355	внимание и	1	1
356	природы и	1	1
357	о смерти	2	1
358	только потому	1	1
359	друг на	2	1
360	в качестве	14	1
361	глава четвертая	2	1
362	как со	1	1
363	которые не	1	1
364	вызывает в	1	1
365	в центре	3	1
366	вспомним что	1	1
367	мотивов в	1	1
368	в противоположность	1	1
369	лет а	1	1
370	за собой	1	1
371	еще на	1	1
372	ситуации в	2	1
373	та же	2	1
374	с умиранием	1	1
375	говорили что	1	1
376	тут и	1	1
377	бы не	1	1
378	нам как	2	1
379	как он	1	1
380	на то	2	1
381	что было	1	1
382	от его	1	1
383	т д	1	1
384	в человеческой	1	1
385	новое и	1	1
386	к каждому	1	1
387	его от	1	1
388	его составе	1	1
389	в нее	1	1
390	может остаться	1	1
391	объект и	1	1
392	ее по	1	1
393	из всех	1	1
394	глубокий и	1	1
395	говорить не	1	1
396	входит в	2	1
397	не умеет	1	1
398	каждого из	1	1
399	говоря о	1	1
400	и тем	4	1
401	и сознания	1	1
402	на свои	1	1
403	для них	2	1
404	далеко не	1	1
405	на друга	2	1
406	со своими	1	1
407	не всегда	3	1
408	он и	2	1
409	и тоже	1	1
410	и было	1	1
411	нам до	1	1
412	в один	1	1
413	не мог	6	1
414	с еще	1	1
415	здесь она	1	1
416	и мышления	1	1
417	для больного	1	1
418	и благодаря	1	1
419	что вся	1	1
420	участие в	1	1
421	себе а	1	1
422	в одном	4	1
423	по крайней	1	1
424	человеческое сознание	1	1
425	однако в	3	1
426	любовь к	1	1
427	нас к	1	1
428	раз и	1	1
429	нашем сознании	1	1
430	может обойтись	1	1
431	можно ли	1	1
432	возникает в	1	1
433	до известной	1	1
434	друг друга	2	1
435	словами о	1	1
436	не по	4	1
437	о них	3	1
438	дело в	2	1
439	обратим внимание	1	1
440	человек как	1	1
441	а во	4	1
442	они являются	1	1
443	это сделать	1	1
444	к ней	1	1
445	и детских	1	1
446	и является	2	1
447	существует на	1	1
448	место своего	1	1
449	что на	4	1
450	и со	1	1
451	похожи на	1	1
452	и здесь	1	1
453	именно оно	1	1
454	истории не	3	1
455	не давая	1	1
456	собственных имен	1	1
457	смерти и	1	1
458	той или	5	1
459	в поле	3	1
460	этот второй	1	1
461	если же	1	1
462	о том	4	1
463	для образования	1	1
464	но при	3	1
465	и сами	1	1
466	на другой	5	1
467	это за	1	1
468	ни слова	1	1
469	как по	1	1
470	действия и	1	1
471	как с	1	1
472	и когда	1	1
473	объективных условий	1	1
474	и сам	1	1
475	в мире	4	1
476	по аналогии	1	1
477	переход к	1	1
478	на нее	1	1
479	времени и	9	1
480	не с	1	1
481	ясно что	1	1
482	мог бы	1	1
483	источником всех	1	1
484	с собой	1	1
485	в результате	2	1
486	в окружающей	1	1
487	глава пятая	1	1
488	к появлению	1	1
489	этом месте	2	1
490	его времени	1	1
491	из одного	1	1
492	остановимся на	1	1
493	ничего не	2	1
494	похожим на	1	1
495	о ней	3	1
496	то есть	9	1
497	а также	6	1
498	внимание на	4	1
499	и та	1	1
500	утверждает что	1	1
501	в сфере	2	1
502	события в	2	1
503	принимают участие	1	1
504	при которой	3	1
505	русской литературы	1	1
506	на ее	2	1
507	которые мы	1	1
508	на одном	1	1
509	в форме	2	1
510	крайней мере	1	1
511	исходя из	3	1
512	а его	2	1
513	все время	1	1
514	у которого	1	1
515	бросается в	1	1
516	она служит	1	1
517	в двух	1	1
518	к различным	1	1
519	дело с	2	1
520	во всем	1	1
521	к нашему	1	1
522	не сложилось	1	1
523	который в	2	1
524	всех его	2	1
525	они могут	2	1
526	это означает	1	1
527	бы ни	1	1
528	об их	1	1
529	то и	1	1
530	также и	3	1
531	за пределами	2	1
532	различия в	1	1
533	от других	1	1
534	плана в	1	1
535	продолжает звучать	1	1
536	в корне	1	1
537	слова в	4	1
538	данного высказывания	1	1
539	от сознания	2	1
540	в детскую	2	1
541	может служить	3	1
542	бытия и	1	1
543	как будто	3	1
544	в случаях	1	1
545	тем что	1	1
546	него уже	1	1
547	и строго	1	1
548	и только	2	1
549	момент в	1	1
550	появилось новое	1	1
551	по смыслу	1	1
552	или иной	4	1
553	даже не	1	1
554	точек зрения	2	1
555	она в	2	1
556	именно в	3	1
557	с той	1	1
558	на чем	1	1
559	восприниматься как	1	1
560	а на	2	1
561	его смерти	1	1
562	на которых	1	1
563	как системы	1	1
564	однако и	4	1
565	было для	1	1
566	но никогда	1	1
567	отнюдь не	2	1
568	в слове	3	1
569	потока на	1	1
570	там где	1	1
571	за нею	1	1
572	оснований для	2	1
573	имея в	1	1
574	свести к	1	1
575	из мира	1	1
576	в строгом	1	1
577	мог ли	2	1
578	из которых	1	1
579	такого рода	10	1
580	же их	1	1
581	на нескольких	1	1
582	в первой	2	1
583	ведь для	1	1
584	свое внимание	1	1
585	быть не	3	1
586	в иные	1	1
587	материал для	1	1
588	в контексте	1	1
589	реальности в	1	1
590	ближе к	1	1
591	и собственно	1	1
592	мира в	4	1
593	в книге	1	1
594	и борьба	1	1
595	известной степени	1	1
596	являются не	1	1
597	как отец	1	1
598	не знаем	1	1
599	указать на	1	1
600	его душе	1	1
601	но на	1	1
602	это первое	1	1
603	детской души	1	1
604	которая в	2	1
605	ее и	1	1
606	целый ряд	1	1
607	у них	1	1
608	еще более	1	1
609	тем более	1	1
610	в динамике	1	1
611	будто бы	1	1
612	я в	2	1
613	или не	4	1
614	же в	2	1
615	в различных	1	1
616	в том	8	1
617	отношении к	1	1
618	к ее	2	1
619	сон в	1	1
620	это все	1	1
621	имеет место	4	1
622	жизни а	3	1
623	им не	1	1
624	чем иным	2	1
625	который не	1	1
626	на свет	1	1
627	элементов из	1	1
628	ли признать	1	1
629	значение в	1	1
