N	2gram	Losev_Vlad_2	FransuaR
517	то как	1	1
518	те же	3	1
519	времени и	1	1
520	можно понять	1	1
521	раз он	1	1
522	которая была	1	1
523	еще не	1	1
524	не были	1	1
525	вся его	1	1
526	поэтому в	1	1
527	если бы	1	1
528	собой и	1	1
529	для этого	1	1
530	после того	2	1
531	лицо его	1	1
532	о нем	2	1
533	и настроения	1	1
534	с известной	2	1
535	было не	1	1
536	тех кто	1	1
537	на вопрос	1	1
538	другими словами	5	1
539	притом в	1	1
540	лучшего будущего	1	1
541	все его	1	1
542	по двум	2	1
543	неудачи и	1	1
544	и всю	1	1
545	один отрывок	1	1
546	которой мы	2	1
547	этому поводу	1	1
548	своему богу	1	1
549	я вижу	1	1
550	этот последний	1	1
551	и можно	2	1
552	тем более	3	1
553	в лице	1	1
554	и самые	1	1
555	быть и	1	1
556	с вопросом	1	1
557	но с	1	1
558	в двух	2	1
559	на миг	1	1
560	тот же	5	1
561	от всего	1	1
562	и является	1	1
563	добра и	1	1
564	пор не	1	1
565	года то	2	1
566	которое мы	1	1
567	на несколько	1	1
568	и ее	1	1
569	но то	2	1
570	по этому	1	1
571	и из	2	1
572	не будет	1	1
573	себя в	2	1
574	сохраняют и	1	1
575	оказывается в	1	1
576	и последовательность	1	1
577	только тогда	2	1
578	последних лет	1	1
579	на этих	3	1
580	в душе	1	1
581	из них	1	1
582	его и	2	1
583	мы знаем	4	1
584	себе в	2	1
585	слабого и	1	1
586	молиться и	1	1
587	представлений о	1	1
588	с этими	1	1
589	для меня	4	1
590	к ним	1	1
591	не о	2	1
592	друг друга	2	1
593	он пишет	2	1
594	никакого отношения	3	1
595	тем что	1	1
596	эта поэма	1	1
597	время уже	1	1
598	то ведь	1	1
599	на пасху	1	1
600	в целях	1	1
601	процесс в	1	1
602	иное как	1	1
603	живой и	1	1
604	как у	2	1
605	был в	2	1
606	этой старой	1	1
607	нельзя сказать	1	1
608	для поддержания	1	1
609	бы эти	1	1
610	и быть	1	1
611	что иное	1	1
612	наконец в	3	1
613	было и	1	1
614	всего мира	1	1
615	а главное	1	1
616	что для	2	1
617	его из	1	1
618	и стал	1	1
619	мир а	1	1
620	до конца	7	1
621	представления о	1	1
622	у его	1	1
623	человеческой жизни	1	1
624	и своим	1	1
625	бытия как	1	1
626	ни о	1	1
627	им как	1	1
628	со своими	1	1
629	под влиянием	3	1
630	если не	2	1
631	еду в	1	1
632	в это	4	1
633	течение всего	1	1
634	нужно признать	1	1
635	в частности	2	1
636	время она	1	1
637	ни на	1	1
638	время с	1	1
639	до этого	1	1
640	но кроме	2	1
641	из трех	3	1
642	отрывок из	2	1
643	поэтому если	1	1
644	над ним	1	1
645	к своему	1	1
646	понимает как	1	1
647	эта история	1	1
648	в церковь	1	1
649	несколько раз	1	1
650	но сам	1	1
651	в той	2	1
652	не удалось	1	1
653	некоторое время	1	1
654	отношении он	1	1
655	и всей	1	1
656	да и	3	1
657	к характеристике	1	1
658	характера и	1	1
659	который он	1	1
660	было ни	1	1
661	ему в	2	1
662	о его	5	1
663	в книге	1	1
664	в более	2	1
665	будучи в	1	1
666	и другим	1	1
667	и мог	1	1
668	котором он	1	1
669	развития и	1	1
670	но эти	1	1
671	от него	1	1
672	из себя	1	1
673	еще более	3	1
674	и жену	1	1
675	вопросом о	1	1
676	вообще в	3	1
677	а из	1	1
678	он никак	1	1
679	петра i	2	1
680	развития когда	1	1
681	но вот	3	1
682	в свою	3	1
683	которая на	1	1
684	этого времени	3	1
685	и при	2	1
686	что природа	1	1
687	больше всего	1	1
688	мы здесь	1	1
689	возвращается в	1	1
690	и никому	1	1
691	не что	1	1
692	из этого	5	1
693	в свое	1	1
694	у своего	1	1
695	в виде	3	1
696	но ни	1	1
697	ее в	1	1
698	именно здесь	1	1
699	не дал	1	1
700	можно назвать	2	1
701	в таком	3	1
702	этой цели	1	1
703	во всяком	6	1
704	они не	1	1
705	ничего общего	1	1
