N	2gram	Bakhtin_sl_2	Dialekti
613	но всегда	1	1
614	лишь тогда	2	1
615	материал и	3	1
616	одновременно и	3	1
617	что под	1	1
618	и дней	1	1
619	же собственное	1	1
620	просто не	2	1
621	это так	1	1
622	в процессе	13	1
623	которая не	1	1
