N	2gram	Losev_Vlad_2	Marksizm
448	уже о	2	1
449	что можно	3	1
450	не могут	1	1
451	когда мы	3	1
452	есть только	1	1
453	что все	1	1
454	ли не	1	1
455	уже было	1	1
456	более широкой	1	1
457	конца и	1	1
458	этого второго	1	1
459	считая ее	1	1
460	этой своей	1	1
461	этого конечно	1	1
462	следовательно в	1	1
463	говоря уже	2	1
464	здесь не	4	1
465	последнее время	2	1
466	такие как	1	1
467	чтобы быть	1	1
468	уже с	1	1
469	в себя	1	1
470	нельзя в	1	1
471	так в	1	1
472	слова а	1	1
473	стремиться к	1	1
474	на том	1	1
475	и сам	2	1
476	на нее	1	1
477	можно понять	1	1
478	здесь нет	1	1
479	чему не	1	1
480	которые он	1	1
481	еще в	2	1
482	когда в	1	1
483	можно только	1	1
484	совершенно невозможно	1	1
485	и вообще	10	1
486	с ним	5	1
487	на ряд	1	1
488	до нас	1	1
489	он говорил	1	1
490	только и	3	1
491	этих элементов	1	1
492	в работе	2	1
493	прямо и	2	1
494	и что	5	1
495	его жизни	6	1
496	притом в	1	1
497	отвечает и	1	1
498	можно сказать	4	1
499	различать два	1	1
500	в вопросах	1	1
501	этих двух	1	1
502	вопросу о	1	1
503	– само	1	1
504	в отрыве	1	1
505	ним и	1	1
506	этот последний	1	1
507	единого и	1	1
508	и женщины	1	1
509	в него	1	1
510	в лице	1	1
511	ни к	1	1
512	помимо этого	1	1
513	в современной	1	1
514	что здесь	1	1
515	первых порах	1	1
516	но с	1	1
517	интереса к	1	1
518	всякого рода	6	1
519	тот же	5	1
520	на каждое	1	1
521	дело с	1	1
522	в свой	1	1
523	далеко в	1	1
524	бы из	1	1
525	и кажется	1	1
526	для нее	1	1
527	с которыми	4	1
528	с какой	1	1
529	так что	5	1
530	же и	2	1
531	и др	1	1
532	оказывается в	1	1
533	уже не	3	1
534	ни одного	1	1
535	же в	2	1
536	ним не	1	1
537	если в	1	1
538	кажется что	2	1
539	и везде	1	1
540	здесь же	1	1
541	или даже	1	1
542	и других	1	1
543	не стал	1	1
544	из них	1	1
545	себе в	2	1
546	него с	1	1
547	в одном	1	1
548	общего языка	1	1
549	выразить в	1	1
550	содержание и	1	1
551	с определенным	1	1
552	к ним	1	1
553	не о	2	1
554	само по	2	1
555	никакого отношения	3	1
556	на меня	2	1
557	от того	1	1
558	но из	2	1
559	имеет значение	1	1
560	соприкасаются с	1	1
561	со стороны	4	1
562	и из	2	1
563	или иначе	3	1
564	эта работа	1	1
565	если только	1	1
566	а именно	6	1
567	а эти	1	1
568	в каких	2	1
569	ему не	1	1
570	еще и	6	1
571	на которые	1	1
572	мужчины и	1	1
573	больше и	1	1
574	к более	1	1
575	не говоря	3	1
576	смысла и	1	1
577	а на	1	1
578	которых мы	1	1
579	этого не	2	1
580	его как	1	1
581	мужа и	2	1
582	мы все	1	1
583	дело в	3	1
584	на основании	1	1
585	на эту	2	1
586	во внимание	1	1
587	него не	1	1
588	если не	2	1
589	во франции	1	1
590	и глубоко	1	1
591	нет ничего	3	1
592	исходить из	2	1
593	него в	4	1
594	недоразумение и	1	1
595	ни на	1	1
596	ответить на	1	1
597	только его	2	1
598	он говорит	1	1
599	находит в	1	1
600	нужно прибавить	1	1
601	те кто	2	1
602	в течение	5	1
603	что же	8	1
604	и всей	1	1
605	н а	1	1
606	в это	4	1
607	плане а	1	1
608	этом случае	1	1
609	и другим	1	1
610	могли возникнуть	1	1
611	в целом	4	1
612	но это	4	1
613	и развитию	1	1
614	известной степени	1	1
615	но помимо	1	1
616	чем менее	1	1
617	прежде чем	1	1
618	это первое	1	1
619	хотя и	6	1
620	но когда	1	1
621	у них	1	1
622	то о	1	1
623	у достоевского	2	1
624	направленности не	1	1
625	франции и	1	1
626	и ни	1	1
627	мы должны	4	1
628	потому что	9	1
629	по самой	1	1
630	конечно нельзя	1	1
631	в человеческих	1	1
632	их жизни	1	1
633	то вопрос	1	1
634	жизни в	2	1
635	которая на	1	1
636	прибавить еще	2	1
637	существует в	1	1
638	же самой	1	1
639	какой мере	1	1
640	не что	1	1
641	из этого	5	1
642	о действительном	1	1
643	но вот	3	1
644	то ведь	1	1
645	являются не	1	1
646	а может	1	1
647	ее в	1	1
648	и другие	1	1
649	по поводу	4	1
650	том числе	1	1
651	гораздо более	2	1
