N	2gram	Bakhtin_Fr_1	Literetu
125	в сущности	16	2
126	у романтиков	1	2
127	все эти	10	2
128	чуть ли	1	2
129	из этих	2	2
130	тому же	1	2
131	во многих	2	2
132	как он	1	2
133	в нем	13	2
134	же это	1	2
135	не к	2	2
136	нашего времени	1	2
137	на этом	1	2
138	самим собой	1	2
139	здесь как	1	2
140	было бы	1	2
141	по мысли	1	2
142	от своего	2	2
143	что такое	1	2
144	а как	1	2
145	всяком случае	1	2
146	с точки	3	2
147	мы в	1	2
148	жизни с	1	2
149	даже в	3	2
150	так называемого	1	2
151	освободиться от	1	2
152	раз и	2	2
153	при всех	2	2
154	вплоть до	1	2
155	xviii века	2	2
156	мышления и	1	2
157	реакция на	1	2
158	этом отношении	3	2
159	xx века	1	2
160	могут быть	2	2
161	к тому	2	2
162	искусства как	1	2
163	в себя	3	2
164	направленной на	1	2
165	но при	2	2
166	роль в	2	2
167	к смерти	1	2
168	или иной	5	2
169	о том	2	2
170	с одной	2	2
171	не могло	1	2
172	мир и	3	2
173	между тем	5	2
174	и только	1	2
175	хотя бы	1	2
176	становится не	1	2
177	только на	2	2
178	то и	1	2
179	что не	2	2
180	для него	5	2
181	а потому	1	2
182	тем что	1	2
183	одной стороны	2	2
184	за пределы	8	2
185	нового времени	13	2
186	превращается в	5	2
187	не на	1	2
188	все более	1	2
189	нет ничего	3	2
190	если оно	1	2
191	культуре и	2	2
192	для понимания	1	2
193	можно было	1	2
194	но одновременно	3	2
195	это уже	4	2
196	не является	3	2
197	это как	4	2
198	в индивидуальном	1	2
199	литературная традиция	1	2
200	особого рода	1	2
201	все они	1	2
202	отношению к	1	2
203	и культуры	1	2
204	на это	1	2
205	в искусстве	3	2
206	бытия по	1	1
207	эстетической мысли	1	1
208	его книге	1	1
209	на самом	6	1
210	между двумя	1	1
211	по которым	1	1
212	на две	1	1
213	проникает в	1	1
214	оно было	1	1
215	воображения или	1	1
216	жизни здесь	3	1
217	ни были	1	1
218	который в	1	1
219	и подобные	1	1
220	мы не	1	1
221	от ложной	1	1
222	и новые	1	1
223	нам в	1	1
224	не была	2	1
225	каждому из	1	1
226	жизни как	3	1
227	и самой	1	1
228	такое историческое	1	1
229	которое в	2	1
230	шекспира или	1	1
231	и он	2	1
232	это время	2	1
233	в xix	1	1
234	разумеется не	1	1
235	он был	2	1
236	огромное и	1	1
237	в чем	2	1
238	средств и	1	1
239	во внешнем	1	1
240	появляется и	1	1
241	он строит	1	1
242	но как	3	1
243	себе самой	1	1
244	этой проблеме	1	1
245	отношение к	4	1
246	в наиболее	2	1
247	не просто	3	1
248	ту сторону	1	1
249	себя вне	1	1
250	первых десятилетий	2	1
251	в настоящем	1	1
252	это мир	1	1
253	его на	2	1
254	для всех	1	1
255	как к	1	1
256	более и	1	1
257	как нам	1	1
258	как уже	1	1
259	и как	1	1
260	имеет в	1	1
261	как таковое	1	1
262	в противоположность	2	1
263	есть ли	1	1
264	еще на	1	1
265	в которой	1	1
266	он в	1	1
267	в нашем	1	1
268	в последнее	1	1
269	традиция в	1	1
270	и романтиками	1	1
271	на то	1	1
272	в концепции	3	1
273	так сказать	4	1
274	во-вторых они	1	1
275	он не	2	1
276	потребности в	1	1
277	в начале	1	1
278	и вот	2	1
279	и более	1	1
280	целого ряда	1	1
281	и по	2	1
282	художественное творчество	1	1
283	но дело	1	1
284	так например	2	1
285	или иных	1	1
286	но все	3	1
287	человека в	1	1
288	значительной степени	2	1
289	до эпохи	1	1
290	бы они	1	1
291	а затем	2	1
292	культуры но	2	1
293	пусть и	2	1
294	и с	3	1
295	бы быть	2	1
296	большинстве случаев	2	1
297	это было	2	1
298	претензии на	1	1
299	может стать	1	1
300	подобные явления	1	1
301	новой жизни	1	1
302	смерть и	1	1
303	в них	5	1
304	их как	1	1
305	стала как	1	1
306	в ее	3	1
307	мы имеем	1	1
308	а за	1	1
309	и уже	1	1
310	всем своем	1	1
311	такой же	1	1
312	литературу на	1	1
313	на первый	1	1
314	в эту	1	1
315	литература и	1	1
316	в этих	2	1
317	места в	1	1
318	во второй	2	1
319	в романтизме	2	1
320	это делает	1	1
321	в отношении	6	1
322	характер это	2	1
323	или черный	1	1
324	мире при	1	1
325	в условиях	13	1
326	в которых	1	1
327	одном из	1	1
328	культуры можно	1	1
329	остается вне	1	1
330	по ту	1	1
331	не могли	1	1
332	тому чтобы	1	1
333	радости и	2	1
334	вовсе не	18	1
335	между людьми	5	1
336	чистом виде	1	1
337	на три	1	1
338	мира не	1	1
339	она не	1	1
340	из величайших	1	1
341	во время	4	1
342	на него	2	1
343	говорить о	1	1
344	для кого	1	1
345	на котором	3	1
346	другой стороны	1	1
347	тех или	1	1
348	xix веке	1	1
349	для нас	4	1
350	же слова	1	1
351	о нем	3	1
352	сущности только	1	1
353	с другом	1	1
354	в труд	1	1
355	все то	1	1
356	с разными	1	1
357	для литературы	1	1
358	отличается от	1	1
359	глубине своей	1	1
360	жизни это	1	1
361	классической эстетики	1	1
362	и говорит	1	1
363	имеет место	1	1
364	что при	1	1
365	значении в	1	1
366	как мы	6	1
367	людей в	1	1
368	средних веков	3	1
369	и от	2	1
370	последнее время	1	1
371	так в	1	1
372	в произведении	1	1
373	культуры и	8	1
374	в дальнейшем	8	1
375	к жизни	2	1
376	и иные	1	1
377	как с	1	1
378	с известными	1	1
379	бытия которая	1	1
380	или в	2	1
381	он говорит	1	1
382	с самим	1	1
383	не полно	1	1
384	на видение	1	1
385	строго говоря	1	1
386	в эпоху	9	1
387	на всю	4	1
388	традиции следует	1	1
389	они возникают	1	1
390	и здесь	3	1
391	в состав	1	1
392	исканий и	1	1
393	того он	1	1
394	второй половине	2	1
395	в будущее	1	1
396	его жизни	1	1
397	можно сказать	2	1
398	теми или	1	1
399	в значительной	6	1
400	затем в	1	1
401	является здесь	2	1
402	к нему	3	1
403	во всех	9	1
404	от них	1	1
405	и во	3	1
406	и всякая	1	1
407	на границах	2	1
408	или иными	1	1
409	во всей	3	1
410	этот последний	1	1
411	и других	3	1
412	наконец в	1	1
413	единого и	1	1
414	это всегда	2	1
415	дома в	1	1
416	в жизнь	1	1
417	это приводит	1	1
418	в литературе	6	1
419	и народа	1	1
420	человеческого существования	2	1
421	среди других	1	1
422	одной из	1	1
423	в какой	1	1
424	смерти как	1	1
425	бы ни	2	1
426	литературе и	2	1
427	в теле	1	1
428	в литературоведении	1	1
429	образов в	2	1
430	со своим	1	1
431	и у	6	1
432	самой жизни	3	1
433	в большинстве	2	1
434	мир во	1	1
435	эти и	1	1
436	от других	1	1
437	за ним	1	1
438	где бы	1	1
439	самому и	1	1
440	постановка проблемы	2	1
441	представлений о	1	1
442	в одном	5	1
443	в современном	1	1
444	не для	2	1
445	начала жизни	1	1
446	так как	6	1
447	не о	1	1
448	отношении к	1	1
449	и перестает	1	1
450	человек как	1	1
451	со специфической	1	1
452	в стенах	1	1
453	особый язык	1	1
454	что и	1	1
455	выходит за	4	1
456	до сих	4	1
457	именно в	1	1
458	стороны он	1	1
459	буржуазной культуры	1	1
460	бытия в	1	1
461	с героями	1	1
462	себя и	1	1
463	резко отличается	1	1
464	без особых	1	1
465	в некоторых	2	1
466	европы но	1	1
467	а на	1	1
468	стремится к	1	1
469	до конца	2	1
470	более того	2	1
471	однако и	1	1
472	сколько в	1	1
473	воспринимаются как	1	1
474	в последующем	1	1
475	для этой	1	1
476	проникновения в	1	1
477	в разрушении	1	1
478	и если	1	1
479	ни на	2	1
480	начала с	1	1
481	из мира	3	1
482	но особенно	1	1
483	канона его	1	1
484	с общей	1	1
485	себе самому	2	1
486	внешнем мире	1	1
487	в особенности	2	1
488	жизни но	2	1
489	целом ряде	1	1
490	это были	1	1
491	в той	5	1
492	глаголов и	1	1
493	и на	11	1
494	отрицанием жизни	1	1
495	в мир	2	1
496	вокруг себя	1	1
497	сам не	1	1
498	на свете	1	1
499	многих других	1	1
500	на самое	1	1
501	в состоянии	3	1
502	духовную сферу	1	1
503	сохраняется в	1	1
504	в это	2	1
505	этот не	1	1
506	как например	1	1
507	сих пор	4	1
508	мира который	1	1
509	только для	1	1
510	между прочим	2	1
511	но для	3	1
512	пока еще	1	1
513	которые были	1	1
514	просто как	1	1
515	под названием	1	1
516	из которых	1	1
517	и искусства	4	1
518	уже на	1	1
519	совершается в	1	1
520	при таком	2	1
521	не подлежит	2	1
522	подобные им	1	1
523	говоря о	1	1
524	себя самого	1	1
525	от него	2	1
526	и все	5	1
527	находит свое	1	1
528	но зато	1	1
529	от всего	2	1
530	самой жизнью	1	1
531	в общем	4	1
532	ее развития	1	1
533	жизни в	5	1
534	в романе	2	1
535	между ними	4	1
536	с ней	1	1
537	не знает	6	1
538	сказать что	6	1
539	от всех	3	1
540	совершенно не	4	1
541	языка на	1	1
542	друга как	1	1
543	ли на	1	1
544	сущности не	1	1
545	к этому	1	1
546	и особенно	2	1
547	все что	1	1
548	от ее	1	1
549	том числе	10	1
550	они не	1	1
