N	2gram	Bakhtin_Pr_1	VelikijI
355	раз и	3	1
356	на пути	2	1
357	и нет	1	1
358	можно ли	1	1
359	и внешней	1	1
360	как можно	2	1
361	другом но	1	1
362	ничего кроме	1	1
363	и другое	1	1
364	о мире	1	1
365	на котором	2	1
366	сознании и	1	1
367	и именно	1	1
368	не существует	1	1
369	и от	1	1
370	карамазова и	4	1
371	найти в	1	1
372	мира и	7	1
373	ничего не	6	1
374	человек и	2	1
375	всего можно	1	1
376	лишь как	5	1
377	может быть	21	1
378	пути и	1	1
379	как она	1	1
380	конце концов	4	1
381	видим что	1	1
382	более всего	1	1
383	будто бы	1	1
384	духа а	1	1
385	это слово	1	1
386	вот что	2	1
387	на него	2	1
388	в сознании	2	1
389	уже и	1	1
390	жизни в	1	1
391	может и	1	1
392	о своем	1	1
393	этих черт	2	1
394	другой стороны	2	1
395	и конечная	1	1
396	я ничего	1	1
397	но все	4	1
398	и идеи	1	1
399	есть и	1	1
400	и могли	1	1
401	людей но	1	1
402	есть то	3	1
403	к этому	2	1
404	возможны лишь	1	1
405	его с	1	1
406	всего что	1	1
407	личность не	1	1
408	в искусстве	2	1
409	и другие	2	1
410	в своих	2	1
411	образ в	2	1
412	важная задача	1	1
413	в процессе	4	1
414	это в	2	1
415	в противоположность	3	1
416	себя и	2	1
417	она не	5	1
418	они не	3	1
