N	2gram	Nazirov_Tv_1	Literetu
506	этом у	1	1
507	говорит о	3	1
508	чувствовал что	1	1
509	к человеку	3	1
510	в соответствии	3	1
511	свободы от	1	1
512	стремится к	3	1
513	души он	1	1
514	есть лишь	1	1
515	среди них	1	1
516	подлинного а	1	1
517	все время	1	1
518	своего я	2	1
519	а так	1	1
520	когда же	1	1
521	другие в	1	1
522	для этой	2	1
523	по нашему	5	1
524	все более	2	1
525	в творчестве	6	1
526	него в	1	1
527	эти слова	2	1
528	так же	3	1
529	я тебе	1	1
530	пространства и	2	1
531	в цикле	1	1
532	дня и	1	1
533	он говорит	3	1
534	ненависть к	1	1
535	является функцией	1	1
536	наряду с	1	1
537	с некоторыми	1	1
538	что же	1	1
539	трактуется как	1	1
540	вокруг себя	2	1
541	жизни слова	1	1
542	он мыслит	1	1
543	в своем	4	1
544	жизнь на	2	1
545	его в	1	1
546	и от	4	1
547	и некоторые	1	1
548	в основном	4	1
549	время не	2	1
550	в смысле	1	1
551	имел в	1	1
552	как некий	1	1
553	не принял	1	1
554	в недрах	1	1
555	пока еще	1	1
556	и где	1	1
557	не мог	2	1
558	существования в	1	1
559	процесса в	4	1
560	живет и	1	1
561	при таком	1	1
562	на самом	3	1
563	всего мира	1	1
564	его творческую	1	1
565	он по	1	1
566	которая в	1	1
567	сам является	1	1
568	ее и	2	1
569	от него	1	1
570	и все	6	1
571	в миг	1	1
572	со второй	1	1
573	он же	1	1
574	еще более	2	1
575	в интересах	1	1
576	теперь же	1	1
577	отношении к	1	1
578	только как	1	1
579	от всех	1	1
580	в свою	7	1
581	к его	1	1
582	переход от	1	1
583	о литературе	1	1
584	который в	3	1
585	а я	1	1
586	ее в	3	1
587	я за	1	1
588	к этому	2	1
589	русской литературы	2	1
590	гораздо более	2	1
