N	2gram	Bakhtin_Pr_1	EvropaiE
180	этот процесс	1	2
181	но именно	4	2
182	он не	4	2
183	и совершенной	1	2
184	на одну	1	2
185	и еще	1	2
186	какой бы	2	2
187	таким образом	11	2
188	в мире	7	2
189	и с	4	2
190	заключается в	2	2
191	с другими	7	2
192	для них	1	2
193	далеко не	1	2
194	дело идет	6	2
195	в своих	2	2
196	в развитии	1	2
197	такой же	1	2
198	в эту	1	2
199	в этих	2	2
200	или точнее	1	2
201	в котором	2	2
202	не к	1	2
203	одном из	2	2
204	и более	1	2
205	при условии	1	2
206	она не	5	2
207	тогда когда	1	2
208	и имеет	1	2
209	на язык	1	2
210	по своей	1	2
211	как будто	3	2
212	именно потому	2	2
213	к той	2	2
214	не могут	6	2
215	могут быть	1	2
216	всего в	1	2
217	как не	4	2
218	данном случае	2	2
219	во многом	1	2
220	по сравнению	1	2
221	если бы	10	2
222	в содержании	1	2
223	и что	1	2
224	притом в	1	2
225	кажется что	3	2
226	в значительной	1	2
227	и во	2	2
228	к нему	3	2
229	во втором	1	2
230	в его	24	2
231	подходит к	4	2
232	во всей	2	2
233	и можно	1	2
234	мы должны	2	2
235	но с	1	2
236	этот вопрос	2	2
237	в какой	1	2
238	есть в	3	2
239	не можем	1	2
240	в большинстве	2	2
241	при помощи	1	2
242	и других	5	2
243	участие в	1	2
244	в одном	9	2
245	заметить что	2	2
246	значение только	1	2
247	в одинаковом	1	2
248	другой и	1	2
249	а именно	1	2
250	как же	3	2
251	только к	1	2
252	в некоторых	1	2
253	на этот	2	2
254	нашему мнению	3	2
255	а не	20	2
256	и тут	1	2
257	что все	3	2
258	вместе с	2	2
259	сравнению с	1	2
260	наряду с	1	2
261	что же	1	2
262	ко всему	1	2
263	поскольку он	1	2
264	для понимания	3	2
265	мира но	2	2
266	с большой	1	2
267	и все	3	2
268	наблюдения над	1	2
269	бы в	3	2
270	и наконец	5	2
271	же в	2	2
272	в другой	3	2
273	мы видим	3	2
274	а в	7	2
275	не есть	1	2
276	между ними	2	2
277	другой стороны	2	2
278	жизни и	6	2
279	существует только	1	1
280	себя как	5	1
281	своей совокупности	1	1
282	также что	1	1
283	например в	3	1
284	до него	1	1
285	в тех	1	1
286	не делает	1	1
287	и это	5	1
288	или к	2	1
289	же по	2	1
290	и до	1	1
291	исходит из	3	1
292	противном случае	1	1
293	на западе	2	1
294	той же	6	1
295	на тех	1	1
296	из всего	2	1
297	или наоборот	1	1
298	он считает	1	1
299	почти все	1	1
300	как обычно	1	1
301	есть нечто	1	1
302	время как	1	1
303	говорить о	2	1
304	только это	1	1
305	достаточно чтобы	1	1
306	а для	1	1
307	их до	1	1
308	то это	1	1
309	нельзя конечно	3	1
310	в каждой	2	1
311	и философские	1	1
312	которых может	1	1
313	с его	6	1
314	тем как	4	1
315	чем это	1	1
316	к которой	1	1
317	значение и	1	1
318	его построения	1	1
319	по отношению	11	1
320	в новом	1	1
321	и земли	2	1
322	тогда как	1	1
323	отличие от	2	1
324	за пределы	6	1
325	пределы и	1	1
326	которые не	1	1
327	как по	1	1
328	нужно признать	1	1
329	в одной	4	1
330	в рамках	2	1
331	как последняя	1	1
332	на минуту	1	1
333	отдельные этапы	1	1
334	все же	5	1
335	однако не	2	1
336	в противном	1	1
337	кроме того	3	1
338	в полном	1	1
339	смысле этого	1	1
340	могли бы	3	1
341	не являются	1	1
342	говорит об	1	1
343	его к	4	1
344	этого мира	4	1
345	располагались в	1	1
346	в этот	2	1
347	воспринять как	1	1
348	ими с	1	1
349	из положения	1	1
350	он в	2	1
351	в нашем	1	1
352	еще далеко	1	1
353	за их	1	1
354	в последнее	1	1
355	с их	5	1
356	может найти	1	1
357	элементов в	1	1
358	нами в	1	1
359	бы только	1	1
360	и значительно	1	1
361	но его	1	1
362	претендовать на	1	1
363	на его	2	1
364	при этом	3	1
365	жизни вообще	1	1
366	не значит	2	1
367	бы во	2	1
368	пределах одного	1	1
369	не как	12	1
370	или вовсе	1	1
371	находит себе	1	1
372	находим у	1	1
373	или иных	1	1
374	принципа в	1	1
375	в человеческом	1	1
376	но все	4	1
377	значительной степени	1	1
378	бы дать	1	1
379	в нем	20	1
380	в совершенно	2	1
381	значение в	1	1
382	полной мере	1	1
383	ценности и	1	1
384	лишь в	3	1
385	входит в	2	1
386	воспринимается как	1	1
387	которая как	1	1
388	лишь на	2	1
389	мы сказали	1	1
390	весь мир	1	1
391	в жизни	6	1
392	рядом с	13	1
393	всегда и	1	1
394	нельзя признать	1	1
395	активности и	1	1
396	и было	1	1
397	потому и	1	1
398	как таковой	1	1
399	их на	1	1
400	и поскольку	1	1
401	именно и	2	1
402	сам и	1	1
403	в отличие	2	1
404	от себя	1	1
405	признать что	1	1
406	значение для	1	1
407	что имеет	2	1
408	является та	2	1
409	среды и	1	1
410	творчества и	2	1
411	друг другу	2	1
412	войти в	1	1
413	для этого	1	1
414	тому что	2	1
415	кажется нам	1	1
416	если и	1	1
417	все эти	8	1
418	не менее	1	1
419	почти никогда	1	1
420	но они	4	1
421	той части	1	1
422	и другое	1	1
423	одна из	2	1
424	чтобы в	1	1
425	подходят к	1	1
426	наблюдений над	1	1
427	та или	1	1
428	земли в	1	1
429	рассматривать как	1	1
430	огромного большинства	1	1
431	казалось бы	1	1
432	в самой	7	1
433	или иная	1	1
434	совершенно неправильно	1	1
435	к концу	1	1
436	на себе	2	1
437	и его	13	1
438	не находим	1	1
439	в сознании	2	1
440	следует что	1	1
441	так то	1	1
442	в основе	5	1
443	и несколько	1	1
444	у нас	1	1
445	мир в	2	1
446	мира только	1	1
447	должны быть	1	1
448	для такого	1	1
449	то существенно	1	1
450	все еще	1	1
451	но из	1	1
452	мы привели	1	1
453	для себя	2	1
454	оно может	1	1
455	и о	3	1
456	и сами	1	1
457	людей в	1	1
458	лишь весьма	2	1
459	имеет значение	2	1
460	мы думаем	1	1
461	он определяет	1	1
462	то время	2	1
463	в рамки	2	1
464	котором мы	1	1
465	и сам	2	1
466	этот период	1	1
467	что может	2	1
468	был бы	5	1
469	те же	1	1
470	и другими	4	1
471	по природе	1	1
472	об этом	1	1
473	и происходит	1	1
474	является в	1	1
475	в осуществлении	1	1
476	поэтому в	2	1
477	не кто	1	1
478	был не	1	1
479	сделан из	1	1
480	к другу	1	1
481	с ним	6	1
482	мире в	3	1
483	этой концепции	1	1
484	при том	1	1
485	в построении	5	1
486	других более	1	1
487	некоторых из	1	1
488	тех кто	1	1
489	на вопрос	2	1
490	не перед	1	1
491	его жизни	1	1
492	времени в	1	1
493	такими же	1	1
494	современности и	1	1
495	того в	1	1
496	и радикально	1	1
497	нем и	1	1
498	и следовательно	1	1
499	в лучшем	2	1
500	мог осуществиться	1	1
501	друг к	1	1
502	звучит как	2	1
503	быть и	1	1
504	один из	2	1
505	ибо в	1	1
506	тот же	2	1
507	всех этих	3	1
508	мы увидим	1	1
509	ли он	2	1
510	в угоду	1	1
511	для одних	1	1
512	что как	1	1
513	который в	1	1
514	никак нельзя	2	1
515	по этому	2	1
516	большей ясностью	1	1
517	ведь в	1	1
518	можно еще	1	1
519	со своим	3	1
520	конечно не	1	1
521	уже не	8	1
522	уже в	5	1
523	на такой	1	1
524	если мы	1	1
525	то и	2	1
526	в начале	1	1
527	что не	1	1
528	и творческого	1	1
529	от других	1	1
530	которую по	1	1
531	тут есть	1	1
532	одно из	1	1
533	для него	15	1
534	и их	2	1
535	бы тот	1	1
536	в последних	1	1
537	к сознанию	1	1
538	не о	1	1
539	как его	1	1
540	бытия и	1	1
541	от того	2	1
542	выходит за	2	1
543	даже не	1	1
544	а на	1	1
545	к которому	1	1
546	она является	1	1
547	что для	2	1
548	традиции с	1	1
549	перед тем	1	1
550	не было	3	1
551	с большей	1	1
552	и далее	1	1
553	человеческой жизни	2	1
554	него не	2	1
555	что из	2	1
556	что мы	1	1
557	этот принцип	3	1
558	бы как	1	1
559	xx века	1	1
560	именно поэтому	1	1
561	суждений о	1	1
562	поэтому даже	1	1
563	как одно	1	1
564	пространства и	1	1
565	другие не	1	1
566	что за	1	1
567	есть только	1	1
568	реальность и	1	1
569	более широких	1	1
570	многих других	1	1
571	в состоянии	1	1
572	действительности как	1	1
573	должно быть	1	1
574	с ее	2	1
575	этого слова	2	1
576	слова и	1	1
577	на пути	2	1
578	дают для	1	1
579	лучшем случае	2	1
580	в аспекте	1	1
581	определяющим фактором	1	1
582	тех или	1	1
583	более того	3	1
584	вопрос в	1	1
585	многие из	1	1
586	она может	1	1
587	нельзя сказать	1	1
588	что оно	1	1
589	в индивидуальном	1	1
590	ее и	1	1
591	и однако	1	1
592	более всего	1	1
593	но это	5	1
594	и другие	2	1
595	можно конечно	1	1
596	именно об	1	1
597	с ней	1	1
598	сводить к	2	1
599	оно не	2	1
600	что даже	1	1
601	сам в	1	1
602	не способны	2	1
603	есть то	3	1
604	время не	2	1
605	собой это	1	1
606	вполне понятно	1	1
607	это в	2	1
608	все что	3	1
609	гораздо более	1	1
