N	2gram	Tiupa_Hudo_1	Komedia
375	с ним	2	1
376	означает что	1	1
377	в каждой	1	1
378	зрения у	1	1
379	с человеком	1	1
380	в порядке	2	1
381	не означает	1	1
382	в драматическом	1	1
383	и что	3	1
384	в глаза	2	1
385	к действительности	3	1
386	в значительной	1	1
387	это была	1	1
388	на ее	1	1
389	организации текста	1	1
390	состоит не	1	1
391	я думаю	2	1
392	ибо и	1	1
393	как художественное	2	1
394	наконец в	1	1
395	в литературе	1	1
396	того что	4	1
397	к внутреннему	2	1
398	дело с	1	1
399	природой и	1	1
400	нуждается в	1	1
401	самые разнообразные	1	1
402	актера в	1	1
403	во времени	4	1
404	мира как	1	1
405	бы ни	1	1
406	тот что	1	1
407	себя в	7	1
408	так что	1	1
409	времени когда	1	1
410	оказывается в	3	1
411	а напротив	1	1
412	действующего лица	1	1
413	речь в	1	1
414	не дает	1	1
415	в душе	8	1
416	за ним	1	1
417	себе в	1	1
418	представить себе	1	1
419	перед собой	1	1
420	ее не	1	1
421	может служить	2	1
422	не случайно	3	1
423	не говорит	1	1
424	для того	2	1
425	друг от	1	1
426	в особенности	1	1
427	на уровне	1	1
428	нам не	1	1
429	или иначе	4	1
430	страшно и	1	1
431	далеко не	2	1
432	и прежде	1	1
433	на чем	1	1
434	было и	2	1
435	и др	2	1
436	к более	2	1
437	она предстает	1	1
438	противоречие между	1	1
439	в соответствии	1	1
440	превращается в	2	1
441	одновременно не	1	1
442	автором в	1	1
443	его как	1	1
444	которой я	1	1
445	у одного	2	1
446	о чем	2	1
447	собой ср	1	1
448	первые два	1	1
449	что из	1	1
450	существующее в	2	1
451	время для	1	1
452	стороны в	1	1
453	нет никаких	1	1
454	и потому	2	1
455	между участниками	1	1
456	к своему	1	1
457	в данном	4	1
458	к жизни	2	1
459	в той	3	1
460	одновременно с	1	1
461	тому как	1	1
462	как бы	9	1
463	в это	1	1
464	этого слова	2	1
465	с этой	1	1
466	в условиях	1	1
467	о его	1	1
468	в теорию	2	1
469	изобразительного искусства	1	1
470	за его	1	1
471	общими для	1	1
472	обращается к	1	1
473	от него	1	1
474	в третьем	1	1
475	места в	1	1
476	бы в	1	1
477	лицом смерти	1	1
478	принято говорить	1	1
479	зрения в	1	1
480	следит за	1	1
481	отношении к	2	1
482	слово в	1	1
483	сообщения о	1	1
484	не знает	3	1
485	сказать что	4	1
486	к его	2	1
487	автора в	1	1
488	восприятие которое	1	1
489	именно к	1	1
490	культуры в	2	1
491	на это	1	1
492	в каком	2	1
493	жизни и	1	1
494	человека к	3	1
495	и другие	2	1
496	того времени	1	1
497	в таком	1	1
498	в роли	3	1
499	этой точки	1	1
500	том числе	2	1
501	они не	1	1
502	событий в	1	1
