N	2gram	Vinokur_Ku_2	Hudozhes
113	мы уже	1	3
114	было бы	15	3
115	в это	1	3
116	в них	4	3
117	соответствии с	2	3
118	несмотря на	5	3
119	мы с	2	3
120	в этих	1	3
121	как только	1	3
122	и это	3	3
123	что у	2	3
124	когда в	2	3
125	внимание на	1	3
126	все его	1	3
127	к нему	2	3
128	одной из	1	3
129	с ними	2	3
130	с одной	2	3
131	для нас	4	3
132	конечном счете	2	3
133	в одном	1	3
134	что на	4	3
135	с другой	8	3
136	прежде всего	8	3
137	в соответствии	3	3
138	человек в	1	3
139	так же	4	3
140	одной стороны	1	3
141	все это	5	3
142	всего лишь	3	3
143	ли в	1	3
144	или в	4	3
145	будто бы	2	3
146	все они	2	3
147	на фоне	3	3
148	по поводу	2	3
149	самом деле	9	3
150	же как	2	2
151	и то	5	2
152	думал о	1	2
153	той же	2	2
154	а как	1	2
155	говорить о	4	2
156	одного слова	1	2
157	ответ на	2	2
158	отношение к	1	2
159	мне хотелось	1	2
160	более чем	1	2
161	все же	7	2
162	и к	1	2
163	но в	11	2
164	в нашем	7	2
165	из этих	1	2
166	не более	2	2
167	и становится	1	2
168	тому же	1	2
169	роли в	1	2
170	т д	14	2
171	в принципе	1	2
172	не как	2	2
173	на этом	3	2
174	прежде чем	1	2
175	оно не	2	2
176	однако в	1	2
177	могла бы	2	2
178	не будет	1	2
179	а по	1	2
180	не с	1	2
181	лишь в	5	2
182	который и	1	2
183	от которого	1	2
184	о которых	3	2
185	характер и	2	2
186	и было	1	2
187	место в	1	2
188	можно так	1	2
189	с точки	8	2
190	если можно	2	2
191	что я	4	2
192	нельзя было	2	2
193	начнем с	1	2
194	а вот	1	2
195	дело не	2	2
196	того как	2	2
197	одна из	1	2
198	первая половина	1	2
199	тогда в	1	2
200	мысли о	1	2
201	приходит к	1	2
202	как мы	3	2
203	данном случае	2	2
204	она может	1	2
205	приводит к	5	2
206	роль в	2	2
207	те же	3	2
208	и опять	1	2
209	которая была	1	2
210	до сих	1	2
211	за этими	1	2
212	все те	1	2
213	в другом	2	2
214	и просто	1	2
215	с того	1	2
216	а также	3	2
217	того или	2	2
218	нуждается в	2	2
219	и только	1	2
220	один из	5	2
221	здесь не	3	2
222	идет по	1	2
223	дело с	1	2
224	он уже	2	2
225	впрочем и	1	2
226	именно на	1	2
227	с какой	1	2
228	же и	2	2
229	и у	2	2
230	ни одного	1	2
231	в виде	1	2
232	его и	1	2
233	т п	24	2
234	вовсе не	9	2
235	сих пор	1	2
236	или иной	1	2
237	как у	2	2
238	именно в	3	2
239	еще и	2	2
240	что не	6	2
241	мы знаем	4	2
242	и составляет	1	2
243	однако и	2	2
244	жизнь в	1	2
245	вместе с	5	2
246	в данном	4	2
247	или иного	2	2
248	в ряду	1	2
249	что же	5	2
250	и от	2	2
251	только для	2	2
252	и для	2	2
253	отнюдь не	4	2
254	в голову	1	2
255	потому что	25	2
256	хотя бы	9	2
257	в ресторане	1	2
258	давно уже	1	2
259	точки зрения	14	2
260	между ними	1	2
261	сказать что	4	2
262	что даже	1	2
263	т е	22	2
264	как на	1	2
265	но еще	1	2
266	тем самым	2	2
267	гораздо более	3	2
268	одних и	1	1
269	отношения к	2	1
270	в сфере	3	1
271	всего тем	1	1
272	становится в	1	1
273	в сердце	1	1
274	союз а	1	1
275	тех же	2	1
276	это и	3	1
277	на деле	1	1
278	мы имели	1	1
279	не меняется	1	1
280	которыми он	1	1
281	также и	5	1
282	жизни для	1	1
283	мы имеем	5	1
284	мы не	1	1
285	себе как	1	1
286	что между	2	1
287	что если	2	1
288	нам в	1	1
289	бог знает	1	1
290	в сущности	9	1
291	время как	1	1
292	поэзии не	1	1
293	этого термина	2	1
294	что можно	3	1
295	жизни это	1	1
296	это время	1	1
297	разумеется не	1	1
298	он был	1	1
299	на них	1	1
300	установки на	1	1
301	бы то	1	1
302	легко и	1	1
303	различие это	1	1
304	одна за	1	1
305	могло быть	1	1
306	то он	1	1
307	самой природы	1	1
308	свою жизнь	1	1
309	в общем	1	1
310	с каким	1	1
311	автора но	1	1
312	себе и	1	1
313	его внимания	1	1
314	не просто	2	1
315	нет и	1	1
316	или иное	3	1
317	эти внешние	1	1
318	ни одна	1	1
319	не видно	1	1
320	в той	2	1
321	себя знать	1	1
322	под этой	1	1
323	показать что	1	1
324	как к	1	1
325	на минуту	1	1
326	противоречие в	1	1
327	более и	1	1
328	такова же	1	1
329	вечера и	1	1
330	хотя и	4	1
331	когда он	1	1
332	дает себя	1	1
333	сказал бы	1	1
334	но для	3	1
335	его к	2	1
336	это просто	2	1
337	себе не	2	1
338	конечном итоге	1	1
339	от этого	2	1
340	за собой	2	1
341	характер как	1	1
342	оттого что	1	1
343	в которой	1	1
344	мне не	2	1
345	так или	2	1
346	все эти	12	1
347	не оставляет	1	1
348	бы так	1	1
349	и отношения	1	1
350	нами в	1	1
351	но ведь	1	1
352	частности и	1	1
353	все ее	1	1
354	что без	1	1
355	по словам	2	1
356	сказать в	1	1
357	он все	1	1
358	здесь однако	1	1
359	именно то	1	1
360	же это	1	1
361	и когда	1	1
362	однако он	1	1
363	в силу	7	1
364	в корне	2	1
365	том чтобы	1	1
366	тексте телеграммы	1	1
367	их в	1	1
368	свое время	2	1
369	на жизнь	1	1
370	какой бы	1	1
371	известном смысле	1	1
372	лишь с	2	1
373	не должно	2	1
374	но все	4	1
375	русской классической	1	1
376	значительной степени	1	1
377	не следует	5	1
378	слова не	3	1
379	в каждом	1	1
380	здесь мы	2	1
381	смысле в	1	1
382	то ни	1	1
383	а когда	1	1
384	том случае	2	1
385	читать и	1	1
386	которого не	1	1
387	всю свою	1	1
388	лучше чем	1	1
389	и тем	5	1
390	даже в	1	1
391	бы уже	1	1
392	который по	1	1
393	можешь и	1	1
394	не понимают	1	1
395	быть только	2	1
396	достоевского и	2	1
397	этого не	3	1
398	к осознанию	1	1
399	в слове	1	1
400	не всегда	2	1
401	на своего	1	1
402	он и	2	1
403	оснований говорить	1	1
404	легче всего	1	1
405	согласно которому	1	1
406	не мог	1	1
407	и еще	2	1
408	и при	1	1
409	никак не	3	1
410	таким же	2	1
411	в следующем	1	1
412	на месте	1	1
413	установка на	2	1
414	то для	3	1
415	знаем что	3	1
416	от себя	1	1
417	теперь как	1	1
418	признать что	1	1
419	характерное для	2	1
420	и уж	1	1
421	но он	1	1
422	и более	2	1
423	в конце	4	1
424	том же	1	1
425	случае мы	1	1
426	же такое	1	1
427	фраза в	1	1
428	в атмосфере	2	1
429	того момента	1	1
430	каждого отдельного	1	1
431	виду что	1	1
432	все мы	1	1
433	самого начала	1	1
434	дело в	1	1
435	только из	1	1
436	на себе	4	1
437	если для	1	1
438	для всего	1	1
439	а сама	1	1
440	на язык	1	1
441	в самой	2	1
442	почему это	1	1
443	в ком	1	1
444	к вам	1	1
445	себе во	1	1
446	хочет быть	1	1
447	в области	11	1
448	становится для	1	1
449	в разговоре	4	1
450	а теперь	1	1
451	не считаю	1	1
452	когда мы	1	1
453	и такие	1	1
454	ли не	2	1
455	отличается от	3	1
456	всего в	3	1
457	на заводе	1	1
458	это я	1	1
459	не предполагает	1	1
460	все еще	1	1
461	а ее	1	1
462	на это	3	1
463	в театре	1	1
464	то или	3	1
465	в себя	1	1
466	с самого	1	1
467	при сохранении	1	1
468	то как	1	1
469	способности к	1	1
470	в плоскости	2	1
471	это только	2	1
472	наше внимание	1	1
473	что от	1	1
474	мы в	2	1
475	собой и	1	1
476	в настоящее	1	1
477	по себе	10	1
478	ему хочется	1	1
479	образом в	2	1
480	сказывается и	1	1
481	и здесь	5	1
482	настоящее время	1	1
483	единственный в	1	1
484	и что	8	1
485	после того	2	1
486	сбросить с	2	1
487	в значительной	1	1
488	нас в	1	1
489	заключается в	2	1
490	которых в	1	1
491	к источнику	1	1
492	что самое	1	1
493	или иначе	3	1
494	чего уж	1	1
495	того что	3	1
496	как например	1	1
497	быть и	1	1
498	но с	1	1
499	оно и	1	1
500	обе эти	1	1
501	а если	2	1
502	сколь бы	2	1
503	и потому	2	1
504	и весьма	1	1
505	по мнению	1	1
506	но как	1	1
507	например с	1	1
508	тургенева и	1	1
509	в уста	1	1
510	тот или	1	1
511	характерной для	1	1
512	так что	1	1
513	следил за	1	1
514	внимание в	1	1
515	к идее	1	1
516	в серьезных	1	1
517	уже в	3	1
518	в нашей	4	1
519	превращаются в	1	1
520	их как	1	1
521	следует что	3	1
522	или даже	1	1
523	представить себе	2	1
524	ведь это	1	1
525	могло бы	1	1
526	я в	1	1
527	не для	1	1
528	так как	15	1
529	для меня	1	1
530	то время	1	1
531	не правда	2	1
532	может служить	2	1
533	независимо от	1	1
534	и никогда	1	1
535	этом отношении	3	1
536	от того	4	1
537	на том	2	1
538	имели бы	1	1
539	и даже	2	1
540	и точно	1	1
541	этом пути	1	1
542	а именно	2	1
543	это все	1	1
544	по всей	1	1
545	термина а	1	1
546	а на	2	1
547	которых мы	2	1
548	до конца	3	1
549	более того	1	1
550	с которым	1	1
551	а так	1	1
552	не то	2	1
553	там где	5	1
554	и баста	1	1
555	в речи	6	1
556	в точности	1	1
557	все более	1	1
558	одно слово	1	1
559	эти слова	1	1
560	ни на	2	1
561	вое же	1	1
562	в пределах	4	1
563	это своего	1	1
564	что за	2	1
565	чем в	3	1
566	такого рода	1	1
567	это почти	1	1
568	за рамки	2	1
569	так скоро	1	1
570	поскольку он	1	1
571	по существу	5	1
572	думать о	1	1
573	кстати и	2	1
574	лежит в	1	1
575	с этой	2	1
576	слова и	5	1
577	еще раз	1	1
578	этом случае	2	1
579	но это	3	1
580	к двум	1	1
581	слова но	1	1
582	традиций в	1	1
583	только тогда	1	1
584	что нет	1	1
585	говорят не	1	1
586	то не	2	1
587	всего что	2	1
588	бы в	1	1
589	но зато	2	1
590	и дело	1	1
591	же в	3	1
592	первый раз	1	1
593	за этим	2	1
594	нам не	2	1
595	сообщения о	1	1
596	лишь по	1	1
597	не знает	3	1
598	только как	2	1
599	другой стороны	7	1
600	совершенно не	3	1
601	своего друга	1	1
602	точно так	3	1
603	не замечать	1	1
604	в кругу	2	1
605	только о	2	1
606	в действительности	1	1
607	не нуждается	1	1
608	на примере	2	1
609	это так	3	1
610	к этой	3	1
611	бы даже	1	1
612	в искусстве	1	1
613	случае если	2	1
614	в своих	2	1
615	это в	2	1
616	каждое слово	1	1
617	который не	1	1
618	к этому	4	1
619	которая не	1	1
620	смысле что	1	1
