N	2gram	Losev_Dial_2	KFilosof
144	в каждом	2	3
145	нем я	1	3
146	в другом	4	3
147	этом смысле	1	3
148	когда я	2	3
149	нигде не	1	3
150	не должно	2	3
151	что этот	3	3
152	не менее	3	3
153	тогда когда	6	3
154	ничего не	3	3
155	меня и	1	3
156	и делает	2	3
157	в некотором	1	3
158	могут быть	4	3
159	здесь не	1	3
160	культуры и	2	3
161	ясно что	4	3
162	здесь нет	1	3
163	в виду	5	3
164	о том	5	3
165	того или	2	3
166	нем и	2	3
167	того что	6	3
168	быть и	4	3
169	и тем	1	3
170	есть я	1	3
171	я имею	1	3
172	тем что	2	3
173	от того	4	3
174	что не	6	3
175	и пр	5	3
176	вступает в	1	3
177	по своему	5	3
178	сознания и	5	3
179	а все	1	3
180	лишь как	1	3
181	и ни	1	3
182	не должен	1	3
183	не быть	2	3
184	или иного	1	3
185	в то	6	3
186	на своем	1	3
187	чтобы не	6	2
188	не остается	1	2
189	и то	7	2
190	я и	2	2
191	он может	2	2
192	это и	3	2
193	вопрос о	3	2
194	только это	1	2
195	ему в	1	2
196	и ценность	1	2
197	и конечно	1	2
198	это противопоставление	1	2
199	совсем не	1	2
200	в данном	3	2
201	к которой	1	2
202	свою жизнь	1	2
203	смыслу и	1	2
204	или иное	4	2
205	как в	2	2
206	то или	4	2
207	и как	10	2
208	от этого	3	2
209	себе как	3	2
210	та же	4	2
211	в этой	3	2
212	как оно	1	2
213	в принципе	1	2
214	в виде	2	2
215	так и	10	2
216	то ни	1	2
217	не будет	2	2
218	и может	6	2
219	это суть	2	2
220	и оформления	1	2
221	действительности в	1	2
222	и мы	3	2
223	весь мир	1	2
224	в жизни	2	2
225	из нее	1	2
226	бытие и	2	2
227	с тем	2	2
228	но я	3	2
229	можно ли	3	2
230	есть его	1	2
231	тем не	2	2
232	и эти	1	2
233	по себе	18	2
234	тому что	2	2
235	что есть	2	2
236	что эта	1	2
237	и время	4	2
238	и ясно	1	2
239	дело не	2	2
240	сознания как	1	2
241	же время	5	2
242	в области	2	2
243	не потому	6	2
244	пространство и	1	2
245	вокруг него	1	2
246	его с	3	2
247	той или	4	2
248	оно не	1	2
249	не живет	1	2
250	можно и	1	2
251	чтобы быть	1	2
252	всей своей	1	2
253	говорить о	5	2
254	и когда	4	2
255	котором мы	1	2
256	чтобы дать	1	2
257	это только	3	2
258	жизнь и	5	2
259	даны в	3	2
260	может не	4	2
261	и та	6	2
262	бы то	1	2
263	и просто	1	2
264	и единый	1	2
265	или как	3	2
266	однако что	1	2
267	нем не	1	2
268	которой все	1	2
269	может иметь	3	2
270	и она	2	2
271	тот же	1	2
272	что он	6	2
273	всех его	1	2
274	именно на	1	2
275	со всеми	1	2
276	мы получим	1	2
277	а это	1	2
278	его и	1	2
279	содержание и	1	2
280	не о	1	2
281	принципиально не	1	2
282	утверждение себя	2	2
283	были бы	1	2
284	себе а	1	2
285	или иной	1	2
286	ли это	1	2
287	будет ли	2	2
288	было и	1	2
289	себя и	1	2
290	прежде всего	8	2
291	только по	1	2
292	смысла и	2	2
293	своем месте	1	2
294	бы оно	1	2
295	и бесконечного	1	2
296	я уже	2	2
297	и потому	5	2
298	пространства и	7	2
299	его на	1	2
300	разве не	1	2
301	что за	1	2
302	это есть	8	2
303	пространство в	1	2
304	в это	3	2
305	и смерти	1	2
306	все остальные	1	2
307	но для	1	2
308	это уже	2	2
309	отсюда следует	1	2
310	это можно	1	2
311	человек и	1	2
312	или иным	2	2
313	потому что	14	2
314	но всегда	2	2
315	бытие но	1	2
316	но этот	1	2
317	и эта	1	2
318	не зависит	1	1
319	смысле слова	1	1
320	жизнь человека	1	1
321	говоря о	1	1
322	также и	2	1
323	даны здесь	1	1
324	человека и	2	1
325	и понимает	1	1
326	и c	1	1
327	показать что	1	1
328	тем же	2	1
329	и до	1	1
330	что эти	2	1
331	ведь и	1	1
332	действительности и	1	1
333	это нисколько	1	1
334	в зависимости	2	1
335	мы уже	8	1
336	его не	2	1
337	их и	1	1
338	со всех	1	1
339	все бытие	1	1
340	что уже	2	1
341	не была	1	1
342	она когда-нибудь	1	1
343	религии в	1	1
344	этом условии	2	1
345	бы ни	2	1
346	и ее	1	1
347	как я	2	1
348	и он	1	1
349	всех сторон	1	1
350	и говорить	2	1
351	целом есть	1	1
352	и временной	1	1
353	общий и	1	1
354	не был	1	1
355	оно ни	1	1
356	в различных	1	1
357	скорее наоборот	1	1
358	как таковая	1	1
359	различия между	2	1
360	ибо оно	2	1
361	они имеют	1	1
362	мы будем	1	1
363	и всякий	1	1
364	а он	1	1
365	с собою	1	1
366	не просто	12	1
367	есть просто	3	1
368	человека его	1	1
369	в истории	2	1
370	субъекта и	4	1
371	с этим	3	1
372	выйти из	3	1
373	отсюда для	1	1
374	такова же	1	1
375	бы я	1	1
376	и к	7	1
377	в каком-то	4	1
378	научное сознание	1	1
379	или иную	1	1
380	где все	1	1
381	в самом	5	1
382	в которой	2	1
383	из жизни	1	1
384	на некоторых	1	1
385	но возможна	1	1
386	бы только	2	1
387	научных и	1	1
388	сама не	1	1
389	на то	1	1
390	если он	1	1
391	самого по	1	1
392	на его	2	1
393	с чем	1	1
394	к выводу	1	1
395	что она	14	1
396	имеем не	1	1
397	задний план	1	1
398	главным образом	1	1
399	по самому	1	1
400	оно было	1	1
401	и единое	1	1
402	а скорее	1	1
403	не к	1	1
404	образом и	1	1
405	ни была	1	1
406	оно должно	2	1
407	содержит в	4	1
408	их в	2	1
409	и по	4	1
410	на этом	2	1
411	будем говорить	2	1
412	мне с	1	1
413	же не	3	1
414	чем я	1	1
415	об этом	3	1
416	и с	5	1
417	причем все	1	1
418	с целью	2	1
419	в единую	1	1
420	это было	3	1
421	может стать	1	1
422	а есть	1	1
423	на почве	1	1
424	он есть	3	1
425	форму и	1	1
426	в этике	1	1
427	ее действительно	1	1
428	делает его	1	1
429	ведь если	1	1
430	и понят	1	1
431	бы совершенно	1	1
432	же пространство	1	1
433	все равно	5	1
434	всю жизнь	1	1
435	и уже	3	1
436	одна и	4	1
437	несмотря на	2	1
438	чем в	1	1
439	в один	3	1
440	в этих	3	1
441	она сама	3	1
442	и тут	3	1
443	как все	1	1
444	всяком случае	2	1
445	на месте	1	1
446	она в	1	1
447	от времени	1	1
448	не от	1	1
449	всем том	1	1
450	понятий и	1	1
451	себе самой	1	1
452	науки но	1	1
453	сам же	1	1
454	абстрактном мышлении	1	1
455	не будем	1	1
456	но он	4	1
457	творчества и	1	1
458	все богатство	1	1
459	действительно есть	2	1
460	всякий другой	1	1
461	ним в	1	1
462	в предыдущем	1	1
463	искусстве в	1	1
464	есть всегда	11	1
465	человека но	2	1
466	и очень	1	1
467	нет никакого	2	1
468	центра в	1	1
469	каком плане	1	1
470	отчетливо и	1	1
471	она не	8	1
472	дерево а	1	1
473	что ему	1	1
474	как о	1	1
475	одна из	1	1
476	смысле и	1	1
477	так чтобы	2	1
478	его есть	1	1
479	ясность и	1	1
480	форма не	1	1
481	из их	1	1
482	к такому	1	1
483	но только	3	1
484	нем в	1	1
485	только не	2	1
486	слово и	1	1
487	которые могут	1	1
488	и познания	1	1
489	они вообще	1	1
490	действительно в	2	1
491	этих последних	2	1
492	по своей	4	1
493	ему и	1	1
494	это слово	1	1
495	мире и	2	1
496	и теперь	1	1
497	следует что	2	1
498	уже и	2	1
499	у меня	3	1
500	ни о	2	1
501	и времени	5	1
502	на границе	1	1
503	и должно	2	1
504	есть только	4	1
505	во все	2	1
506	и такие	1	1
507	и всех	1	1
508	зависимости от	2	1
509	отличается от	1	1
510	содержанием и	2	1
511	к тому	2	1
512	нельзя выйти	2	1
513	пр все	1	1
514	в какое-нибудь	1	1
515	всегда в	1	1
516	оно может	1	1
517	как таковым	2	1
518	своего развития	1	1
519	если мы	2	1
520	нас от	1	1
521	и о	1	1
522	более не	1	1
523	иной чем	1	1
524	с ее	2	1
525	что все	1	1
526	как не	2	1
527	но при	1	1
528	на задний	1	1
529	факт не	1	1
530	и от	3	1
531	мысль о	1	1
532	та область	1	1
533	ведь оно	1	1
534	уже с	1	1
535	но мы	2	1
536	приводит к	1	1
537	по способу	1	1
538	его самого	1	1
539	только через	2	1
540	здесь как	1	1
541	мы только	2	1
542	дано только	1	1
543	и религии	3	1
544	мог бы	1	1
545	как таковую	1	1
546	подойти к	1	1
547	что кто-то	1	1
548	можно только	2	1
549	остается только	2	1
550	содержание которое	1	1
551	и даже	14	1
552	сама она	1	1
553	образом в	1	1
554	все дело	1	1
555	жизнь только	1	1
556	здесь я	1	1
557	только так	1	1
558	один миг	1	1
559	на все	2	1
560	в религии	6	1
561	возможна только	1	1
562	не содержит	1	1
563	возможен и	1	1
564	планы и	1	1
565	не стоит	1	1
566	она всегда	1	1
567	можно сказать	5	1
568	ли она	1	1
569	любви к	1	1
570	ни на	2	1
571	и во	1	1
572	все в	2	1
573	которой мы	1	1
574	тем или	2	1
575	от них	1	1
576	не отличаются	2	1
577	когда оно	2	1
578	и вечность	2	1
579	причем они	1	1
580	нуждается в	3	1
581	себя но	1	1
582	и можно	2	1
583	но нельзя	2	1
584	ибо вся	1	1
585	сказать и	1	1
586	не знаю	2	1
587	если это	1	1
588	бы меня	1	1
589	в каких	2	1
590	в литературе	1	1
591	я ее	1	1
592	значит что	12	1
593	жизнь на	1	1
594	или нет	3	1
595	но с	1	1
596	времени можно	2	1
597	мы видим	2	1
598	мною как	1	1
599	небо и	1	1
600	менее в	1	1
601	в какой	2	1
602	поэтому и	1	1
603	ее смысл	1	1
604	и оба	1	1
605	их не	1	1
606	а только	3	1
607	но между	1	1
608	чтобы я	1	1
609	не он	1	1
610	же и	9	1
611	только на	1	1
612	ее а	1	1
613	дано в	1	1
614	только тогда	7	1
615	как этот	1	1
616	первые три	1	1
617	что первая	1	1
618	в душе	7	1
619	только к	2	1
620	только одно	2	1
621	ту или	1	1
622	сама вечность	1	1
623	она действительно	1	1
624	одно из	4	1
625	ведь это	3	1
626	так как	14	1
627	друг друга	1	1
628	мы можем	1	1
629	само по	2	1
630	точнее говоря	1	1
631	но уже	1	1
632	как раз	5	1
633	себе свою	1	1
634	жизни я	1	1
635	создать и	1	1
636	где есть	2	1
637	это будет	1	1
638	однажды в	1	1
639	и также	1	1
640	и содержания	1	1
641	она и	2	1
642	говорим о	1	1
643	и из	3	1
644	с другим	1	1
645	отличаются от	1	1
646	этого человека	1	1
647	здесь в	1	1
648	а именно	5	1
649	мы никогда	1	1
650	или просто	1	1
651	только путем	1	1
652	содержанием в	1	1
653	и др	1	1
654	но о	2	1
655	в живом	1	1
656	и нераздельно	1	1
657	превращается в	1	1
658	по направлению	1	1
659	уже давно	1	1
660	моментов и	1	1
661	другом случае	1	1
662	суждение было	1	1
663	ничем не	1	1
664	зависит от	2	1
665	человеческой жизни	2	1
666	с которым	1	1
667	остается и	1	1
668	самом своем	1	1
669	пр и	1	1
670	что мы	2	1
671	это дело	1	1
672	это-то и	1	1
673	и всякое	1	1
674	нет ничего	1	1
675	вместе с	2	1
676	как жизнь	1	1
677	к его	1	1
678	по-видимому противоречит	1	1
679	мы говорим	3	1
680	его содержание	1	1
681	себе самому	1	1
682	что именно	1	1
683	из которых	1	1
684	еще на	2	1
685	над ним	1	1
686	и объект	1	1
687	месте и	1	1
688	когда мы	3	1
689	от факта	2	1
690	нельзя быть	1	1
691	движется и	1	1
692	акт нашего	1	1
693	это значит	8	1
694	и менее	1	1
695	том смысле	4	1
696	время есть	6	1
697	слова и	1	1
698	и временное	1	1
699	как из	2	1
700	терминах и	1	1
701	своей жизни	1	1
702	он вступает	1	1
703	только для	1	1
704	как таковой	4	1
705	же самое	2	1
706	не чистое	1	1
707	остается в	1	1
708	должны быть	3	1
709	не раз	2	1
710	вне его	1	1
711	фактичность и	1	1
712	ее можно	1	1
713	одного и	1	1
714	и пространства	2	1
715	и сама	1	1
716	не существует	1	1
717	где и	1	1
718	или в	2	1
719	я всегда	1	1
720	такие которые	1	1
721	а к	1	1
722	когда он	1	1
723	совершенно иной	1	1
724	это может	2	1
725	в эту	1	1
726	пустого и	1	1
727	где ее	1	1
728	мы должны	2	1
729	только что	5	1
730	и оформление	1	1
731	все они	1	1
732	я в	1	1
733	или не	2	1
734	же в	2	1
735	категория сознания	2	1
736	есть следовательно	1	1
737	месте в	1	1
738	неотделим от	3	1
739	же будет	1	1
740	поэтому мы	1	1
741	была бы	3	1
742	равно как	1	1
743	и живет	1	1
744	того же	1	1
745	религии и	1	1
746	но эти	1	1
747	а я	2	1
748	ее в	2	1
749	в искусстве	2	1
750	это в	1	1
751	который не	1	1
752	гораздо более	1	1
753	им и	1	1
754	во всяком	2	1
755	все что	1	1
756	они не	3	1
