N	2gram	Vinokur_Ku_3	Hudozhes
275	в иных	1	1
276	в первом	5	1
277	не принимая	1	1
278	существенное различие	1	1
279	на две	1	1
280	также и	5	1
281	к нашей	2	1
282	же следует	1	1
283	ответить на	2	1
284	именно к	1	1
285	в сущности	4	1
286	но она	1	1
287	я не	5	1
288	хотя бы	9	1
289	не сразу	1	1
290	же что	1	1
291	литературы и	1	1
292	ставит проблему	1	1
293	а еще	1	1
294	время в	3	1
295	в чем	5	1
296	иных случаях	1	1
297	чем это	2	1
298	а тем	2	1
299	очевидно и	1	1
300	в сторону	1	1
301	не все	2	1
302	к слову	1	1
303	в общем	6	1
304	с совершенно	1	1
305	отношение к	3	1
306	тут же	1	1
307	и трагических	1	1
308	друг от	1	1
309	нет и	1	1
310	связи и	2	1
311	не буду	1	1
312	один и	2	1
313	относится к	2	1
314	и я	2	1
315	чем же	2	1
316	оказывается не	1	1
317	что именно	3	1
318	дает нам	2	1
319	что касается	1	1
320	и как	2	1
321	и какой	1	1
322	стал бы	1	1
323	практических занятиях	1	1
324	к числу	1	1
325	да еще	1	1
326	жизни есть	1	1
327	и конечно	1	1
328	в которой	1	1
329	точку зрения	2	1
330	отказывается от	1	1
331	нет дела	1	1
332	он в	2	1
333	бы не	3	1
334	из этих	5	1
335	и тот	2	1
336	п все	2	1
337	но на	3	1
338	сколько его	1	1
339	например как	1	1
340	не могла	1	1
341	главным образом	2	1
342	и таких	1	1
343	пушкина и	1	1
344	например или	1	1
345	всех этих	1	1
346	же это	2	1
347	не как	2	1
348	в силу	6	1
349	материала не	1	1
350	и вот	3	1
351	с таким	1	1
352	сказал что	1	1
353	том чтобы	4	1
354	наших глазах	1	1
355	не исчерпывает	2	1
356	свое время	2	1
357	его от	1	1
358	смысле как	1	1
359	действительно так	1	1
360	то ни	1	1
361	думал что	1	1
362	что все	2	1
363	отрывке из	1	1
364	таком же	1	1
365	том случае	4	1
366	в предыдущем	1	1
367	ответе на	1	1
368	на этой	1	1
369	или даже	1	1
370	входит в	1	1
371	ничего удивительного	1	1
372	на вопросе	1	1
373	этом смысле	1	1
374	и тем	6	1
375	он все	1	1
376	и рассказов	1	1
377	лишь внешнее	1	1
378	но мы	2	1
379	самые простые	1	1
380	отказываться от	2	1
381	далеко не	5	1
382	как об	2	1
383	этого не	1	1
384	с тем	6	1
385	в слове	4	1
386	и уже	1	1
387	или три	1	1
388	можно считать	1	1
389	как таковой	2	1
390	и того	2	1
391	смысл и	2	1
392	когда в	2	1
393	истории русской	1	1
394	лучше всего	1	1
395	является его	1	1
396	или менее	2	1
397	письма и	1	1
398	в г	1	1
399	имеет ничего	1	1
400	она сама	1	1
401	таким же	1	1
402	самих этих	1	1
403	и без	2	1
404	на месте	1	1
405	установка на	3	1
406	большей степени	2	1
407	ничего в	1	1
408	в отличие	2	1
409	они уже	1	1
410	в которых	3	1
411	мысли и	2	1
412	признать что	1	1
413	нельзя было	1	1
414	в одном	2	1
415	не будем	5	1
416	друг другу	1	1
417	и более	3	1
418	и наоборот	1	1
419	не должно	1	1
420	во времени	1	1
421	между прочим	8	1
422	нас к	2	1
423	например и	1	1
424	раз и	2	1
425	вовсе не	5	1
426	как литературным	1	1
427	в отношении	3	1
428	так как	9	1
429	данной связи	2	1
430	тем самым	4	1
431	как можно	1	1
432	как о	3	1
433	и остается	1	1
434	в основе	1	1
435	здесь прежде	1	1
436	в самых	1	1
437	само слово	1	1
438	это еще	2	1
439	не могло	1	1
440	только не	1	1
441	каждый из	1	1
442	нельзя не	2	1
443	при отсутствии	1	1
444	вопрос который	1	1
445	так много	1	1
446	это главным	1	1
447	пример из	1	1
448	в самой	1	1
449	именно с	1	1
450	не составляла	1	1
451	такая же	2	1
452	был и	1	1
453	в текст	2	1
454	положение при	1	1
455	непосредственное отношение	1	1
456	не потому	3	1
457	еще резче	1	1
458	не могут	5	1
459	тургенева в	1	1
460	когда мы	3	1
461	без конца	1	1
462	могут быть	6	1
463	я сам	1	1
464	же самое	1	1
465	становится возможным	1	1
466	бы лишены	1	1
467	всего в	1	1
468	знание о	1	1
469	с пушкина	1	1
470	как для	1	1
471	но также	5	1
472	этот как	1	1
473	не противоречит	1	1
474	было уже	1	1
475	на это	1	1
476	если же	2	1
477	о них	4	1
478	на наших	1	1
479	приходит к	1	1
480	из всего	2	1
481	чем не	1	1
482	нам о	2	1
483	в виду	8	1
484	свою очередь	1	1
485	данном случае	4	1
486	несоответствие между	2	1
487	что-то в	1	1
488	смысла слов	1	1
489	в дальнейшем	2	1
490	и соответствующую	1	1
491	простые и	1	1
492	выражения и	1	1
493	в течении	1	1
494	претендующим на	1	1
495	по аналогии	1	1
496	и прочих	1	1
497	мог бы	2	1
498	вопрос этот	2	1
499	чем у	1	1
500	легче чем	1	1
501	на примере	1	1
502	форма но	1	1
503	он сам	1	1
504	только у	1	1
505	означает что	1	1
506	нас и	1	1
507	но здесь	1	1
508	роль принадлежит	1	1
509	сводится к	1	1
510	это действительно	1	1
511	может не	1	1
512	что делать	1	1
513	человеческого общения	3	1
514	одного из	1	1
515	для нас	4	1
516	с другой	7	1
517	нас в	3	1
518	а во	1	1
519	путь к	2	1
520	во втором	1	1
521	и хорошо	1	1
522	и только	3	1
523	и содержания	2	1
524	владеть этими	1	1
525	что бы	1	1
526	что столь	1	1
527	в лучшем	1	1
528	своему содержанию	1	1
529	быть сказано	1	1
530	но так	1	1
531	но тут	1	1
532	как например	2	1
533	сразу же	2	1
534	в двух	2	1
535	тот же	6	1
536	в какой	3	1
537	в стороне	1	1
538	всяком случае	1	1
539	деле не	2	1
540	одних и	1	1
541	и ее	1	1
542	метод который	1	1
543	в общий	1	1
544	с одной	4	1
545	именно на	2	1
546	с какой	1	1
547	же и	1	1
548	более или	2	1
549	я в	3	1
550	и политической	1	1
551	уже в	3	1
552	является не	1	1
553	не дает	2	1
554	что сама	1	1
555	но для	3	1
556	эти два	2	1
557	характерно что	1	1
558	всей первой	1	1
559	представить себе	1	1
560	могло бы	3	1
561	иначе как	1	1
562	уклоняется от	1	1
563	содержания а	1	1
564	сказано не	1	1
565	отличие от	2	1
566	в целях	1	1
567	что они	2	1
568	рядом с	1	1
569	в особенности	2	1
570	какое в	1	1
571	сюда же	1	1
572	говорить и	3	1
573	и тех	1	1
574	по своим	1	1
575	вслед за	1	1
576	писателя и	1	1
577	фраза из	1	1
578	против теории	1	1
579	еще и	2	1
580	от основного	1	1
581	во внешней	1	1
582	что для	1	1
583	обратиться к	1	1
584	элементов и	1	1
585	связано с	1	1
586	одной стороны	4	1
587	вопросе о	2	1
588	здесь очевидно	1	1
589	там где	3	1
590	что мы	2	1
591	так называемых	1	1
592	не видит	1	1
593	следовало бы	1	1
594	именно поэтому	2	1
595	русской литературы	1	1
596	как это	7	1
597	подхода к	2	1
598	текста в	1	1
599	речь не	1	1
600	но все	2	1
601	из которых	1	1
602	xix века	3	1
603	о чем	2	1
604	в данном	7	1
605	все внимание	1	1
606	следует помнить	1	1
607	он будет	2	1
608	она есть	2	1
609	город и	1	1
610	а нам	1	1
611	когда же	1	1
612	в ряду	3	1
613	согласно которому	2	1
614	общая композиция	1	1
615	и другой	1	1
616	том смысле	1	1
617	быть не	2	1
618	поэтому когда	1	1
619	о достоинствах	1	1
620	только о	2	1
621	в контексте	1	1
622	своим результатам	1	1
623	этих отношений	1	1
624	было сказано	1	1
625	и вторая	1	1
626	но это	5	1
627	это был	1	1
628	форме к	1	1
629	и слово	1	1
630	в смысле	1	1
631	не мог	1	1
632	форма является	1	1
633	от друга	1	1
634	уже на	1	1
635	пор еще	3	1
636	отношения между	4	1
637	лишь об	1	1
638	собственно и	1	1
639	более понятны	1	1
640	лицо и	1	1
641	формы и	3	1
642	литературных жанров	1	1
643	об этих	1	1
644	когда он	2	1
645	современного состояния	1	1
646	к постижению	1	1
647	как уже	1	1
648	со своей	1	1
649	не более	2	1
650	тем более	5	1
651	у которого	1	1
652	мы должны	3	1
653	всякий раз	1	1
654	идет об	1	1
655	слов и	5	1
656	теперь же	1	1
657	укладывается в	1	1
658	сказано о	1	1
659	есть продукт	1	1
660	но вот	1	1
661	давно уже	1	1
662	еще ничего	1	1
663	нами не	1	1
664	лишь что	2	1
665	сказать что	7	1
666	пожалуй наиболее	1	1
667	а ведь	1	1
668	в свою	1	1
669	к его	2	1
670	в последнем	1	1
671	первом случае	2	1
672	какая же	1	1
673	культуры в	1	1
674	в свое	2	1
675	для которой	1	1
676	ни на	2	1
677	как слово	2	1
678	и другие	1	1
679	и эта	1	1
680	который не	1	1
681	во всяком	2	1
682	все что	1	1
683	уже невозможно	1	1
684	этой точки	1	1
