N	2gram	Bakhtin_KF_1	FransuaR
455	нет места	1	1
456	участия в	1	1
457	жизнь и	2	1
458	приобщается к	2	1
459	с ним	5	1
460	возможна только	1	1
461	настоящее время	1	1
462	она всегда	1	1
463	моменты и	3	1
464	последних двух	1	1
465	не выходит	1	1
466	на услужение	1	1
467	положения и	3	1
468	что эта	2	1
469	на пользу	1	1
470	нем не	1	1
471	от них	1	1
472	этот момент	6	1
473	во втором	1	1
474	подлежит сомнению	1	1
475	который и	1	1
476	и только	6	1
477	это лишь	1	1
478	вообще и	1	1
479	которой все	2	1
480	всего этого	1	1
481	нем и	3	1
482	где ее	1	1
483	и она	2	1
484	в него	2	1
485	и другую	1	1
486	объектов и	1	1
487	на почве	1	1
488	того что	3	1
489	в современной	3	1
490	быть и	3	1
491	здесь вовсе	1	1
492	только он	1	1
493	такая же	1	1
494	что только	2	1
495	согласиться с	1	1
496	дело с	2	1
497	не имеет	5	1
498	человека все	1	1
499	это очень	1	1
500	и оба	1	1
501	себя со	1	1
502	ее от	1	1
503	в качестве	2	1
504	в виде	2	1
505	утверждения и	2	1
506	и небо	1	1
507	следует что	1	1
508	всяком случае	1	1
509	культура в	2	1
510	ведь это	1	1
511	бы совершенно	1	1
512	ценность в	1	1
513	и также	1	1
514	не для	1	1
515	много и	1	1
516	само по	1	1
517	для живого	1	1
518	следующее все	1	1
519	но из	1	1
520	нас как	1	1
521	были бы	2	1
522	к двум	1	1
523	именно как	1	1
524	точек зрения	1	1
525	и из	1	1
526	с другим	1	1
527	а именно	1	1
528	человека но	1	1
529	на чем	1	1
530	и единственной	5	1
531	что не	3	1
532	в живом	1	1
533	только к	1	1
534	ничем не	1	1
535	положений и	1	1
536	притом не	1	1
537	превращается в	1	1
538	мир а	1	1
539	здесь дело	1	1
540	отнюдь не	6	1
541	мира в	6	1
542	людьми и	1	1
543	но оно	1	1
544	ведь только	1	1
545	в последней	1	1
546	до этого	1	1
547	как это	1	1
548	относятся к	1	1
549	книге о	1	1
550	его на	2	1
551	из которых	2	1
552	в человеке	1	1
553	которые как	1	1
554	ориентирована на	1	1
555	и оценок	1	1
556	областей культуры	2	1
557	первом случае	1	1
558	быть только	8	1
559	эта в	1	1
560	нельзя быть	1	1
561	дело здесь	2	1
562	вес и	2	1
563	в это	2	1
564	слова мы	1	1
565	что между	1	1
566	места и	4	1
567	как предмет	2	1
568	ведь и	1	1
569	вокруг него	2	1
570	здесь есть	1	1
571	но для	2	1
572	в смысле	6	1
573	нисколько не	4	1
574	это уже	2	1
575	не станет	1	1
576	или в	1	1
577	имеет дело	1	1
578	в результате	1	1
579	мира и	4	1
580	в настоящее	1	1
581	ее и	6	1
582	это может	1	1
583	ни к	2	1
584	места в	4	1
585	ни было	4	1
586	же в	1	1
587	состав и	1	1
588	себе и	3	1
589	видения и	2	1
590	с ними	3	1
591	в свою	3	1
592	мира он	1	1
593	можно отделить	1	1
594	всею своею	1	1
595	не знает	5	1
596	но этот	1	1
597	религии и	1	1
598	культуры в	1	1
599	не способны	1	1
600	который не	1	1
601	ее в	1	1
602	для каждого	1	1
603	причастности к	1	1
604	во всяком	1	1
605	гораздо более	1	1
