N	2gram	Vinokur_St_1	DiskursI
220	на деле	1	1
221	и есть	1	1
222	в первом	2	1
223	можно говорить	1	1
224	на две	1	1
225	но если	4	1
226	том какое	1	1
227	и могут	1	1
228	анекдот не	1	1
229	текстов например	1	1
230	и была	1	1
231	мы не	2	1
232	вопрос о	4	1
233	этом не	1	1
234	не была	2	1
235	в каждый	1	1
236	в сущности	2	1
237	я не	7	1
238	но даже	1	1
239	где слово	1	1
240	пребывания в	1	1
241	это время	1	1
242	об их	1	1
243	во мне	1	1
244	двух или	1	1
245	он был	3	1
246	же мере	1	1
247	бы то	1	1
248	в чем	3	1
249	и решал	1	1
250	во всех	8	1
251	как правило	2	1
252	в ее	4	1
253	иных случаях	2	1
254	в сторону	2	1
255	если в	2	1
256	их обычно	1	1
257	ответ на	3	1
258	не просто	1	1
259	друг от	1	1
260	за пределы	2	1
261	в истории	3	1
262	мере в	2	1
263	в одной	1	1
264	почему и	1	1
265	для русской	1	1
266	такова же	1	1
267	в одних	1	1
268	хотя и	1	1
269	к числу	2	1
270	которых является	1	1
271	то в	3	1
272	в самом	7	1
273	только то	1	1
274	еще на	1	1
275	себе как	1	1
276	в которой	4	1
277	пушкина выше	1	1
278	ни один	2	1
279	в нашем	1	1
280	бы не	2	1
281	так в	1	1
282	право на	1	1
283	но без	1	1
284	раз в	2	1
285	им в	1	1
286	значение так	1	1
287	было видно	1	1
288	личности но	1	1
289	но на	2	1
290	в случае	2	1
291	не имеют	1	1
292	задний план	3	1
293	но именно	2	1
294	и только	3	1
295	о которой	3	1
296	времени для	1	1
297	пушкина и	13	1
298	он должен	2	1
299	же это	3	1
300	не как	1	1
301	питательную среду	1	1
302	нашего времени	1	1
303	с этой	3	1
304	таким образом	7	1
305	я бы	2	1
306	значительной степени	1	1
307	то ни	1	1
308	этом утверждении	1	1
309	об этом	3	1
310	лишь в	3	1
311	время однако	1	1
312	того или	4	1
313	время и	1	1
314	сейчас и	1	1
315	но их	1	1
316	так называемого	1	1
317	читателя в	1	1
318	несмотря на	2	1
319	и было	1	1
320	она была	1	1
321	со всей	1	1
322	которую он	1	1
323	какое место	1	1
324	рода в	2	1
325	в такой	2	1
326	в которых	5	1
327	бы мы	2	1
328	втором случае	2	1
329	не считает	1	1
330	тем не	2	1
331	по крайней	2	1
332	это разумеется	1	1
333	разные формы	1	1
334	и более	2	1
335	произведения в	2	1
336	и наоборот	1	1
337	не должно	1	1
338	том же	1	1
339	что этот	2	1
340	превратилось в	1	1
341	святой в	1	1
342	вплоть до	5	1
343	но они	1	1
344	в таких	1	1
345	истории о	1	1
346	она не	2	1
347	из нас	1	1
348	как о	2	1
349	дело не	4	1
350	одна из	1	1
351	я буду	1	1
352	к этим	1	1
353	на него	2	1
354	в процессе	1	1
355	xix века	1	1
356	и имеет	1	1
357	о них	2	1
358	не имели	2	1
359	недостаточно для	1	1
360	на язык	1	1
361	ничего не	2	1
362	в разных	1	1
363	из другой	1	1
364	того как	1	1
365	имеем дело	2	1
366	его речи	1	1
367	иными словами	1	1
368	показывает как	1	1
369	и до	1	1
370	целое в	1	1
371	приходится констатировать	1	1
372	ему не	1	1
373	именно такой	1	1
374	ни о	1	1
375	уже о	5	1
376	начиная с	2	1
377	не могут	1	1
378	не оставляют	1	1
379	но все	4	1
380	и другой	1	1
381	отличается от	1	1
382	числе и	2	1
383	к тому	1	1
384	но также	9	1
385	в истолковании	1	1
386	оно не	1	1
387	ср с	2	1
388	в применении	3	1
389	должен быть	3	1
390	опираясь на	1	1
391	самой земле	1	1
392	от друга	1	1
393	говоря уже	1	1
394	языка и	4	1
395	с самого	1	1
396	на свой	2	1
397	в культуре	1	1
398	и сам	2	1
399	чем у	2	1
400	можно только	1	1
401	мы в	1	1
402	поэтому в	3	1
403	и отсутствием	1	1
404	в эпоху	2	1
405	для этого	2	1
406	и даже	5	1
407	один человек	1	1
408	и лишена	1	1
409	каждый из	1	1
410	о ней	1	1
411	является событием	1	1
412	о нем	1	1
413	другом месте	2	1
414	внимание на	3	1
415	и что	4	1
416	себя самого	1	1
417	может не	2	1
418	и во	2	1
419	должно было	2	1
420	чувства юмора	1	1
421	таким путем	1	1
422	данного текста	1	1
423	в глазах	1	1
424	в форме	1	1
425	крайней мере	2	1
426	без биографии	4	1
427	расхождения в	1	1
428	является результатом	1	1
429	не зная	1	1
430	в современной	1	1
431	пушкина может	1	1
432	отказ от	1	1
433	ср у	1	1
434	и так	3	1
435	бесконечного ряда	1	1
436	б с	1	1
437	одних и	1	1
438	же будет	1	1
439	позволяет себе	2	1
440	с которыми	2	1
441	так что	6	1
442	же и	4	1
443	оказывается в	2	1
444	или о	1	1
445	дважды в	1	1
446	этого понятия	1	1
447	во втором	4	1
448	присутствует в	1	1
449	например к	1	1
450	и их	2	1
451	в новом	4	1
452	всяком случае	6	1
453	могло бы	2	1
454	вовсе не	19	1
455	не для	2	1
456	случае не	2	1
457	случаев это	1	1
458	при отсутствии	1	1
459	в случаях	1	1
460	тем что	5	1
461	в других	2	1
462	были бы	1	1
463	из того	2	1
464	русской поэзии	1	1
465	того что	9	1
466	как сильно	1	1
467	не были	1	1
468	но вполне	1	1
469	точек зрения	1	1
470	этого корня	2	1
471	и тех	1	1
472	этот тезис	1	1
473	еще и	2	1
474	во второй	9	1
475	мира это	1	1
476	и др	1	1
477	поэзии и	1	1
478	в некоторых	1	1
479	превращается в	2	1
480	на этот	3	1
481	до конца	1	1
482	и своим	1	1
483	несомненным что	2	1
484	подобного рода	1	1
485	чем та	1	1
486	которые по	1	1
487	там где	5	1
488	отступления от	1	1
489	ближе к	1	1
490	в одно	1	1
491	должна была	4	1
492	эти тексты	1	1
493	именно поэтому	1	1
494	в пушкинском	1	1
495	внимания к	1	1
496	на чем	1	1
497	возвращаясь к	1	1
498	как это	4	1
499	в иных	2	1
500	в меру	1	1
501	из которых	1	1
502	это были	1	1
503	применении к	3	1
504	и там	1	1
505	им с	1	1
506	представление будто	1	1
507	это его	1	1
508	до его	1	1
509	да и	3	1
510	путь в	1	1
511	никем не	2	1
512	сам в	2	1
513	в это	1	1
514	и смерти	1	1
515	даже в	3	1
516	и от	1	1
517	той мере	1	1
518	видно что	3	1
519	этом и	1	1
520	что касается	3	1
521	но для	2	1
522	но с	3	1
523	более того	1	1
524	великий писатель	1	1
525	ли в	2	1
526	от той	1	1
527	его не	1	1
528	обращается к	1	1
529	в третьем	1	1
530	в литературной	1	1
531	еще более	4	1
532	состоящая в	1	1
533	пушкиным в	1	1
534	стороны в	2	1
535	будто бы	3	1
536	хотя в	2	1
537	в равной	2	1
538	быть и	2	1
539	одной из	1	1
540	слово в	1	1
541	но всякий	1	1
542	не говоря	1	1
543	сказать что	7	1
544	не быть	1	1
545	их с	1	1
546	системы а	1	1
547	можно утверждать	1	1
548	из этого	1	1
549	занимает в	2	1
550	времени но	2	1
551	в какой	3	1
552	включает в	1	1
553	в голову	1	1
554	нас не	1	1
555	во всяком	6	1
556	том числе	2	1
