N	2gram	Voloshinov_2	Poddanst
236	и современная	1	1
237	уже в	2	1
238	говорить об	1	1
239	xviii и	2	1
240	в большинстве	5	1
241	только на	4	1
242	о возникновении	1	1
243	этот вывод	1	1
244	на то	4	1
245	взятые в	1	1
246	как оно	1	1
247	не могла	1	1
248	в определенном	2	1
249	этого процесса	1	1
250	к миру	1	1
251	соприкасается с	2	1
252	из этой	1	1
253	соприкасается со	1	1
254	мы знаем	2	1
255	в восприятии	1	1
256	одно из	1	1
257	не как	3	1
258	сохранению и	1	1
259	иначе как	1	1
260	и должна	1	1
261	исторических эпох	1	1
262	к ним	1	1
263	друг друга	2	1
264	это значение	1	1
265	мы можем	6	1
266	и только	1	1
267	само по	1	1
268	какой бы	3	1
269	и везде	1	1
270	своем они	1	1
271	прежде чем	1	1
272	одно и	3	1
273	мы возьмем	2	1
274	бы это	2	1
275	в каждом	1	1
276	связанные с	1	1
277	в исторической	1	1
278	или политической	1	1
279	или иной	5	1
280	на этой	5	1
281	большинстве случаев	5	1
282	ясно что	1	1
283	его в	7	1
284	в душе	4	1
285	ощущается как	2	1
286	или чисто	1	1
287	сознания к	1	1
288	связаны с	1	1
289	и иных	1	1
290	ее соками	1	1
291	а с	2	1
292	последние в	1	1
293	что не	2	1
294	в это	1	1
295	в живом	3	1
296	к более	1	1
297	из нее	1	1
298	далеко не	2	1
299	в этой	3	1
300	на основании	1	1
301	как и	9	1
302	случаев только	1	1
303	как ни	1	1
304	и я	1	1
305	м ы	1	1
306	раскрывается в	1	1
307	свет его	1	1
308	когда в	1	1
309	или менее	2	1
310	отрыве от	1	1
311	бы оно	1	1
312	следовательно к	1	1
313	это ощущение	1	1
314	так же	5	1
315	и особенно	2	1
316	всяком случае	2	1
317	все основные	2	1
318	к предмету	1	1
319	что именно	1	1
320	место в	2	1
321	поскольку они	1	1
322	в идеологическом	2	1
323	имеет важность	1	1
324	в отличие	3	1
325	мысли и	3	1
326	в данном	5	1
327	вопрос о	2	1
328	к сохранению	1	1
329	сравнению с	1	1
330	определяется как	1	1
331	можно говорить	1	1
332	что было	1	1
333	эти последние	2	1
334	и более	7	1
335	там где	2	1
336	друг с	1	1
337	распадается на	2	1
338	может идти	1	1
339	ни были	1	1
340	и вся	1	1
341	нет никакого	1	1
342	и другим	1	1
343	быть именно	3	1
344	в формах	4	1
345	в основном	4	1
346	что эта	1	1
347	что с	1	1
348	иной раз	1	1
349	есть прежде	1	1
350	но для	2	1
351	та эпоха	1	1
352	тогда когда	1	1
353	с и	1	1
354	того чтобы	6	1
355	об отношении	1	1
356	не имеет	3	1
357	никогда не	7	1
358	и всегда	1	1
359	о котором	1	1
360	чтобы понять	2	1
361	или иным	1	1
362	находятся в	2	1
363	пр в	1	1
364	что называют	1	1
365	вождя в	1	1
366	этих двух	1	1
367	они являются	3	1
368	история не	1	1
369	и притом	1	1
370	среды в	1	1
371	другой стороны	1	1
372	только что	3	1
373	в этих	3	1
374	на фоне	1	1
375	европейского мира	1	1
376	нет ничего	1	1
377	в каком	3	1
378	конечно и	2	1
379	исходить из	1	1
380	в иной	1	1
381	к формам	2	1
382	является и	1	1
383	и именно	2	1
384	что все	1	1
385	ли не	1	1
386	в других	1	1
387	ни к	1	1
388	числе и	1	1
389	мы все	1	1
390	более широкой	1	1
391	что оно	3	1
392	пути к	1	1
393	ни на	1	1
394	и другие	1	1
395	не есть	3	1
396	вместе с	2	1
397	именно здесь	2	1
398	темы и	2	1
399	во всяком	3	1
400	они не	2	1
401	гораздо более	1	1
