1	потому что	25	49
503	по мнению	1	1
504	поэтическое произведение	1	1
505	или быть	1	1
506	его к	2	1
507	он не	3	1
508	нас даже	1	1
509	случай к	1	1
510	смысле что	1	1
511	самое слово	1	1
512	что именно	1	1
513	не кажется	1	1
514	этом случае	2	1
515	не говорит	2	1
516	не понимает	1	1
517	ни в	4	1
518	конечно не	2	1
519	всегда остается	1	1
520	на том	2	1
521	на их	1	1
522	к тому	4	1
523	одно слово	1	1
524	и чего	1	1
525	это влияние	1	1
526	не встречается	1	1
527	какой бы	1	1
528	не потому	1	1
529	как звук	1	1
530	имеем тем	1	1
531	превращаются в	1	1
532	дальше и	1	1
533	то ни	1	1
534	польский язык	1	1
535	если так	1	1
536	этот оттенок	1	1
537	и прежде	1	1
538	в наших	1	1
539	есть одна	1	1
540	обратить внимание	2	1
541	очень часто	2	1
542	природе не	1	1
543	от присоединения	1	1
544	принимаем за	1	1
545	более сложные	1	1
546	которая не	1	1
547	от степени	1	1
548	чтобы показать	1	1
549	почти всякий	1	1
550	как к	1	1
551	можно объяснить	1	1
552	под конец	1	1
553	приходим к	1	1
554	это видно	1	1
555	себе известное	1	1
556	языка как	2	1
557	то она	1	1
558	усомниться в	1	1
559	об этом	5	1
560	никаких оснований	2	1
561	не идет	1	1
562	мы получаем	1	1
563	ничего не	4	1
564	на себе	4	1
565	не более	2	1
566	и без	1	1
567	следует еще	3	1
568	а один	1	1
569	тех же	2	1
570	к тем	1	1
571	который не	1	1
572	бы то	1	1
573	чем в	3	1
574	как мы	3	1
575	только с	1	1
576	этот и	1	1
577	отношения в	1	1
578	должна быть	5	1
579	и утверждать	1	1
580	в такой	1	1
581	что к	1	1
582	таких случаях	2	1
583	дает нам	2	1
584	наше время	2	1
585	процессе речи	1	1
586	сознания и	2	1
587	которое не	1	1
588	и такие	1	1
589	с течением	1	1
590	то они	1	1
591	его и	1	1
592	можно убедиться	1	1
593	что я	4	1
594	себе что	1	1
595	мы уже	1	1
596	уже за	2	1
597	важную особенность	1	1
598	себе и	1	1
599	в устах	2	1
600	в ком	1	1
601	бы и	4	1
602	это только	2	1
603	зависит не	1	1
604	случае мы	1	1
605	признаем что	1	1
606	чтобы понять	2	1
607	быть передан	1	1
608	на простейших	1	1
609	дают нам	1	1
610	однако не	4	1
611	всего можно	1	1
612	на них	1	1
613	во внимание	1	1
614	именно в	3	1
615	что здесь	1	1
616	дает в	1	1
617	оно и	1	1
618	к другу	1	1
619	же это	1	1
620	не представляет	1	1
621	за этим	2	1
622	на письме	3	1
623	где он	1	1
624	их не	2	1
625	может служить	2	1
626	можно найти	1	1
627	свою силу	1	1
628	от разных	1	1
629	не будет	1	1
630	знаем что	3	1
631	не без	1	1
632	большинстве случаев	2	1
633	что всегда	1	1
634	которому мы	1	1
635	имели бы	1	1
636	их собственной	1	1
637	том чтобы	1	1
638	наоборот в	1	1
639	говорим о	2	1
640	оно переносит	1	1
641	легче всего	1	1
642	первой части	1	1
643	что значит	2	1
644	есть именно	1	1
645	и дает	1	1
646	но их	1	1
647	останавливает на	1	1
648	с гораздо	1	1
649	ничего общего	1	1
650	нами в	1	1
651	в той	2	1
652	отличается от	3	1
653	речи но	2	1
654	таким же	2	1
655	можно считать	1	1
656	в глазах	2	1
657	не для	1	1
658	к чему	1	1
659	способности к	1	1
660	но еще	1	1
661	разве в	1	1
662	а именно	2	1
663	виду что	1	1
664	в таких	3	1
665	но слово	2	1
666	а теперь	1	1
667	всякого рода	2	1
668	в их	2	1
669	значительной степени	1	1
670	в изменении	1	1
671	может иметь	1	1
672	только то	1	1
673	же и	2	1
674	случае если	2	1
675	сплошь да	2	1
676	нам еще	1	1
677	этих слов	1	1
678	что смысл	1	1
679	представить себе	2	1
680	несомненно что	1	1
681	к ним	1	1
682	примеров можно	1	1
683	такие случаи	3	1
684	которыми он	1	1
685	что вы	1	1
686	нашем есть	1	1
687	сравнению с	1	1
688	должен быть	5	1
689	смысле а	1	1
690	ни на	2	1
691	то тем	2	1
692	в которых	2	1
693	делать с	1	1
694	что же	5	1
695	именно на	1	1
696	п а	2	1
697	а если	2	1
698	а на	2	1
699	но как	1	1
700	но вряд	1	1
701	основанное на	1	1
702	речи и	5	1
703	в особенности	4	1
704	отношение а	1	1
705	так не	1	1
706	указывающих на	1	1
707	слов и	2	1
708	же значение	1	1
709	же такое	1	1
710	себе все	1	1
711	в отличие	2	1
712	только те	1	1
713	раз как	1	1
714	для нашего	1	1
715	он может	1	1
716	это так	3	1
717	никакими средствами	1	1
718	легко заметить	1	1
719	как более	1	1
720	раз не	1	1
721	и средство	1	1
722	понять что	2	1
723	и такое	1	1
724	в большинстве	1	1
725	он должен	1	1
726	по которым	1	1
727	языка что	2	1
728	не всегда	2	1
729	но конечно	1	1
730	бы на	2	1
731	предмет своего	1	1
732	с этой	2	1
733	в процессе	3	1
734	значение для	1	1
735	что как	1	1
736	в связь	1	1
737	и более	2	1
738	да рядом	2	1
739	которые с	1	1
740	не значат	1	1
741	и которые	1	1
742	по всей	1	1
743	переходит в	1	1
744	ответ на	2	1
745	мы видели	2	1
746	в наше	2	1
747	значение которое	1	1
748	чтобы не	2	1
749	но для	3	1
750	себе они	2	1
751	языка которое	1	1
752	которые в	1	1
753	разные оттенки	1	1
754	связь с	1	1
755	него одного	1	1
756	нельзя более	1	1
757	лишь в	5	1
758	это дает	2	1
759	была бы	4	1
760	отношение к	1	1
761	что по	1	1
762	себе как	1	1
763	есть своя	1	1
764	то именно	1	1
765	эти слова	1	1
766	или меньшей	3	1
767	только о	2	1
768	вообще при	1	1
769	на котором	1	1
770	есть одно	1	1
771	его мысли	1	1
772	слова из	1	1
773	заключается в	2	1
774	это слово	4	1
775	то в	1	1
776	заставляет нас	1	1
777	не отвечает	1	1
778	слово в	1	1
779	собою как	1	1
780	этих примерах	1	1
781	самое понятие	1	1
782	слова как	3	1
783	мы и	1	1
784	смысл слова	1	1
785	значит что	1	1
786	и с	7	1
787	этой точки	2	1
788	указать на	1	1
789	языка или	1	1
790	поэтому в	1	1
791	слова с	1	1
792	не нужен	1	1
793	это на	1	1
794	дело с	1	1
795	нам это	1	1
796	повлечет за	1	1
797	по сравнению	2	1
798	что между	2	1
799	несколько примеров	1	1
800	доказать что	2	1
801	который мы	2	1
802	и чужой	1	1
803	несколько более	1	1
804	никогда бы	1	1
805	более сложных	1	1
806	сокращение этого	1	1
807	из предыдущего	2	1
808	при котором	1	1
809	в известном	1	1
810	и еще	2	1
811	приведены в	1	1
812	том же	1	1
