N	2gram	Berdyaev_M_1	Marksizm
331	к ее	1	1
332	одно из	3	1
333	в обществе	1	1
334	– оно	1	1
335	самой жизни	1	1
336	в старом	1	1
337	с темой	1	1
338	котором не	2	1
339	было в	1	1
340	это еще	1	1
341	увидим что	4	1
342	цели и	1	1
343	к которому	1	1
344	потому что	16	1
345	так совершенно	1	1
346	с ним	2	1
347	смысле что	1	1
348	– внутренне	1	1
349	со свободой	4	1
350	имеет свою	1	1
351	от того	1	1
352	так что	1	1
353	в праве	1	1
354	в различные	1	1
355	в центре	2	1
356	– глубоко	1	1
357	а на	1	1
358	так в	1	1
359	в другой	1	1
360	переходит в	15	1
361	лишь пассивный	1	1
362	а вовсе	1	1
363	с тем	9	1
364	в это	1	1
365	если не	1	1
366	этот процесс	3	1
367	миру но	1	1
368	эти пределы	1	1
369	добро и	3	1
370	себя на	1	1
371	когда он	3	1
372	но когда	1	1
373	новый свет	2	1
374	же не	1	1
375	и только	1	1
376	оно не	1	1
377	его как	2	1
378	что же	1	1
379	а именно	1	1
380	всего того	1	1
381	к чему	2	1
382	но это	1	1
383	к жизни	1	1
384	и сама	2	1
385	для человека	3	1
386	проникает в	2	1
387	а лишь	1	1
388	в середине	4	1
389	во всей	1	1
390	его на	1	1
391	кажется что	1	1
392	быть не	2	1
393	и добро	1	1
394	уже с	1	1
395	приходят к	2	1
396	в нашей	1	1
397	становится в	1	1
398	приблизиться к	1	1
399	ему удалось	2	1
400	входит в	2	1
401	и я	5	1
402	всего себя	1	1
403	всегда в	1	1
404	находит свое	1	1
405	сознания на	1	1
406	старой и	1	1
407	бы из	1	1
408	людьми и	3	1
409	что иное	1	1
410	свободой и	2	1
411	и мир	2	1
412	для кого	1	1
413	как они	1	1
414	и сам	1	1
415	проникнуть в	1	1
416	говорить об	1	1
417	между двумя	1	1
418	к живому	1	1
419	как в	2	1
420	себе а	1	1
421	эпохи возрождения	1	1
422	на которой	1	1
423	по типу	1	1
424	– источник	1	1
425	быть от	1	1
426	сознание как	1	1
427	есть прежде	1	1
428	два полюса	1	1
429	находится в	1	1
430	и поэтому	1	1
431	интерес к	3	1
432	есть только	2	1
433	нет ничего	7	1
434	это и	4	1
435	только одно	3	1
436	человека и	14	1
437	твердой и	1	1
438	существенное в	1	1
439	если в	1	1
440	и нет	2	1
441	под ним	2	1
442	как он	2	1
443	связаны с	1	1
444	в течение	1	1
445	жизни конечно	1	1
446	и что	2	1
447	говорит о	1	1
448	можно назвать	1	1
449	с одним	1	1
450	слова он	1	1
451	к разложению	1	1
452	выйти за	1	1
453	у самого	2	1
454	на нем	1	1
455	мы говорим	1	1
456	всю свою	1	1
457	в каком-то	1	1
458	xix век	1	1
459	подойти к	1	1
460	для одних	1	1
461	отрывается от	2	1
462	уходит в	1	1
463	к ним	1	1
464	еще менее	1	1
465	к которой	1	1
466	и мысли	1	1
467	не столько	1	1
468	не могло	1	1
469	уже не	4	1
470	то это	1	1
471	в силу	1	1
472	сфере как	1	1
473	и свободной	1	1
474	в каждом	1	1
475	нее не	1	1
476	с их	2	1
477	во время	1	1
478	разных сторон	1	1
479	заложено в	3	1
480	и кажется	1	1
481	и др	1	1
482	различные моменты	1	1
483	основной и	1	1
484	человека –	2	1
485	героев он	1	1
486	всех этих	1	1
487	христианство –	1	1
488	также что	1	1
489	и часто	1	1
490	всего –	2	1
491	или нет	1	1
492	не сам	1	1
493	его со	1	1
494	но оно	1	1
495	оно всегда	1	1
496	которой он	1	1
497	мысли в	1	1
498	не что	1	1
499	не могут	5	1
500	в иной	3	1
501	как для	2	1
502	мы видим	2	1
503	над собственной	1	1
504	пути к	1	1
505	не связан	1	1
506	все внешнее	1	1
507	себя и	3	1
508	существует не	2	1
509	в одном	1	1
510	у достоевского	42	1
511	также и	2	1
512	– от	1	1
513	и когда	2	1
514	к области	1	1
515	роль в	1	1
516	дневнике писателя	2	1
517	него нет	1	1
518	мышлении и	1	1
519	у нее	1	1
520	же и	1	1
521	этого вопроса	1	1
522	в свой	2	1
523	внешнее –	1	1
524	андрея белого	1	1
525	начало и	1	1
526	истины и	1	1
527	выражение которое	1	1
528	слова а	1	1
529	видел в	1	1
530	но из	1	1
531	так называемый	2	1
532	только для	1	1
533	и ценностей	1	1
534	в духе	1	1
535	в покое	1	1
536	самой своей	1	1
537	только и	3	1
538	его не	3	1
539	и вся	1	1
540	внутреннюю жизнь	1	1
541	с какой	1	1
542	определяется в	1	1
543	это выражение	1	1
544	что она	1	1
545	в них	4	1
546	него не	2	1
547	к миру	2	1
548	что такое	1	1
549	жизни в	2	1
550	к себе	1	1
551	в самой	7	1
552	не бывают	1	1
553	заключается в	1	1
554	конца и	1	1
555	сказать с	1	1
556	нее и	1	1
557	не стал	2	1
558	понимания в	1	1
559	раскрывается в	5	1
560	не совпадает	1	1
561	ответить на	1	1
562	такая же	1	1
563	но во	1	1
564	мы все	1	1
565	человека в	13	1
566	от его	2	1
567	него как	2	1
568	в такую	1	1
569	об отношении	1	1
570	ни к	1	1
571	в русской	1	1
572	еще в	2	1
573	к одному	1	1
574	вообще не	2	1
575	но также	1	1
576	себе в	1	1
577	особого рода	1	1
578	принадлежит к	1	1
579	человека есть	3	1
580	ее как	1	1
