N	2gram	Tiupa_Lite_1	KulturaY
436	дело в	3	1
437	одна из	3	1
438	только из	1	1
439	виду не	2	1
440	до сих	1	1
441	что вы	1	1
442	кино и	1	1
443	искусство которое	1	1
444	при котором	1	1
445	только с	1	1
446	не нуждается	1	1
447	в действительности	1	1
448	в стиле	1	1
449	свое собственное	3	1
450	русской классической	7	1
451	значительной степени	1	1
452	не есть	2	1
453	поэзии как	1	1
454	имеет место	1	1
455	ничего общего	1	1
456	году в	1	1
457	у достоевского	2	1
458	это время	1	1
459	с ее	1	1
460	в ее	1	1
461	на основе	1	1
462	с каким	1	1
463	только то	2	1
464	с самого	1	1
465	пусть и	1	1
466	и иные	1	1
467	обращаясь к	2	1
468	№ г	1	1
469	здесь как	2	1
470	это мы	1	1
471	к тем	1	1
472	а все	1	1
473	что от	1	1
474	помочь ему	1	1
475	в эпоху	1	1
476	собой и	1	1
477	деятельности в	4	1
478	различного рода	2	1
479	но может	1	1
480	о том	2	1
481	на вопрос	1	1
482	рассчитана на	2	1
483	пор пока	1	1
484	в чем	1	1
485	в значительной	1	1
486	не выходит	1	1
487	воздействия на	2	1
488	ее от	1	1
489	русской литературе	5	1
490	от них	1	1
491	а потому	2	1
492	вслед за	1	1
493	глаза на	1	1
494	научной художественной	1	1
495	бы вполне	1	1
496	как например	1	1
497	поскольку здесь	1	1
498	слов или	1	1
499	оно и	1	1
500	задачу и	1	1
501	одной из	1	1
502	бы потому	1	1
503	что даже	1	1
504	в какой	1	1
505	том или	1	1
506	могло быть	2	1
507	становится для	1	1
508	и весьма	2	1
509	те в	1	1
510	не идет	1	1
511	то он	2	1
512	впрочем и	1	1
513	которых в	1	1
514	тот или	1	1
515	нет не	2	1
516	чаще всего	1	1
517	с какой	1	1
518	в большинстве	1	1
519	ни было	1	1
520	борьбы с	1	1
521	в поэзии	1	1
522	в виде	1	1
523	языка который	1	1
524	свидетельствует о	1	1
525	так называемый	2	1
526	их как	1	1
527	не сам	2	1
528	одно из	3	1
529	не так	1	1
530	для него	2	1
531	в очерке	1	1
532	свою власть	1	1
533	не для	1	1
534	отношение к	1	1
535	не случайно	2	1
536	тогда в	1	1
537	или ином	1	1
538	я рад	1	1
539	о каком	1	1
540	и только	2	1
541	нужно было	1	1
542	или иной	2	1
543	хоть и	1	1
544	я был	1	1
545	и прежде	3	1
546	чем он	1	1
547	другого что	1	1
548	это например	1	1
549	и др	3	1
550	процесс в	1	1
551	одной стороны	2	1
552	всей русской	2	1
553	легко и	1	1
554	в позу	1	1
555	человек в	1	1
556	а вы	2	1
557	и я	6	1
558	только от	1	1
559	себе уже	1	1
560	становится ясным	1	1
561	творчество в	1	1
562	если не	1	1
563	между собою	1	1
564	более чем	3	1
565	все более	2	1
566	речь не	1	1
567	быть это	3	1
568	и письменная	1	1
569	он говорит	1	1
570	не был	1	1
571	если оно	2	1
572	слово как	1	1
573	эти слова	1	1
574	такого рода	10	1
575	ведет к	4	1
576	традиции для	1	1
577	и двух	1	1
578	к настоящему	1	1
579	поскольку он	2	1
580	произведение в	2	1
581	в это	1	1
582	этот не	1	1
583	и тому	1	1
584	более и	1	1
585	этом своем	1	1
586	ссылки на	1	1
587	той мере	1	1
588	сих пор	1	1
589	над языком	1	1
590	в новых	1	1
591	ничего кроме	2	1
592	из ряда	1	1
593	которые были	1	1
594	не мог	3	1
595	тех или	1	1
596	более того	1	1
597	и позволяет	1	1
598	искусства это	2	1
599	процесса в	1	1
600	уже на	1	1
601	совершается в	1	1
602	это как	2	1
603	обращается к	2	1
604	у них	1	1
605	находит свое	1	1
606	тем более	2	1
607	не должен	3	1
608	только что	1	1
609	в этих	1	1
610	я в	5	1
611	или не	1	1
612	толстого и	1	1
613	может и	1	1
614	имеет право	1	1
615	о своем	2	1
616	между ними	1	1
617	фразы и	1	1
618	языка на	1	1
619	день и	1	1
620	однако нет	1	1
621	писать стихи	1	1
622	весьма точной	1	1
623	но эти	1	1
624	в искусстве	2	1
625	однако мы	1	1
626	сущности не	1	1
627	периода не	1	1
628	они не	1	1
629	которая не	2	1
