N	2gram	Vygotskiy__6	Stilisti
461	два противоречащих	1	1
462	величайшее значение	1	1
463	пределах одного	1	1
464	к одному	2	1
465	этого вопроса	2	1
466	не как	1	1
467	своего высказывания	1	1
468	в силу	17	1
469	широком смысле	1	1
470	но вместе	1	1
471	на этом	4	1
472	прежде чем	1	1
473	одному и	1	1
474	нам удалось	1	1
475	на то	4	1
476	от общего	2	1
477	этим самым	2	1
478	факт что	1	1
479	его исследования	1	1
480	в другом	2	1
481	характер в	1	1
482	сложившихся и	1	1
483	в ход	1	1
484	форм и	2	1
485	на все	1	1
486	шаг чтобы	1	1
487	речью и	1	1
488	т.е если	1	1
489	выражено только	2	1
490	как между	1	1
491	не совпадает	2	1
492	от развития	2	1
493	всю свою	2	1
494	должен был	3	1
495	между отдельными	3	1
496	за ним	2	1
497	но уже	1	1
498	присутствуем при	1	1
499	с этой	2	1
500	о связи	2	1
501	как видно	1	1
502	во внимание	2	1
503	являются как	1	1
504	движется в	1	1
505	протекает в	1	1
506	и тогда	1	1
507	и того	4	1
508	одного и	4	1
509	словами то	1	1
510	вопроса об	1	1
511	мы попытаемся	1	1
512	нее и	1	1
513	в любом	2	1
514	таким же	1	1
515	ведь когда	1	1
516	мы приходим	1	1
517	взгляд на	1	1
518	по сравнению	15	1
519	на каждом	1	1
520	большей степени	1	1
521	оказывается что	1	1
522	мысли и	2	1
523	не путем	1	1
524	значение для	3	1
525	приблизительно так	1	1
526	этой стадии	2	1
527	и жизнь	1	1
528	же попытаемся	1	1
529	обращение к	1	1
530	их умственного	1	1
531	речи в	2	1
532	собой и	1	1
533	том же	5	1
534	т.е на	1	1
535	зрения и	1	1
536	по себе	3	1
537	даже в	1	1
538	мы встречаемся	1	1
539	заставляет его	1	1
540	различные отношения	1	1
541	раз и	2	1
542	вопрос если	1	1
543	содержит в	1	1
544	на один	1	1
545	теми или	1	1
546	каждого отдельного	3	1
547	не менее	2	1
548	но они	1	1
549	как можно	1	1
550	что эта	2	1
551	она не	2	1
552	с теми	1	1
553	тогда когда	6	1
554	того как	5	1
555	одна из	1	1
556	в развитии	24	1
557	к типу	1	1
558	каждый день	1	1
559	и перейти	1	1
560	начала своего	1	1
561	к верному	1	1
562	опираться на	1	1
563	на поставленный	1	1
564	только не	3	1
565	это мы	3	1
566	спор между	1	1
567	наиболее полно	1	1
568	находятся в	1	1
569	и весь	1	1
570	словесного выражения	1	1
571	и теперь	1	1
572	вопрос в	1	1
573	правда мы	2	1
574	входят в	2	1
575	один шаг	1	1
576	языка в	2	1
577	к таким	2	1
578	не могут	5	1
579	определяют и	1	1
580	языке и	2	1
581	что сила	1	1
582	переход в	1	1
583	должны быть	1	1
584	для его	1	1
585	что при	4	1
586	в работах	1	1
587	должен быть	1	1
588	оно может	1	1
589	приходит к	2	1
590	и о	1	1
591	и сами	1	1
592	без всякого	1	1
593	это еще	1	1
594	существуют между	2	1
595	которые затем	1	1
596	как по	4	1
597	что всякая	1	1
598	говорили что	1	1
599	и характер	1	1
600	мы наблюдаем	1	1
601	поэтому мы	2	1
602	сознании не	1	1
603	и ту	1	1
604	нам остается	2	1
605	которыми мы	1	1
606	зрения тех	1	1
607	два независимых	1	1
608	в себя	3	1
609	еще в	2	1
610	мысли мы	2	1
611	от определенного	1	1
612	является в	1	1
613	для этого	2	1
614	по мере	3	1
615	в определенной	1	1
616	образом в	3	1
617	эта действительность	1	1
618	может в	1	1
619	именно потому	2	1
620	на вопрос	2	1
621	никак не	1	1
622	и что	6	1
623	мог бы	3	1
624	вопросов но	1	1
625	что его	1	1
626	все его	1	1
627	может не	1	1
628	знает что	1	1
629	и во	1	1
630	образом мы	2	1
631	на всех	1	1
632	то явление	1	1
633	всего на	1	1
634	в переживании	1	1
635	между тем	1	1
636	решающую роль	1	1
637	при исследовании	1	1
638	этот момент	1	1
639	или иными	1	1
640	сильнее и	1	1
641	и которое	3	1
642	значений в	3	1
643	от этих	1	1
644	тот момент	1	1
645	представления о	2	1
646	действительности в	1	1
647	эту точку	2	1
648	с ними	2	1
649	дело с	2	1
650	исследования мы	2	1
651	к нашему	1	1
652	правда и	1	1
653	он уже	1	1
654	что нам	2	1
655	между этими	4	1
656	сам собой	1	1
657	нам возможность	1	1
658	в эти	1	1
659	же он	1	1
660	которой оно	1	1
661	где они	2	1
662	б мы	1	1
663	так что	6	1
664	первостепенное значение	2	1
665	есть в	3	1
666	времени когда	1	1
667	не можем	1	1
668	одном и	3	1
669	развития мы	1	1
670	своим собственным	1	1
671	в нашей	3	1
672	в виде	1	1
673	одного типа	1	1
674	является не	2	1
675	сделать то	1	1
676	не из	2	1
677	каким образом	2	1
678	речь в	2	1
679	этого процесса	2	1
680	особый тип	1	1
681	по отношению	10	1
682	к установлению	3	1
683	их как	1	1
684	понимает что	1	1
685	цели и	1	1
686	ни в	1	1
687	слов это	1	1
688	иначе как	5	1
689	вовсе не	1	1
690	гораздо большей	1	1
691	ее не	1	1
692	и оказывается	2	1
693	друг друга	4	1
694	у него	2	1
695	мы выяснили	1	1
696	бы заключительным	1	1
697	и оказывает	1	1
698	показали что	4	1
699	образом не	1	1
700	к той	1	1
701	построения фразы	1	1
702	предметов и	1	1
703	это движение	1	1
704	ведь всякое	1	1
705	в другой	3	1
706	ориентироваться на	2	1
707	до сих	3	1
708	имеет и	1	1
709	с другой	2	1
710	из главнейших	1	1
711	установлению которого	1	1
712	за пределы	1	1
713	здесь в	1	1
714	все равно	1	1
715	мысль которая	1	1
716	как же	1	1
717	к более	2	1
718	одного только	1	1
719	на этот	4	1
720	в разной	1	1
721	и осуществляется	1	1
722	иной ситуации	1	1
723	долго и	1	1
724	же точно	3	1
725	возвращаясь к	1	1
726	процесс их	2	1
727	о чем	1	1
728	всякой связи	1	1
729	собой мы	1	1
730	и том	2	1
731	ближе к	1	1
732	может иметь	1	1
733	позволяет нам	1	1
734	именно поэтому	2	1
735	между первым	1	1
736	нашей мысли	3	1
737	и становятся	1	1
738	словами на	1	1
739	как материал	1	1
740	только его	1	1
741	в меру	2	1
742	тот факт	1	1
743	этих предметов	1	1
744	роли которую	1	1
745	сравнению с	14	1
746	т.е в	1	1
747	тому как	1	1
748	понятия о	2	1
749	многообразны и	1	1
750	раз что	1	1
751	для человека	1	1
752	стоять в	1	1
753	как к	1	1
754	общую основу	1	1
755	несомненностью что	1	1
756	и общий	1	1
757	только то	3	1
758	в гораздо	1	1
759	благодаря этому	1	1
760	действительность в	2	1
761	в основном	1	1
762	весь ход	1	1
763	именно в	4	1
764	является как	3	1
765	как раз	6	1
766	которые были	1	1
767	и соответствующая	1	1
768	что относится	1	1
769	в более	1	1
770	новое слово	1	1
771	к пониманию	1	1
772	в мысли	4	1
773	значения слова	1	1
774	на улице	1	1
775	совершается в	3	1
776	ступенях развития	2	1
777	что я	2	1
778	всем этим	2	1
779	на одном	2	1
780	в результате	1	1
781	это как	1	1
782	бы даже	1	1
783	что в	17	1
784	этой действительности	1	1
785	это часто	1	1
786	тем более	1	1
787	речи так	1	1
788	совпадает со	1	1
789	на языке	1	1
790	структуру в	1	1
791	с другими	2	1
792	по самой	5	1
793	ее в	2	1
794	в словесном	1	1
795	т.е как	1	1
796	сольется с	1	1
797	к мысли	1	1
798	от всякого	1	1
799	т.д то	1	1
800	нам не	1	1
801	может и	1	1
802	а о	1	1
803	слово в	1	1
804	но если	4	1
805	из тех	1	1
806	только как	1	1
807	другой стороны	2	1
808	была бы	2	1
809	совершенно не	1	1
810	это на	3	1
811	в глаза	1	1
812	в иной	2	1
813	самой своей	4	1
814	отношению к	10	1
815	это и	3	1
816	только о	1	1
817	значение не	1	1
818	путь развития	7	1
819	в действительности	1	1
820	но попробуем	1	1
821	подтверждение в	1	1
822	слов вот	1	1
823	свой характер	1	1
824	заключать в	1	1
825	все что	1	1
