N	2gram	Medvedev_U_1	Formalny
399	этом случае	1	1
400	но даже	2	1
401	сих пор	2	1
402	только для	1	1
403	пришлось бы	3	1
404	тех или	2	1
405	содержание душа	1	1
406	процессе художественного	1	1
407	на форму	1	1
408	при таком	2	1
409	к голому	2	1
410	слова у	1	1
411	о котором	1	1
412	об искусстве	1	1
413	в данное	1	1
414	вообще в	1	1
415	все они	2	1
416	они находятся	1	1
417	и материал	1	1
418	литературную эпоху	1	1
419	состоит из	1	1
420	слагается из	1	1
421	о литературе	1	1
422	что под	1	1
423	время не	1	1
424	науки об	1	1
425	это в	1	1
426	пушкин и	1	1
