N	2gram	Berdyaev_M_1	Psycholo
246	еще в	2	2
247	является в	1	2
248	и даже	1	2
249	ничего не	3	2
250	находится в	1	2
251	понять как	1	2
252	и та	1	2
253	но во	1	2
254	от одного	1	2
255	и можно	1	2
256	в сферу	1	2
257	быть и	1	2
258	трагедии и	1	2
259	это очень	3	2
260	его с	2	2
261	в душе	1	2
262	и трагедии	1	2
263	в одном	1	2
264	нет в	4	2
265	даже и	2	2
266	с той	1	2
267	себя и	3	2
268	на поверхности	5	2
269	и эта	1	2
270	до конца	14	2
271	и самый	2	2
272	произведения искусства	1	2
273	это значит	3	2
274	над ним	1	2
275	на периферии	1	2
276	в течение	1	2
277	с этой	4	2
278	все это	6	2
279	подходит и	1	2
280	которых он	4	2
281	находит свое	1	2
282	конце концов	2	2
283	давно уже	1	2
284	есть то	1	2
285	не знает	4	2
286	не что	1	2
287	весь в	5	2
288	ему удалось	2	2
289	смысле слова	4	1
290	только он	1	1
291	одним из	2	1
292	связана с	2	1
293	в такой	1	1
294	для одних	1	1
295	совершенно новый	1	1
296	он более	1	1
297	знает о	1	1
298	когда человек	3	1
299	нем нет	1	1
300	кто-либо из	1	1
301	вся она	1	1
302	из всех	1	1
303	шаг вперед	1	1
304	почти все	1	1
305	ли у	1	1
306	и такой	1	1
307	был еще	4	1
308	себе что	1	1
309	через которые	1	1
310	что составляет	1	1
311	или от	2	1
312	то мы	1	1
313	к которой	1	1
314	связано с	2	1
315	для других	1	1
316	не все	2	1
317	если в	1	1
318	души и	1	1
319	с психологической	1	1
320	отношение к	4	1
321	души ее	1	1
322	относится к	2	1
323	внутренние противоречия	1	1
324	которые не	1	1
325	совершенно другой	1	1
326	и нет	2	1
327	кто не	1	1
328	это раздвоение	1	1
329	может допустить	1	1
330	в каком-то	1	1
331	черты своего	1	1
332	можно сделать	1	1
333	от этого	2	1
334	искусство и	1	1
335	котором она	1	1
336	за собой	2	1
337	та же	1	1
338	он идет	1	1
339	отказывается от	1	1
340	под ним	2	1
341	исключительно на	1	1
342	совершается не	1	1
343	нас своего	1	1
344	эта радость	1	1
345	не заключается	1	1
346	учение о	3	1
347	имеем в	1	1
348	романы и	1	1
349	во многих	1	1
350	этот процесс	3	1
351	с чем	1	1
352	не завершается	1	1
353	точно мы	1	1
354	сказать в	1	1
355	в понимании	1	1
356	есть та	1	1
357	этого вопроса	1	1
358	не к	4	1
359	к переходу	1	1
360	его сознание	1	1
361	братья карамазовы	1	1
362	по своему	2	1
363	на земле	2	1
364	его от	1	1
365	с собой	3	1
366	и наоборот	1	1
367	они требуют	1	1
368	от нее	5	1
369	в нескольких	1	1
370	подход к	1	1
371	смысле в	2	1
372	они должны	1	1
373	различие между	2	1
374	том случае	1	1
375	из самой	1	1
376	на протяжении	2	1
377	внешним покровом	1	1
378	который так	3	1
379	и огромной	1	1
380	связываются с	1	1
381	этим именем	1	1
382	в жизни	3	1
383	раз когда	2	1
384	самом центре	2	1
385	ли смысл	1	1
386	человек который	1	1
387	пребывает в	3	1
388	которой он	1	1
389	основывается на	1	1
390	оно имеет	1	1
391	не мог	3	1
392	же я	1	1
393	которую он	2	1
394	уверен что	1	1
395	что такое	1	1
396	она в	1	1
397	что вся	1	1
398	установить что	1	1
399	все и	1	1
400	ценность в	1	1
401	оказывается что	2	1
402	с необычайной	1	1
403	любовь и	1	1
404	не менее	1	1
405	не раз	1	1
406	эта мысль	1	1
407	точку зрения	1	1
408	основной для	1	1
409	перешедшая в	1	1
410	в россии	2	1
411	него проблема	1	1
412	был только	1	1
413	и эти	1	1
414	тому чтобы	2	1
415	бы быть	1	1
416	есть всегда	1	1
417	сам он	1	1
418	если и	1	1
419	жизнь его	1	1
420	вплоть до	1	1
421	она не	4	1
422	открывает в	1	1
423	хотелось бы	1	1
424	означает что	1	1
425	них идет	1	1
426	он жил	1	1
427	в русской	1	1
428	когда они	1	1
429	в самых	1	1
430	это еще	1	1
431	он хочет	1	1
432	не могло	1	1
433	он мог	2	1
434	не имеет	3	1
435	карамазова и	2	1
436	в разных	1	1
437	человека за	1	1
438	открывает новую	1	1
439	не бывают	1	1
440	пути и	2	1
441	к ней	4	1
442	или об	1	1
443	и показывает	1	1
444	ничто не	1	1
445	не принадлежит	2	1
446	и свою	1	1
447	только с	1	1
448	каждый раз	1	1
449	склонны отрицать	1	1
450	ли нам	1	1
451	в области	1	1
452	и оно	1	1
453	к себе	1	1
454	лежит в	1	1
455	элемент в	1	1
456	одну и	1	1
457	как человек	1	1
458	же оказывается	1	1
459	он никогда	2	1
460	не статически	1	1
461	на это	1	1
462	всегда в	1	1
463	разные стороны	1	1
464	и от	2	1
465	указывали на	1	1
466	коренным образом	1	1
467	самой глубины	5	1
468	уже с	1	1
469	и этим	1	1
470	она может	2	1
471	на той	1	1
472	то время	2	1
473	значение в	1	1
474	шекспира и	1	1
475	скрыта в	1	1
476	и каждый	1	1
477	подойти к	1	1
478	предмет его	1	1
479	и трудно	1	1
480	настолько же	1	1
481	быть может	7	1
482	высокое и	1	1
483	средством для	1	1
484	может в	1	1
485	о нем	2	1
486	часто трудно	1	1
487	андрея белого	1	1
488	но к	1	1
489	означает не	1	1
490	есть совсем	1	1
491	в значительной	1	1
492	и во	2	1
493	нас в	1	1
494	к нему	7	1
495	человеком но	1	1
496	и всю	1	1
497	между тем	1	1
498	переходит в	15	1
499	противоречия и	1	1
500	человека из	2	1
501	новый момент	2	1
502	его мысль	2	1
503	вообще и	1	1
504	жизни оно	1	1
505	это свойство	1	1
506	не так	3	1
507	на которой	1	1
508	обречен на	2	1
509	о его	1	1
510	в новой	1	1
511	что только	1	1
512	одной из	1	1
513	которым он	1	1
514	и кажется	1	1
515	в вопросе	1	1
516	отказ от	1	1
517	и действительно	1	1
518	между этими	1	1
519	и ее	1	1
520	не выдержала	1	1
521	поэтому для	1	1
522	быть человеком	1	1
523	в эти	1	1
524	себя в	3	1
525	гармонии и	1	1
526	уже не	4	1
527	когда говорил	1	1
528	эти и	1	1
529	в начале	2	1
530	сознание как	1	1
531	кажется что	1	1
532	не принимает	1	1
533	него и	2	1
534	рассказывает о	1	1
535	вступает в	1	1
536	его и	1	1
537	только одно	3	1
538	не сам	1	1
539	и их	3	1
540	и последняя	2	1
541	никто не	2	1
542	любви в	1	1
543	в землю	1	1
544	произведения и	1	1
545	у нее	1	1
546	тем как	1	1
547	встречаемся с	1	1
548	нет и	5	1
549	не были	1	1
550	существенным для	1	1
551	как у	1	1
552	же были	1	1
553	связаны с	1	1
554	чем он	1	1
555	мы еще	2	1
556	он считал	1	1
557	и др	1	1
558	что не	1	1
559	не было	18	1
560	попал в	1	1
561	стало быть	1	1
562	есть лишь	9	1
563	его как	2	1
564	если не	1	1
565	все более	1	1
566	что раньше	1	1
567	ко всем	3	1
568	одна возможность	1	1
569	мы говорим	1	1
570	даже до	1	1
571	конечно не	3	1
572	в романах	1	1
573	что же	1	1
574	и там	4	1
575	и смысла	1	1
576	да и	1	1
577	как к	1	1
578	для понимания	1	1
579	это гораздо	1	1
580	сам не	2	1
581	который он	1	1
582	один когда	1	1
583	том смысле	2	1
584	и всех	1	1
585	человеческая природа	5	1
586	только для	1	1
587	но это	1	1
588	романах достоевского	1	1
589	в смысле	1	1
590	на первую	1	1
591	сознании и	1	1
592	ближе к	1	1
593	всего в	2	1
594	любовь к	2	1
595	и часто	1	1
596	лучше всего	1	1
597	не имея	1	1
598	совершается в	1	1
599	решить вопрос	2	1
600	отличает его	1	1
601	но когда	1	1
602	от всех	1	1
603	берет человека	2	1
604	еще более	1	1
605	тем более	1	1
606	своих героев	2	1
607	всей нашей	1	1
608	ни к	1	1
609	будто бы	3	1
610	во время	1	1
611	я в	1	1
612	что вообще	1	1
613	психологической точки	1	1
614	но всегда	1	1
615	трудный для	1	1
616	за этим	1	1
617	к ее	1	1
618	человека то	2	1
619	нет ничего	7	1
620	чтобы нам	1	1
621	из человеческого	1	1
622	вперед по	1	1
623	к его	1	1
624	остается на	1	1
625	для нашего	1	1
626	жизни а	1	1
627	и случайных	1	1
628	почему он	1	1
629	на гибель	1	1
630	отношению к	2	1
631	ко всему	1	1
632	у которых	2	1
633	с потрясающей	1	1
634	можно назвать	1	1
635	во всяком	1	1
636	все что	2	1
637	и скрыта	2	1
