N	2gram	Potebnia_M_2	Russkaja
650	человек и	1	1
651	тот кто	1	1
652	которые на	1	1
653	но когда	1	1
654	и внешней	1	1
655	бы в	2	1
656	необходимых для	1	1
657	тем более	1	1
658	мы прежде	1	1
659	и все	3	1
660	к ее	1	1
661	к самому	1	1
662	нами не	2	1
663	вместе и	5	1
664	может и	1	1
665	в свою	6	1
666	в какие	1	1
667	из тех	1	1
668	была бы	1	1
669	душевная жизнь	1	1
670	этот последний	1	1
671	что ни	2	1
672	через них	1	1
673	до степени	1	1
674	ни на	1	1
675	для создания	1	1
676	можно назвать	2	1
677	многие из	1	1
678	они не	4	1
