N	2gram	Vinokur_Ku_1	EvropaiE
121	вообще не	1	3
122	мы можем	1	3
123	не дает	1	3
124	большинстве случаев	1	3
125	и мы	2	3
126	этом смысле	3	3
127	и тем	2	3
128	в них	7	3
129	с тем	5	3
130	мы видели	1	3
131	можно считать	1	3
132	во второй	1	3
133	в которых	6	3
134	можно ли	2	3
135	дело в	1	3
136	никогда не	2	3
137	потому что	23	3
138	уже и	3	3
139	ли это	2	3
140	во все	2	3
141	настоящему моменту	1	3
142	можно было	6	3
143	о том	9	3
144	что и	4	3
145	и только	1	3
146	народов и	1	3
147	в стороне	2	3
148	европе и	1	3
149	всяком случае	5	3
150	этот факт	1	3
151	не из	1	3
152	в данной	1	3
153	из них	4	3
154	очевидно что	3	3
155	потребность в	3	3
156	себе в	3	3
157	в известной	1	3
158	к ним	1	3
159	на долю	3	3
160	тем что	8	3
161	этом отношении	5	3
162	по своим	2	3
163	в свою	3	3
164	говорит о	1	3
165	связано с	3	3
166	там где	4	3
167	в данном	4	3
168	применении к	1	3
169	к настоящему	1	3
170	не является	2	3
171	и для	2	3
172	и от	1	3
173	в результате	5	3
174	обстоит дело	1	3
175	жизни в	1	3
176	на своем	1	3
177	ее в	2	3
178	как на	3	3
179	в таком	3	3
180	во всяком	5	3
181	и то	3	2
182	по преимуществу	2	2
183	что эти	4	2
184	ведь и	1	2
185	должна быть	3	2
186	и этот	1	2
187	есть не	1	2
188	что если	2	2
189	именно к	1	2
190	культуры из	1	2
191	и другая	1	2
192	из того	1	2
193	которое в	2	2
194	культурной традиции	1	2
195	не нужно	1	2
196	совершенно прав	1	2
197	но как	1	2
198	в сторону	2	2
199	друг от	1	2
200	в истории	3	2
201	поскольку они	1	2
202	с этим	4	2
203	помнить что	1	2
204	хотя и	3	2
205	целый ряд	5	2
206	и как	2	2
207	что это	5	2
208	большей части	2	2
209	в этой	3	2
210	в случае	1	2
211	и если	3	2
212	с течением	1	2
213	главным образом	1	2
214	но именно	1	2
215	он не	2	2
216	и еще	2	2
217	в силу	10	2
218	но было	1	2
219	таким образом	12	2
220	это значит	1	2
221	культуры но	1	2
222	и с	5	2
223	заключается в	2	2
224	все другие	1	2
225	для них	2	2
226	далеко не	1	2
227	в своих	1	2
228	в развитии	1	2
229	иначе говоря	2	2
230	и того	2	2
231	в этих	4	2
232	и сейчас	1	2
233	в котором	3	2
234	представление о	3	2
235	и более	2	2
236	тому чтобы	1	2
237	в идеологическом	1	2
238	тогда когда	6	2
239	ними и	2	2
240	на язык	4	2
241	как будто	1	2
242	что на	1	2
243	течением времени	1	2
244	к той	1	2
245	не могут	2	2
246	могут быть	1	2
247	случаях когда	2	2
248	или поздно	2	2
249	но также	2	2
250	которого мы	1	2
251	от друга	1	2
252	как не	1	2
253	свою очередь	3	2
254	говоря уже	1	2
255	на основе	1	2
256	мог бы	1	2
257	во многом	1	2
258	на месте	2	2
259	по сравнению	1	2
260	если бы	9	2
261	в известных	3	2
262	и что	5	2
263	и во	1	2
264	во втором	2	2
265	в его	12	2
266	также в	1	2
267	но с	2	2
268	этот вопрос	1	2
269	в какой	6	2
270	силы в	1	2
271	и теперь	1	2
272	есть в	4	2
273	в большинстве	2	2
274	народов не	1	2
275	даже что	1	2
276	если в	2	2
277	рано или	2	2
278	и других	1	2
279	бы совершенно	1	2
280	в одном	3	2
281	ныне в	1	2
282	в других	1	2
283	другой и	1	2
284	мы ставим	1	2
285	влияние на	1	2
286	а именно	2	2
287	как же	1	2
288	только к	2	2
289	в некоторых	1	2
290	на этот	2	2
291	а не	8	2
292	поскольку речь	1	2
293	долгое время	1	2
294	что все	2	2
295	вместе с	7	2
296	наряду с	1	2
297	что же	6	2
298	нечто абсолютно	1	2
299	и таким	1	2
300	с большой	1	2
301	или в	2	2
302	и все	2	2
303	но еще	3	2
304	бы в	7	2
305	еще более	1	2
306	же в	4	2
307	а в	5	2
308	даже при	1	2
309	не есть	4	2
310	между ними	2	2
311	не говоря	2	2
312	другой стороны	6	2
313	жизни и	1	2
314	в имя	1	1
315	ту же	1	1
316	также что	1	1
317	и т	33	1
318	например в	5	1
319	связана с	1	1
320	в тех	4	1
321	тех же	1	1
322	или к	1	1
323	но тем	1	1
324	речь идет	2	1
325	исходит из	1	1
326	противном случае	1	1
327	с таким	1	1
328	всякого иного	1	1
329	той же	3	1
330	большую роль	1	1
331	ответить на	1	1
332	в основных	1	1
333	есть нечто	1	1
334	говорить о	1	1
335	на практике	3	1
336	мы получаем	1	1
337	нет ли	1	1
338	то это	3	1
339	когда мы	2	1
340	в каждой	1	1
341	в сочетании	1	1
342	быть в	2	1
343	что его	2	1
344	истории в	1	1
345	с его	4	1
346	что люди	1	1
347	истории культуры	1	1
348	тем как	1	1
349	то мы	3	1
350	значение и	2	1
351	силу этого	1	1
352	по отношению	8	1
353	с совершенно	1	1
354	в новом	1	1
355	современной россии	1	1
356	других областей	1	1
357	тогда как	2	1
358	которое при	2	1
359	отличие от	1	1
360	ее элементов	1	1
361	к сожалению	1	1
362	относится к	2	1
363	которые не	1	1
364	в одной	1	1
365	в рамках	4	1
366	что нет	1	1
367	все же	12	1
368	однако не	6	1
369	в противном	1	1
370	кроме того	1	1
371	тех случаях	2	1
372	смысле этого	3	1
373	к тем	1	1
374	могли бы	2	1
375	его к	3	1
376	более или	3	1
377	увидим что	2	1
378	та же	1	1
379	как то	2	1
380	это есть	2	1
381	своим природным	1	1
382	таковы например	1	1
383	все так	1	1
384	чуть ли	2	1
385	в нашем	1	1
386	которые в	1	1
387	с их	3	1
388	в общий	1	1
389	тому же	1	1
390	и те	1	1
391	реальное значение	2	1
392	на его	3	1
393	дело там	1	1
394	говорили бы	2	1
395	при этом	6	1
396	т д	14	1
397	в переводе	1	1
398	от которых	1	1
399	относиться только	1	1
400	культур в	1	1
401	не значит	1	1
402	и когда	1	1
403	состоит в	3	1
404	ли не	3	1
405	любой из	1	1
406	чтобы на	1	1
407	на этом	1	1
408	или иных	1	1
409	слова т	1	1
410	но все	2	1
411	от нее	1	1
412	как они	2	1
413	в нем	4	1
414	в совершенно	1	1
415	значение в	1	1
416	различие между	1	1
417	же касается	4	1
418	том случае	1	1
419	поэзии и	1	1
420	являющегося в	1	1
421	лишь в	2	1
422	такой вопрос	1	1
423	нас значение	1	1
424	своей особой	1	1
425	и иных	1	1
426	сейчас в	1	1
427	лишь на	1	1
428	истории и	1	1
429	мы сказали	1	1
430	толковать как	1	1
431	в жизни	1	1
432	который по	1	1
433	о характере	1	1
434	рядом с	5	1
435	она и	1	1
436	соответствии с	3	1
437	русской культуры	1	1
438	здесь можно	1	1
439	к какой-либо	1	1
440	и было	2	1
441	как таковой	2	1
442	народа и	1	1
443	стороне от	1	1
444	или менее	3	1
445	рассматривать с	1	1
446	мы приходим	1	1
447	в такой	1	1
448	если можно	1	1
449	можно продолжить	1	1
450	в отличие	1	1
451	от себя	2	1
452	среды и	1	1
453	друг другу	1	1
454	требуют в	1	1
455	в современном	1	1
456	с такими	1	1
457	том же	2	1
458	для этого	3	1
459	с так	1	1
460	освободиться от	1	1
461	тому что	3	1
462	все эти	6	1
463	не менее	7	1
464	но они	1	1
465	что с	2	1
466	правда в	1	1
467	одна из	1	1
468	чтобы в	2	1
469	о таких	1	1
470	та или	1	1
471	рассматривать как	1	1
472	казалось бы	3	1
473	в разных	2	1
474	бы неправильно	1	1
475	только и	3	1
476	в самой	4	1
477	находятся в	1	1
478	или иная	1	1
479	в русском	4	1
480	состоит вовсе	1	1
481	на себе	6	1
482	вместо того	1	1
483	ли из	1	1
484	своего существования	1	1
485	и его	5	1
486	каждой из	1	1
487	связи с	7	1
488	можно рассматривать	1	1
489	в сознании	1	1
490	е не	2	1
491	следует что	4	1
492	доказать что	2	1
493	у нас	10	1
494	такие же	1	1
495	он называет	1	1
496	относиться к	1	1
497	должны быть	2	1
498	что некоторые	1	1
499	свое значение	1	1
500	от элементов	1	1
501	всегда в	1	1
502	для себя	1	1
503	своего развития	1	1
504	эти не	1	1
505	то она	1	1
506	и науки	1	1
507	и сами	2	1
508	язык и	1	1
509	то чтобы	1	1
510	которые применяются	1	1
511	как с	2	1
512	и сам	1	1
513	для человеческого	1	1
514	был бы	2	1
515	которыми мы	1	1
516	одного из	1	1
517	об этом	1	1
518	когда в	2	1
519	имеется в	1	1
520	поэтому в	1	1
521	в некоторой	1	1
522	которая в	1	1
523	с ним	5	1
524	связанная с	2	1
525	при том	2	1
526	это зависит	1	1
527	сводится к	3	1
528	чтобы устранить	1	1
529	тех кто	1	1
530	к проблемам	1	1
531	внимание на	4	1
532	это потому	1	1
533	любви к	2	1
534	времени в	1	1
535	нас в	1	1
536	не заключает	1	1
537	связь между	1	1
538	в которую	1	1
539	близкие к	1	1
540	а через	1	1
541	однако с	1	1
542	и всякая	1	1
543	самом процессе	1	1
544	глаза на	1	1
545	и следовательно	1	1
546	в каждую	1	1
547	чтобы ответить	1	1
548	при самом	1	1
549	один из	4	1
550	в двух	1	1
551	тот же	2	1
552	с ними	4	1
553	дело с	1	1
554	будь то	1	1
555	всех этих	1	1
556	мы увидим	3	1
557	известных условиях	1	1
558	который в	1	1
559	эта идея	1	1
560	на которые	1	1
561	или же	1	1
562	случаи когда	1	1
563	с которыми	1	1
564	можно еще	1	1
565	переходит в	1	1
566	конечно не	2	1
567	уже не	8	1
568	уже в	3	1
569	если мы	2	1
570	то и	2	1
571	борьбы с	1	1
572	только тогда	3	1
573	в начале	1	1
574	что не	5	1
575	таковы главные	1	1
576	связывается с	1	1
577	этот раз	1	1
578	одно из	2	1
579	для него	1	1
580	и их	1	1
581	мы находим	1	1
582	разнице в	1	1
583	гораздо большей	1	1
584	как его	1	1
585	от того	1	1
586	более молодых	1	1
587	в более	2	1
588	тем для	1	1
589	социальной средой	1	1
590	богатство и	1	1
591	даже не	1	1
592	а на	2	1
593	на примере	2	1
594	или иначе	2	1
595	сказал бы	1	1
596	которые можно	2	1
597	не относится	1	1
598	в каких	1	1
599	к которому	3	1
600	в ряде	2	1
601	ряде случаев	2	1
602	по большей	2	1
603	уверенным что	1	1
604	что для	1	1
605	в соответствии	3	1
606	не было	3	1
607	в любой	1	1
608	нужно понимать	1	1
609	зависит от	1	1
610	и культур	1	1
611	и далее	1	1
612	человеческой жизни	1	1
613	так называемой	2	1
614	совершенно одинаково	1	1
615	него не	1	1
616	что мы	1	1
617	русской действительности	1	1
618	если не	3	1
619	в связи	3	1
620	пределах данной	1	1
621	xx века	1	1
622	так называемых	1	1
623	именно поэтому	2	1
624	нет ничего	1	1
625	раз на	2	1
626	но кроме	1	1
627	как одно	1	1
628	в европе	1	1
629	многих случаях	1	1
630	можно быть	1	1
631	этих случаях	2	1
632	к жизни	2	1
633	что за	1	1
634	а если	3	1
635	она есть	1	1
636	с некоторыми	1	1
637	есть только	1	1
638	выход в	1	1
639	п с	1	1
640	даже с	1	1
641	уже об	1	1
642	действительно ли	1	1
643	многих других	1	1
644	в состоянии	2	1
645	том смысле	1	1
646	должно быть	3	1
647	этого слова	3	1
648	из русской	1	1
649	слова и	4	1
650	аналогии с	1	1
651	от господствующей	1	1
652	живет и	2	1
653	и где	1	1
654	и общим	1	1
655	тех или	1	1
656	более того	1	1
657	с полной	1	1
658	одного и	2	1
659	указать на	4	1
660	это можно	1	1
661	что оно	3	1
662	о котором	2	1
663	в силах	2	1
664	значение лишь	1	1
665	роль которая	1	1
666	пришлось бы	2	1
667	ли эти	1	1
668	но это	1	1
669	бы на	2	1
670	можно конечно	1	1
671	поскольку не	1	1
672	же будет	1	1
673	понимать как	2	1
674	сказали бы	1	1
675	юге в	1	1
676	в последнем	2	1
677	с такой	1	1
678	оно не	3	1
679	что даже	1	1
680	сам в	1	1
681	на юге	1	1
682	в свое	2	1
683	на ту	1	1
684	только одна	1	1
685	случае если	1	1
686	все что	1	1
687	гораздо более	3	1
688	смысле что	1	1
