N	2gram	Bakhtin_Pr_3	DiskursI
466	развития в	1	1
467	типа но	1	1
468	то они	1	1
469	к одной	1	1
470	при котором	1	1
471	в лоне	1	1
472	как возможность	1	1
473	с соответствующими	1	1
474	а напротив	1	1
475	тем или	1	1
476	общества его	1	1
477	но внутренняя	1	1
478	а потому	1	1
479	возникающие на	1	1
480	отметить что	2	1
481	утрачивает свою	2	1
482	наконец в	2	1
483	романа в	1	1
484	и существенно	1	1
485	вообще в	2	1
486	познания в	1	1
487	хорошо известны	1	1
488	которое было	1	1
489	фамильярного контакта	7	1
490	и личной	1	1
491	с ними	1	1
492	и брань	1	1
493	традиции в	1	1
494	быть непосредственным	1	1
495	и действительно	1	1
496	при некоторых	1	1
497	например с	1	1
498	до нас	2	1
499	литературу но	1	1
500	по мнению	1	1
501	всех его	1	1
502	со всеми	8	1
503	чаще всего	1	1
504	до наших	3	1
505	о жанре	1	1
506	поскольку мы	1	1
507	человека эта	1	1
508	вопроса о	1	1
509	в большинстве	4	1
510	только на	1	1
511	вернуться к	1	1
512	с собственно	1	1
513	за счет	1	1
514	большинстве случаев	4	1
515	и их	2	1
516	всяком случае	1	1
517	в известной	2	1
518	и романа	1	1
519	представлений о	1	1
520	для правильного	2	1
521	и один	1	1
522	в конце	3	1
523	у этих	1	1
524	сюжетно и	1	1
525	не о	2	1
526	может служить	1	1
527	друг друга	1	1
528	мы можем	5	1
529	каждый из	1	1
530	жанровом отношении	4	1
531	и строго	1	1
532	принадлежность к	1	1
533	с участием	1	1
534	представление о	1	1
535	в исторической	1	1
536	романтизма но	1	1
537	в области	3	1
538	до сих	5	1
539	историческим и	1	1
540	это пока	1	1
541	он ничего	1	1
542	связаны с	3	1
543	что человек	1	1
544	жанры художественной	1	1
545	предания и	1	1
546	и создает	3	1
547	с той	1	1
548	и прежде	6	1
549	было бы	5	1
550	еще и	1	1
551	себя и	2	1
552	нового времени	8	1
553	его из	1	1
554	говорит о	2	1
555	к более	1	1
556	связано с	1	1
557	к литературе	1	1
558	и речевого	1	1
559	и литературной	1	1
560	ничем не	1	1
561	их жанровой	1	1
562	невозможно ибо	1	1
563	несмотря на	2	1
564	в связи	2	1
565	трагедия идиллия	1	1
566	что жанр	1	1
567	с помощью	1	1
568	в творчестве	8	1
569	вместе с	2	1
570	как это	2	1
571	человека к	3	1
572	т.п и	1	1
573	из трех	1	1
574	восходит к	1	1
575	в область	1	1
576	наряду с	5	1
577	в той	2	1
578	восходят к	1	1
579	деятельности это	1	1
580	ему по	1	1
581	желал бы	1	1
582	да и	2	1
583	исторической поэтики	2	1
584	и другой	3	1
585	поэтому они	1	1
586	этого слова	1	1
587	только о	1	1
588	в первые	1	1
589	быть и	2	1
590	в жанровом	4	1
591	событие которое	1	1
592	сих пор	5	1
593	о его	1	1
594	не об	1	1
595	человеческого характера	1	1
596	в смысле	2	1
597	при всем	1	1
598	тех или	1	1
599	это уже	1	1
600	в следующей	1	1
601	указать на	1	1
602	не существует	1	1
603	лицо и	1	1
604	в результате	1	1
605	которая в	1	1
606	или иным	1	1
607	себя самого	3	1
608	нечто смешное	1	1
609	или нет	1	1
610	у достоевского	17	1
611	тем более	2	1
612	мы должны	4	1
613	в большей	2	1
614	но это	3	1
615	по ходу	1	1
616	могли быть	1	1
617	личности и	1	1
618	в период	1	1
619	и обязанностей	1	1
620	не знает	4	1
621	отношением к	1	1
622	речи и	1	1
623	всех других	2	1
624	культуры в	1	1
625	жанров и	2	1
626	и другие	9	1
627	или во	1	1
628	следует сказать	1	1
629	им и	1	1
630	в таком	2	1
631	в роли	1	1
632	определенного жанрового	1	1
