N	2gram	Bakhtin_Pr_5	KFilosof
343	конечно и	1	1
344	своему смыслу	2	1
345	и он	2	1
346	всех сторон	1	1
347	и иначе	1	1
348	эта интонация	1	1
349	не найдем	1	1
350	мысли и	1	1
351	столь же	2	1
352	нему он	2	1
353	себе несколько	1	1
354	как если	1	1
355	нельзя говорить	1	1
356	черты и	1	1
357	а он	3	1
358	его построения	1	1
359	него с	1	1
360	с собою	5	1
361	не просто	2	1
362	автора здесь	1	1
363	я только	1	1
364	определяется не	2	1
365	и выдает	1	1
366	никого и	1	1
367	его я	1	1
368	с этим	3	1
369	виду и	2	1
370	в единый	1	1
371	хотя и	2	1
372	бы я	1	1
373	и наконец	7	1
374	он находится	1	1
375	и к	12	1
376	в непосредственной	1	1
377	в этот	2	1
378	в первом	2	1
379	за собой	3	1
380	поэтому он	3	1
381	в самом	6	1
382	не дано	1	1
383	в которой	2	1
384	ни один	1	1
385	время имеет	1	1
386	другого как	2	1
387	т.п но	1	1
388	жизни только	1	1
389	близости к	1	1
390	вообще а	1	1
391	бы только	1	1
392	ее как	3	1
393	здесь есть	2	1
394	люди а	1	1
395	его но	1	1
396	этот процесс	2	1
397	его действительной	1	1
398	на его	4	1
399	не следует	1	1
400	главным образом	1	1
401	только себя	1	1
402	а просто	2	1
403	весь и	1	1
404	оно должно	2	1
405	нем но	1	1
406	их в	2	1
407	тоном его	1	1
408	и по	2	1
409	на этом	2	1
410	стремится быть	2	1
411	конца и	1	1
412	значительной степени	1	1
413	том же	1	1
414	а затем	2	1
415	же не	4	1
416	об этом	1	1
417	и с	12	1
418	здесь то	1	1
419	то есть	16	1
420	с целью	1	1
421	это было	2	1
422	может стать	1	1
423	то все	2	1
424	он есть	2	1
425	я для	4	1
426	к миру	1	1
427	момент этого	1	1
428	как другого	1	1
429	делает его	1	1
430	мою голову	1	1
431	политики и	1	1
432	все равно	2	1
433	освободиться от	1	1
434	этого не	3	1
435	всю жизнь	2	1
436	его все	1	1
437	одна и	2	1
438	и было	1	1
439	такой же	3	1
440	элемента в	1	1
441	в один	1	1
442	не мог	3	1
443	и видит	1	1
444	в этих	2	1
445	другим и	3	1
446	и тут	2	1
447	как все	2	1
448	он должен	1	1
449	всяком случае	4	1
450	она в	2	1
451	все и	4	1
452	от времени	1	1
453	свой смысл	1	1
454	признать что	1	1
455	зрения формальной	1	1
456	него герой	1	1
457	него хотя	1	1
458	но он	4	1
459	над всеми	1	1
460	есть еще	1	1
461	бы два	1	1
462	и очень	1	1
463	сознании в	1	1
464	любви и	1	1
465	дан не	1	1
466	если и	2	1
467	в отношении	9	1
468	отчетливо и	1	1
469	она не	1	1
470	в содержании	1	1
471	для каждого	1	1
472	мысли в	2	1
473	одна из	1	1
474	первая часть	1	1
475	смысле и	1	1
476	так чтобы	4	1
477	меня он	1	1
478	к другим	2	1
479	из их	2	1
480	к такому	1	1
481	но только	3	1
482	для всего	1	1
483	это с	1	1
484	только не	1	1
485	и некоторое	1	1
486	слово и	2	1
487	не оставив	1	1
488	находятся в	1	1
489	по своей	2	1
490	такая же	2	1
491	за исключением	2	1
492	ему и	1	1
493	существенная связь	1	1
494	это слово	4	1
495	мире и	2	1
496	и мысли	3	1
497	есть это	1	1
498	его он	1	1
499	здесь же	1	1
500	уже и	2	1
501	одна мысль	1	1
502	не является	1	1
503	у меня	6	1
504	которых он	1	1
505	но там	1	1
506	и должно	1	1
507	есть только	2	1
508	сказать только	1	1
509	развивается как	2	1
510	и другой	1	1
511	остановимся еще	1	1
512	зависимости от	1	1
513	отличается от	1	1
514	всего в	1	1
515	к тому	6	1
516	целом в	1	1
517	и мне	1	1
518	него как	1	1
519	существенный момент	2	1
520	каждое движение	1	1
521	героя для	1	1
522	оно может	1	1
523	с ее	3	1
524	что все	2	1
525	как не	1	1
526	свою очередь	1	1
527	всего этого	3	1
528	не вступает	1	1
529	и от	3	1
530	характер и	2	1
531	и получает	1	1
532	мысль о	1	1
533	ведь оно	1	1
534	него самого	1	1
535	уже с	2	1
536	но мы	1	1
537	она только	1	1
538	приводит к	2	1
539	он мне	1	1
540	являются лишь	1	1
541	его самого	1	1
542	что может	1	1
543	с собой	2	1
544	здесь как	1	1
545	особенно в	2	1
546	моментом которого	1	1
547	как мой	1	1
548	мог бы	2	1
549	участия в	1	1
550	его знает	1	1
551	и реальное	1	1
552	в весьма	1	1
553	момент во	1	1
554	в последней	1	1
555	поэтому в	1	1
556	собой и	3	1
557	и даже	5	1
558	образом в	1	1
559	находится в	1	1
560	тона и	3	1
561	он если	1	1
562	все дело	1	1
563	задает себе	2	1
564	я теперь	5	1
565	каждый раз	1	1
566	только так	2	1
567	на все	1	1
568	но к	1	1
569	можно сказать	1	1
570	ли она	1	1
571	любви к	1	1
572	в значительной	1	1
573	не выходит	1	1
574	ни на	2	1
575	и во	3	1
576	все в	1	1
577	связь между	1	1
578	и требует	1	1
579	от них	1	1
580	лишь путем	1	1
581	переходит в	2	1
582	во втором	1	1
583	нуждается в	3	1
584	себя но	2	1
585	понять его	1	1
586	даже для	1	1
587	сказать и	1	1
588	не знаю	2	1
589	человека как	2	1
590	к ней	2	1
591	нет он	1	1
592	для самого	1	1
593	бы меня	1	1
594	оставаясь в	1	1
595	один из	1	1
596	но с	1	1
597	ли будет	2	1
598	сознание все	1	1
599	тон не	1	1
600	вне себя	2	1
601	согласиться с	1	1
602	одной из	2	1
603	и кажется	2	1
604	же я	2	1
605	в напряженном	1	1
606	и так	4	1
607	это очень	1	1
608	искажает его	1	1
609	же на	1	1
610	нем нет	1	1
611	но между	1	1
612	не он	1	1
613	целом это	1	1
614	же и	4	1
615	в большинстве	2	1
616	только на	4	1
617	дано в	1	1
618	еще одной	1	1
619	что первая	1	1
620	а то	1	1
621	большинстве случаев	2	1
622	в душе	2	1
623	него все	1	1
624	только одно	1	1
625	ибо он	1	1
626	она действительно	1	1
627	него нет	2	1
628	себе в	1	1
629	ведь это	1	1
630	не для	1	1
631	смысле этого	2	1
632	так как	4	1
633	друг друга	2	1
634	если оно	1	1
635	мы можем	2	1
636	но уже	2	1
637	как раз	4	1
638	из только	1	1
639	к той	1	1
640	другой и	1	1
641	но из	1	1
642	предмету но	1	1
643	именно как	1	1
644	никогда и	1	1
645	был не	1	1
646	активно и	1	1
647	она и	1	1
648	точек зрения	2	1
649	и т.п	6	1
650	и из	1	1
651	с другим	13	1
652	мир все	1	1
653	здесь в	2	1
654	а именно	1	1
655	или просто	1	1
656	но о	1	1
657	превращается в	1	1
658	и своего	3	1
659	уже давно	1	1
660	с которым	4	1
661	своей структуре	1	1
662	нет ничего	1	1
663	него в	1	1
664	эти слова	3	1
665	вместе с	2	1
666	к его	1	1
667	себе самому	18	1
668	из которых	1	1
669	этим моментом	1	1
670	какого бы	1	1
671	над ним	1	1
672	ли его	1	1
673	уже вне	1	1
674	когда мы	1	1
675	в точке	1	1
676	самого себя	1	1
677	и всей	1	1
678	в мир	1	1
679	в первой	1	1
680	в человеке	1	1
681	лежит в	2	1
682	он начинает	1	1
683	в реальном	3	1
684	слова и	11	1
685	будет и	2	1
686	только для	1	1
687	о его	1	1
688	как таковой	1	1
689	же самое	1	1
690	свой тон	2	1
691	мысли но	1	1
692	остается в	1	1
693	определения и	1	1
694	одного и	1	1
695	каким бы	1	1
696	или в	2	1
697	я всегда	1	1
698	когда он	3	1
699	больше и	1	1
700	слова мы	2	1
701	это может	1	1
702	в эту	4	1
703	в третьем	1	1
704	где ее	1	1
705	мы должны	3	1
706	только что	3	1
707	я в	4	1
708	или не	1	1
709	же в	1	1
710	за этим	1	1
711	но оно	1	1
712	помимо его	1	1
713	требует чтобы	1	1
714	слова я	1	1
715	между ними	1	1
716	с ней	1	1
717	вмещает в	1	1
718	найти себя	2	1
719	того же	1	1
720	является и	1	1
721	для героя	1	1
722	в последнем	2	1
723	переход из	1	1
724	бы его	3	1
725	ней в	1	1
726	но эти	2	1
727	а я	10	1
728	это в	2	1
729	себя другой	1	1
730	который не	1	1
731	им и	3	1
732	во всяком	4	1
