N	2gram	Bakhtin_Pr_1	Komedia
217	он получает	1	1
218	также и	3	1
219	зависимость от	1	1
220	не остается	2	1
221	все остальное	1	1
222	на самом	4	1
223	не что	1	1
224	такое же	1	1
225	творчества поэта	1	1
226	своего выражения	1	1
227	его же	1	1
228	в нашу	1	1
229	исходит из	1	1
230	случае оно	1	1
231	от которых	1	1
232	высшей степени	5	1
233	и за	1	1
234	мы уже	1	1
235	со всех	2	1
236	что под	1	1
237	который был	1	1
238	совпадает с	2	1
239	эстетики и	3	1
240	что иное	1	1
241	это отношение	2	1
242	как впрочем	1	1
243	мы здесь	4	1
244	надо также	1	1
245	в мире	3	1
246	и он	2	1
247	всех сторон	2	1
248	в ней	4	1
249	иное как	1	1
250	к целому	1	1
251	остались бы	1	1
252	а только	2	1
253	во всех	11	1
254	общих чертах	1	1
255	но конечно	4	1
256	сказать и	3	1
257	государством и	1	1
258	он может	2	1
259	из сторон	1	1
260	отказ от	1	1
261	коем случае	2	1
262	к которой	1	1
263	не входит	10	1
264	не все	2	1
265	нам право	1	1
266	вмешивается в	1	1
267	отнюдь не	19	1
268	на искусство	1	1
269	в м	6	1
270	для создания	1	1
271	дает нам	2	1
272	в своем	5	1
273	есть что-то	1	1
274	в полном	1	1
275	смысле этого	1	1
276	целый ряд	1	1
277	и к	3	1
278	говорится в	1	1
279	вот на	1	1
280	то в	1	1
281	нему с	1	1
282	и этим	6	1
283	не приходится	1	1
284	они выходят	1	1
285	культуры и	3	1
286	что это	2	1
287	бы не	2	1
288	приводит к	3	1
289	только на	1	1
290	бы только	1	1
291	другом случае	1	1
292	с единой	1	1
293	и те	2	1
294	о других	1	1
295	как он	1	1
296	не обходится	2	1
297	не могла	1	1
298	к выводу	1	1
299	было сделано	1	1
300	к миру	3	1
301	к одному	1	1
302	понятий и	2	1
303	по существу	2	1
304	не могли	2	1
305	его от	1	1
306	подобно тому	1	1
307	и независимо	1	1
308	человека в	2	1
309	значительной степени	1	1
310	всех отношениях	1	1
311	что все	2	1
312	человек а	1	1
313	они должны	1	1
314	в совершенно	1	1
315	от некоторых	1	1
316	то есть	46	1
317	зрения на	1	1
318	это было	1	1
319	художника как	1	1
320	эти высказывания	1	1
321	и отдельные	1	1
322	остается равнодушной	2	1
323	за последние	2	1
324	нет в	1	1
325	все равно	1	1
326	с тем	1	1
327	и уже	1	1
328	как целое	1	1
329	слова и	3	1
330	себе все	1	1
331	в этих	2	1
332	можно только	6	1
333	но если	1	1
334	можно найти	1	1
335	а как	3	1
336	широких кругов	1	1
337	в отличие	5	1
338	в которых	1	1
339	что уже	1	1
340	которые в	1	1
341	и эти	1	1
342	и более	2	1
343	том же	2	1
344	с так	1	1
345	по себе	1	1
346	при чтении	1	1
347	тому что	1	1
348	этой области	2	1
349	высказывания в	1	1
350	уже выше	1	1
351	вплоть до	1	1
352	человеческого мышления	1	1
353	но они	4	1
354	если в	1	1
355	что их	1	1
356	из мира	1	1
357	и два	1	1
358	в самых	1	1
359	того чтобы	2	1
360	чем не	2	1
361	следовательно и	1	1
362	в коем	2	1
363	под этим	1	1
364	к концу	1	1
365	которые возникли	1	1
366	во всем	2	1
367	так например	1	1
368	следует отметить	1	1
369	следует что	2	1
370	до того	1	1
371	не столь	1	1
372	своим собственным	1	1
373	каждый раз	1	1
374	ему не	1	1
375	от их	1	1
376	и для	11	1
377	к себе	2	1
378	не могут	2	1
379	хотя конечно	1	1
380	становится возможным	1	1
381	по возможности	1	1
382	его с	1	1
383	даже и	1	1
384	быть отнесены	1	1
385	слова с	2	1
386	в каждом	2	1
387	такова в	1	1
388	и это	3	1
389	это только	1	1
390	данном случае	4	1
391	особенно в	2	1
392	действия и	1	1
393	или для	1	1
394	говорить о	3	1
395	в дальнейшем	3	1
396	идет речь	1	1
397	по аналогии	1	1
398	можно было	4	1
399	иногда в	1	1
400	исследованиях по	1	1
401	мира и	1	1
402	ибо его	1	1
403	с ним	5	1
404	в каждой	1	1
405	с человеком	1	1
406	является конечно	2	1
407	о ней	1	1
408	объяснить эти	1	1
409	о войне	1	1
410	познания и	30	1
411	именно с	1	1
412	и что	2	1
413	объяснение в	1	1
414	к действительности	3	1
415	в значительной	2	1
416	которые могут	2	1
417	и своей	1	1
418	на ее	3	1
419	ее от	1	1
420	таких же	1	1
421	в исследованиях	3	1
422	может и	4	1
423	ибо и	1	1
424	представления и	1	1
425	отметить что	7	1
426	и только	4	1
427	непосредственно в	1	1
428	но нельзя	2	1
429	как художественное	1	1
430	и следовательно	1	1
431	различия между	1	1
432	того что	2	1
433	почти все	1	1
434	в двух	2	1
435	творчестве это	1	1
436	дело с	6	1
437	природой и	1	1
438	нуждается в	2	1
439	которых идет	1	1
440	хотя бы	4	1
441	к их	1	1
442	бы ни	1	1
443	всегда с	1	1
444	себя в	2	1
445	завершение в	2	1
446	отражение в	1	1
447	можно выразить	1	1
448	которому он	1	1
449	в большинстве	5	1
450	с трудом	1	1
451	научная литература	1	1
452	не принимает	1	1
453	каким образом	1	1
454	речь в	1	1
455	не дает	2	1
456	в душе	1	1
457	на эту	1	1
458	связывается с	1	1
459	мир в	2	1
460	содержания и	6	1
461	ее не	1	1
462	может служить	1	1
463	друг друга	1	1
464	о другой	1	1
465	содержанием в	1	1
466	для решения	1	1
467	на том	1	1
468	для того	2	1
469	в работу	1	1
470	в особенности	2	1
471	в последнюю	1	1
472	в высшей	5	1
473	или иначе	1	1
474	на этот	1	1
475	говорить и	2	1
476	миру и	2	1
477	один шаг	1	1
478	далеко не	5	1
479	и прежде	5	1
480	человек может	1	1
481	и др	8	1
482	материал в	4	1
483	а наоборот	1	1
484	его как	3	1
485	которой я	1	1
486	о чем	1	1
487	и эстетической	1	1
488	большинстве случаев	5	1
489	стороны в	1	1
490	связь с	3	1
491	и потому	4	1
492	всем что	1	1
493	к своему	2	1
494	событие совершенно	1	1
495	в самый	1	1
496	в данном	4	1
497	который мы	1	1
498	этих явлений	2	1
499	организма не	1	1
500	в той	1	1
501	нашу задачу	1	1
502	применении к	3	1
503	тому как	1	1
504	как бы	22	1
505	иногда даже	1	1
506	не всем	1	1
507	критики и	1	1
508	или хотя	1	1
509	этого слова	1	1
510	впрочем не	1	1
511	искусства на	1	1
512	если оно	1	1
513	но едва	1	1
514	которые представлялись	1	1
515	культурной жизни	1	1
516	за его	3	1
517	формы и	5	1
518	которой можно	1	1
519	же дело	1	1
520	это уже	1	1
521	с социальными	1	1
522	от него	3	1
523	места в	1	1
524	бы в	1	1
525	еще более	1	1
526	но зато	2	1
527	с понятием	1	1
528	мы ничего	1	1
529	более широкие	1	1
530	именно поэтому	2	1
531	хотя в	1	1
532	отношении к	1	1
533	в общем	1	1
534	равнодушной к	3	1
535	слово в	2	1
536	или другими	1	1
537	не знает	3	1
538	сказать что	4	1
539	но чем	1	1
540	связей и	1	1
541	совершенно не	7	1
542	к его	2	1
543	и художественного	3	1
544	формы его	1	1
545	выходят за	1	1
546	ли он	1	1
547	жизни и	1	1
548	к этой	1	1
549	и другие	2	1
550	того времени	1	1
551	или непосредственно	1	1
552	и эта	2	1
553	это в	1	1
554	в таком	3	1
555	они не	3	1
