N	2gram	Bakhtin_sl_1	Dialekti
288	в смысле	4	2
289	и мыслит	2	2
290	тех или	1	2
291	и для	4	2
292	или в	8	2
293	для нас	2	2
294	лишь как	3	2
295	бы в	1	2
296	зрения в	1	2
297	а в	6	2
298	слово в	10	2
299	другой стороны	4	2
300	совершенно не	2	2
301	о себе	1	2
302	от поэзии	1	2
303	или иного	2	2
304	бы его	2	2
305	из этого	3	2
306	они не	1	2
307	который не	1	2
308	во всяком	7	2
309	этой точки	1	2
310	тот предмет	1	1
311	от этой	2	1
312	существует особая	1	1
313	что отношение	1	1
314	его моменты	1	1
315	ту же	4	1
316	чтобы не	1	1
317	и фактически	1	1
318	этом отношении	1	1
319	на самом	2	1
320	он может	2	1
321	как такового	3	1
322	так уже	1	1
323	и так	1	1
324	к другому	1	1
325	по преимуществу	4	1
326	мировоззрения и	1	1
327	ведь и	1	1
328	чем именно	1	1
329	а как	2	1
330	для своего	1	1
331	или наоборот	1	1
332	предмета в	1	1
333	формами и	1	1
334	что уже	1	1
335	оно с	1	1
336	категории и	2	1
337	свой предмет	2	1
338	конечно и	2	1
339	как таковые	3	1
340	во всех	17	1
341	а следовательно	1	1
342	знающего только	1	1
343	а только	1	1
344	в общем	1	1
345	иногда и	1	1
346	в свои	1	1
347	смысловой и	1	1
348	и существенные	1	1
349	стороны и	1	1
350	как к	2	1
351	что как	1	1
352	тему и	1	1
353	очень трудно	1	1
354	и слова	1	1
355	и наконец	4	1
356	более или	3	1
357	них он	1	1
358	от этого	2	1
359	именно эта	2	1
360	в этот	1	1
361	них как	2	1
362	та же	1	1
363	в которой	4	1
364	к необходимости	1	1
365	не видят	2	1
366	есть для	2	1
367	если мы	2	1
368	не те	1	1
369	эпохи и	2	1
370	только один	1	1
371	чем его	1	1
372	имеем в	1	1
373	от необходимости	1	1
374	всех этих	4	1
375	чем у	1	1
376	не к	1	1
377	языком и	1	1
378	из него	2	1
379	его можно	1	1
380	или иных	1	1
381	именно это	1	1
382	то ни	1	1
383	и может	3	1
384	есть все	1	1
385	на ту	2	1
386	ее категории	1	1
387	его в	3	1
388	в него	3	1
389	на почве	4	1
390	и дает	1	1
391	в споре	1	1
392	в ином	1	1
393	сущности можно	1	1
394	далеко не	5	1
395	оно действительно	1	1
396	мы имеем	1	1
397	всегда и	1	1
398	о чем	1	1
399	жизни но	2	1
400	значит не	1	1
401	они в	2	1
402	действительно не	2	1
403	нисколько не	2	1
404	него предмет	1	1
405	и становится	1	1
406	или менее	3	1
407	от предмета	1	1
408	мир он	1	1
409	всем своем	1	1
410	в отношении	6	1
411	в котором	2	1
412	место в	1	1
413	сознания вовсе	1	1
414	оно живет	1	1
415	не от	1	1
416	не как	4	1
417	бы мы	1	1
418	по своей	1	1
419	для всякого	1	1
420	одном из	1	1
421	от поэтического	1	1
422	и той	2	1
423	точку зрения	3	1
424	но он	2	1
425	друг другу	2	1
426	не его	2	1
427	без всяких	2	1
428	и более	1	1
429	уже сказали	2	1
430	в устах	1	1
431	отличии от	1	1
432	даже в	2	1
433	то с	1	1
434	было с	1	1
435	как точка	1	1
436	слово оказалось	1	1
437	а иногда	3	1
438	дело не	2	1
439	внести в	1	1
440	мы все	2	1
441	в единство	2	1
442	одной и	1	1
443	может только	1	1
444	возможно и	1	1
445	в самой	1	1
446	нее нет	1	1
447	находиться в	1	1
448	такая же	2	1
449	связи с	2	1
450	входят в	1	1
451	не столь	1	1
452	за ними	1	1
453	из пределов	1	1
454	точке зрения	2	1
455	могут не	2	1
456	в стиле	1	1
457	которой живет	1	1
458	и проч	2	1
459	которых он	1	1
460	исходить из	1	1
461	все то	1	1
462	в основу	1	1
463	резкая грань	1	1
464	как только	3	1
465	всего в	1	1
466	как свой	1	1
467	мы до	1	1
468	социальные и	1	1
469	которая есть	1	1
470	этого второго	1	1
471	всегда в	2	1
472	должен быть	1	1
473	где нет	2	1
474	полной очевидностью	1	1
475	с ее	4	1
476	сознание должно	1	1
477	без всякого	1	1
478	точками зрения	3	1
479	в ее	2	1
480	данном случае	3	1
481	в себя	1	1
482	и совершенно	1	1
483	и сам	3	1
484	вещи и	1	1
485	не с	2	1
486	и которые	1	1
487	на которую	1	1
488	может находиться	1	1
489	связанных с	4	1
490	вносить в	1	1
491	даны в	1	1
492	с ним	7	1
493	связанное с	1	1
494	только так	1	1
495	то есть	26	1
496	слова из	1	1
497	эта точка	1	1
498	и силу	1	1
499	целого никакое	1	1
500	они осуществляются	1	1
501	или на	1	1
502	еще дальше	1	1
503	дробление в	1	1
504	можно сказать	2	1
505	как чисто	1	1
506	там в	1	1
507	в вопросах	1	1
508	не выходит	3	1
509	эти два	1	1
510	а потому	1	1
511	на одном	1	1
512	в другой	2	1
513	бы и	3	1
514	наконец в	2	1
515	он был	1	1
516	в лучшем	2	1
517	раз на	1	1
518	в другую	1	1
519	и мир	5	1
520	где не	1	1
521	предмета и	2	1
522	но с	1	1
523	оно и	4	1
524	здесь не	2	1
525	тот же	1	1
526	одной из	3	1
527	в свой	1	1
528	и две	1	1
529	употребляет их	1	1
530	говорящего на	1	1
531	никак нельзя	1	1
532	на мир	4	1
533	в качестве	3	1
534	в указанном	1	1
535	в сторону	1	1
536	вот что	1	1
537	есть необходимая	1	1
538	каждый из	1	1
539	конечно нет	1	1
540	был бы	2	1
541	в одном	2	1
542	в нормальном	1	1
543	у нее	1	1
544	к ним	1	1
545	далек от	1	1
546	притом как	1	1
547	же тему	2	1
548	в других	3	1
549	момент в	1	1
550	исходить от	1	1
551	точек зрения	5	1
552	до сих	2	1
553	приходится брать	1	1
554	между ними	2	1
555	а главное	1	1
556	самое слово	1	1
557	оно оказывается	1	1
558	когда она	1	1
559	мира в	1	1
560	ближе к	1	1
561	порядок и	1	1
562	все категории	2	1
563	но оно	3	1
564	связь с	2	1
565	вместе с	1	1
566	относятся к	1	1
567	и относительном	1	1
568	всякого живого	1	1
569	влияния на	3	1
570	по своему	2	1
571	в течение	1	1
572	чем в	1	1
573	себя то	1	1
574	образ и	1	1
575	да и	1	1
576	него есть	1	1
577	для понимания	2	1
578	зрения самого	2	1
579	и философии	1	1
580	в это	1	1
581	слова и	13	1
582	жизни или	1	1
583	сих пор	2	1
584	лучшем случае	2	1
585	о мире	1	1
586	здесь в	4	1
587	на одной	1	1
588	не получает	1	1
589	и часто	4	1
590	не знаем	1	1
591	живет и	1	1
592	потому не	1	1
593	ему только	1	1
594	в точном	1	1
595	его с	1	1
596	в результате	3	1
597	о котором	1	1
598	которая в	1	1
599	души в	1	1
600	от него	1	1
601	это может	1	1
602	ибо нет	1	1
603	в этих	2	1
604	отношении не	1	1
605	с таким	1	1
606	ни было	2	1
607	есть уже	1	1
608	становления и	1	1
609	состоит из	1	1
610	сознания на	1	1
611	своего предмета	5	1
612	одновременно и	2	1
613	основе их	2	1
614	от единого	1	1
615	в процессе	4	1
616	и эта	2	1
617	те которые	1	1
618	которая не	3	1
