N	2gram	Bakhtin_KF_1	StatiiOP
565	всех его	2	1
566	ссылки на	1	1
567	при условии	2	1
568	самого и	1	1
569	этом смысле	3	1
570	отсюда что	1	1
571	не случайным	1	1
572	относиться к	1	1
573	но такой	1	1
574	содержанием и	1	1
575	и от	1	1
576	котором он	3	1
577	или в	1	1
578	другое дело	2	1
579	в настоящее	1	1
580	всего что	1	1
581	это может	1	1
582	той или	3	1
583	в третьем	1	1
584	не должен	3	1
585	от ответственности	1	1
586	уже давно	1	1
587	я в	1	1
588	могли быть	1	1
589	бы оно	2	1
590	отношении к	2	1
591	одной из	1	1
592	каждый отдельный	2	1
593	но эта	5	1
594	месте в	1	1
595	что форма	1	1
596	с ней	1	1
597	же будет	1	1
598	не быть	3	1
599	к его	1	1
600	оно не	2	1
601	она исходит	1	1
602	включает в	2	1
603	просто не	1	1
604	но эти	1	1
605	основана на	1	1
606	к этому	2	1
607	только путем	1	1
608	они не	1	1
