N	2gram	Bakhtin_sl_2	formyVre
273	и нет	2	2
274	и к	6	2
275	дальнейшем развитии	2	2
276	романе эти	1	2
277	в целом	1	2
278	момент его	1	2
279	в нашем	2	2
280	выражение в	1	2
281	как бы	7	2
282	удельный вес	6	2
283	как он	2	2
284	широком смысле	1	2
285	по самому	1	2
286	и еще	1	2
287	вес в	1	2
288	в исторических	1	2
289	характер в	1	2
290	поэтому оно	1	2
291	уже не	5	2
292	его от	3	2
293	и по	1	2
294	уже сказали	1	2
295	типы и	1	2
296	об этом	1	2
297	мировой литературе	2	2
298	к другу	1	2
299	и перерождения	1	2
300	на почве	4	2
301	рядом с	3	2
302	с большей	1	2
303	попадает в	1	2
304	чем в	2	2
305	мир в	1	2
306	этого произведения	1	2
307	автора и	2	2
308	и всей	1	2
309	для него	7	2
310	в своей	1	2
311	благодаря этой	2	2
312	лежат в	1	2
313	с точки	3	2
314	место в	1	2
315	в отличие	12	2
316	точку зрения	3	2
317	но он	2	2
318	тип авантюрного	3	2
319	есть именно	1	2
320	романе барокко	1	2
321	по себе	5	2
322	его целом	1	2
323	и время	1	2
324	самого начала	1	2
325	авантюрный роман	2	2
326	тогда когда	2	2
327	дело в	2	2
328	внешние и	1	2
329	нем в	3	2
330	никогда не	7	2
331	это то	1	2
332	те моменты	1	2
333	фоне которого	1	2
334	к ней	2	2
335	во всем	4	2
336	всей жизни	1	2
337	не столь	1	2
338	точном смысле	2	2
339	сюжета и	1	2
340	все то	1	2
341	во все	1	2
342	с исключительной	1	2
343	форме как	1	2
344	числе и	1	2
345	той или	5	2
346	оно не	8	2
347	правда не	1	2
348	во всякой	1	2
349	всего этого	1	2
350	как по	1	2
351	сочетается с	1	2
352	романе в	3	2
353	с самого	1	2
354	и бытовое	1	2
355	и иные	1	2
356	если они	1	2
357	те же	2	2
358	здесь как	2	2
359	ту же	3	2
360	с ним	7	2
361	или иной	5	2
362	античная литература	1	2
363	романа так	1	2
364	а также	3	2
365	в значительной	6	2
366	почве мы	1	2
367	апулей и	1	2
368	на развитие	1	2
369	там где	6	2
370	не зная	1	2
371	того что	1	2
372	довлеет себе	1	2
373	быть и	3	2
374	всякого рода	1	2
375	последующем развитии	1	2
376	важное значение	1	2
377	целом с	1	2
378	иной характер	1	2
379	роман испытания	4	2
380	уже в	2	2
381	речи в	1	2
382	xvii веке	1	2
383	мировую литературу	1	2
384	его и	2	2
385	его мире	1	2
386	мы находим	1	2
387	но повторяем	1	2
388	не для	1	2
389	с этими	1	2
390	отношение к	4	2
391	к ним	1	2
392	не о	1	2
393	отличие от	13	2
394	жизни на	1	2
395	тем что	1	2
396	романе мы	1	2
397	чувствует себя	1	2
398	не были	1	2
399	и даже	7	2
400	даже не	1	2
401	и характер	1	2
402	с другой	5	2
403	не обязательно	1	2
404	далеко не	2	2
405	в некоторых	3	2
406	одной стороны	5	2
407	быть конечно	1	2
408	здесь только	1	2
409	с помощью	4	2
410	в эпосе	4	2
411	вступает в	1	2
412	но оно	2	2
413	прямо сказать	3	2
414	его на	1	2
415	к своему	9	2
416	этих романах	1	2
417	влияния на	1	2
418	в данном	2	2
419	в романах	3	2
420	как испытание	1	2
421	слова и	8	2
422	идеологическим содержанием	1	2
423	и петроний	1	2
424	здесь в	3	2
425	вне его	2	2
426	в более	2	2
427	не является	1	2
428	одна из	4	2
429	в мировой	2	2
430	здесь конечно	1	2
431	и может	1	2
432	в точном	2	2
433	человек и	14	2
434	в исторический	1	2
435	для нас	5	2
436	хотя бы	3	2
437	беседа с	1	2
438	в свою	3	2
439	этой проблемы	1	2
440	пор не	2	1
441	новое время	2	1
442	и наиболее	1	1
443	и шире	1	1
444	сохраняет свое	1	1
445	женщины и	1	1
446	одним из	2	1
447	все снова	1	1
448	так резко	1	1
449	страданиями и	1	1
450	и автобиографических	1	1
451	он может	1	1
452	идет о	1	1
453	в средние	1	1
454	слова эта	1	1
455	и есть	1	1
456	испытания в	3	1
457	из самых	1	1
458	его же	1	1
459	роман барокко	1	1
460	п все	3	1
461	когда это	1	1
462	иметь место	1	1
463	в зависимости	4	1
464	и за	1	1
465	различным идеологическим	1	1
466	всей ее	1	1
467	со всех	1	1
468	романного жанра	15	1
469	также имеет	1	1
470	и само	2	1
471	социальной и	1	1
472	миру и	1	1
473	моментах в	1	1
474	нам в	1	1
475	именно к	2	1
476	бы и	3	1
477	почти все	2	1
478	конца xviii	1	1
479	само слово	1	1
480	этим определяется	4	1
481	на себе	1	1
482	индивидуального человека	1	1
483	и чужого	2	1
484	роман этого	1	1
485	для наших	1	1
486	за всеми	2	1
487	не знают	1	1
488	зависимости от	4	1
489	влияние которого	1	1
490	всех сторон	2	1
491	эпох и	1	1
492	пародия на	1	1
493	он сам	1	1
494	первый план	1	1
495	роман и	2	1
496	процесс этот	1	1
497	и освобождения	1	1
498	бытовые и	1	1
499	то он	1	1
500	но как	2	1
501	к известной	1	1
502	его во	1	1
503	и чужой	1	1
504	менее всего	2	1
505	вступают в	1	1
506	сил в	1	1
507	с отрицательным	1	1
508	процессе рождения	1	1
509	внешних и	1	1
510	независимо от	2	1
511	более и	1	1
512	и различные	2	1
513	однако не	1	1
514	перед нами	3	1
515	не сливается	1	1
516	могли бы	1	1
517	нами в	1	1
518	и наконец	5	1
519	и сам	1	1
520	п наконец	1	1
521	увидим что	1	1
522	вносит в	1	1
523	и свою	1	1
524	них но	1	1
525	этой идеи	1	1
526	сливается с	4	1
527	не приходится	3	1
528	та же	1	1
529	время это	2	1
530	романе достаточно	1	1
531	которые в	2	1
532	в этой	1	1
533	конкретное единство	1	1
534	человеке и	3	1
535	но его	1	1
536	очень важно	1	1
537	сливаются с	1	1
538	на то	1	1
539	смыслом и	1	1
540	благородный человек	1	1
541	человек не	1	1
542	не преодолевается	1	1
543	не знающий	1	1
544	силу и	1	1
545	связанные с	4	1
546	сказать в	1	1
547	оно было	2	1
548	важны лишь	1	1
549	он ни	1	1
550	стремится к	3	1
551	идее испытания	2	1
552	политического человека	1	1
553	культур в	1	1
554	не изображается	1	1
555	которая является	1	1
556	а вовсе	2	1
557	как часто	1	1
558	романа все	1	1
559	значение может	1	1
560	в корне	1	1
561	именно этим	1	1
562	риторических и	1	1
563	в плане	5	1
564	которого и	1	1
565	здесь для	1	1
566	этого жанра	2	1
567	особенно важное	1	1
568	них до	1	1
569	лишь с	1	1
570	не завершается	1	1
571	и приспособленности	1	1
572	без исключения	1	1
573	значительной степени	6	1
574	внешний характер	1	1
575	как они	1	1
576	факт что	2	1
577	построении романа	1	1
578	в мире	1	1
579	конечно в	2	1
580	них не	1	1
581	глубокий и	1	1
582	для своей	1	1
583	зрения на	2	1
584	это было	1	1
585	на протяжении	2	1
586	этого чужого	1	1
587	особенно в	2	1
588	идея испытания	4	1
589	моменты в	1	1
590	распадающийся на	1	1
591	быту не	1	1
592	ближе к	1	1
593	почвой для	1	1
594	о которых	1	1
595	соединение в	1	1
596	всего тот	1	1
597	и совершается	1	1
598	в самую	1	1
599	испытания героев	1	1
600	особенно на	2	1
601	глубоко и	3	1
602	второй софистики	2	1
603	говорили в	1	1
604	п но	2	1
605	должно быть	1	1
606	отметить следующее	1	1
607	в один	1	1
608	себе все	1	1
609	выступает здесь	2	1
610	и косвенной	1	1
611	в эту	1	1
612	этом случае	6	1
613	и при	2	1
614	наших дней	1	1
615	всяком случае	2	1
616	с идеей	1	1
617	и действует	1	1
618	не столько	3	1
619	романа который	1	1
620	самого героя	1	1
621	далее в	2	1
622	есть к	1	1
623	уже помимо	1	1
624	должны были	1	1
625	своему существу	1	1
626	основе ее	1	1
627	единство и	3	1
628	для изучения	1	1
629	и существенных	1	1
630	остается вне	4	1
631	его испытание	1	1
632	и более	2	1
633	вещей и	1	1
634	произведений искусства	1	1
635	и единого	1	1
636	для нее	1	1
637	на призванность	1	1
638	человека но	1	1
639	в историческом	2	1
640	касаемся здесь	1	1
641	до известной	1	1
642	в таких	1	1
643	она не	6	1
644	аналогичные явления	1	1
645	как о	2	1
646	дело не	1	1
647	в романном	1	1
648	определенности и	1	1
649	нас и	1	1
650	любовной верности	1	1
651	они же	1	1
652	но такая	1	1
653	и имеет	1	1
654	и снова	1	1
655	и политического	1	1
656	здесь лишь	1	1
657	следовательно и	1	1
658	наполняется различным	1	1
659	романа барокко	2	1
660	это именно	1	1
661	в русском	1	1
662	на те	1	1
663	по своей	1	1
664	самому своему	1	1
665	это слово	1	1
666	ним но	1	1
667	нам важно	1	1
668	у золя	1	1
669	достаточно указать	1	1
670	эти три	1	1
671	входят в	2	1
672	и со	1	1
673	где она	1	1
674	с которой	1	1
675	отличие его	2	1
676	борьбе и	1	1
677	от их	1	1
678	определенность и	1	1
679	xx века	1	1
680	рыцарском романе	2	1
681	жанров в	1	1
682	xiv и	1	1
683	как только	1	1
684	отличается от	2	1
685	почве романа	1	1
686	одну и	1	1
687	здесь они	1	1
688	что оно	4	1
689	дело обстояло	1	1
690	вырождается в	2	1
691	самую гущу	1	1
692	в каждом	1	1
693	жанров и	1	1
694	морального реформатора	1	1
695	конца не	1	1
696	и самое	1	1
697	этому жанру	1	1
698	его использования	1	1
699	существенное значение	1	1
700	свою очередь	2	1
701	их значение	1	1
702	точками зрения	1	1
703	биологического здоровья	1	1
704	единый и	3	1
705	испытания героя	2	1
706	граничащего с	1	1
707	и получает	1	1
708	чтобы быть	1	1
709	нет никакой	1	1
710	и этим	1	1
711	в себя	2	1
712	степени и	2	1
713	так в	2	1
714	приводит к	1	1
715	темы о	6	1
716	как с	2	1
717	на том	1	1
718	мира может	1	1
719	становится лишь	1	1
720	в другом	2	1
721	необходимо учесть	1	1
722	и ту	1	1
723	с собой	1	1
724	и которые	1	1
725	эту игру	1	1
726	игру с	1	1
727	в социальном	1	1
728	в новом	2	1
729	в чужом	4	1
730	этим в	1	1
731	в риторических	1	1
732	особого отношения	1	1
733	элемент в	1	1
734	громадное значение	2	1
735	и особенности	1	1
736	с человеком	1	1
737	верности и	2	1
738	образом в	1	1
739	но здесь	4	1
740	или прямо	4	1
741	биографических и	1	1
742	романе только	1	1
743	жанрах и	1	1
744	отчасти уже	1	1
745	и здесь	2	1
746	не был	2	1
747	в состав	3	1
748	немой регистр	1	1
749	о том	2	1
750	существенной и	2	1
751	предполагает нарочитое	1	1
752	нашем случае	1	1
753	притом в	2	1
754	иное значение	1	1
755	или на	2	1
756	этой почве	1	1
757	романа а	3	1
758	мы понимаем	1	1
759	затем в	1	1
760	героев например	1	1
761	чужим миром	1	1
762	xviii веках	1	1
763	которой мы	1	1
764	неизменной на	1	1
765	для романного	4	1
766	когда оно	1	1
767	и новый	1	1
768	и только	1	1
769	начинается это	1	1
770	а следовательно	1	1
771	их удельный	1	1
772	наконец в	4	1
773	века и	1	1
774	даже на	3	1
775	также в	1	1
776	в ту	1	1
777	единого и	2	1
778	и разных	1	1
779	и смысл	1	1
780	человека как	1	1
781	случаев жизни	1	1
782	может иметь	3	1
783	в него	7	1
784	и мир	4	1
785	софистический роман	3	1
786	поэтому для	1	1
787	авантюрном романе	1	1
788	речи о	1	1
789	исторического романа	2	1
790	и роман	2	1
791	что он	2	1
792	мы увидим	2	1
793	разновидностей европейского	1	1
794	должен быть	2	1
795	образе его	1	1
796	не имеющих	1	1
797	это очень	2	1
798	иной степени	3	1
799	всех его	3	1
800	их не	1	1
801	xix и	1	1
802	на мир	2	1
803	мир этих	1	1
804	вопрос об	1	1
805	точка зрения	2	1
806	два типа	1	1
807	в органическом	1	1
808	в окружающем	1	1
809	чаще всего	1	1
810	себя в	8	1
811	опоры и	1	1
812	указать на	1	1
813	эти романы	2	1
814	проникнуть в	1	1
815	с нею	1	1
816	решающее значение	1	1
817	в большинстве	6	1
818	риторических жанрах	2	1
819	за пределами	1	1
820	и добродетели	1	1
821	в больших	1	1
822	они могли	1	1
823	основе его	2	1
824	при изображении	1	1
825	или даже	3	1
826	эта категория	3	1
827	характерно слияние	1	1
828	него нет	3	1
829	этими формами	1	1
830	принимает иной	1	1
831	цели и	2	1
832	сами по	1	1
833	в бытовой	3	1
834	и конкретности	1	1
835	мы можем	1	1
836	из существенных	1	1
837	широты и	2	1
838	но уже	1	1
839	она имеет	1	1
840	xvii и	1	1
841	и оценки	1	1
842	еще вовсе	1	1
843	них и	2	1
844	героя его	1	1
845	протяжении всего	1	1
846	эмансипированной женщины	1	1
847	формы к	1	1
848	эти противоречия	1	1
849	которые как	1	1
850	глубине и	1	1
851	связан с	3	1
852	и обратно	1	1
853	говорим о	1	1
854	с другим	1	1
855	и нельзя	1	1
856	характерно для	1	1
857	действующих лиц	2	1
858	об образе	1	1
859	и романные	1	1
860	сама по	3	1
861	определенное освещение	1	1
862	прямой и	1	1
863	очень сложен	1	1
864	сосредоточенность на	1	1
865	говорит о	1	1
866	притом не	1	1
867	здоровья и	1	1
868	а на	1	1
869	которых мы	2	1
870	а наоборот	1	1
871	самое слово	1	1
872	и самый	1	1
873	не на	1	1
874	изображения в	2	1
875	для романа	2	1
876	с которым	2	1
877	и внутренне	2	1
878	как ни	1	1
879	но есть	1	1
880	этим и	1	1
881	на которые	1	1
882	романе конечно	1	1
883	сложный и	1	1
884	для этой	1	1
885	все более	1	1
886	может строиться	1	1
887	эта идея	2	1
888	из форм	1	1
889	мы говорим	1	1
890	в иных	1	1
891	и приобретает	1	1
892	тот факт	2	1
893	литературы но	1	1
894	возможно лишь	1	1
895	рода и	1	1
896	нужно отнести	1	1
897	рыцарский роман	9	1
898	ибо оно	1	1
899	испытание морального	1	1
900	в последнем	1	1
901	человека правда	2	1
902	бытовых жанрах	2	1
903	рассуждения и	1	1
904	и существуют	1	1
905	такие типы	1	1
906	об особенностях	1	1
907	конечно от	1	1
908	дело здесь	1	1
909	мы сказали	2	1
910	на немой	1	1
911	этого слова	1	1
912	на самый	1	1
913	романе с	1	1
914	не предполагает	1	1
915	то перед	1	1
916	и оно	2	1
917	этом и	1	1
918	ведь и	2	1
919	дошедшие до	1	1
920	которые были	1	1
921	роман но	2	1
922	содержанием и	1	1
923	совершенно чужды	1	1
924	на самой	1	1
925	известной степени	2	1
926	его лежит	1	1
927	слова но	1	1
928	живет и	1	1
929	тем и	1	1
930	и от	3	1
931	она может	2	1
932	и выражений	1	1
933	узком смысле	4	1
934	себя самого	1	1
935	на первый	1	1
936	из различных	1	1
937	от него	5	1
938	из себя	3	1
939	в сатирах	1	1
940	и ни	2	1
941	образ праведника	1	1
942	разной степени	1	1
943	но зато	1	1
944	замкнутость и	1	1
945	все они	2	1
946	романом испытания	1	1
947	романа испытания	4	1
948	но всегда	1	1
949	всецело определяется	1	1
950	с ними	5	1
951	слово в	11	1
952	это изображение	1	1
953	средние века	1	1
954	и случаев	1	1
955	речей и	1	1
956	снова и	1	1
957	жанровых разновидностей	1	1
958	испытания на	1	1
959	всех других	1	1
960	были представителями	1	1
961	и xviii	1	1
962	на различные	1	1
963	человека опирается	1	1
964	эти элементы	1	1
965	и быта	1	1
966	героя в	3	1
967	на свет	1	1
968	на мировую	1	1
969	борьба и	1	1
970	этого второго	1	1
971	включает в	2	1
972	конкретный и	1	1
973	событиях и	1	1
974	роман дает	1	1
975	в своих	1	1
976	пространстве и	1	1
977	развитии романа	1	1
978	исключительно велико	2	1
979	гораздо более	1	1
