N	2gram	Tiupa_Disk_1	Istorich
181	человеком и	1	2
182	начиная от	1	2
183	в которых	4	2
184	своего рода	8	2
185	образом и	1	2
186	которые в	1	2
187	однако в	3	2
188	где нет	1	2
189	тем самым	1	2
190	можно указать	1	2
191	не имеет	1	2
192	на него	1	2
193	не могло	2	2
194	не вполне	1	2
195	здесь совершенно	1	2
196	отличается от	2	2
197	об одном	1	2
198	должны быть	3	2
199	к тому	5	2
200	античной греции	2	2
201	в свое	1	2
202	но при	3	2
203	здесь не	1	2
204	только то	1	2
205	и сам	1	2
206	о котором	2	2
207	сводится к	5	2
208	с соответствующими	1	2
209	можно сказать	5	2
210	отметить что	1	2
211	в форме	2	2
212	в античной	2	2
213	того что	3	2
214	в народе	1	2
215	или же	1	2
216	сравнительно поздно	1	2
217	могли быть	1	2
218	всяком случае	1	2
219	никого не	2	2
220	что они	1	2
221	а с	5	2
222	и др	2	2
223	что не	4	2
224	а не	22	2
225	о чем	2	2
226	сказка не	1	2
227	в одно	1	2
228	к себе	2	2
229	когда мы	1	2
230	что же	2	2
231	отношению к	9	2
232	быть только	1	2
233	стороны и	2	2
234	но для	1	2
235	общие черты	1	2
236	под названием	1	2
237	тот свет	1	2
238	мы должны	1	2
239	в этих	1	2
240	не есть	2	2
241	но эти	1	2
242	с ними	1	2
243	героя в	2	2
244	также не	1	2
245	во всяком	2	2
246	могло и	1	1
247	речь идет	1	1
248	соответствии с	2	1
249	отношения к	2	1
250	одним из	2	1
251	также и	3	1
252	таком случае	1	1
253	в связи	1	1
254	только потому	1	1
255	существовал в	1	1
256	и есть	2	1
257	между двумя	1	1
258	смерть в	1	1
259	а как	1	1
260	именно здесь	1	1
261	имеет свою	3	1
262	другим на	1	1
263	совпадает с	2	1
264	но она	1	1
265	в полной	1	1
266	и сами	1	1
267	на них	1	1
268	не создает	1	1
269	и мн	1	1
270	что его	1	1
271	во всех	5	1
272	на обе	1	1
273	как правило	4	1
274	сказки и	2	1
275	не все	1	1
276	иногда и	1	1
277	отличие от	5	1
278	тут же	1	1
279	мифом и	2	1
280	лицом к	1	1
281	в истории	4	1
282	как говорит	1	1
283	идет о	1	1
284	более чем	2	1
285	же с	1	1
286	и нет	1	1
287	которой у	1	1
288	хотя и	2	1
289	как уже	3	1
290	его к	1	1
291	и к	4	1
292	более или	2	1
293	общение с	1	1
294	в целом	4	1
295	он в	1	1
296	с природой	1	1
297	наиболее ранние	1	1
298	учение о	1	1
299	мы обратимся	1	1
300	в случае	1	1
301	одно и	1	1
302	свою принадлежность	1	1
303	этот процесс	1	1
304	не имеют	1	1
305	тем не	1	1
306	в первую	1	1
307	в силу	5	1
308	характер в	1	1
309	свое время	1	1
310	подобно тому	2	1
311	что ни	1	1
312	на этом	2	1
313	герой здесь	1	1
314	по содержанию	1	1
315	более позднюю	1	1
316	и может	1	1
317	этом он	1	1
318	в мире	1	1
319	этом направлении	1	1
320	в жены	1	1
321	на все	1	1
322	то есть	20	1
323	с целью	1	1
324	того или	2	1
325	при встрече	2	1
326	позднее и	2	1
327	а позднее	2	1
328	они по	1	1
329	первобытного человека	3	1
330	в жизни	1	1
331	же образом	1	1
332	о которых	1	1
333	у самых	1	1
334	сказки о	3	1
335	оно имеет	1	1
336	в саду	1	1
337	или менее	2	1
338	к мысли	2	1
339	точки зрения	3	1
340	и при	1	1
341	она сама	1	1
342	в котором	5	1
343	не столько	1	1
344	не от	2	1
345	от его	1	1
346	на языке	1	1
347	и более	1	1
348	природу и	1	1
349	как от	1	1
350	мыслится в	1	1
351	и герой	2	1
352	и вся	1	1
353	если и	1	1
354	потустороннем мире	1	1
355	чистом виде	1	1
356	не менее	2	1
357	сказки с	1	1
358	а иногда	1	1
359	она сводится	1	1
360	что с	2	1
361	передний план	1	1
362	принадлежат к	3	1
363	между мифом	2	1
364	в основе	7	1
365	vi века	1	1
366	часто еще	1	1
367	не случайно	1	1
368	достигает своего	1	1
369	подошел к	1	1
370	можно усмотреть	2	1
371	по своей	11	1
372	к мифу	1	1
373	иногда не	1	1
374	героя а	1	1
375	что на	1	1
376	в области	1	1
377	перед ним	1	1
378	и оно	1	1
379	не могут	1	1
380	интересной и	1	1
381	указать на	1	1
382	приобщения к	1	1
383	числе и	2	1
384	этой книги	1	1
385	не встречается	1	1
386	мысли о	2	1
387	все еще	1	1
388	на русском	1	1
389	обычно в	1	1
390	и о	4	1
391	с ее	2	1
392	на нем	1	1
393	не могу	1	1
394	в ее	3	1
395	только при	1	1
396	приводит в	1	1
397	чтобы быть	1	1
398	приводит к	2	1
399	по аналогии	1	1
400	другое в	1	1
401	те же	1	1
402	не с	3	1
403	здесь как	1	1
404	или на	3	1
405	особый интерес	1	1
406	стоят на	1	1
407	по мере	2	1
408	об этом	2	1
409	с человеком	2	1
410	образом в	1	1
411	мн др	1	1
412	а по	2	1
413	состоят в	1	1
414	в другом	2	1
415	настолько что	1	1
416	одного из	2	1
417	аналогии с	1	1
418	к одному	1	1
419	теперь и	1	1
420	этих двух	1	1
421	должно было	1	1
422	нет у	1	1
423	восходит к	1	1
424	к нему	1	1
425	между тем	4	1
426	теперь уже	1	1
427	здесь по	1	1
428	уходят в	2	1
429	них в	2	1
430	наконец в	1	1
431	это приводит	1	1
432	в современной	1	1
433	о потустороннем	1	1
434	быть и	1	1
435	с той	1	1
436	не как	4	1
437	и представляет	2	1
438	дело с	2	1
439	пришел к	1	1
440	что даже	2	1
441	друг друга	1	1
442	как нечто	1	1
443	отделено от	1	1
444	которое мы	1	1
445	в литературу	2	1
446	сказки в	1	1
447	тот или	2	1
448	есть в	2	1
449	с двумя	1	1
450	одной из	4	1
451	уже в	2	1
452	и сказкой	1	1
453	оно в	1	1
454	о ней	1	1
455	или даже	2	1
456	его и	1	1
457	для него	4	1
458	он весь	1	1
459	и также	1	1
460	и один	1	1
461	отношение к	4	1
462	к ним	3	1
463	при всей	3	1
464	может служить	1	1
465	как его	2	1
466	но уже	1	1
467	одежду и	1	1
468	принадлежность к	1	1
469	в особенности	4	1
470	и даже	3	1
471	даже не	1	1
472	между которыми	1	1
473	на примере	1	1
474	именно в	3	1
475	и создает	1	1
476	заметить что	2	1
477	текст в	1	1
478	еще и	1	1
479	сказке но	1	1
480	в середине	1	1
481	это прежде	3	1
482	не знает	1	1
483	на которых	1	1
484	его как	2	1
485	на передний	1	1
486	когда она	1	1
487	несмотря на	1	1
488	мог быть	3	1
489	к лицу	1	1
490	всем что	1	1
491	не удается	1	1
492	их к	1	1
493	к другому	2	1
494	он говорит	1	1
495	выход из	1	1
496	если оно	1	1
497	в чистом	1	1
498	тому как	3	1
499	и вполне	1	1
500	этого слова	1	1
501	обычно оно	1	1
502	о его	1	1
503	не является	4	1
504	и часто	1	1
505	однако и	2	1
506	в глубокую	1	1
507	случае если	1	1
508	а сказка	1	1
509	не существует	1	1
510	стадиально более	5	1
511	этот список	1	1
512	своей собственной	2	1
513	к одной	1	1
514	русском языке	1	1
515	тем более	1	1
516	но зато	2	1
517	будто бы	2	1
518	имея в	3	1
519	здесь только	1	1
520	может и	2	1
521	в свою	3	1
522	они были	1	1
523	оно не	2	1
524	в отдельности	1	1
525	себе не	3	1
526	следующим образом	1	1
527	частности в	2	1
528	все того	1	1
529	это в	2	1
530	к чему-то	1	1
531	в противоположность	2	1
532	в таком	1	1
533	том числе	2	1
