N	2gram	Berdyaev_M_1	Analitik
341	во всем	1	1
342	но это	1	1
343	других он	1	1
344	в каком	2	1
345	xx века	1	1
346	к себе	1	1
347	он видел	1	1
348	всего в	2	1
349	его с	2	1
350	как для	2	1
351	оно не	1	1
352	на это	1	1
353	этот путь	3	1
354	говорит о	1	1
355	и был	1	1
356	можно и	1	1
357	судьбу наконец	1	1
358	в виду	2	1
359	людей в	1	1
360	уже с	1	1
361	человеческого сознания	2	1
362	на той	1	1
363	культуры и	1	1
364	лучше сказать	1	1
365	встреча с	1	1
366	это путь	1	1
367	на том	3	1
368	иной мир	4	1
369	человека он	4	1
370	сознания и	1	1
371	к тем	1	1
372	предмет его	1	1
373	человека человек	8	1
374	является в	1	1
375	в глубине	8	1
376	в разных	1	1
377	в самой	7	1
378	к знанию	1	1
379	и что	2	1
380	может не	2	1
381	и во	2	1
382	восходит к	1	1
383	творчества в	1	1
384	не поглощает	1	1
385	во всей	1	1
386	и только	1	1
387	которая и	1	1
388	во внутренней	1	1
389	лишь частично	1	1
390	все время	1	1
391	вплоть до	1	1
392	жизни оно	1	1
393	человека как	2	1
394	в него	3	1
395	духовную глубину	2	1
396	быть и	1	1
397	на которой	1	1
398	мы увидим	3	1
399	проникнуть в	1	1
400	входит в	2	1
401	их жизни	1	1
402	так что	1	1
403	есть откровение	1	1
404	если и	1	1
405	то и	1	1
406	может наиболее	1	1
407	в душе	1	1
408	чего бы	1	1
409	только одно	3	1
410	не так	3	1
411	всяком случае	1	1
412	его природе	1	1
413	в одном	1	1
414	жизни конечно	1	1
415	у него	17	1
416	явлений в	1	1
417	и вместе	4	1
418	не до	1	1
419	и даже	1	1
420	выходит за	1	1
421	до сих	2	1
422	влияние на	1	1
423	человека а	3	1
424	с той	1	1
425	действующих лиц	1	1
426	и быть	1	1
427	может показаться	1	1
428	и др	1	1
429	к человеку	9	1
430	они приходят	1	1
431	одного только	1	1
432	не было	18	1
433	человеческой жизни	2	1
434	его как	2	1
435	долгое время	2	1
436	о чем	2	1
437	всего своего	1	1
438	его собственной	2	1
439	для человека	3	1
440	если не	1	1
441	области литературной	1	1
442	мог быть	1	1
443	духа он	7	1
444	о себе	3	1
445	ко всем	3	1
446	он уже	6	1
447	невозможно признать	1	1
448	по своему	2	1
449	в течение	1	1
450	единство а	1	1
451	мировой жизни	1	1
452	в мир	3	1
453	да и	1	1
454	к устоявшемуся	1	1
455	мир всегда	1	1
456	с предметом	1	1
457	творчество есть	1	1
458	мира с	1	1
459	л толстой	2	1
460	которая ни	1	1
461	с этой	4	1
462	бытия с	2	1
463	является для	1	1
464	сих пор	2	1
465	о его	1	1
466	вокруг него	1	1
467	от нас	1	1
468	о мире	2	1
469	только одна	1	1
470	и для	2	1
471	не имея	1	1
472	случае если	1	1
473	ко второй	2	1
474	прежде чем	2	1
475	войти в	1	1
476	и от	2	1
477	все что	2	1
478	человека для	1	1
479	я всегда	2	1
480	мира и	5	1
481	человек и	6	1
482	я не	1	1
483	есть особый	1	1
484	для нас	3	1
485	от него	4	1
486	из себя	1	1
487	только с	1	1
488	есть уже	4	1
489	хотя в	1	1
490	личности и	1	1
491	в своих	1	1
492	личность и	2	1
493	жизни в	2	1
494	все еще	1	1
495	в свою	2	1
496	лишь по	1	1
497	не знает	4	1
498	возможно лишь	1	1
499	отношением к	1	1
500	к его	1	1
501	этом все	1	1
502	сознания на	1	1
503	время он	1	1
504	которое есть	1	1
505	к живому	1	1
506	жизни и	2	1
507	всякой реальности	1	1
508	и эта	1	1
509	они не	1	1
510	во всяком	1	1
511	встречаемся с	1	1
