N	2gram	Vinokur_Ku_2	DiskursI
117	более чем	1	2
118	что как	1	2
119	в целом	1	2
120	не более	2	2
121	по словам	2	2
122	должна быть	5	2
123	в первую	1	2
124	в принципе	1	2
125	свое время	2	2
126	за которым	1	2
127	и с	7	2
128	этой традиции	1	2
129	на почве	1	2
130	который по	1	2
131	но уже	2	2
132	должно быть	4	2
133	такой же	1	2
134	все это	5	2
135	этом случае	2	2
136	с точки	8	2
137	речи в	6	2
138	их в	1	2
139	дело в	1	2
140	никогда не	2	2
141	при котором	1	2
142	сводится к	3	2
143	что на	4	2
144	в области	11	2
145	к анекдоту	1	2
146	указать на	1	2
147	с ее	1	2
148	здесь не	3	2
149	и выступает	1	2
150	говорит об	1	2
151	в себя	1	2
152	природе своей	1	2
153	не с	1	2
154	отсюда и	2	2
155	в результате	4	2
156	но здесь	2	2
157	первую очередь	1	2
158	между тем	6	2
159	русской литературе	1	2
160	в языке	10	2
161	что и	3	2
162	в утверждении	1	2
163	который не	1	2
164	есть в	3	2
165	в большинстве	1	2
166	слова не	3	2
167	этом в	1	2
168	наше время	2	2
169	на примере	2	2
170	именно в	3	2
171	с той	2	2
172	далеко не	1	2
173	и прежде	1	2
174	в соответствии	3	2
175	не на	2	2
176	может иметь	1	2
177	вместе с	5	2
178	формируется в	1	2
179	в той	2	2
180	или иного	2	2
181	что же	5	2
182	в ряду	1	2
183	в свое	2	2
184	в наше	2	2
185	за которыми	1	2
186	и для	2	2
187	по природе	1	2
188	а в	3	2
189	может и	1	2
190	другой стороны	7	2
191	что он	5	2
192	это в	2	2
193	за ее	1	1
194	речь идет	2	1
195	чтобы не	2	1
196	самом деле	9	1
197	тех же	2	1
198	это и	3	1
199	на деле	1	1
200	и есть	2	1
201	можно говорить	2	1
202	в году	2	1
203	встречается и	1	1
204	к чему	1	1
205	есть не	1	1
206	особенность этого	1	1
207	мы не	1	1
208	вопрос о	9	1
209	в каждый	2	1
210	в сущности	9	1
211	как литературного	1	1
212	я не	5	1
213	но даже	2	1
214	этого термина	2	1
215	при сохранении	1	1
216	где слово	1	1
217	жизни это	1	1
218	это время	1	1
219	он был	1	1
220	на их	1	1
221	или характерных	1	1
222	бы то	1	1
223	в чем	1	1
224	характер и	2	1
225	как правило	1	1
226	в ее	1	1
227	иных случаях	1	1
228	не то	2	1
229	так по	1	1
230	конечном счете	2	1
231	ответ на	2	1
232	есть по	1	1
233	которая не	1	1
234	не просто	2	1
235	мере в	1	1
236	и выражения	2	1
237	себя знать	1	1
238	вот как	1	1
239	такова же	1	1
240	однако не	4	1
241	хотя и	4	1
242	дает себя	1	1
243	в круг	1	1
244	себе не	2	1
245	то в	1	1
246	в самом	12	1
247	только то	1	1
248	себе как	1	1
249	в которой	1	1
250	этого круга	1	1
251	в нашем	7	1
252	и формируется	1	1
253	так в	3	1
254	но без	1	1
255	ни одна	1	1
256	лишний раз	1	1
257	и отношения	1	1
258	значение так	1	1
259	о возможности	2	1
260	как у	2	1
261	в случае	1	1
262	роли в	1	1
263	в расчет	1	1
264	и только	1	1
265	и именно	1	1
266	одному из	1	1
267	и еще	2	1
268	он должен	1	1
269	же это	1	1
270	к одному	1	1
271	не как	2	1
272	в силу	7	1
273	характерное для	2	1
274	одной и	1	1
275	его от	1	1
276	же остается	1	1
277	на этом	3	1
278	с этой	2	1
279	именно это	1	1
280	таким образом	5	1
281	значительной степени	1	1
282	то ни	1	1
283	различие между	3	1
284	об этом	5	1
285	даже такой	2	1
286	лишь в	5	1
287	того или	2	1
288	но их	1	1
289	еще одно	3	1
290	так называемого	1	1
291	этого не	3	1
292	письменной речи	21	1
293	и вне	1	1
294	несмотря на	5	1
295	как сказано	1	1
296	и было	1	1
297	в такой	1	1
298	если можно	2	1
299	в которых	2	1
300	установка на	2	1
301	и той	1	1
302	силу своей	1	1
303	данного речевого	2	1
304	тем не	6	1
305	по крайней	6	1
306	и более	2	1
307	ничего предосудительного	1	1
308	не должно	2	1
309	том же	1	1
310	что этот	1	1
311	для нее	1	1
312	а вот	1	1
313	случае мы	1	1
314	в таких	3	1
315	она не	2	1
316	виду что	1	1
317	самого начала	1	1
318	дело не	2	1
319	одна из	1	1
320	первая часть	1	1
321	в процессе	3	1
322	бы свое	1	1
323	самого по	1	1
324	иное дело	1	1
325	недостаточно для	1	1
326	на язык	1	1
327	ничего не	4	1
328	того как	2	1
329	поучителен в	1	1
330	допускает возможность	1	1
331	иными словами	8	1
332	и до	2	1
333	во всем	1	1
334	что русский	1	1
335	возможно более	1	1
336	или не	1	1
337	именно такой	1	1
338	только от	1	1
339	уже о	3	1
340	не могут	5	1
341	под пером	1	1
342	но все	4	1
343	не знаем	1	1
344	отличается от	3	1
345	всего в	3	1
346	к тому	4	1
347	но также	4	1
348	указывает на	1	1
349	не есть	1	1
350	поэзии как	1	1
351	имеет место	1	1
352	оно не	2	1
353	утверждать что	2	1
354	должен быть	5	1
355	году в	1	1
356	приходит к	1	1
357	говоря уже	2	1
358	языка и	8	1
359	с самого	1	1
360	слова а	1	1
361	обращаясь к	1	1
362	например о	1	1
363	случая все	1	1
364	здесь как	1	1
365	сказано выше	1	1
366	вопрос этот	2	1
367	мы в	2	1
368	поэтому в	1	1
369	в эпоху	1	1
370	для этого	3	1
371	и даже	2	1
372	не отвечает	1	1
373	все дело	2	1
374	часто и	1	1
375	и здесь	5	1
376	не был	1	1
377	оказываются не	1	1
378	внимание на	1	1
379	никак не	3	1
380	и что	8	1
381	не стоит	1	1
382	аналогии с	3	1
383	в значительной	1	1
384	нас в	1	1
385	в конечном	2	1
386	рука не	1	1
387	в глазах	2	1
388	в форме	3	1
389	крайней мере	6	1
390	ее содержание	1	1
391	слов и	2	1
392	и следовательно	2	1
393	в слово	1	1
394	в современной	2	1
395	воздействия на	1	1
396	которое было	2	1
397	традиции в	1	1
398	отказ от	2	1
399	и весьма	1	1
400	не устраняет	1	1
401	не идет	1	1
402	одних и	1	1
403	от них	1	1
404	книги или	1	1
405	позволяет себе	1	1
406	устной речи	1	1
407	так что	1	1
408	же и	2	1
409	или о	2	1
410	одном и	1	1
411	этого понятия	1	1
412	в поэзии	1	1
413	большинстве случаев	2	1
414	в книге	1	1
415	и их	1	1
416	всяком случае	5	1
417	могло бы	1	1
418	содержания и	1	1
419	в современном	2	1
420	вовсе не	9	1
421	не для	1	1
422	для меня	1	1
423	может служить	2	1
424	не случайно	1	1
425	при отсутствии	2	1
426	как такового	1	1
427	не говорит	2	1
428	в случаях	1	1
429	тем что	3	1
430	в других	1	1
431	того что	3	1
432	о своем	1	1
433	и между	1	1
434	еще и	2	1
435	и др	1	1
436	между ними	1	1
437	но есть	2	1
438	до бесчувствия	1	1
439	превращается в	2	1
440	на этот	2	1
441	и составляет	1	1
442	до конца	3	1
443	подобного рода	5	1
444	там где	5	1
445	и том	1	1
446	и слово	1	1
447	в одно	1	1
448	решительно не	1	1
449	на фоне	3	1
450	человек в	1	1
451	как это	5	1
452	в иных	2	1
453	речь не	1	1
454	в особенности	4	1
455	в разговоре	4	1
456	из которых	3	1
457	что первая	1	1
458	это своего	1	1
459	по своему	1	1
460	для обозначения	2	1
461	лицом к	1	1
462	на говорящего	1	1
463	и там	1	1
464	к настоящему	1	1
465	до его	1	1
466	да и	6	1
467	в это	1	1
468	даже в	1	1
469	слова и	5	1
470	и от	2	1
471	решения вопроса	1	1
472	той мере	1	1
473	и действия	1	1
474	что касается	2	1
475	но для	3	1
476	один из	5	1
477	что существенно	1	1
478	но с	1	1
479	более того	1	1
480	от слова	3	1
481	слова но	1	1
482	живет и	3	1
483	мысли не	1	1
484	ли в	1	1
485	своей собственной	3	1
486	когда он	1	1
487	и характерное	1	1
488	обращается к	1	1
489	в литературной	1	1
490	же к	1	1
491	будто бы	2	1
492	можно так	1	1
493	ни было	1	1
494	же в	3	1
495	в искусстве	1	1
496	быть и	1	1
497	определяется его	1	1
498	даже при	1	1
499	одной из	1	1
500	слово в	1	1
501	не говоря	2	1
502	сказать что	4	1
503	речи и	5	1
504	можно утверждать	1	1
505	только о	2	1
506	строится на	2	1
507	в какой	1	1
508	в голову	1	1
509	своих частей	1	1
510	к подобным	1	1
511	во всяком	5	1
