N	2gram	Berdyaev_N_1	Problema
288	и имеет	1	1
289	нет и	2	1
290	бог так	1	1
291	к ней	1	1
292	а по	1	1
293	времени и	2	1
294	значение все	1	1
295	такой же	2	1
296	но до	1	1
297	и весь	2	1
298	мысли в	2	1
299	в природе	2	1
300	в новом	2	1
301	вот что	1	1
302	не имеет	4	1
303	с господством	1	1
304	смысле и	1	1
305	с ее	5	1
306	эпоху когда	2	1
307	в силах	1	1
308	противоположного характера	1	1
309	самом себе	1	1
310	силы и	2	1
311	старого мира	3	1
312	что такое	3	1
313	свое и	1	1
314	мы должны	1	1
315	в нее	1	1
316	своего рода	1	1
317	и от	2	1
318	средних веков	1	1
319	с этим	2	1
320	христианского бога	1	1
321	во всем	1	1
322	когда она	1	1
323	весь мир	1	1
324	в истинном	1	1
325	путь на	1	1
326	это и	2	1
327	и потому	4	1
328	время когда	1	1
329	же и	1	1
330	к ним	3	1
331	том смысле	1	1
332	не столько	1	1
333	к более	2	1
334	творчества и	1	1
335	человеческого общества	1	1
336	вопроса о	1	1
337	перед собой	1	1
338	другой же	1	1
339	xix века	5	1
340	не могли	2	1
341	и творчества	2	1
342	а во-вторых	1	1
343	но оно	1	1
344	дня и	3	1
345	и она	1	1
346	мы уже	1	1
347	эпохи не	1	1
348	для нового	2	1
349	оставить в	1	1
350	в более	1	1
351	от того	1	1
352	она порождает	2	1
353	могут быть	2	1
354	значение в	1	1
355	и ночи	2	1
356	только одна	1	1
357	или нет	1	1
358	общества в	1	1
359	философии и	1	1
360	бога и	3	1
361	но я	2	1
362	что само	1	1
363	и начал	1	1
364	не для	1	1
365	прогресса и	1	1
366	цивилизации и	1	1
367	себя и	1	1
368	она не	3	1
369	за право	1	1
370	в мировой	2	1
371	весь смысл	1	1
372	но дух	1	1
373	и когда	1	1
374	писатели и	1	1
375	xviii века	2	1
376	их в	1	1
377	времени в	2	1
378	возвращается к	2	1
379	вопрос о	3	1
380	с его	6	1
381	в наше	3	1
382	речи о	1	1
383	окончательно и	1	1
384	природе и	2	1
385	в xix	1	1
386	римской империи	1	1
387	в такой	1	1
388	небом и	1	1
389	всего мира	1	1
390	не был	1	1
391	с идеями	1	1
392	в существе	1	1
393	погружается в	1	1
394	и есть	10	1
395	бытия и	1	1
396	этом ничем	1	1
397	к своим	1	1
398	от нее	1	1
399	же стороны	1	1
400	искусство не	1	1
401	и должно	2	1
402	что она	2	1
403	должно было	2	1
404	должен быть	5	1
405	на себя	1	1
406	и такое	1	1
407	к себе	1	1
408	еще достаточно	1	1
409	к преодолению	3	1
410	и это	2	1
411	на нее	1	1
412	разобраться в	1	1
413	в ночь	1	1
414	есть уже	1	1
415	жизни как	2	1
416	вообще не	1	1
417	он конечно	1	1
418	том чтобы	2	1
419	но это	6	1
420	нас к	1	1
