N	2gram	Vygotskiy__5	VrazhdaK
280	способности к	1	1
281	так и	7	1
282	на нее	2	1
283	не с	2	1
284	ясно что	1	1
285	этого как	1	1
286	еще в	3	1
287	во второй	2	1
288	том как	2	1
289	на большую	1	1
290	чисто внешнее	1	1
291	во всяком	2	1
292	до сих	3	1
293	вопросу о	1	1
294	к нему	3	1
295	во всех	2	1
296	слово его	1	1
297	в форме	1	1
298	все основания	1	1
299	вслед за	2	1
300	в свете	4	1
301	к которому	4	1
302	нас интересует	2	1
303	этом смысле	1	1
304	один из	1	1
305	но с	2	1
306	что только	2	1
307	сумел установить	1	1
308	ли он	1	1
309	во всем	2	1
310	это же	1	1
311	в качестве	4	1
312	себя в	1	1
313	сколько в	1	1
314	внимание в	1	1
315	самым он	1	1
316	хотя в	1	1
317	а это	1	1
318	между обоими	5	1
319	что для	2	1
320	несомненно в	1	1
321	говорит о	3	1
322	никто не	2	1
323	в известной	3	1
324	мы находим	1	1
325	в одном	3	1
326	своих собственных	1	1
327	установлено что	1	1
328	каждый из	1	1
329	и никогда	1	1
330	от того	3	1
331	из двух	1	1
332	связан с	1	1
333	тогда это	1	1
334	и из	2	1
335	с другой	4	1
336	именно в	4	1
337	все равно	2	1
338	такое же	2	1
339	прежде всего	3	1
340	только по	1	1
341	на этот	4	1
342	нашему мнению	1	1
343	целым рядом	1	1
344	до конца	3	1
345	и самый	1	1
346	в ту	1	1
347	одну из	1	1
348	некоторых его	1	1
349	этим можно	1	1
350	с помощью	10	1
351	в частности	3	1
352	с белым	1	1
353	материал и	1	1
354	с первого	1	1
355	или по	1	1
356	из которых	3	1
357	предположить что	2	1
358	что за	1	1
359	того что	16	1
360	в свое	2	1
361	известном смысле	7	1
362	сих пор	3	1
363	в основном	1	1
364	логику развития	1	1
365	но для	1	1
366	под влиянием	1	1
367	внутреннюю логику	1	1
368	к вопросу	1	1
369	близкий к	1	1
370	более того	1	1
371	которых он	2	1
372	основу и	1	1
373	дети не	1	1
374	и от	2	1
375	но на	1	1
376	это можно	1	1
377	и другими	2	1
378	это как	1	1
379	работы над	1	1
380	бы в	4	1
381	еще более	5	1
382	но зато	1	1
383	позволяет нам	1	1
384	только что	5	1
385	на возникшие	1	1
386	в обоих	1	1
387	отношении к	1	1
388	другой стороны	2	1
389	ему но	1	1
390	из этого	2	1
391	за шагом	1	1
392	доказал что	1	1
393	жизни и	2	1
394	к этой	3	1
395	по сей	1	1
396	как на	3	1
397	все что	2	1
398	они не	3	1
