N	2gram	Medvedev_V_1	Myslijsy
268	с к	1	2
269	в которых	3	2
270	перед собою	1	2
271	единство и	1	2
272	т п	9	2
273	их в	6	2
274	том же	6	2
275	даже в	5	2
276	что есть	1	2
277	что эта	1	2
278	она не	3	2
279	например не	2	2
280	как о	2	2
281	иметь в	2	2
282	но только	1	2
283	только не	2	2
284	из того	1	2
285	этом отношении	13	2
286	в области	2	2
287	так например	2	2
288	ничего общего	1	2
289	то или	1	2
290	в ее	4	2
291	каждого из	1	2
292	произведения не	2	2
293	образ то	1	2
294	об этом	9	2
295	связанное с	2	2
296	свойств и	1	2
297	о том	10	2
298	и та	1	2
299	от него	1	2
300	собственно говоря	1	2
301	от них	2	2
302	в форме	3	2
303	частью в	1	2
304	к сознанию	1	2
305	и следует	1	2
306	вне себя	1	2
307	мы видим	1	2
308	одной из	1	2
309	в какой	1	2
310	но как	3	2
311	ему самому	1	2
312	том чтобы	2	2
313	связи с	4	2
314	с нею	2	2
315	в виде	1	2
316	слова не	1	2
317	не составляет	1	2
318	в одном	4	2
319	себя от	1	2
320	художника и	7	2
321	но что	1	2
322	у него	6	2
323	потому же	1	2
324	и даже	2	2
325	развития в	1	2
326	не один	1	2
327	идеи в	2	2
328	или с	1	2
329	остается только	1	2
330	нет ни	2	2
331	по своему	1	2
332	следует однако	1	2
333	он говорит	5	2
334	зрения и	1	2
335	с этой	1	2
336	еще раз	1	2
337	перед нами	4	2
338	не подлежит	2	2
339	есть одно	1	2
340	из себя	2	2
341	бы в	3	2
342	в большей	2	2
343	что а	1	2
344	и наконец	2	2
345	образов и	4	2
346	же в	6	2
347	в системе	2	2
348	всего человека	1	2
349	образ а	1	2
350	есть то	1	2
351	жизни и	3	2
352	это в	1	2
353	которая не	2	2
354	одним из	5	1
355	в сфере	2	1
356	образом даже	2	1
357	из его	3	1
358	что эти	1	1
359	противном случае	2	1
360	в чувственном	1	1
361	собою в	1	1
362	уже по	2	1
363	по его	2	1
364	поэзии и	1	1
365	его не	3	1
366	их и	4	1
367	из ничего	2	1
368	бы уже	1	1
369	что совокупность	1	1
370	что если	1	1
371	вопрос о	1	1
372	из своих	2	1
373	чтобы не	2	1
374	имеет свою	3	1
375	что многие	2	1
376	время как	1	1
377	но она	1	1
378	отдельных частей	1	1
379	не вполне	2	1
380	без них	1	1
381	увидим ниже	1	1
382	похожи на	1	1
383	и он	2	1
384	всех сторон	1	1
385	собою и	2	1
386	свойственна не	1	1
387	он был	1	1
388	он сам	2	1
389	говоря уже	1	1
390	здесь не	1	1
391	виде не	1	1
392	д само	1	1
393	с его	3	1
394	как деятельность	2	1
395	того чего	1	1
396	от его	2	1
397	данном случае	1	1
398	он может	2	1
399	если в	2	1
400	себе и	2	1
401	в порядке	5	1
402	нет и	3	1
403	которые не	1	1
404	чем же	4	1
405	в истории	1	1
406	самое понятие	1	1
407	стороны и	2	1
408	в художественном	10	1
409	нужно найти	1	1
410	бы при	1	1
411	и целого	1	1
412	что ее	1	1
413	все случайное	1	1
414	еще и	2	1
415	в противном	2	1
416	общие идеи	1	1
417	хотя и	2	1
418	когда он	3	1
419	это определение	1	1
420	но в	2	1
421	роль играет	1	1
422	то в	1	1
423	в логике	1	1
424	данные в	1	1
425	за жизнь	1	1
426	сознание с	1	1
427	формы в	1	1
428	все эти	6	1
429	тому же	1	1
430	как он	2	1
431	но на	1	1
432	а об	1	1
433	в единстве	4	1
434	этого отражения	1	1
435	бы с	1	1
436	как оно	1	1
437	главным образом	7	1
438	который понимая	1	1
439	после этого	2	1
440	всем своем	1	1
441	в понимании	1	1
442	сознает свою	1	1
443	как увидим	1	1
444	принята в	1	1
445	и понятий	1	1
446	что без	2	1
447	творческую деятельность	1	1
448	ними в	1	1
449	мысль то	1	1
450	а вместе	1	1
451	сущность явлений	1	1
452	и иметь	1	1
453	нам остается	2	1
454	том случае	1	1
455	них не	4	1
456	лишь в	2	1
457	знает что	1	1
458	заключается в	2	1
459	те или	1	1
460	со всех	1	1
461	это не	7	1
462	то все	1	1
463	в сложном	1	1
464	лицо в	1	1
465	приходит в	1	1
466	в жизни	2	1
467	кажется что	1	1
468	само собою	2	1
469	действительность художник	1	1
470	поэтом в	1	1
471	тем такая	1	1
472	форму в	1	1
473	или наоборот	1	1
474	которой он	1	1
475	здесь можно	1	1
476	потому и	1	1
477	себе все	1	1
478	стороне вопрос	1	1
479	в этих	1	1
480	вещи в	1	1
481	или точнее	1	1
482	представлений и	2	1
483	и трудно	1	1
484	что до	1	1
485	знаем что	2	1
486	такое толкование	1	1
487	этой жизни	1	1
488	для многих	2	1
489	может вызвать	1	1
490	которые в	2	1
491	начнем с	2	1
492	но он	1	1
493	друг другу	1	1
494	и ребенка	1	1
495	слова к	1	1
496	что этот	1	1
497	в устах	1	1
498	между прочим	2	1
499	сознания или	1	1
500	и связанное	1	1
501	человека таким	1	1
502	вообще но	1	1
503	хотя может	1	1
504	в таких	1	1
505	о значении	1	1
506	виду что	1	1
507	на себе	1	1
508	в процессе	16	1
509	и искусство	1	1
510	условие художественной	1	1
511	отдельных актов	1	1
512	не могло	1	1
513	теперь можно	1	1
514	однако если	1	1
515	судя по	1	1
516	не имели	1	1
517	на язык	2	1
518	это то	1	1
519	и чувства	1	1
520	даже во	1	1
521	свою мать	1	1
522	к работе	3	1
523	мы бы	1	1
524	в более	1	1
525	даже из	1	1
526	е не	1	1
527	что самые	1	1
528	быть в	1	1
529	что на	1	1
530	и внешнего	1	1
531	с которой	1	1
532	например что	3	1
533	уже о	1	1
534	начиная с	2	1
535	отсюда как	1	1
536	этой способности	1	1
537	отличается от	2	1
538	же самое	2	1
539	в памяти	1	1
540	для его	4	1
541	должен быть	4	1
542	не ограничивается	1	1
543	и которая	1	1
544	приходит к	1	1
545	своего развития	1	1
546	и художественное	3	1
547	значения и	1	1
548	в виду	4	1
549	связи со	1	1
550	и многие	1	1
551	его художественного	2	1
552	и значения	1	1
553	в понятие	1	1
554	в понятиях	1	1
555	это с	1	1
556	только то	2	1
557	и образа	1	1
558	что у	2	1
559	жизни это	1	1
560	только через	1	1
561	образа есть	1	1
562	было в	2	1
563	в результате	5	1
564	работы то	1	1
565	это только	4	1
566	жизнь и	1	1
567	понятно что	1	1
568	своего опыта	1	1
569	силу того	1	1
570	для этого	1	1
571	остановимся на	2	1
572	действия не	1	1
573	схему и	1	1
574	сводится к	3	1
575	говорить не	3	1
576	то уже	1	1
577	в глаза	1	1
578	ее нельзя	1	1
579	после того	1	1
580	в математике	1	1
581	все его	2	1
582	как форма	1	1
583	первоначального замысла	1	1
584	художник должен	1	1
585	подлежит сомнению	1	1
586	нет это	1	1
587	по слову	1	1
588	восприятии и	1	1
589	во всех	6	1
590	этому поводу	7	1
591	творчества в	7	1
592	на одном	1	1
593	деятельности но	1	1
594	деле в	1	1
595	даже на	1	1
596	в ту	1	1
597	если это	1	1
598	образом потому	1	1
599	места и	1	1
600	уже из	1	1
601	происходит в	1	1
602	значит что	2	1
603	бросается в	1	1
604	как нечто	1	1
605	целого и	1	1
606	в стороне	1	1
607	который в	1	1
608	между этими	1	1
609	и ряд	1	1
610	и ее	4	1
611	по этому	9	1
612	без этого	1	1
613	эти образы	1	1
614	события и	1	1
615	конечно не	1	1
616	носит в	2	1
617	положение что	1	1
618	искусства образ	1	1
619	в поэзии	1	1
620	и чисто	1	1
621	еще одну	1	1
622	или даже	1	1
623	при помощи	3	1
624	его и	1	1
625	противоречия и	1	1
626	мы знаем	3	1
627	что будет	1	1
628	в известной	1	1
629	могло бы	2	1
630	целом и	1	1
631	сами по	1	1
632	не выражается	1	1
633	произведения и	7	1
634	содержания а	1	1
635	к ним	1	1
636	при всей	2	1
637	в систему	1	1
638	каждый из	1	1
639	явлений в	1	1
640	себя это	1	1
641	не является	5	1
642	имели бы	1	1
643	со всем	1	1
644	даже не	2	1
645	образы из	1	1
646	понятие или	1	1
647	как у	2	1
648	или иначе	1	1
649	этим путем	1	1
650	образом можно	1	1
651	чем он	1	1
652	и быть	2	1
653	и образов	5	1
654	труд и	1	1
655	могут иметь	1	1
656	к более	1	1
657	быть названо	1	1
658	на этот	1	1
659	не означает	1	1
660	необходимость в	2	1
661	и непосредственно	2	1
662	образом это	1	1
663	всего остального	1	1
664	действительности как	1	1
665	не об	2	1
666	впечатлений в	1	1
667	который у	1	1
668	природу и	1	1
669	с бессознательным	1	1
670	из мира	1	1
671	общего с	1	1
672	забывать что	1	1
673	в данном	1	1
674	воспринимается им	1	1
675	да и	1	1
676	ли эта	1	1
677	исходя из	1	1
678	другое более	1	1
679	это значит	1	1
680	форма по	1	1
681	как например	2	1
682	собою явления	1	1
683	только для	1	1
684	случае он	1	1
685	вряд ли	1	1
686	мышления в	2	1
687	формы и	2	1
688	на время	2	1
689	мы только	1	1
690	о котором	1	1
691	художник в	1	1
692	деятельность в	1	1
693	художественное творчество	6	1
694	же оно	1	1
695	романа и	1	1
696	хотя в	1	1
697	все то	1	1
698	к ее	1	1
699	я то	1	1
700	между ними	3	1
701	равно как	4	1
702	по одному	2	1
703	с ними	4	1
704	необходимое условие	1	1
705	него в	3	1
706	есть и	1	1
707	каждом отдельном	2	1
708	уже есть	1	1
709	ее в	4	1
710	из остальных	1	1
711	случае если	1	1
712	весь процесс	1	1
713	и главным	2	1
714	можно назвать	1	1
715	во всяком	1	1
716	смысле что	1	1
