N	2gram	Voloshinov_1	Literetu
238	для всех	2	1
239	когда мы	6	1
240	в значительной	2	1
241	слово которое	1	1
242	и того	1	1
243	бы в	5	1
244	между внутренним	1	1
245	для нас	3	1
246	к той	1	1
247	своего права	1	1
248	в связи	2	1
249	говорить о	1	1
250	имя и	1	1
251	мы живем	1	1
252	в устах	1	1
253	деятельности и	3	1
254	о котором	1	1
255	в литературе	1	1
256	ничем не	1	1
257	я был	1	1
258	его с	1	1
259	отражения в	1	1
260	жизни с	1	1
261	уже как	1	1
262	даже не	1	1
263	тогда когда	1	1
264	нет в	1	1
265	нас не	2	1
266	всей жизни	1	1
267	ту или	3	1
268	по мере	1	1
269	котором мы	1	1
270	не к	3	1
271	и является	5	1
272	речевого общения	8	1
273	вне этого	1	1
274	но при	3	1
275	аудитории и	4	1
276	и действительно	1	1
277	в общении	1	1
278	был бы	1	1
279	что однако	1	1
280	не было	2	1
281	друг другу	2	1
282	определенным образом	1	1
283	и все	4	1
284	слова как	2	1
285	есть в	1	1
286	т.п и	2	1
287	с появлением	4	1
288	значение для	1	1
289	в эти	1	1
290	бытие личности	1	1
291	руки и	1	1
292	на два	1	1
293	к нему	2	1
294	в обществе	4	1
295	пришли к	1	1
296	нужно было	2	1
297	из двух	2	1
298	ключ к	1	1
299	исторической жизни	1	1
300	единиц которые	1	1
301	было в	4	1
302	и средством	1	1
303	но мы	2	1
304	независимо от	5	1
305	иное как	2	1
306	хотя бы	18	1
307	без такого	1	1
308	которых оно	2	1
309	которая и	1	1
310	из героев	2	1
311	этом не	1	1
312	с целым	1	1
313	с другими	2	1
314	если в	1	1
315	сознания к	1	1
316	только на	3	1
317	и жизнь	2	1
318	так сказать	4	1
319	и есть	1	1
320	и вне	1	1
321	высказывание и	1	1
322	ли не	2	1
323	и он	2	1
324	социальной жизни	2	1
325	как некое	1	1
326	с тем	8	1
327	я чувствую	1	1
328	тем как	1	1
329	чтобы его	1	1
330	в нашем	5	1
331	влияние на	4	1
332	жизнь не	1	1
333	человеческой культуры	1	1
334	героев достоевского	1	1
335	мы воспринимаем	1	1
336	приходит к	1	1
337	был только	1	1
338	принадлежит к	1	1
339	возвращаясь к	1	1
340	но всякая	1	1
341	уже только	1	1
342	нуждается в	2	1
343	общественной жизни	10	1
344	одной из	2	1
345	в чем	1	1
346	общения для	1	1
347	есть не	2	1
348	на другого	4	1
349	первый взгляд	1	1
350	в силу	1	1
351	слова и	5	1
352	с миром	1	1
353	с общим	1	1
354	на протяжении	1	1
355	но вот	3	1
356	свидетельствует о	1	1
357	в таких	1	1
358	чтобы стать	1	1
359	какой степени	1	1
360	человека не	4	1
361	здесь нет	1	1
362	будет происходить	1	1
363	действительность в	1	1
364	бы одного	1	1
365	на наш	2	1
366	затем и	1	1
367	вовсе не	2	1
368	превращается в	1	1
369	на самом	3	1
370	общения людей	2	1
371	бы не	2	1
372	в той	5	1
373	само слово	1	1
374	нет и	3	1
375	у них	2	1
376	и теперь	1	1
377	не будь	2	1
378	материала но	1	1
379	еще более	2	1
380	значительной степени	2	1
381	что для	1	1
382	что иное	2	1
383	и о	1	1
384	обращения к	2	1
385	не что	4	1
386	в этих	2	1
387	мысли и	1	1
388	на все	1	1
389	на месте	1	1
390	за пределы	1	1
391	в историю	1	1
392	сознания не	3	1
393	на вопрос	1	1
394	может как	1	1
395	между двумя	2	1
396	речь в	1	1
397	высказывания и	3	1
398	и эстетический	1	1
399	и оказывает	1	1
400	образом здесь	1	1
401	которое может	3	1
402	самого существования	1	1
403	языка и	4	1
404	так что	1	1
405	это и	1	1
406	жизни этих	1	1
407	во внешнюю	2	1
408	творчества в	1	1
409	при виде	1	1
410	что без	1	1
411	в отношении	2	1
412	за собой	1	1
413	что такое	4	1
414	конечном счете	1	1
415	из тех	1	1
416	свою внутреннюю	1	1
417	и становятся	1	1
418	слово как	7	1
419	что было	3	1
420	как он	1	1
421	так как	7	1
422	и от	7	1
423	с этим	2	1
424	из трех	2	1
425	весь мир	1	1
426	другом месте	1	1
427	связано с	2	1
428	сказать что	3	1
429	порождает и	1	1
430	к своему	4	1
431	к сожалению	1	1
432	очевидно что	2	1
433	как только	4	1
434	в художественном	1	1
435	от своего	1	1
436	свою очередь	4	1
437	к которой	1	1
438	одного человека	1	1
439	тем не	1	1
440	в последнем	1	1
441	времени и	2	1
442	к более	1	1
443	в те	1	1
444	художественного высказывания	2	1
445	или менее	1	1
446	себе и	2	1
447	в середине	2	1
448	в их	1	1
449	жизни что	1	1
450	более или	1	1
451	что эти	2	1
452	как от	1	1
453	на один	1	1
454	и т.д	21	1
455	мы обычно	2	1
456	в конечном	1	1
457	друг друга	2	1
458	не должен	2	1
459	только не	1	1
460	для этого	1	1
461	на первый	1	1
462	в ход	1	1
463	впадают в	1	1
464	в котором	3	1
465	мы уже	10	1
466	высказывания от	2	1
467	речь не	1	1
468	у него	1	1
469	не стал	1	1
470	высшей ценностью	1	1
471	будто бы	1	1
472	к литературному	1	1
473	нам остается	1	1
474	одного говорящего	1	1
475	тому что	5	1
476	то для	1	1
477	ему и	1	1
478	в таком	1	1
479	значение имеет	1	1
480	слова о	3	1
481	пространство и	1	1
482	или иную	3	1
483	жизни его	1	1
484	в процессе	6	1
485	ответа на	1	1
486	она не	1	1
487	обращаться к	1	1
488	он не	2	1
489	и искусство	1	1
490	не просто	2	1
491	рук и	2	1
492	народов и	1	1
493	и продукт	1	1
494	с идеологическими	1	1
495	вот уже	1	1
496	до какой	1	1
497	в действительности	1	1
498	в определенное	1	1
499	них в	1	1
500	нашему изучению	1	1
501	нет ничего	2	1
502	непосредственно в	1	1
503	с действительной	1	1
504	с каждым	1	1
505	здесь мы	3	1
506	это вечно	1	1
507	совершается в	1	1
508	уважение к	3	1
509	в общем	1	1
510	человеком в	2	1
511	где-то между	1	1
512	в истории	1	1
513	столь же	1	1
514	своей и	1	1
515	того времени	4	1
516	наш взгляд	1	1
517	себя всю	1	1
518	ее не	1	1
519	не знающий	1	1
520	не стирается	1	1
521	на этот	1	1
522	все равно	1	1
523	его не	2	1
524	и эти	1	1
525	собственно говоря	1	1
526	содержит в	1	1
527	все это	4	1
528	была бы	1	1
529	и до	1	1
530	автор и	1	1
531	в какой-то	2	1
532	и где	1	1
533	в зеркале	1	1
534	окружающего мира	1	1
535	в ней	8	1
536	соприкасается с	1	1
537	понимать друг	2	1
538	роль слова	1	1
539	и их	5	1
540	и то	3	1
541	обойтись без	1	1
542	и уже	3	1
543	быть в	1	1
544	и внешней	3	1
545	и отношения	1	1
546	это уже	1	1
547	уже в	5	1
548	конечно не	3	1
549	неба и	1	1
550	или даже	2	1
551	сознания как	1	1
552	нее и	1	1
553	уже об	1	1
554	перед нами	3	1
555	в виду	3	1
556	именно поэтому	1	1
557	в будущем	3	1
558	но это	2	1
559	жизни однако	1	1
560	который может	1	1
561	и делает	1	1
562	да это	1	1
563	а с	5	1
564	мы все	1	1
565	искусства в	1	1
566	с собой	2	1
567	в своем	1	1
568	с ума	1	1
569	вообще не	1	1
570	лишь при	1	1
571	собеседования с	1	1
572	с кем	2	1
573	не есть	1	1
574	роль и	1	1
575	в русской	1	1
