N	2gram	Bakhtin_Pr_1	EvropaiC
152	в нем	15	3
153	и вообще	2	3
154	а в	6	3
155	в нашем	4	3
156	сомнению что	1	3
157	а лишь	2	3
158	они должны	1	3
159	в тех	3	3
160	основаны на	1	3
161	в начале	2	3
162	это не	5	3
163	только что	1	3
164	в этих	2	3
165	различия между	1	3
166	слагается из	1	3
167	в совершенно	1	3
168	отличие от	5	3
169	от него	3	3
170	на почве	3	3
171	у нас	2	3
172	то ни	3	3
173	во всем	2	3
174	уже и	1	3
175	и потому	4	3
176	в истории	2	3
177	к которой	1	3
178	и может	1	3
179	и других	2	3
180	не вполне	2	3
181	в настоящее	1	3
182	а наоборот	1	3
183	с одной	3	3
184	ее и	1	3
185	мы будем	3	3
186	не подлежит	1	3
187	чем в	2	3
188	целый ряд	1	3
189	которые не	1	3
190	с тем	1	3
191	что оно	2	3
192	и это	3	3
193	конечно не	5	3
194	или иначе	1	3
195	что мы	1	3
196	образом в	1	3
197	в данном	4	3
198	вступают в	1	2
199	которые могут	2	2
200	почти все	1	2
201	в них	5	2
202	широком смысле	1	2
203	себя и	3	2
204	потому и	1	2
205	это может	1	2
206	но не	12	2
207	не знает	3	2
208	следует что	2	2
209	же время	3	2
210	в другом	2	2
211	говорить о	3	2
212	тех же	1	2
213	на том	1	2
214	приобщиться к	1	2
215	в один	1	2
216	нет в	1	2
217	и ее	2	2
218	этого слова	1	2
219	не было	2	2
220	и социальной	1	2
221	ценности и	2	2
222	вовсе не	2	2
223	так чтобы	1	2
224	только при	2	2
225	есть в	1	2
226	к нему	10	2
227	быть признана	1	2
228	отнюдь не	19	2
229	тем самым	4	2
230	где находится	2	2
231	к психологии	1	2
232	то есть	46	2
233	но с	3	2
234	между ними	4	2
235	если он	1	2
236	своем целом	1	2
237	тем как	5	2
238	в ней	4	2
239	то в	1	2
240	что под	1	2
241	не более	2	2
242	независимо от	13	2
243	том и	1	2
244	и только	4	2
245	все то	3	2
246	только один	1	2
247	к такому	1	2
248	своей материальной	1	2
249	для него	1	2
250	как не	1	2
251	в себя	2	2
252	но если	1	2
253	но как	2	2
254	и весь	2	2
255	на него	3	2
256	и более	2	2
257	они не	3	2
258	у в	3	2
259	как мы	7	2
260	которую он	1	2
261	другими словами	2	2
262	в свою	2	2
263	более как	1	2
264	что у	1	2
265	жизни и	1	2
266	свою очередь	1	2
267	бы то	3	2
268	имеет место	5	2
269	вследствие этого	3	2
270	нашем случае	1	2
271	и те	2	2
272	можно ли	1	2
273	к ним	1	2
274	в основе	5	2
275	с ними	4	2
276	очень мало	1	2
277	одной стороны	3	2
278	на первый	2	2
279	одна из	2	2
280	в котором	2	2
281	ни было	3	2
282	они могут	1	2
283	а к	2	2
284	культурной ценности	1	2
285	тому что	1	2
286	иной чем	1	2
287	должны подчиниться	1	2
288	образом и	1	2
289	в процессе	1	2
290	она не	2	2
291	также и	3	2
292	на этом	2	2
293	возможно лишь	1	2
294	должен быть	2	2
295	от своей	1	2
296	этот вопрос	1	2
297	одну из	1	2
298	в частности	2	2
299	между этими	1	2
300	не следует	2	2
301	и где	1	2
302	он должен	2	2
303	от нее	1	2
304	в которых	1	2
305	лишь самое	1	2
306	в глазах	1	2
307	было бы	8	2
308	и уже	1	2
309	и особенно	1	2
310	в самой	2	2
311	с ее	1	2
312	однако это	1	2
313	этих двух	1	2
314	на нее	1	2
315	в виду	4	2
316	в общей	1	2
317	мы все	1	2
318	них в	1	2
319	но для	1	2
320	во втором	1	2
321	более широкие	1	1
322	не могла	1	1
323	может только	1	1
324	перенесенной на	1	1
325	значительной своей	1	1
326	та или	1	1
327	приводит к	3	1
328	этой главы	1	1
329	равной мере	1	1
330	в значительной	2	1
331	ведь в	1	1
332	друг друга	1	1
333	и вот	1	1
334	к их	1	1
335	языка то	1	1
336	все те	1	1
337	и самого	1	1
338	служить базой	1	1
339	входит в	8	1
340	от всех	4	1
341	себя свою	2	1
342	жизни в	1	1
343	ее от	1	1
344	исходит из	1	1
345	идет в	1	1
346	может занять	1	1
347	на их	1	1
348	собою и	1	1
349	например при	2	1
350	ни одна	2	1
351	находить в	1	1
352	точками зрения	1	1
353	этого не	1	1
354	борьбе за	1	1
355	если в	1	1
356	на эту	1	1
357	этом последнем	1	1
358	проч все	3	1
359	случае не	2	1
360	в более	4	1
361	чем тот	1	1
362	только когда	1	1
363	им нужно	1	1
364	не к	6	1
365	время как	1	1
366	здесь не	4	1
367	и со	1	1
368	их взаимоотношения	1	1
369	в равной	2	1
370	как с	1	1
371	а вследствие	1	1
372	со своим	1	1
373	самом широком	1	1
374	кроме того	3	1
375	разобранные нами	1	1
376	причем это	1	1
377	рядом с	5	1
378	особый характер	1	1
379	или просто	1	1
380	с понятием	1	1
381	не различается	1	1
382	к концу	1	1
383	была бы	2	1
384	каждого отдельного	1	1
385	говоря уже	1	1
386	строго говоря	1	1
387	его можно	1	1
388	бы ни	1	1
389	другом случае	1	1
390	и должны	2	1
391	к которому	4	1
392	иное как	1	1
393	ученый но	1	1
394	основных понятий	2	1
395	зрения одной	1	1
396	не имели	1	1
397	бы не	2	1
398	и другие	2	1
399	тот который	1	1
400	создания и	1	1
401	всех своих	2	1
402	не были	1	1
403	или иная	1	1
404	целом в	2	1
405	с другими	3	1
406	в своей	7	1
407	таким путем	1	1
408	всех отношениях	1	1
409	а только	2	1
410	а на	1	1
411	на нем	1	1
412	от общей	3	1
413	не ставит	1	1
414	нем не	1	1
415	но последовательно	1	1
416	все остальное	1	1
417	и часто	1	1
418	нее лишь	1	1
419	всех других	1	1
420	ли это	1	1
421	как нечто	3	1
422	если так	1	1
423	общей борьбе	1	1
424	в одинаковой	1	1
425	ибо на	1	1
426	иметь в	1	1
427	ее нет	1	1
428	некоторой степени	1	1
429	иногда в	1	1
430	в принципе	1	1
431	культура есть	1	1
432	и стремление	1	1
433	художественное произведение	8	1
434	нами выше	2	1
435	смысле этого	1	1
436	к чисто	1	1
437	из всего	1	1
438	время в	1	1
439	чувствовать себя	1	1
440	есть не	2	1
441	я не	2	1
442	дело только	3	1
443	который можно	1	1
444	зрения на	1	1
445	здесь мы	2	1
446	например в	3	1
447	это имеет	1	1
448	лишь после	1	1
449	во всей	1	1
450	произведение и	3	1
451	отношения к	6	1
452	в корне	2	1
453	следовательно и	1	1
454	быть не	1	1
455	или о	1	1
456	в нашей	2	1
457	его он	1	1
458	гораздо сложнее	1	1
459	вся культура	1	1
460	в узком	1	1
461	есть они	1	1
462	нет и	3	1
463	именно с	1	1
464	других областях	2	1
465	к своему	2	1
466	и даже	3	1
467	эта переоценка	1	1
468	человека но	1	1
469	всегда может	1	1
470	не происходит	1	1
471	произведения в	5	1
472	в историю	1	1
473	не во	2	1
474	положении находится	2	1
475	не имеет	9	1
476	можно только	6	1
477	в современной	2	1
478	эти ценности	1	1
479	а как	3	1
480	он может	2	1
481	речь в	1	1
482	стороны все	1	1
483	как в	4	1
484	в других	4	1
485	на которой	1	1
486	под словом	1	1
487	но этот	1	1
488	но он	1	1
489	он найдет	1	1
490	направление в	1	1
491	и его	16	1
492	есть ли	1	1
493	это и	1	1
494	не создает	1	1
495	психический процесс	2	1
496	не говоря	1	1
497	к его	2	1
498	видит и	1	1
499	именно как	1	1
500	данного произведения	1	1
501	они совершенно	1	1
502	проч в	3	1
503	каждый раз	1	1
504	смысле слова	2	1
505	характер в	1	1
506	прямого отношения	1	1
507	есть как	1	1
508	ними на	1	1
509	а эта	1	1
510	только с	1	1
511	связаны с	2	1
512	дело в	2	1
513	мы указывали	1	1
514	благодаря этому	1	1
515	и другими	3	1
516	да и	3	1
517	высшей степени	5	1
518	базой для	2	1
519	и следовательно	1	1
520	в меньшей	1	1
521	можно найти	1	1
522	сказать что	4	1
523	в культуре	2	1
524	за пределами	1	1
525	вся эта	1	1
526	всеми другими	1	1
527	ничего не	6	1
528	от чего	1	1
529	центр тяжести	2	1
530	еще более	1	1
531	тем что	2	1
532	в первом	1	1
533	перестает быть	4	1
534	и лингвистическое	1	1
535	даже и	1	1
536	случае мы	2	1
537	но лишь	2	1
538	или для	1	1
539	на них	3	1
540	от самого	1	1
541	понятий и	2	1
542	уже не	1	1
543	вопроса о	3	1
544	области между	1	1
545	это было	1	1
546	ставит его	1	1
547	что так	1	1
548	без всякого	1	1
549	ко всякой	1	1
550	и тем	3	1
551	всех их	1	1
552	культуры но	1	1
553	они довольно	1	1
554	оно было	2	1
555	всех сторон	2	1
556	которые совершенно	1	1
557	из его	1	1
558	нужно только	1	1
559	могут быть	5	1
560	себе и	1	1
561	как человек	1	1
562	приходит к	1	1
563	при оценке	1	1
564	вследствие отсутствия	1	1
565	ими из	1	1
566	который как	1	1
567	единство и	2	1
568	в тот	1	1
569	в высшей	5	1
570	себя как	5	1
571	она и	1	1
572	нет что	1	1
573	лучшем случае	2	1
574	только по	4	1
575	до конца	1	1
576	а из	1	1
577	в область	3	1
578	ибо это	1	1
579	не совсем	1	1
580	является конечно	2	1
581	которые имеют	1	1
582	их лишь	1	1
583	находясь на	1	1
584	и как	8	1
585	помнить что	3	1
586	характер не	1	1
587	психологии и	1	1
588	нас при	1	1
589	этого положения	1	1
590	с его	2	1
591	и между	1	1
592	должна бы	1	1
593	в своих	2	1
594	от них	2	1
595	к одному	1	1
596	живет и	1	1
597	однако в	1	1
598	каждый момент	4	1
599	хотя конечно	1	1
600	культуры тем	1	1
601	которую мы	3	1
602	уже о	1	1
603	лишь как	4	1
604	ее не	1	1
605	то время	1	1
606	и эти	1	1
607	за каждым	1	1
608	два момента	1	1
609	выше в	2	1
610	а следовательно	1	1
611	а не	5	1
612	ибо только	2	1
613	бы все	1	1
614	и пр	2	1
615	но совершенно	2	1
616	как оно	1	1
617	является только	1	1
618	на себя	1	1
619	оно может	2	1
620	проч но	3	1
621	с другим	1	1
622	нами в	2	1
623	есть только	2	1
624	личности творца	1	1
625	в каждом	2	1
626	для всех	1	1
627	только на	1	1
628	все только	1	1
629	нее и	1	1
630	или иной	2	1
631	на самой	1	1
632	еще нет	1	1
633	культуре не	1	1
634	и художественное	2	1
635	стало возможным	1	1
636	именно поэтому	2	1
637	но именно	1	1
638	становится как	1	1
639	в лучшем	2	1
640	и эта	2	1
641	все остальные	1	1
642	стороны его	1	1
643	которой я	1	1
644	как о	1	1
645	все соки	1	1
646	же самое	2	1
647	а рядом	1	1
648	не приходится	1	1
649	общих чертах	1	1
650	дело идет	2	1
651	себя все	2	1
652	и продолжают	1	1
653	на ступени	1	1
