N	2gram	Bakhtin_Pr_3	Sovremen
232	такое объяснение	1	1
233	по существу	5	1
234	вовсе не	3	1
235	для них	1	1
236	как его	1	1
237	много и	3	1
238	одной и	1	1
239	явлений жизни	1	1
240	одному и	2	1
241	в основу	1	1
242	это конечно	2	1
243	по его	1	1
244	в очень	1	1
245	его почве	1	1
246	а затем	4	1
247	целом эта	1	1
248	и может	1	1
249	и сделал	1	1
250	и некоторой	1	1
251	чем в	1	1
252	и т.п	31	1
253	до сих	5	1
254	с другой	2	1
255	как у	5	1
256	обоих случаях	1	1
257	на ее	2	1
258	это пока	1	1
259	именно в	2	1
260	здесь в	10	1
261	по своим	1	1
262	но самый	1	1
263	уже знаем	1	1
264	этом смысле	1	1
265	и прежде	6	1
266	должен был	1	1
267	всего происходящего	1	1
268	в новое	4	1
269	ведь если	2	1
270	но уже	1	1
271	нужно сказать	2	1
272	не было	4	1
273	рядом с	1	1
274	все равно	4	1
275	позиции в	1	1
276	этого не	1	1
277	и вся	3	1
278	несмотря на	2	1
279	элемента в	1	1
280	понятия и	1	1
281	в связи	2	1
282	том что	5	1
283	между различными	1	1
284	в эту	3	1
285	совсем иного	1	1
286	все более	1	1
287	роль которую	1	1
288	но если	1	1
289	своему существу	1	1
290	работы в	1	1
291	таким же	1	1
292	и особенно	3	1
293	в такой	1	1
294	мы конечно	1	1
295	что дело	1	1
296	мы говорим	1	1
297	иного типа	1	1
298	в предыдущей	1	1
299	представление о	1	1
300	xix века	1	1
301	его распада	1	1
302	в область	1	1
303	и той	2	1
304	но эта	1	1
305	которые в	1	1
306	быть только	2	1
307	совершенно невозможно	1	1
308	по крайней	1	1
309	и более	2	1
310	там где	1	1
311	жизни в	3	1
312	если нет	1	1
313	зрения и	1	1
314	в своем	1	1
315	только о	1	1
316	дело идет	1	1
317	можем сказать	1	1
318	она по	1	1
319	еще раз	5	1
320	несколько слов	3	1
321	благодаря этому	1	1
322	сих пор	5	1
323	она дает	1	1
324	но они	4	1
325	с ним	2	1
326	xviii века	3	1
327	и тогда	1	1
328	в обоих	1	1
329	которых он	1	1
330	это последнее	1	1
331	например у	3	1
332	объяснение он	1	1
333	в процессе	1	1
334	это уже	1	1
335	указать на	1	1
336	уже на	2	1
337	раз подчеркнуть	1	1
338	но только	1	1
339	и от	3	1
340	он с	1	1
341	никогда не	2	1
342	или в	1	1
343	затем идет	1	1
344	под углом	3	1
345	на язык	4	1
346	человек и	2	1
347	хотя и	4	1
348	в отдельных	1	1
349	себя самого	3	1
350	или нет	1	1
351	видим что	1	1
352	ровно ничего	1	1
353	углом зрения	4	1
354	жизни как	4	1
355	все они	1	1
356	и его	10	1
357	связи с	1	1
358	так называемый	1	1
359	наших дней	3	1
360	но это	3	1
361	все элементы	1	1
362	могли быть	1	1
363	на которой	1	1
364	всеми его	1	1
365	и из	3	1
366	ли это	1	1
367	а о	1	1
368	всюду где	1	1
369	между ними	2	1
370	не знает	4	1
371	сказать что	10	1
372	больших и	2	1
373	и для	4	1
374	очень часто	1	1
375	они все	1	1
376	равно как	1	1
377	в духе	8	1
378	не что	1	1
379	с какою	2	1
380	человека в	3	1
381	в то	5	1
382	отметить что	2	1
383	в заключение	2	1
384	этого и	1	1
385	той или	1	1
386	предыдущей главе	1	1
387	в своих	2	1
388	они не	3	1
