N	2gram	Propp_Isto_1	VerxiiNi
393	чем в	1	1
394	восходят к	5	1
395	на одну	1	1
396	должно быть	2	1
397	перед собой	1	1
398	и выйти	1	1
399	к тем	1	1
400	в своей	1	1
401	что такое	2	1
402	таким же	1	1
403	еще недостаточно	1	1
404	никто не	2	1
405	в такой	2	1
406	в их	3	1
407	возможность производить	1	1
408	этим дело	1	1
409	в отличие	2	1
410	должны были	2	1
411	природы но	1	1
412	одном из	1	1
413	соприкосновения с	1	1
414	русской сказки	2	1
415	происхождения в	1	1
416	но среди	1	1
417	в прямом	1	1
418	на такое	1	1
419	их в	5	1
420	не могли	1	1
421	однако в	2	1
422	по себе	3	1
423	даже в	4	1
424	случае мы	1	1
425	что происходит	1	1
426	чистом виде	2	1
427	а отсюда	1	1
428	эта мысль	3	1
429	но они	2	1
430	а иногда	2	1
431	у этих	1	1
432	в познании	1	1
433	дело не	5	1
434	того как	3	1
435	не велел	1	1
436	на себе	1	1
437	не по	2	1
438	взглянуть на	1	1
439	иметь в	1	1
440	они к	1	1
441	ничего не	2	1
442	имеются и	1	1
443	с религией	3	1
444	ставит себе	1	1
445	видим что	9	1
446	другой стороны	5	1
447	ничто не	1	1
448	замечательно что	1	1
449	только с	2	1
450	никуда не	1	1
451	нет все	1	1
452	но даже	1	1
453	эту сторону	1	1
454	вопрос стоит	1	1
455	в каком	1	1
456	однако это	3	1
457	и несколько	1	1
458	у нас	1	1
459	он вполне	1	1
460	когда их	1	1
461	когда мы	2	1
462	с легкостью	1	1
463	могут быть	4	1
464	лежит в	1	1
465	не знаем	2	1
466	большинство их	1	1
467	должны быть	4	1
468	этого и	1	1
469	по возможности	1	1
470	всего что	1	1
471	не есть	2	1
472	своего отца	2	1
473	на это	2	1
474	здесь не	4	1
475	некоторые другие	1	1
476	в ее	2	1
477	совершенно ясно	1	1
478	в понятие	2	1
479	нет никакой	1	1
480	речь есть	1	1
481	смерти в	1	1
482	только то	1	1
483	в себя	1	1
484	во главе	1	1
485	это для	2	1
486	идет речь	1	1
487	или нескольких	1	1
488	как с	1	1
489	прямом смысле	1	1
490	если они	1	1
491	котором он	1	1
492	невозможно и	1	1
493	с собой	1	1
494	живет в	2	1
495	нужно было	1	1
496	найти в	1	1
497	это мы	1	1
498	том как	2	1
499	что от	2	1
500	превратившись в	1	1
501	между собой	4	1
502	собой и	1	1
503	по мере	2	1
504	с ним	2	1
505	стремление к	1	1
506	в догматах	1	1
507	и ввести	1	1
508	именно потому	1	1
509	первом случае	1	1
510	в известных	1	1
511	и должно	3	1
512	другими словами	4	1
513	в глаза	1	1
514	к обряду	6	1
515	однако только	1	1
516	после того	1	1
517	может не	1	1
518	до известной	1	1
519	развития не	1	1
520	все в	1	1
521	связь между	3	1
522	в которую	3	1
523	переворот во	1	1
524	с каким-нибудь	1	1
525	а у	1	1
526	тем или	1	1
527	достаточно известно	1	1
528	стоит и	1	1
529	ними в	1	1
530	во всей	2	1
531	те черты	1	1
532	них в	1	1
533	от этих	2	1
534	в ту	2	1
535	и об	1	1
536	и другую	1	1
537	происходит в	1	1
538	что здесь	5	1
539	известно что	1	1
540	сделать это	2	1
541	отношении можно	1	1
542	совсем не	1	1
543	мы видим	11	1
544	при всяком	1	1
545	но обычно	1	1
546	зрения есть	1	1
547	этот вопрос	7	1
548	дело с	2	1
549	но этим	2	1
550	от неправильного	1	1
551	друг друга	1	1
552	еще и	2	1
553	и так	1	1
554	согласно которой	1	1
555	и раньше	1	1
556	строя так	1	1
557	сказки в	3	1
558	и ее	1	1
559	их не	2	1
560	и его	3	1
561	чтобы найти	1	1
562	прямо не	1	1
563	значение которое	1	1
564	не можем	3	1
565	только на	1	1
566	попадают в	1	1
567	борьбы с	2	1
568	или через	1	1
569	только тогда	1	1
570	при помощи	2	1
571	мы знаем	4	1
572	культуры от	1	1
573	не так	2	1
574	силы природы	3	1
575	и их	3	1
576	не означает	2	1
577	а ко	1	1
578	иначе как	1	1
579	сами по	1	1
580	это предположение	1	1
581	еще позднее	1	1
582	с этими	1	1
583	у него	1	1
584	заметить что	1	1
585	как раз	2	1
586	тем что	3	1
587	в очень	2	1
588	представляют собой	6	1
589	народные низы	2	1
590	видно из	2	1
591	до начала	1	1
592	возможно что	1	1
593	ней и	1	1
594	а именно	4	1
595	положение на	1	1
596	из таких	1	1
597	себе задачей	1	1
598	этой роли	1	1
599	социальной жизни	4	1
600	в соответствии	1	1
601	и пр	4	1
602	зависит от	2	1
603	на эту	3	1
604	когда она	1	1
605	и сильнее	1	1
606	совершенно иное	1	1
607	приводило к	2	1
608	все более	1	1
609	их с	1	1
610	нет ничего	1	1
611	эти слова	1	1
612	с этим	4	1
613	так называемая	3	1
614	с внутренней	1	1
615	в особый	1	1
616	смысле этого	1	1
617	этих народных	1	1
618	но надо	1	1
619	да и	1	1
620	отношения к	2	1
621	как средство	1	1
622	иногда даже	1	1
623	там где	4	1
624	два раза	1	1
625	при ближайшем	1	1
626	должны прежде	1	1
627	получает свое	1	1
628	здесь идет	1	1
629	ли не	1	1
630	ее нет	1	1
631	этого слова	1	1
632	сказки не	4	1
633	основана на	1	1
634	сейчас же	1	1
635	как из	1	1
636	и некоторые	1	1
637	происходит с	1	1
638	число которых	1	1
639	на которой	1	1
640	что историческая	1	1
641	но это	4	1
642	к двум	1	1
643	помнить что	1	1
644	кроме того	1	1
645	известной степени	1	1
646	различны и	1	1
647	не существует	2	1
648	или иным	1	1
649	то не	1	1
650	бы в	2	1
651	неправильного понимания	1	1
652	ни к	2	1
653	пришлось бы	1	1
654	на более	5	1
655	указывает на	2	1
656	обстоит дело	4	1
657	есть продукт	1	1
658	с людьми	1	1
659	представлены и	1	1
660	только как	1	1
661	состоит из	1	1
662	совершенно не	1	1
663	совсем так	1	1
664	по одному	1	1
665	жизни а	1	1
666	они всегда	1	1
667	же приходится	1	1
668	к этой	1	1
669	люди и	1	1
670	и вновь	1	1
671	они не	4	1
