N	2gram	Propp_Russ_1	Dialekti
492	бросается в	1	1
493	год и	5	1
494	же все	1	1
495	обе эти	1	1
496	совсем не	1	1
497	тот же	1	1
498	на другие	2	1
499	не имеет	6	1
500	к их	1	1
501	и действительно	1	1
502	даже если	1	1
503	поэтому и	1	1
504	их не	2	1
505	в эти	4	1
506	это показывает	2	1
507	из которых	1	1
508	только на	3	1
509	то и	1	1
510	оно в	1	1
511	первые три	1	1
512	религией или	1	1
513	но совершенно	1	1
514	его и	2	1
515	наступлением весны	1	1
516	время во	1	1
517	мы знаем	1	1
518	представить себе	1	1
519	в прошлом	2	1
520	чтобы она	1	1
521	привела к	1	1
522	к ним	3	1
523	не о	1	1
524	мы можем	2	1
525	у него	2	1
526	случае не	1	1
527	что основное	1	1
528	то сразу	1	1
529	ее на	1	1
530	в других	11	1
531	в особенности	2	1
532	же деле	1	1
533	господь и	1	1
534	и характер	1	1
535	что пишет	1	1
536	дают в	1	1
537	так не	1	1
538	как у	1	1
539	отличаются от	1	1
540	сюда же	1	1
541	на то	1	1
542	к которому	1	1
543	явлений на	1	1
544	несколько примеров	1	1
545	еще и	1	1
546	наконец в	1	1
547	мы еще	1	1
548	и др	4	1
549	себя и	2	1
550	говорит о	1	1
551	художественной форме	1	1
552	от другого	1	1
553	их сходство	1	1
554	связано с	1	1
555	только по	2	1
556	самом же	1	1
557	где эти	1	1
558	и непосредственно	2	1
559	с которым	1	1
560	с наступлением	1	1
561	его как	2	1
562	в руках	1	1
563	по нему	1	1
564	которые по	1	1
565	там где	2	1
566	нет никаких	1	1
567	надо было	1	1
568	который мы	1	1
569	не дают	1	1
570	тому как	1	1
571	но который	1	1
572	как средство	1	1
573	по существу	4	1
574	друг с	1	1
575	пр и	1	1
576	и всех	1	1
577	ты не	1	1
578	говорить по	1	1
579	или совсем	1	1
580	только для	2	1
581	видно что	6	1
582	но для	1	1
583	на одной	1	1
584	по дороге	1	1
585	тем и	2	1
586	и смерти	1	1
587	в его	2	1
588	души а	1	1
589	а к	1	1
590	они ничем	1	1
591	лезет в	1	1
592	в поле	3	1
593	мы не	6	1
594	уже давно	1	1
595	не знает	1	1
596	еду на	1	1
597	этом мы	1	1
598	ко всему	1	1
599	в отдельности	2	1
600	и самих	1	1
601	если же	1	1
602	можно назвать	1	1
603	но эти	3	1
604	как на	1	1
605	точно так	1	1
606	все что	1	1
