N	2gram	Vygotskiy__3	formyVre
109	в той	1	4
110	все это	6	4
111	между собой	13	4
112	кроме того	1	4
113	и для	2	4
114	том числе	1	4
115	отношения к	1	3
116	а как	2	3
117	есть не	1	3
118	мы не	9	3
119	в сущности	1	3
120	в виду	1	3
121	по отношению	3	3
122	хотя и	2	3
123	в себе	2	3
124	вследствие этого	1	3
125	при этом	5	3
126	она становится	1	3
127	вообще не	1	3
128	в основу	4	3
129	его в	3	3
130	входит в	5	3
131	и других	2	3
132	с другими	2	3
133	эти моменты	1	3
134	в новое	2	3
135	здесь нет	1	3
136	для них	1	3
137	между ними	3	3
138	в этих	2	3
139	в отношении	6	3
140	мы говорили	4	3
141	что было	1	3
142	их в	3	3
143	но они	2	3
144	друг друга	4	3
145	жизни не	1	3
146	уже говорили	5	3
147	этом отношении	3	3
148	внутренне не	2	3
149	не могут	4	3
150	к тому	4	3
151	и внутреннее	1	3
152	все его	1	3
153	что и	10	3
154	во всей	1	3
155	в форме	1	3
156	один из	6	3
157	мы видим	3	3
158	с одной	5	3
159	со всеми	6	3
160	в качестве	12	3
161	же в	2	3
162	в начале	2	3
163	был бы	1	3
164	одно из	1	3
165	в одном	2	3
166	до сих	1	3
167	связаны с	3	3
168	именно в	5	3
169	что не	1	3
170	с тем	16	3
171	а не	1	3
172	вместе с	14	3
173	и потому	2	3
174	да и	1	3
175	сих пор	1	3
176	например у	1	3
177	или в	2	3
178	а в	4	3
179	всеми его	1	3
180	сказать что	4	3
181	имеет место	3	3
182	к этому	3	3
183	в таком	2	3
184	во всяком	4	3
185	смысле слова	2	2
186	также и	1	2
187	же как	6	2
188	тех же	1	2
189	и принципиально	1	2
190	к другому	2	2
191	той же	4	2
192	вопрос о	1	2
193	эта форма	3	2
194	на себя	2	2
195	они были	1	2
196	же что	1	2
197	в чем	2	2
198	как если	1	2
199	на другой	1	2
200	друг к	1	2
201	совсем не	1	2
202	мы будем	2	2
203	а только	1	2
204	происходит в	1	2
205	для всех	1	2
206	с их	2	2
207	не являются	1	2
208	и к	5	2
209	имеет в	1	2
210	от этого	6	2
211	в этот	1	2
212	в целом	13	2
213	тому же	1	2
214	выражение в	1	2
215	как бы	10	2
216	как он	3	2
217	как оно	3	2
218	не как	3	2
219	уже не	2	2
220	и по	5	2
221	ее по	1	2
222	что все	1	2
223	об этом	2	2
224	к другу	1	2
225	ясно что	2	2
226	было бы	10	2
227	с необходимостью	2	2
228	из нее	2	2
229	чем в	1	2
230	человека мы	2	2
231	для него	5	2
232	в своей	2	2
233	лежат в	1	2
234	с точки	1	2
235	место в	2	2
236	в отличие	6	2
237	в которых	3	2
238	что имеет	1	2
239	том же	1	2
240	по себе	7	2
241	раз и	1	2
242	самого начала	6	2
243	стадии развития	4	2
244	тогда когда	4	2
245	этот тип	3	2
246	никогда не	4	2
247	того и	2	2
248	к ней	1	2
249	в другую	2	2
250	и является	1	2
251	во всем	3	2
252	мире и	1	2
253	так называемый	1	2
254	и исторического	1	2
255	этот образ	1	2
256	в каком	2	2
257	числе и	1	2
258	той или	2	2
259	оно не	2	2
260	но по	2	2
261	всего этого	1	2
262	здесь также	1	2
263	с самого	6	2
264	смысле но	1	2
265	здесь как	1	2
266	ту же	1	2
267	по сравнению	4	2
268	и вообще	1	2
269	с ним	4	2
270	или иной	3	2
271	в глаза	1	2
272	а также	2	2
273	в значительной	1	2
274	на основе	22	2
275	связь между	4	2
276	один или	1	2
277	там где	4	2
278	того что	10	2
279	есть в	1	2
280	уже в	7	2
281	если мы	3	2
282	речи в	4	2
283	мы находим	1	2
284	не для	1	2
285	с этими	1	2
286	отношение к	1	2
287	не о	1	2
288	отличие от	6	2
289	тем что	8	2
290	существенную роль	1	2
291	и даже	1	2
292	и характер	2	2
293	с другой	6	2
294	не обязательно	1	2
295	одной стороны	5	2
296	он только	1	2
297	он становится	1	2
298	пространственных и	1	2
299	что мы	7	2
300	с помощью	42	2
301	вступает в	2	2
302	этого момента	2	2
303	и временных	1	2
304	в данном	1	2
305	к жизни	2	2
306	сравнению с	3	2
307	в течение	2	2
308	этим мы	1	2
309	в это	1	2
310	слова и	6	2
311	но для	1	2
312	здесь в	1	2
313	не является	8	2
314	одна из	2	2
315	и может	2	2
316	как она	3	2
317	для нас	2	2
318	лишь как	1	2
319	эти особенности	1	2
320	мы должны	6	2
321	хотя бы	1	2
322	или не	1	2
323	к основному	1	2
324	в свою	3	2
325	на один	1	2
326	этой проблемы	2	2
327	в которой	1	2
328	и эта	2	2
329	одним из	5	1
330	функции в	2	1
331	и через	1	1
332	которое мы	1	1
333	тем же	4	1
334	объединения различных	1	1
335	которое могло	1	1
336	высшей степени	6	1
337	в зависимости	5	1
338	по его	1	1
339	приобрели бы	1	1
340	всей ее	1	1
341	и рода	1	1
342	мы имеем	4	1
343	бы в	2	1
344	социальной и	1	1
345	при анализе	1	1
346	с более	1	1
347	совершенно так	2	1
348	именно к	1	1
349	бы и	1	1
350	который был	1	1
351	на несколько	1	1
352	из того	2	1
353	не происходит	2	1
354	непосредственное отношение	1	1
355	и связанными	1	1
356	начала в	1	1
357	зависимости от	6	1
358	и он	1	1
359	первый план	2	1
360	когда не	1	1
361	служит для	1	1
362	данном случае	1	1
363	они имеют	2	1
364	но как	3	1
365	эта особенность	1	1
366	менее всего	1	1
367	совершенно ясно	2	1
368	вступают в	2	1
369	имеющиеся в	1	1
370	форме и	1	1
371	его развития	3	1
372	же мало	3	1
373	сказать как	1	1
374	независимо от	4	1
375	к данному	2	1
376	более и	1	1
377	однако не	1	1
378	перед нами	10	1
379	в единый	1	1
380	могли бы	11	1
381	нами в	2	1
382	по пути	4	1
383	и сам	3	1
384	один ряд	2	1
385	самом начале	1	1
386	увидим что	1	1
387	к построению	1	1
388	форм или	1	1
389	психологии и	1	1
390	сливается с	1	1
391	животных и	2	1
392	не приходится	1	1
393	та же	1	1
394	возрасте в	1	1
395	что это	5	1
396	ни один	4	1
397	время это	1	1
398	бы не	1	1
399	по которым	1	1
400	из этих	4	1
401	которые в	3	1
402	в этой	5	1
403	это тот	2	1
404	на то	4	1
405	к выводу	2	1
406	силу и	1	1
407	связанные с	2	1
408	он ни	1	1
409	определяет в	1	1
410	о которой	1	1
411	различные формы	1	1
412	функции и	2	1
413	что еще	1	1
414	в корне	2	1
415	в плане	2	1
416	будем говорить	1	1
417	лишь с	1	1
418	с чем	1	1
419	встречаются в	1	1
420	значительной степени	1	1
421	здесь мы	2	1
422	могла бы	1	1
423	как они	2	1
424	факт что	5	1
425	главным образом	2	1
426	в совершенно	2	1
427	в мире	2	1
428	конечно в	2	1
429	мире не	1	1
430	этому типу	1	1
431	них не	1	1
432	свойств и	1	1
433	зрения на	2	1
434	особенно в	1	1
435	на данной	2	1
436	различные конкретные	1	1
437	это противоречие	2	1
438	лишь на	2	1
439	предметы в	2	1
440	другие фигуры	2	1
441	этого нового	2	1
442	самый характер	1	1
443	о которых	1	1
444	и важная	1	1
445	в высшей	6	1
446	которой он	1	1
447	когда я	1	1
448	и путь	1	1
449	говорили в	1	1
450	уже у	1	1
451	должно быть	2	1
452	в один	2	1
453	в эту	2	1
454	этом случае	1	1
455	и при	1	1
456	выступает на	1	1
457	таким же	2	1
458	нас не	1	1
459	всяком случае	4	1
460	что дело	1	1
461	в положительном	1	1
462	не столько	4	1
463	каждый предмет	1	1
464	значение для	1	1
465	и другого	2	1
466	как другие	1	1
467	как их	2	1
468	теми же	1	1
469	и более	1	1
470	важный момент	1	1
471	так называемого	1	1
472	и очень	1	1
473	с третьим	1	1
474	это внутреннее	1	1
475	из которых	5	1
476	случае в	1	1
477	три типа	1	1
478	людьми в	2	1
479	на три	1	1
480	и функции	1	1
481	но связь	1	1
482	дело не	1	1
483	как его	1	1
484	когда они	1	1
485	из ряда	1	1
486	и снова	4	1
487	та или	3	1
488	находится в	2	1
489	что их	1	1
490	своей природе	1	1
491	по своей	7	1
492	связанными между	2	1
493	ним но	1	1
494	нам важно	1	1
495	вещи так	1	1
496	эти три	1	1
497	входят в	1	1
498	с другом	5	1
499	только наиболее	1	1
500	у нас	1	1
501	поэтому не	1	1
502	включается в	1	1
503	эти предметы	1	1
504	отличается от	3	1
505	другом месте	1	1
506	совершается это	1	1
507	что оно	4	1
508	родство с	1	1
509	для его	1	1
510	него как	1	1
511	существенные черты	1	1
512	приходит к	6	1
513	основным для	1	1
514	основе этого	2	1
515	свою очередь	2	1
516	след в	1	1
517	процесс выработки	1	1
518	были бы	3	1
519	уже с	1	1
520	в себя	3	1
521	степени и	1	1
522	не возникает	1	1
523	приводит к	4	1
524	как с	4	1
525	на том	3	1
526	и совершенно	1	1
527	в другом	1	1
528	и которые	3	1
529	собой в	1	1
530	одном и	1	1
531	вокруг этого	1	1
532	высшая форма	1	1
533	вошел в	1	1
534	мог возникнуть	1	1
535	в эпоху	1	1
536	элемент в	1	1
537	выводу что	4	1
538	которая необходима	1	1
539	в построении	2	1
540	решается на	1	1
541	и здесь	2	1
542	в состав	1	1
543	и т.д	5	1
544	о том	5	1
545	внимание на	2	1
546	типа в	1	1
547	или на	1	1
548	последнем счете	1	1
549	связи в	1	1
550	совершается та	1	1
551	новое что	1	1
552	или иная	3	1
553	путь к	3	1
554	которой мы	1	1
555	глубоко различны	1	1
556	необходима для	1	1
557	на одном	1	1
558	и только	2	1
559	а следовательно	1	1
560	в него	3	1
561	эти последние	2	1
562	строился в	1	1
563	тот же	2	1
564	имеющего в	1	1
565	что он	6	1
566	мы увидим	4	1
567	должен быть	1	1
568	своему составу	2	1
569	их не	1	1
570	вопрос об	2	1
571	по этому	3	1
572	с последующим	1	1
573	человека с	1	1
574	так что	2	1
575	указать на	1	1
576	обо всем	1	1
577	переходит в	1	1
578	проникнуть в	1	1
579	с нею	2	1
580	в большинстве	1	1
581	за пределами	1	1
582	этот момент	2	1
583	является не	2	1
584	основе его	1	1
585	следует за	1	1
586	представляется чрезвычайно	1	1
587	или даже	1	1
588	при помощи	1	1
589	из них	4	1
590	он имеет	2	1
591	путей развития	1	1
592	цели и	2	1
593	могло бы	4	1
594	сами по	3	1
595	моментов в	2	1
596	те формы	1	1
597	мы можем	7	1
598	противоречии с	2	1
599	должны будем	1	1
600	которые могут	1	1
601	на деле	3	1
602	это развитие	1	1
603	этого пути	1	1
604	связан с	2	1
605	и обратно	1	1
606	все высшие	1	1
607	разные и	1	1
608	стороны он	2	1
609	от конкретного	2	1
610	относящихся к	1	1
611	тот момент	1	1
612	сама по	1	1
613	началом для	1	1
614	на отдельные	1	1
615	говорит о	1	1
616	противоречие между	1	1
617	то и	4	1
618	сообщения и	1	1
619	и своего	1	1
620	время совершенно	1	1
621	которых мы	2	1
622	самое слово	1	1
623	и самый	1	1
624	не на	1	1
625	и раскрыть	1	1
626	с которым	1	1
627	как ни	1	1
628	мы остановимся	2	1
629	не будь	1	1
630	и том	2	1
631	на которые	2	1
632	здесь господствуют	1	1
633	сложный и	1	1
634	и вперед	1	1
635	уже давно	1	1
636	все более	2	1
637	начиная с	1	1
638	первоначальные формы	1	1
639	места для	1	1
640	с началом	2	1
641	и приобретает	1	1
642	тот факт	5	1
643	по своему	11	1
644	в последнем	1	1
645	смысле этого	4	1
646	и основной	2	1
647	в тех	2	1
648	бы его	1	1
649	в ряду	1	1
650	друг с	5	1
651	в человеческом	1	1
652	который он	1	1
653	распадается на	3	1
654	мы сказали	1	1
655	не создает	3	1
656	эту черту	1	1
657	нам еще	1	1
658	этого слова	4	1
659	и формы	1	1
660	не предполагает	1	1
661	мы также	1	1
662	и оно	1	1
663	этом и	2	1
664	к другим	2	1
665	на одной	1	1
666	вопрос в	1	1
667	известной степени	1	1
668	его лежит	1	1
669	тем и	4	1
670	и от	2	1
671	не подлежит	1	1
672	остается тем	1	1
673	которой можно	2	1
674	в другое	1	1
675	но внутренне	2	1
676	на первый	2	1
677	от него	1	1
678	связанных между	1	1
679	все они	2	1
680	и объединены	1	1
681	но всегда	2	1
682	не обладает	1	1
683	его к	3	1
684	также чрезвычайно	1	1
685	с ними	3	1
686	этот вопрос	3	1
687	с ней	3	1
688	это делает	1	1
689	от всех	2	1
690	связей и	1	1
691	снова и	1	1
692	эти элементы	1	1
693	строится на	1	1
694	раз за	1	1
695	включает в	2	1
696	собой это	1	1
697	в своих	2	1
698	все основные	1	1
699	в отрицательном	2	1
700	им и	1	1
