N	2gram	Vygotskiy__4	Mirosoze
496	сила и	1	1
497	приводит нас	3	1
498	соединения двух	1	1
499	друга как	1	1
500	видим в	2	1
501	по поводу	1	1
502	путь своего	1	1
503	к этому	4	1
504	самый характер	1	1
505	которая не	1	1
