N	2gram	Vinokur_St_1	RusskieA
291	изложения и	1	1
292	вопрос о	4	1
293	меньшей мере	3	1
294	этом не	1	1
295	изучении в	1	1
296	говорить о	2	1
297	не знают	1	1
298	так а	1	1
299	того же	3	1
300	революции в	1	1
301	советских ученых	1	1
302	для современности	2	1
303	на них	1	1
304	его словам	1	1
305	в чем	3	1
306	совершенно по-новому	1	1
307	i так	1	1
308	с его	1	1
309	значение которых	1	1
310	истории русского	1	1
311	на основе	1	1
312	и будущих	1	1
313	а только	1	1
314	целом ряде	1	1
315	не все	3	1
316	ответ на	3	1
317	по отношению	3	1
318	очевидно что	1	1
319	что текст	1	1
320	в истории	3	1
321	в м	2	1
322	что во	2	1
323	общего с	3	1
324	совпадала с	1	1
325	так называемая	3	1
326	показать что	1	1
327	это был	1	1
328	что касается	3	1
329	перед нами	1	1
330	целый ряд	2	1
331	в меру	1	1
332	именно такие	1	1
333	тем же	3	1
334	от этого	2	1
335	значения как	1	1
336	в которой	4	1
337	за это	1	1
338	не оставляет	1	1
339	значение так	1	1
340	вообще а	1	1
341	е с	3	1
342	в себе	2	1
343	на то	4	1
344	в случае	2	1
345	не имеют	1	1
346	что было	1	1
347	и частично	1	1
348	он не	2	1
349	одно целое	1	1
350	он должен	2	1
351	не как	1	1
352	в начале	3	1
353	что все	2	1
354	о котором	2	1
355	не исключается	1	1
356	его в	2	1
357	xvii в	1	1
358	известно что	1	1
359	е тот	1	1
360	но их	1	1
361	должен был	2	1
362	и тем	3	1
363	по всему	1	1
364	ни в	3	1
365	повод для	1	1
366	в этой	11	1
367	на основании	1	1
368	широко распространены	1	1
369	дела и	2	1
370	не всегда	2	1
371	перед своими	1	1
372	в развитии	1	1
373	можно считать	1	1
374	значение как	1	1
375	зато в	2	1
376	но если	4	1
377	и при	1	1
378	и односторонне	1	1
379	и без	3	1
380	во времена	4	1
381	место в	1	1
382	не столько	1	1
383	этого вопроса	2	1
384	что до	2	1
385	что я	1	1
386	одном из	1	1
387	но эта	1	1
388	точку зрения	3	1
389	того времени	5	1
390	которые в	2	1
391	ряда других	1	1
392	и эти	1	1
393	с такими	1	1
394	и наоборот	1	1
395	превратилось в	1	1
396	случае их	1	1
397	всех их	1	1
398	в то	9	1
399	не о	1	1
400	хотелось бы	1	1
401	дело не	4	1
402	тогда когда	1	1
403	дело в	6	1
404	что их	1	1
405	по меньшей	3	1
406	не по	3	1
407	было не	2	1
408	в основе	3	1
409	к изучению	1	1
410	своих предшественников	1	1
411	считает что	1	1
412	значение этого	1	1
413	работы но	1	1
414	вытекает из	2	1
415	каждый из	1	1
416	нас еще	1	1
417	впрочем в	1	1
418	явление в	1	1
419	того в	1	1
420	в тексте	12	1
421	и его	8	1
422	к этим	1	1
423	истории как	1	1
424	этом отношении	7	1
425	характерен для	1	1
426	ему не	1	1
427	не потому	1	1
428	не говорить	1	1
429	ни о	1	1
430	нет даже	2	1
431	дают возможность	1	1
432	в духе	1	1
433	том кто	2	1
434	должны быть	3	1
435	содержанием и	1	1
436	же только	1	1
437	его книга	1	1
438	слова с	1	1
439	обращение к	1	1
440	них непосредственно	1	1
441	для себя	3	1
442	и это	2	1
443	так называемым	1	1
444	преимущественно же	1	1
445	и о	1	1
446	в виду	1	1
447	данном случае	6	1
448	только при	1	1
449	большей частью	1	1
450	почему и	1	1
451	россии в	1	1
452	то время	2	1
453	на свой	2	1
454	на том	1	1
455	и сам	2	1
456	г д	1	1
457	можно было	13	1
458	такого широкого	1	1
459	видно из	1	1
460	что говорилось	1	1
461	было в	1	1
462	на путь	1	1
463	каждого из	2	1
464	не имели	2	1
465	во второй	9	1
466	разного рода	1	1
467	основана на	1	1
468	но иногда	1	1
469	если бы	9	1
470	и вообще	3	1
471	стремление к	3	1
472	что значит	1	1
473	из других	1	1
474	свидетельствует о	2	1
475	и нужно	3	1
476	только так	1	1
477	внимание на	3	1
478	и та	1	1
479	прав в	1	1
480	при котором	1	1
481	в глаза	1	1
482	ли не	2	1
483	москве при	1	1
484	и просто	1	1
485	можно сказать	1	1
486	и который	1	1
487	нас особенно	1	1
488	к нему	2	1
489	не могло	1	1
490	чтобы получить	1	1
491	и во	2	1
492	во втором	4	1
493	в третьем	1	1
494	во всей	1	1
495	в форме	1	1
496	кто в	1	1
497	по в	1	1
498	что бы	1	1
499	издание в	2	1
500	счастье и	1	1
501	было бы	17	1
502	не так	1	1
503	что здесь	2	1
504	на которой	2	1
505	д и	2	1
506	сразу же	1	1
507	несколько примеров	5	1
508	приведенных выше	1	1
509	совсем не	2	1
510	тот же	1	1
511	что он	10	1
512	и так	3	1
513	недавнего времени	2	1
514	который в	1	1
515	это слово	4	1
516	бы ни	1	1
517	том чтобы	1	1
518	с которыми	2	1
519	есть в	2	1
520	уже в	2	1
521	в значении	1	1
522	каким образом	1	1
523	так во	1	1
524	разницы между	1	1
525	только одно	1	1
526	персты в	1	1
527	всяком случае	6	1
528	нуждается в	1	1
529	и просят	1	1
530	т п	9	1
531	чтобы она	1	1
532	с этими	1	1
533	дело и	1	1
534	случае не	2	1
535	разницей что	1	1
536	не могут	1	1
537	на некоторые	1	1
538	от того	1	1
539	в текстах	1	1
540	хотел бы	2	1
541	в очень	3	1
542	к самым	1	1
543	возможно что	3	1
544	которая должна	1	1
545	дают в	1	1
546	так не	1	1
547	к которому	4	1
548	с той	1	1
549	еще и	2	1
550	он считал	1	1
551	что не	3	1
552	что для	3	1
553	обратиться к	1	1
554	говорит о	3	1
555	в изобилии	1	1
556	связано с	1	1
557	по тем	1	1
558	об изучении	1	1
559	которых мы	1	1
560	однако и	2	1
561	в руках	1	1
562	точек зрения	1	1
563	возвращаясь к	1	1
564	подобного рода	1	1
565	г где	1	1
566	которые по	1	1
567	которой он	1	1
568	в одно	1	1
569	если не	2	1
570	себя на	1	1
571	уже давно	1	1
572	вопрос можно	1	1
573	в иной	1	1
574	некоторые из	1	1
575	представить себе	1	1
576	в иных	2	1
577	п а	1	1
578	из которых	1	1
579	обратил внимание	1	1
580	в данном	14	1
581	по поводу	7	1
582	не дают	1	1
583	в той	6	1
584	и впредь	1	1
585	и смерти	1	1
586	представление будто	1	1
587	же можно	1	1
588	в первой	12	1
589	вопроса в	2	1
590	и было	1	1
591	быть не	1	1
592	которые также	1	1
593	что мы	5	1
594	в так	1	1
595	специалистов по	1	1
596	но для	2	1
597	кроме того	1	1
598	же значение	1	1
599	ближе к	1	1
600	не является	3	1
601	не оставляют	1	1
602	случаях когда	1	1
603	при таком	2	1
604	ничего а	1	1
605	тот кто	1	1
606	в двух	3	1
607	в отдельных	1	1
608	до недавнего	2	1
609	и все	2	1
610	или нет	1	1
611	только с	2	1
612	объясняется тем	1	1
613	зрения в	2	1
614	на более	1	1
615	люди которые	3	1
616	нет никаких	2	1
617	те из	1	1
618	в период	1	1
619	слово в	1	1
620	более поздний	1	1
621	не знает	2	1
622	сказать что	7	1
623	имеет ничего	2	1
624	какова их	1	1
625	отношению к	3	1
626	оно не	1	1
627	к числу	2	1
628	жизни и	5	1
629	в таком	3	1
630	которому в	1	1
631	они не	1	1
632	можно назвать	2	1
633	как на	1	1
634	точно так	1	1
635	во всяком	6	1
636	в роли	1	1
