N	2gram	Medvedev_V_1	Literetu
325	так сказать	2	1
326	что эти	1	1
327	по словам	8	1
328	к искусству	1	1
329	в определенном	1	1
330	момента когда	1	1
331	всего стихотворения	1	1
332	он не	2	1
333	при определенных	1	1
334	творца и	1	1
335	его стихи	1	1
336	момента в	1	1
337	и еще	1	1
338	мыслит и	1	1
339	собой не	1	1
340	в силу	11	1
341	жизнью и	1	1
342	что без	2	1
343	слова и	1	1
344	им как	2	1
345	нам остается	2	1
346	о процессе	2	1
347	его не	3	1
348	творчества он	1	1
349	вне художника	1	1
350	с другими	2	1
351	такова природа	1	1
352	своего творческого	1	1
353	например с	1	1
354	кажется что	1	1
355	который по	2	1
356	самые различные	1	1
357	в них	4	1
358	как совокупность	1	1
359	что нередко	1	1
360	этого не	1	1
361	практической жизни	1	1
362	как целого	3	1
363	на этот	1	1
364	в чистом	1	1
365	в диалектике	1	1
366	во время	3	1
367	в понимании	1	1
368	в ходе	1	1
369	что такое	2	1
370	самый механизм	1	1
371	в их	5	1
372	не столько	2	1
373	по год	1	1
374	которые для	1	1
375	процессе своего	2	1
376	значение для	1	1
377	но это	1	1
378	вдохновение это	1	1
379	но он	1	1
380	друг другу	1	1
381	с бытием	1	1
382	был только	1	1
383	и эти	1	1
384	как от	2	1
385	в таких	1	1
386	не требуется	1	1
387	в устах	1	1
388	бы быть	1	1
389	вовсе не	3	1
390	тому что	6	1
391	ее полноте	1	1
392	романа с	1	1
393	без участия	1	1
394	она не	3	1
395	при всей	2	1
396	мысли в	1	1
397	например не	2	1
398	тогда когда	2	1
399	в процессе	16	1
400	требуется чтобы	1	1
401	и искусство	1	1
402	в самых	2	1
403	и субъективное	1	1
404	только не	2	1
405	мышления и	1	1
406	не имеет	1	1
407	писателя с	1	1
408	шел в	2	1
409	это явление	1	1
410	новеллы в	1	1
411	собою не	1	1
412	вл соловьева	1	1
413	писал в	3	1
414	в книге	2	1
415	не по	2	1
416	не столь	3	1
417	оказывается перед	1	1
418	своего творчества	3	1
419	поэта как	2	1
420	в образах	1	1
421	маяковский в	1	1
422	начиная с	2	1
423	отсутствии у	1	1
424	ничего общего	1	1
425	приходит к	1	1
426	в театре	1	1
427	очень точно	1	1
428	именно эту	1	1
429	но по	1	1
430	в виду	4	1
431	свою очередь	1	1
432	человеческой личности	1	1
433	и от	3	1
434	его творческой	1	1
435	художника со	1	1
436	нельзя не	1	1
437	было в	2	1
438	и прочих	1	1
439	том как	3	1
440	жизнь и	1	1
441	для этого	1	1
442	в ход	1	1
443	по мере	1	1
444	всего произведения	4	1
445	познания и	4	1
446	другом месте	2	1
447	на вопрос	2	1
448	диаметрально противоположный	1	1
449	говорит об	2	1
450	с того	1	1
451	я то	1	1
452	как было	1	1
453	аналогии с	1	1
454	в значительной	3	1
455	несомненно и	1	1
456	в конечном	7	1
457	в музыке	1	1
458	искусства для	1	1
459	собственно говоря	1	1
460	материал для	1	1
461	по слову	1	1
462	области искусства	1	1
463	творчества в	7	1
464	и ночью	1	1
465	бы в	3	1
466	художников слова	1	1
467	глубокой древности	1	1
468	степени мы	1	1
469	пушкине и	1	1
470	и мир	3	1
471	творческого акта	1	1
472	творческого процесса	22	1
473	в искусстве	6	1
474	деятельность художника	1	1
475	и характерное	1	1
476	одной из	1	1
477	жизнь их	1	1
478	с каждым	1	1
479	явления в	2	1
480	будто бы	2	1
481	эстетики но	1	1
482	борьбы и	1	1
483	быть определена	1	1
484	об их	1	1
485	но между	1	1
486	своего собственного	1	1
487	вот этот	1	1
488	этой системе	1	1
489	есть в	1	1
490	переходит в	1	1
491	и следовало	1	1
492	носит в	2	1
493	и у	2	1
494	ее а	1	1
495	в итоге	1	1
496	существу своему	1	1
497	оно в	1	1
498	вопрос что	1	1
499	на протяжении	1	1
500	или даже	1	1
501	по выражению	1	1
502	и других	1	1
503	ту или	1	1
504	роль и	1	1
505	и их	3	1
506	в прозе	1	1
507	в котором	3	1
508	друг друга	1	1
509	у него	6	1
510	связано с	1	1
511	процесса и	1	1
512	путей к	1	1
513	в каждом	2	1
514	автора как	1	1
515	внутреннего мира	1	1
516	момент в	3	1
517	только на	1	1
518	без того	1	1
519	для художника	5	1
520	даже не	2	1
521	внутренняя логика	1	1
522	не один	1	1
523	что они	3	1
524	и тех	1	1
525	чем он	1	1
526	и быть	2	1
527	следовало ожидать	1	1
528	в гг	1	1
529	борьба за	1	1
530	что для	3	1
531	восприимчивость к	1	1
532	к более	1	1
533	смысла и	1	1
534	не создает	1	1
535	не было	7	1
536	с тем	3	1
537	из наиболее	1	1
538	в свете	1	1
539	борьбу и	1	1
540	не об	2	1
541	своей индивидуальности	1	1
542	художественного целого	1	1
543	и ему	1	1
544	в связи	3	1
545	стороны в	2	1
546	некоторые из	3	1
547	подобного рода	1	1
548	общего с	1	1
549	их к	1	1
550	нет ни	2	1
551	конечно не	1	1
552	этого типа	3	1
553	в той	1	1
554	стихотворений и	1	1
555	самого себя	2	1
556	и судьбы	1	1
557	это значит	1	1
558	ли не	2	1
559	до читателя	1	1
560	действительность в	2	1
561	в живописи	1	1
562	все это	10	1
563	о свободе	1	1
564	этом и	2	1
565	его воображение	1	1
566	слова с	1	1
567	льва толстого	2	1
568	мой взгляд	1	1
569	иной мере	1	1
570	я всегда	1	1
571	художника может	1	1
572	весь мой	1	1
573	о котором	1	1
574	свидетельствует о	1	1
575	для нас	1	1
576	или менее	6	1
577	и все	1	1
578	у них	2	1
579	в этих	1	1
580	еще более	1	1
581	хотя бы	19	1
582	но вот	1	1
583	себе и	2	1
584	в общем	2	1
585	к ее	1	1
586	жить по	1	1
587	нет ничего	1	1
588	свою внутреннюю	1	1
589	героя и	1	1
590	из тех	1	1
591	сказать что	5	1
592	на другом	1	1
593	к его	2	1
594	всех других	3	1
595	бы его	1	1
596	есть и	1	1
597	в таком	1	1
598	к этой	1	1
599	и идеи	1	1
600	часто встречается	1	1
601	этой точки	2	1
602	они не	2	1
603	которая не	2	1
