N	2gram	Tiupa_Hudo_2	KulturaY
217	что одна	1	2
218	особой форме	1	2
219	же это	1	2
220	отношений между	1	2
221	в корне	1	2
222	свое время	1	2
223	состоит в	7	2
224	на этом	2	2
225	но все	1	2
226	русской классической	1	2
227	что все	3	2
228	его в	2	2
229	с другими	3	2
230	не понимают	1	2
231	для меня	1	2
232	чем в	1	2
233	в этих	3	2
234	и при	1	2
235	в котором	6	2
236	не как	2	2
237	мысли и	2	2
238	своего рода	16	2
239	однако в	2	2
240	а вот	2	2
241	нас к	1	2
242	раз и	1	2
243	не о	1	2
244	может служить	1	2
245	дело не	2	2
246	никак не	1	2
247	и такие	1	2
248	одно только	1	2
249	отличается от	1	2
250	такая же	1	2
251	нам о	1	2
252	то или	1	2
253	но мы	1	2
254	в пределах	1	2
255	в дальнейшем	1	2
256	на том	1	2
257	когда в	3	2
258	все те	2	2
259	и здесь	1	2
260	внимание на	3	2
261	можно сказать	6	2
262	путь к	1	2
263	эти два	1	2
264	не более	2	2
265	и об	2	2
266	она может	2	2
267	известном смысле	1	2
268	сразу же	1	2
269	в двух	2	2
270	деле не	3	2
271	тот или	1	2
272	все они	3	2
273	именно на	2	2
274	в качестве	4	2
275	этом что	1	2
276	то и	4	2
277	ни одного	2	2
278	что если	1	2
279	который как	1	2
280	в одном	3	2
281	образом не	1	2
282	еще и	2	2
283	ни на	1	2
284	один и	1	2
285	не означает	1	2
286	именно так	2	2
287	о чем	8	2
288	чем же	1	2
289	в частности	7	2
290	эти слова	1	2
291	вместе с	2	2
292	так же	3	2
293	он будет	2	2
294	тому как	4	2
295	кого же	1	2
296	согласно которому	1	2
297	иначе говоря	1	2
298	еще раз	1	2
299	как например	1	2
300	в условиях	1	2
301	только для	2	2
302	все это	3	2
303	от нас	1	2
304	то не	1	2
305	не с	2	2
306	еще более	1	2
307	не знает	1	2
308	первом случае	1	2
309	в кругу	1	2
310	только о	1	2
311	это так	1	2
312	это в	1	2
313	том числе	1	2
314	говорит это	1	1
315	говорили о	2	1
316	отношения к	1	1
317	например в	1	1
318	же как	2	1
319	и то	2	1
320	значении этого	1	1
321	бы для	1	1
322	на деле	1	1
323	которой так	1	1
324	но чего	1	1
325	на две	1	1
326	согласно которой	1	1
327	чего в	1	1
328	он знает	2	1
329	во времени	1	1
330	никоим образом	1	1
331	нам в	1	1
332	иметь никакого	1	1
333	время как	1	1
334	на себе	1	1
335	внешних формах	1	1
336	не совсем	1	1
337	в разговоре	1	1
338	одного слова	2	1
339	характером и	1	1
340	не иметь	1	1
341	также о	1	1
342	не нужно	1	1
343	и на	3	1
344	как ему	1	1
345	между собой	1	1
346	он сам	2	1
347	бы то	1	1
348	легко может	1	1
349	в сторону	1	1
350	тогда как	7	1
351	ни стало	1	1
352	нет и	1	1
353	во что	1	1
354	оказывается не	1	1
355	в одной	1	1
356	же с	1	1
357	это был	2	1
358	перед нами	11	1
359	это отнюдь	1	1
360	собственно и	1	1
361	как уже	2	1
362	за собой	1	1
363	со своей	2	1
364	всего лишь	3	1
365	оттого что	1	1
366	себе как	1	1
367	в которой	1	1
368	ни один	1	1
369	сказать не	1	1
370	раз в	3	1
371	нами в	1	1
372	не могла	5	1
373	что без	1	1
374	он все	1	1
375	от которого	2	1
376	читателя в	1	1
377	в принципе	2	1
378	образом и	1	1
379	наших глазах	1	1
380	постольку поскольку	1	1
381	в каждом	1	1
382	здесь мы	1	1
383	смысле в	1	1
384	мысль так	1	1
385	не будет	2	1
386	в другом	2	1
387	сказать в	1	1
388	не умеет	1	1
389	искусства в	1	1
390	с неба	1	1
391	и иных	1	1
392	что один	1	1
393	здесь разумеется	1	1
394	определяется тем	1	1
395	рядом с	5	1
396	этого не	1	1
397	к осознанию	1	1
398	не всегда	1	1
399	и уже	4	1
400	для чего	1	1
401	обратимся к	2	1
402	не мог	1	1
403	же я	2	1
404	и становится	2	1
405	в г	2	1
406	во время	1	1
407	таким же	1	1
408	рассказа о	1	1
409	и ее	3	1
410	в следующем	1	1
411	на месте	1	1
412	если можно	2	1
413	она в	2	1
414	что я	2	1
415	от его	1	1
416	всякий раз	3	1
417	признать что	1	1
418	одном из	1	1
419	нельзя было	2	1
420	начнем с	2	1
421	бы так	1	1
422	мы получим	1	1
423	о его	2	1
424	не должно	1	1
425	у читателя	1	1
426	не должна	1	1
427	как видим	2	1
428	для нее	4	1
429	зрения и	1	1
430	даже в	1	1
431	случае мы	1	1
432	же такое	1	1
433	фраза в	1	1
434	важно что	1	1
435	что с	1	1
436	например не	1	1
437	ее с	1	1
438	и остается	1	1
439	в основе	2	1
440	первая половина	2	1
441	вошедшие в	1	1
442	чем не	1	1
443	не могло	1	1
444	он мог	1	1
445	для всего	1	1
446	казалось бы	6	1
447	на язык	1	1
448	в самой	1	1
449	же время	4	1
450	а во	1	1
451	что самое	1	1
452	мыслей и	1	1
453	того в	1	1
454	по своей	1	1
455	слове и	1	1
456	и его	5	1
457	наших дней	1	1
458	как будто	4	1
459	необходимости в	1	1
460	ни о	3	1
461	лежит в	1	1
462	я сам	1	1
463	же самое	3	1
464	всего в	1	1
465	ли в	3	1
466	на это	1	1
467	от которой	1	1
468	отношении между	1	1
469	то ни	1	1
470	на наших	1	1
471	приходит к	2	1
472	у себя	1	1
473	но по	1	1
474	которых и	1	1
475	от друга	1	1
476	можно показать	1	1
477	характер и	2	1
478	нет никакой	1	1
479	об отношении	1	1
480	приводит к	2	1
481	может дать	1	1
482	никогда не	5	1
483	каждого из	1	1
484	с этого	1	1
485	это только	1	1
486	мы в	1	1
487	в словах	1	1
488	вынуждает нас	1	1
489	остановимся на	1	1
490	сводится к	6	1
491	о нем	2	1
492	именно потому	1	1
493	в речи	1	1
494	вот и	5	1
495	из рассказа	1	1
496	и просто	2	1
497	с того	2	1
498	в сфере	1	1
499	в гимназии	1	1
500	в конечном	4	1
501	о пользе	1	1
502	как теперь	1	1
503	к нему	3	1
504	но он	1	1
505	тем как	2	1
506	и всякая	1	1
507	во втором	2	1
508	и хорошо	1	1
509	нуждается в	2	1
510	чем и	1	1
511	котором он	1	1
512	вслед за	4	1
513	и писать	1	1
514	что бы	1	1
515	все время	3	1
516	к определенному	1	1
517	легко можно	1	1
518	не знаю	1	1
519	которая как	1	1
520	судить по	1	1
521	быть и	1	1
522	в верхних	1	1
523	но с	1	1
524	а если	1	1
525	идет по	2	1
526	и дело	1	1
527	время когда	1	1
528	одной из	3	1
529	с ними	3	1
530	очевидно хочет	1	1
531	что даже	2	1
532	проникнуть в	1	1
533	в себе	9	1
534	и так	1	1
535	в самое	1	1
536	различает в	1	1
537	всей жизни	1	1
538	одних и	1	1
539	к смыслу	1	1
540	который в	2	1
541	это же	1	1
542	с какой	2	1
543	же и	2	1
544	не знающего	1	1
545	оказывается в	1	1
546	вернуться к	1	1
547	в виде	2	1
548	в начале	1	1
549	целого ряда	1	1
550	или даже	1	1
551	конечном счете	3	1
552	за ним	1	1
553	характерно что	3	1
554	мы знаем	2	1
555	для него	5	1
556	представить себе	1	1
557	не для	1	1
558	то время	1	1
559	отношении к	1	1
560	какой я	1	1
561	друг от	1	1
562	со стороны	3	1
563	и первая	1	1
564	особенно же	1	1
565	на примере	1	1
566	последнего в	1	1
567	и тех	3	1
568	по своим	1	1
569	догадаться что	1	1
570	такое же	1	1
571	будет один	1	1
572	во внешней	3	1
573	системы и	1	1
574	превращается в	4	1
575	а на	1	1
576	которых мы	1	1
577	и составляет	2	1
578	более того	1	1
579	легко и	1	1
580	а по	2	1
581	имеет своей	1	1
582	а так	1	1
583	легко но	1	1
584	когда же	2	1
585	не видит	1	1
586	наше внимание	1	1
587	какая же	1	1
588	и потому	1	1
589	в строгом	2	1
590	этот смысл	2	1
591	поскольку они	1	1
592	не сразу	1	1
593	при переходе	1	1
594	тесный круг	2	1
595	его личной	1	1
596	к жизни	1	1
597	наряду с	5	1
598	роль принадлежит	1	1
599	исходя из	1	1
600	и было	2	1
601	как особой	1	1
602	дело здесь	1	1
603	ли не	1	1
604	в контексте	2	1
605	предметы и	1	1
606	внешним образом	1	1
607	об одном	1	1
608	не любил	1	1
609	еще яснее	1	1
610	и для	2	1
611	которых он	1	1
612	мы тем	1	1
613	лицо и	2	1
614	и от	2	1
615	к возникновению	1	1
616	всего что	1	1
617	интерес к	1	1
618	и н	1	1
619	у которого	2	1
620	будет одна	1	1
621	будто бы	3	1
622	теперь же	3	1
623	этот рассказ	1	1
624	же в	1	1
625	и другие	5	1
626	давно уже	2	1
627	за этим	1	1
628	несмотря на	3	1
629	нам не	1	1
630	а о	2	1
631	лишь по	1	1
632	место прежде	1	1
633	между ними	2	1
634	есть и	3	1
635	самое что	2	1
636	к этому	1	1
637	к числу	2	1
638	к этой	1	1
639	только не	2	1
640	и эта	2	1
641	о которых	2	1
642	который не	1	1
643	все что	3	1
644	смысле что	1	1
