N	2gram	Voloshinov_1	DiskursI
335	и всегда	1	1
336	на отношения	1	1
337	на язык	3	1
338	ничего не	6	1
339	в разных	1	1
340	того как	1	1
341	своих индивидуальных	1	1
342	иными словами	2	1
343	к ней	1	1
344	и до	1	1
345	целое в	1	1
346	такая же	1	1
347	является по	1	1
348	точке зрения	2	1
349	синтаксиса и	1	1
350	настоящего времени	5	1
351	известной степени	1	1
352	от их	2	1
353	ни о	2	1
354	не могут	3	1
355	на границе	3	1
356	общения таковы	1	1
357	но все	3	1
358	и другой	1	1
359	отличается от	1	1
360	числе и	2	1
361	всего в	1	1
362	к тому	2	1
363	предыдущей главе	1	1
364	этом даже	1	1
365	не есть	3	1
366	имеет место	2	1
367	в применении	1	1
368	должен быть	1	1
369	от друга	1	1
370	и служит	1	1
371	языка и	13	1
372	действия и	1	1
373	с самого	4	1
374	эти две	1	1
375	чужой речи	1	1
376	сознания с	1	1
377	в условиях	4	1
378	как с	2	1
379	бытия как	1	1
380	в образе	1	1
381	по аналогии	2	1
382	можно только	1	1
383	строго говоря	1	1
384	для этого	1	1
385	и даже	2	1
386	как выражение	1	1
387	с человеком	1	1
388	для реализации	1	1
389	о нем	1	1
390	и здесь	6	1
391	и должно	1	1
392	и т.д	2	1
393	т.п в	3	1
394	и что	1	1
395	всех подобных	1	1
396	аналогии с	1	1
397	в значительной	1	1
398	речевого акта	1	1
399	и во	2	1
400	должно было	1	1
401	и взаимодействия	2	1
402	в форме	1	1
403	ее содержание	1	1
404	не будучи	1	1
405	века и	1	1
406	и следовательно	3	1
407	как она	2	1
408	и мир	1	1
409	свое наиболее	1	1
410	следует ли	1	1
411	и желания	1	1
412	свет и	1	1
413	именно о	1	1
414	и быть	1	1
415	отказ от	1	1
416	к субъекту	1	1
417	и так	1	1
418	субъективное переживание	1	1
419	самого говорящего	1	1
420	идеологии из	1	1
421	от них	1	1
422	так что	1	1
423	же и	2	1
424	для всех	2	1
425	оказывается в	1	1
426	только на	4	1
427	и они	1	1
428	себя и	1	1
429	первого лица	1	1
430	особое отношение	1	1
431	во втором	2	1
432	не дает	3	1
433	большинстве случаев	3	1
434	связывается с	1	1
435	искать в	1	1
436	и их	2	1
437	всяком случае	2	1
438	художественного образа	1	1
439	содержания и	1	1
440	речевой акт	2	1
441	вовсе не	5	1
442	высказывания и	1	1
443	данного высказывания	1	1
444	граница между	1	1
445	может служить	1	1
446	друг друга	8	1
447	и художественный	1	1
448	в социальный	2	1
449	тем что	2	1
450	в других	1	1
451	звеном между	1	1
452	были бы	1	1
453	того что	3	1
454	на единой	1	1
455	на формы	2	1
456	между которыми	1	1
457	лица в	1	1
458	быть ничего	1	1
459	и между	4	1
460	еще и	1	1
461	бытия в	7	1
462	и др	2	1
463	в романе	2	1
464	между ними	4	1
465	превращается в	1	1
466	в любой	1	1
467	на этот	3	1
468	до конца	5	1
469	его как	1	1
470	чем та	1	1
471	включается в	1	1
472	там где	2	1
473	равно как	1	1
474	человек в	1	1
475	социальная ситуация	3	1
476	как это	1	1
477	места для	1	1
478	речевыми актами	1	1
479	в меру	1	1
480	в предыдущей	1	1
481	речь не	1	1
482	этого момента	1	1
483	в особенности	1	1
484	требует от	1	1
485	из которых	2	1
486	перехода от	1	1
487	применении к	1	1
488	для первого	3	1
489	и там	1	1
490	в мир	1	1
491	ведь для	1	1
492	их взаимодействия	2	1
493	бы стать	1	1
494	никем не	1	1
495	ценность и	1	1
496	он от	1	1
497	слова и	3	1
498	на пути	1	1
499	и от	3	1
500	речевого общения	3	1
501	но для	2	1
502	говорящего и	2	1
503	что существенно	1	1
504	более того	3	1
505	слова но	2	1
506	к социальному	1	1
507	формы и	3	1
508	его не	1	1
509	совершенно иной	1	1
510	же к	1	1
511	и ни	1	1
512	т.п но	1	1
513	ни было	10	1
514	но всегда	1	1
515	быть и	3	1
516	человека не	1	1
517	его произведениях	1	1
518	такая система	1	1
519	к самому	1	1
520	одной из	3	1
521	как явления	1	1
522	слово в	3	1
523	сказать что	4	1
524	речи и	3	1
525	их с	1	1
526	из этого	2	1
527	в какой	3	1
528	к другим	1	1
529	ее в	1	1
530	прямой речи	1	1
531	нас не	1	1
532	во всяком	5	1
533	том числе	2	1
