N	2gram	Propp_Russ_2	Marksizm
131	не было	2	3
132	одной стороны	2	3
133	должно быть	2	3
134	самом же	2	3
135	и от	3	3
136	только что	1	3
137	в различных	1	3
138	а в	9	3
139	во всяком	1	3
140	одним из	2	2
141	из всего	1	2
142	вопрос о	4	2
143	мы здесь	2	2
144	он был	1	2
145	иное как	2	2
146	значение и	1	2
147	ответ на	1	2
148	что они	1	2
149	в одной	1	2
150	независимо от	1	2
151	стороны и	1	2
152	в своем	1	2
153	в противном	1	2
154	его к	1	2
155	более или	1	2
156	от этого	1	2
157	что это	3	2
158	в тех	1	2
159	свет на	1	2
160	тому же	1	2
161	не следует	1	2
162	и с	10	2
163	на все	1	2
164	этих форм	1	2
165	уже знаем	1	2
166	всем этим	1	2
167	рядом с	1	2
168	далеко не	4	2
169	и потому	1	2
170	двух направлениях	1	2
171	мы не	6	2
172	и тогда	1	2
173	или менее	1	2
174	нас не	2	2
175	место в	1	2
176	но они	1	2
177	как от	1	2
178	как о	1	2
179	в коем	1	2
180	и является	1	2
181	только с	1	2
182	о происхождении	2	2
183	должен быть	2	2
184	и о	3	2
185	приводит к	1	2
186	не с	2	2
187	все то	2	2
188	и даже	1	2
189	сводится к	1	2
190	ее от	2	2
191	всяком случае	1	2
192	все время	1	2
193	в самый	2	2
194	но не	5	2
195	мы увидим	1	2
196	они могут	1	2
197	или же	5	2
198	уже в	1	2
199	в виде	4	2
200	не так	1	2
201	друг друга	3	2
202	тем что	3	2
203	в особенности	1	2
204	именно в	4	2
205	здесь в	2	2
206	а с	2	2
207	до конца	3	2
208	не на	1	2
209	о чем	4	2
210	вместе с	6	2
211	и особенно	1	2
212	направление в	1	2
213	там где	2	2
214	того или	1	2
215	или в	7	2
216	от него	1	2
217	следовательно и	1	2
218	что в	22	2
219	и эта	1	2
220	как на	1	2
221	выражено в	1	1
222	можно говорить	1	1
223	например в	1	1
224	относится и	1	1
225	и действительно	1	1
226	человека и	1	1
227	форм есть	1	1
228	в разные	2	1
229	что тема	1	1
230	также что	2	1
231	что эти	1	1
232	и за	1	1
233	то эти	1	1
234	не была	1	1
235	совпадает с	1	1
236	говорить о	1	1
237	что иное	2	1
238	под ним	2	1
239	очень распространен	2	1
240	из того	1	1
241	которое не	1	1
242	мы и	1	1
243	то это	1	1
244	которое в	2	1
245	между собой	2	1
246	что его	1	1
247	там и	2	1
248	из этих	2	1
249	видели что	4	1
250	совсем не	2	1
251	же на	1	1
252	только тогда	3	1
253	не все	4	1
254	к слову	1	1
255	а через	2	1
256	иные формы	1	1
257	и чем	1	1
258	на тот	1	1
259	же хотя	1	1
260	эта связь	2	1
261	как в	7	1
262	что именно	1	1
263	так называемая	1	1
264	сможет быть	1	1
265	и представляют	1	1
266	в различные	1	1
267	кроме того	2	1
268	и где	1	1
269	когда он	1	1
270	в круг	1	1
271	и наконец	1	1
272	не являются	1	1
273	мир и	1	1
274	следующим образом	5	1
275	увидим что	1	1
276	ясно и	1	1
277	в этот	10	1
278	идеологии и	1	1
279	сливается с	1	1
280	в которой	2	1
281	как это	4	1
282	в зачаточном	1	1
283	ни одна	1	1
284	ее как	1	1
285	как он	1	1
286	не могла	1	1
287	и если	1	1
288	вообще не	1	1
289	чем сильнее	1	1
290	к выводу	1	1
291	что она	3	1
292	как оно	2	1
293	главным образом	3	1
294	в статье	1	1
295	о которой	1	1
296	видел в	1	1
297	всех этих	1	1
298	в первую	1	1
299	увидим не	1	1
300	по всем	3	1
301	оно могло	1	1
302	так например	1	1
303	в нее	1	1
304	но все	1	1
305	связанные с	2	1
306	в каком-нибудь	1	1
307	связанных с	1	1
308	входит в	1	1
309	первую очередь	1	1
310	на какую-то	1	1
311	совершается на	1	1
312	древности и	1	1
313	он есть	2	1
314	что большинство	1	1
315	здесь это	1	1
316	только одно	1	1
317	из нее	2	1
318	в них	4	1
319	нет в	1	1
320	с тем	6	1
321	несмотря на	1	1
322	и целые	1	1
323	все это	10	1
324	остается в	1	1
325	нужно чтобы	1	1
326	или точнее	1	1
327	уже к	1	1
328	только для	1	1
329	бы к	1	1
330	не столько	2	1
331	не менее	2	1
332	выше мы	3	1
333	но он	3	1
334	тем не	2	1
335	указывали что	1	1
336	это выражение	1	1
337	при всех	1	1
338	выходят из	1	1
339	что эта	1	1
340	что с	2	1
341	можно понимать	1	1
342	в русской	1	1
343	тогда когда	4	1
344	и притом	1	1
345	во время	12	1
346	с и	1	1
347	на того	1	1
348	но она	2	1
349	эти формы	1	1
350	это еще	1	1
351	находится в	1	1
352	на себя	2	1
353	такая же	1	1
354	представление об	1	1
355	где-нибудь в	2	1
356	так называемый	1	1
357	этом отношении	1	1
358	не совсем	2	1
359	в духе	1	1
360	когда мы	2	1
361	что все	1	1
362	и другой	3	1
363	и такие	1	1
364	другом месте	1	1
365	например по	1	1
366	оно не	1	1
367	время они	1	1
368	в рудиментарной	1	1
369	в некоторых	9	1
370	здесь не	1	1
371	как знак	1	1
372	так в	2	1
373	и когда	1	1
374	пытается объяснить	1	1
375	на нее	6	1
376	здесь нет	1	1
377	связи которые	1	1
378	оно все	1	1
379	другая форма	1	1
380	еще в	2	1
381	когда в	1	1
382	можно только	1	1
383	все остальные	1	1
384	и вообще	1	1
385	с ним	1	1
386	но может	1	1
387	образом в	2	1
388	этих элементов	1	1
389	и поэтому	1	1
390	и что	5	1
391	или на	8	1
392	можно сказать	1	1
393	которое он	1	1
394	если следовательно	1	1
395	должно было	3	1
396	выбор и	1	1
397	с одним	1	1
398	во всей	1	1
399	в другой	1	1
400	рудиментарной форме	1	1
401	о единстве	1	1
402	в него	2	1
403	в другую	1	1
404	и мир	1	1
405	оставляют в	1	1
406	в современной	1	1
407	что здесь	3	1
408	но с	1	1
409	землю и	1	1
410	тот же	1	1
411	и так	1	1
412	их не	1	1
413	вошло в	1	1
414	так что	4	1
415	же и	1	1
416	есть в	2	1
417	и др	1	1
418	можно выразить	1	1
419	уже не	4	1
420	вопроса о	1	1
421	или не	1	1
422	еще одно	1	1
423	же в	6	1
424	если в	1	1
425	или даже	3	1
426	и других	3	1
427	в борьбу	1	1
428	из них	4	1
429	превращаются в	1	1
430	был бы	1	1
431	одно из	2	1
432	себе в	1	1
433	могло бы	1	1
434	в одном	1	1
435	и должна	1	1
436	себя от	1	1
437	ее не	1	1
438	к ним	1	1
439	случае не	1	1
440	она будет	1	1
441	и им	1	1
442	в других	15	1
443	в исторической	1	1
444	не касается	1	1
445	связаны с	3	1
446	а именно	3	1
447	уходит в	1	1
448	с той	1	1
449	в ряде	1	1
450	на которые	1	1
451	и затем	1	1
452	в середине	1	1
453	говорит о	2	1
454	превращается в	1	1
455	смысла и	1	1
456	а на	9	1
457	а наоборот	3	1
458	такое которое	1	1
459	и жены	1	1
460	на которых	1	1
461	из наиболее	2	1
462	другой стороны	1	1
463	влияние и	1	1
464	дело в	1	1
465	отсюда возникает	1	1
466	на основании	1	1
467	на эту	2	1
468	него не	1	1
469	или с	3	1
470	через нее	1	1
471	на который	1	1
472	него в	1	1
473	к себе	1	1
474	в воскресенье	2	1
475	этих случаях	4	1
476	к жизни	5	1
477	это приводит	1	1
478	в течение	2	1
479	здесь имеется	1	1
480	когда же	1	1
481	исходя из	1	1
482	в состоянии	1	1
483	быть не	1	1
484	в это	1	1
485	этом случае	6	1
486	славяне и	1	1
487	и другим	1	1
488	то кто	1	1
489	на которой	1	1
490	но это	1	1
491	этом и	2	1
492	силу и	2	1
493	говорить что	2	1
494	хотя и	1	1
495	у них	2	1
496	мы должны	1	1
497	на нем	1	1
498	потому что	5	1
499	на части	9	1
500	к ее	1	1
501	жизни в	2	1
502	но можно	2	1
503	не сами	1	1
504	не что	2	1
505	это и	2	1
506	из этого	2	1
507	в заключение	1	1
508	а может	1	1
509	ее в	8	1
510	и другие	14	1
511	также не	1	1
