N	2gram	Propp_Morf_1	FransuaR
209	в состоянии	1	2
210	есть и	4	2
211	и сама	1	2
212	потому что	3	2
213	здесь только	1	2
214	одной из	1	2
215	в последнем	2	2
216	мы увидим	8	2
217	отношению к	4	2
218	из этого	1	2
219	и другие	6	2
220	ли мы	1	1
221	и т	41	1
222	не думает	1	1
223	это делает	1	1
224	утверждение что	1	1
225	вряд ли	2	1
226	от самого	1	1
227	которую они	1	1
228	из его	2	1
229	почти всегда	1	1
230	собственном смысле	3	1
231	высшей степени	1	1
232	он получает	1	1
233	г в	1	1
234	очень широко	1	1
235	мы имеем	9	1
236	или наоборот	1	1
237	не делает	1	1
238	мы говорили	1	1
239	на эти	1	1
240	есть нечто	3	1
241	и такой	1	1
242	целом не	1	1
243	вместо того	1	1
244	с но	1	1
245	не совсем	1	1
246	начала в	1	1
247	в числе	2	1
248	на которых	1	1
249	следовательно в	1	1
250	принадлежит и	1	1
251	всегда можно	1	1
252	между собой	4	1
253	бы то	3	1
254	тем как	1	1
255	довольно много	1	1
256	характер они	1	1
257	не входит	1	1
258	основная задача	1	1
259	что они	2	1
260	во что	1	1
261	в одной	1	1
262	можно предположить	1	1
263	все остальные	1	1
264	может найти	1	1
265	перед нами	10	1
266	во дворце	1	1
267	приложить к	1	1
268	явление это	2	1
269	говорит что	1	1
270	с предшествующей	1	1
271	этой цели	1	1
272	отнесены к	1	1
273	так тесно	1	1
274	что это	1	1
275	представляет собой	17	1
276	за это	1	1
277	или во	1	1
278	в тех	6	1
279	право на	2	1
280	им в	1	1
281	и тот	1	1
282	имеем в	6	1
283	во многих	1	1
284	в колодец	1	1
285	в ряду	1	1
286	где кончается	1	1
287	после чего	2	1
288	если он	1	1
289	но на	1	1
290	все они	1	1
291	он должен	2	1
292	но прежде	1	1
293	уже неоднократно	1	1
294	в первом	3	1
295	мы выделяем	1	1
296	оно встречается	1	1
297	подобно тому	6	1
298	и по	2	1
299	в образе	4	1
300	так например	3	1
301	они играют	1	1
302	или иных	1	1
303	в основу	2	1
304	больше всего	1	1
305	то ни	3	1
306	могла бы	4	1
307	как они	1	1
308	а затем	4	1
309	главным образом	4	1
310	в совершенно	1	1
311	на все	1	1
312	его в	2	1
313	это было	3	1
314	с другими	1	1
315	они превращаются	1	1
316	например с	2	1
317	и тем	2	1
318	из первых	2	1
319	по всему	2	1
320	это положение	2	1
321	превращаются в	1	1
322	в высшей	1	1
323	и количества	1	1
324	этого не	2	1
325	с тем	2	1
326	переходим к	1	1
327	несмотря на	4	1
328	с такой	1	1
329	чем в	1	1
330	очень важный	1	1
331	должно быть	1	1
332	такой же	1	1
333	работу в	1	1
334	вошел в	1	1
335	этот материал	1	1
336	на первый	3	1
337	имен и	1	1
338	этом случае	8	1
339	и при	1	1
340	части то	1	1
341	и их	2	1
342	или точнее	1	1
343	этой связи	1	1
344	ли можно	1	1
345	именно и	1	1
346	с точки	2	1
347	и посвящена	1	1
348	имеется и	1	1
349	но эта	1	1
350	втором случае	1	1
351	образом и	1	1
352	которые в	1	1
353	не в	3	1
354	она в	2	1
355	и более	1	1
356	чтобы это	1	1
357	что этот	1	1
358	для нее	1	1
359	сам он	3	1
360	тому что	4	1
361	таких случаях	2	1
362	но они	1	1
363	мы пока	2	1
364	них не	1	1
365	с теми	4	1
366	самого начала	1	1
367	пока условно	1	1
368	эти формы	2	1
369	ничего не	4	1
370	и притом	1	1
371	а для	1	1
372	элемент в	1	1
373	под этим	1	1
374	всего и	1	1
375	к концу	1	1
376	вариантах к	1	1
377	прежде чем	3	1
378	из членов	3	1
379	как будто	2	1
380	характерен для	1	1
381	и несколько	1	1
382	выпадает из	2	1
383	для последующих	1	1
384	одно и	1	1
385	где начинается	1	1
386	более широкой	1	1
387	области изучения	1	1
388	все еще	3	1
389	в следующей	1	1
390	оно может	3	1
391	законы и	1	1
392	людей в	1	1
393	в в	2	1
394	не удавалось	1	1
395	в собственном	3	1
396	как по	1	1
397	нами выше	1	1
398	они ни	1	1
399	изучения и	1	1
400	может только	1	1
401	какое же	1	1
402	с самого	1	1
403	правильно но	1	1
404	в пределах	3	1
405	также связана	1	1
406	они должны	1	1
407	не с	2	1
408	а этот	1	1
409	здесь как	1	1
410	в плоскости	1	1
411	том как	1	1
412	имеется в	3	1
413	имеется довольно	1	1
414	на что	1	1
415	этих условиях	1	1
416	но этого	1	1
417	очень ярко	1	1
418	настоящее время	3	1
419	и что	2	1
420	там же	1	1
421	положения и	1	1
422	нет это	1	1
423	что эта	2	1
424	известен и	1	1
425	для изучения	1	1
426	путь к	2	1
427	этот момент	3	1
428	функций в	1	1
429	во втором	3	1
430	на одном	1	1
431	в другой	1	1
432	ко второму	1	1
433	и где	1	1
434	которой все	1	1
435	если за	2	1
436	что бы	1	1
437	всего этого	1	1
438	и она	1	1
439	в него	1	1
440	видим что	10	1
441	того что	3	1
442	после смерти	1	1
443	еще несколько	1	1
444	быть названа	1	1
445	что здесь	1	1
446	быть и	2	1
447	этого материала	1	1
448	только он	1	1
449	к различным	2	1
450	важное значение	1	1
451	дело с	1	1
452	что даже	1	1
453	и две	1	1
454	не имеет	2	1
455	с одной	1	1
456	в качестве	5	1
457	так что	1	1
458	для всех	1	1
459	в виде	2	1
460	слова не	1	1
461	характерно что	1	1
462	же они	2	1
463	это остается	1	1
464	всяком случае	2	1
465	и сюда	1	1
466	углом зрения	1	1
467	с этими	1	1
468	лишь один	1	1
469	эти явления	1	1
470	из приведенных	2	1
471	были бы	1	1
472	к двум	1	1
473	точном смысле	1	1
474	без всякой	2	1
475	точек зрения	1	1
476	с другим	1	1
477	а именно	1	1
478	как же	2	1
479	такое же	1	1
480	что не	1	1
481	ей не	1	1
482	не на	2	1
483	однако и	1	1
484	не всегда	9	1
485	чрезвычайно много	1	1
486	но оно	2	1
487	в последней	1	1
488	так же	3	1
489	до этого	1	1
490	как это	3	1
491	играют в	2	1
492	некоторые из	1	1
493	более широкого	1	1
494	относятся к	2	1
495	из которых	3	1
496	не могут	4	1
497	в церковь	1	1
498	не дают	1	1
499	если на	1	1
500	нашу задачу	1	1
501	тому как	5	1
502	первом случае	3	1
503	указанием на	1	1
504	в это	1	1
505	в свое	2	1
506	в формах	1	1
507	но так	1	1
508	ведь и	1	1
509	у вас	1	1
510	но для	2	1
511	нисколько не	1	1
512	тех или	1	1
513	это уже	3	1
514	становится понятным	1	1
515	не удалось	1	1
516	особую главу	1	1
517	потому не	1	1
518	в точном	1	1
519	или в	4	1
520	в результате	7	1
521	о котором	1	1
522	в настоящее	3	1
523	работы мы	1	1
524	частности мы	1	1
525	у которого	1	1
526	интересную форму	1	1
527	как явление	1	1
528	ни к	2	1
529	пришлось бы	1	1
530	его жизнь	1	1
531	дана в	1	1
532	ни было	2	1
533	же в	2	1
534	пока же	4	1
535	на части	1	1
536	еще тем	1	1
537	им только	1	1
538	поскольку это	1	1
539	пор не	1	1
540	с ними	1	1
541	выходит в	1	1
542	не знает	1	1
543	другой стороны	4	1
544	а ведь	1	1
545	все подобные	1	1
546	огромное значение	2	1
547	в голову	1	1
548	заметить что	8	1
549	также не	1	1
550	ее в	1	1
551	как на	1	1
552	в таком	1	1
553	во всяком	2	1
