N	2gram	Tiupa_Teor_1	slovoVRo
112	и от	1	4
113	известной степени	3	4
114	быть и	2	4
115	другой стороны	5	4
116	также и	1	3
117	жизни поэтому	1	3
118	или к	1	3
119	в первом	2	3
120	единство и	1	3
121	данном случае	5	3
122	в своем	4	3
123	более или	2	3
124	момент его	1	3
125	осуществляет себя	1	3
126	из этих	3	3
127	языка а	1	3
128	в себе	9	3
129	в поэзии	2	3
130	внутренней речи	13	3
131	ни были	1	3
132	и сам	1	3
133	его в	2	3
134	было бы	1	3
135	он не	3	3
136	или менее	2	3
137	и ее	3	3
138	социальных диалектов	1	3
139	от его	1	3
140	которые в	1	3
141	не должно	1	3
142	она не	1	3
143	не могло	2	3
144	никогда не	4	3
145	и здесь	2	3
146	не могут	2	3
147	к тому	2	3
148	о том	1	3
149	того что	4	3
150	в том	16	3
151	языка на	1	3
152	бы ни	1	3
153	в качестве	24	3
154	от автора	1	3
155	из них	1	3
156	для него	2	3
157	так как	1	3
158	у него	1	3
159	именно в	3	3
160	в свою	3	3
161	смысла и	1	3
162	не было	1	3
163	более того	1	3
164	в данном	8	3
165	есть как	2	3
166	по существу	1	3
167	в результате	1	3
168	одной из	2	3
169	с ними	1	3
170	языкового сознания	1	3
171	из этого	1	3
172	а между	1	2
173	например в	1	2
174	связана с	1	2
175	то в	2	2
176	той же	1	2
177	же как	1	2
178	из своих	1	2
179	стиля в	1	2
180	это отношение	3	2
181	свою очередь	2	2
182	и то	2	2
183	в сочетании	2	2
184	между собой	3	2
185	в широком	1	2
186	столь же	2	2
187	по своему	2	2
188	одним словом	1	2
189	в ее	5	2
190	но не	9	2
191	что они	1	2
192	в самостоятельный	1	2
193	как к	2	2
194	хотя и	3	2
195	именно эта	1	2
196	сливается с	1	2
197	в целом	3	2
198	есть для	1	2
199	у каждого	1	2
200	в известном	1	2
201	и те	1	2
202	высказывания не	1	2
203	не могла	1	2
204	время и	1	2
205	ответственность за	1	2
206	и по	2	2
207	на этом	1	2
208	одно и	1	2
209	те же	1	2
210	и непосредственное	1	2
211	и иных	1	2
212	глазами другого	1	2
213	том что	9	2
214	в этих	3	2
215	до последнего	1	2
216	включен в	1	2
217	высказывания и	1	2
218	но он	3	2
219	друг другу	1	2
220	зрения и	2	2
221	даже в	3	2
222	остановимся на	1	2
223	тому что	2	2
224	до известной	2	2
225	эта внутренняя	1	2
226	дело не	2	2
227	на язык	1	2
228	ему не	1	2
229	у нас	2	2
230	художественно не	1	2
231	вокруг него	1	2
232	и о	4	2
233	но по	1	2
234	этот язык	1	2
235	зрения не	1	2
236	то время	1	2
237	так в	4	2
238	роль в	2	2
239	с языком	2	2
240	можно было	1	2
241	не с	3	2
242	языки но	1	2
243	в другом	3	2
244	за пределами	5	2
245	одного из	1	2
246	можно сказать	3	2
247	а также	6	2
248	в евгении	1	2
249	жизни но	2	2
250	наконец в	1	2
251	известном смысле	1	2
252	и одновременно	4	2
253	здесь не	1	2
254	мы видим	1	2
255	и роман	1	2
256	композиционная форма	2	2
257	между тем	5	2
258	и тем	3	2
259	с которыми	1	2
260	так что	1	2
261	связи с	1	2
262	уже не	4	2
263	если мы	2	2
264	только на	1	2
265	этого абзаца	1	2
266	как более	1	2
267	или даже	4	2
268	в известной	1	2
269	в одном	2	2
270	с этими	1	2
271	для того	1	2
272	в другой	1	2
273	а с	3	2
274	на которые	1	2
275	а на	3	2
276	с которым	1	2
277	жизнь в	1	2
278	между этими	1	2
279	совершенно не	1	2
280	что все	1	2
281	в частности	16	2
282	так же	2	2
283	этого типа	1	2
284	такого рода	8	2
285	речь в	1	2
286	для понимания	2	2
287	евгении онегине	1	2
288	должно быть	1	2
289	в контексте	3	2
290	автором и	1	2
291	не предполагает	1	2
292	в условиях	1	2
293	того или	3	2
294	и слово	1	2
295	характерные для	1	2
296	как раз	2	2
297	слова так	1	2
298	не является	4	2
299	тем и	1	2
300	и другим	1	2
301	имеет дело	1	2
302	потому что	3	2
303	ни было	1	2
304	между ними	4	2
305	с ней	1	2
306	сказать что	3	2
307	или иного	3	2
308	одновременно и	1	2
309	первом случае	1	2
310	и создается	1	1
311	других языков	1	1
312	с жизнью	1	1
313	художественного произведения	4	1
314	две реплики	1	1
315	сын и	1	1
316	но этим	1	1
317	бы для	1	1
318	между всеми	1	1
319	и до	1	1
320	из его	1	1
321	к особенностям	1	1
322	действительности и	1	1
323	иметь место	1	1
324	а напротив	2	1
325	которыми он	1	1
326	со всех	1	1
327	мы имеем	7	1
328	при анализе	1	1
329	именно к	1	1
330	место в	5	1
331	смысла к	1	1
332	высказывания в	3	1
333	но она	2	1
334	быть поэтически	1	1
335	своему смыслу	1	1
336	как впрочем	1	1
337	случае в	1	1
338	языковом сознании	1	1
339	предстает как	1	1
340	героев в	1	1
341	всех сторон	1	1
342	который может	1	1
343	собой в	1	1
344	на их	1	1
345	бы то	1	1
346	могло быть	2	1
347	даже вовсе	1	1
348	но как	1	1
349	а только	3	1
350	в сторону	1	1
351	не входит	1	1
352	свою жизнь	2	1
353	не все	3	1
354	прозы в	1	1
355	смыслу и	1	1
356	а через	1	1
357	отличие от	6	1
358	или иное	1	1
359	контексте целого	1	1
360	оно служит	1	1
361	по нем	1	1
362	в одной	1	1
363	в значительной	1	1
364	то или	1	1
365	первых двух	1	1
366	в противном	1	1
367	сознания в	1	1
368	могли бы	2	1
369	целый ряд	1	1
370	в действительности	1	1
371	и свою	1	1
372	в себя	3	1
373	еще на	1	1
374	к другому	1	1
375	таковы например	1	1
376	так или	4	1
377	имеем в	3	1
378	в этой	3	1
379	как основной	1	1
380	говорит не	1	1
381	на то	1	1
382	вследствие этого	1	1
383	с чем	1	1
384	что она	2	1
385	в лирике	2	1
386	к миру	1	1
387	произведения она	1	1
388	он должен	2	1
389	к одному	1	1
390	жизнью и	1	1
391	поэтому оно	1	1
392	так слово	1	1
393	языков или	1	1
394	или иных	3	1
395	не бывает	1	1
396	с такими	1	1
397	ни был	2	1
398	значительной степени	1	1
399	бы они	1	1
400	то ни	1	1
401	а затем	1	1
402	бы быть	1	1
403	высказывание в	1	1
404	его текст	2	1
405	заключается в	2	1
406	здесь как	1	1
407	есть не	1	1
408	особенно в	1	1
409	но их	3	1
410	и дает	1	1
411	которая в	1	1
412	чаще всего	1	1
413	в жизни	2	1
414	только одно	1	1
415	ни в	2	1
416	и автором	1	1
417	синтаксических конструкций	1	1
418	и некоторые	2	1
419	и того	3	1
420	и становится	1	1
421	в еще	1	1
422	места в	1	1
423	от своего	2	1
424	высказывания как	1	1
425	таким же	1	1
426	и без	1	1
427	не столько	1	1
428	в отличие	6	1
429	могла бы	2	1
430	сам же	1	1
431	в диалоге	2	1
432	смехом как	1	1
433	для данного	1	1
434	но во	1	1
435	тем не	3	1
436	по крайней	1	1
437	и более	1	1
438	произведения в	1	1
439	которой сводится	1	1
440	однако в	7	1
441	внутренняя раздвоенность	1	1
442	наивной и	1	1
443	и вся	1	1
444	то с	1	1
445	не менее	4	1
446	два полюса	1	1
447	жизни между	1	1
448	мышления и	2	1
449	виду не	3	1
450	героев и	1	1
451	мнения о	1	1
452	в стилистическом	2	1
453	ясность и	1	1
454	к такому	1	1
455	того чтобы	1	1
456	только не	2	1
457	на котором	1	1
458	дело в	2	1
459	невозможно так	1	1
460	только и	1	1
461	в самой	2	1
462	с одним	1	1
463	художника в	1	1
464	его можно	1	1
465	по своей	3	1
466	на себе	1	1
467	входят в	1	1
468	и позволяет	1	1
469	без исключения	4	1
470	в каком	1	1
471	эстетический объект	3	1
472	тем это	1	1
473	иных языковых	1	1
474	очень часто	1	1
475	все то	1	1
476	тургенева в	1	1
477	кричит и	1	1
478	единства в	1	1
479	его за	1	1
480	отличается от	2	1
481	его с	1	1
482	эффекты могут	1	1
483	всегда так	1	1
484	на это	1	1
485	и своя	1	1
486	должен быть	1	1
487	и это	2	1
488	основные композиционные	1	1
489	в виду	5	1
490	композиционные формы	1	1
491	а язык	1	1
492	они ни	1	1
493	язык данного	1	1
494	степени и	1	1
495	приводит к	5	1
496	его внешней	2	1
497	и иные	1	1
498	различие между	1	1
499	что может	2	1
500	переход к	1	1
501	и другими	1	1
502	каждого из	1	1
503	того и	1	1
504	в плоскости	1	1
505	на которую	1	1
506	чужих ему	1	1
507	наше внимание	1	1
508	но у	1	1
509	жизнь и	1	1
510	является в	1	1
511	если бы	3	1
512	и делают	1	1
513	для этого	1	1
514	со стороны	2	1
515	сводится к	5	1
516	именно потому	1	1
517	и что	3	1
518	такого языка	1	1
519	смысл на	1	1
520	как у	1	1
521	это было	2	1
522	на всех	1	1
523	это может	1	1
524	нее нет	1	1
525	в драме	1	1
526	смысле не	1	1
527	однако с	2	1
528	во втором	3	1
529	нуждается в	1	1
530	что и	2	1
531	ибо и	1	1
532	только такие	1	1
533	и только	1	1
534	крайней мере	1	1
535	лишь одним	1	1
536	в художественной	1	1
537	ними и	1	1
538	не оспаривает	1	1
539	в литературе	2	1
540	в двух	1	1
541	тот же	1	1
542	дело с	1	1
543	вступить в	1	1
544	сложности и	1	1
545	языка этот	1	1
546	из которого	3	1
547	есть в	2	1
548	слова не	1	1
549	в душе	8	1
550	и их	1	1
551	в прозе	2	1
552	у нее	1	1
553	к ним	1	1
554	случае не	2	1
555	с системой	1	1
556	чтобы не	1	1
557	его исторического	1	1
558	в форме	2	1
559	момент в	1	1
560	мир глазами	1	1
561	между которыми	1	1
562	или иначе	5	1
563	перестают быть	1	1
564	о своем	2	1
565	текст в	4	1
566	литературное произведение	1	1
567	себя и	1	1
568	что не	1	1
569	что для	1	1
570	противном случае	1	1
571	на смену	4	1
572	однако и	1	1
573	языка не	1	1
574	весь его	1	1
575	долгое время	1	1
576	о чем	1	1
577	внутренний голос	2	1
578	мира в	1	1
579	ближе к	1	1
580	и ему	1	1
581	с помощью	1	1
582	в разрушении	1	1
583	едины в	1	1
584	о себе	2	1
585	вместе с	2	1
586	до этого	1	1
587	данного литературного	1	1
588	языка мы	1	1
589	человек имеет	1	1
590	в иных	1	1
591	участвующая в	1	1
592	высказывания с	1	1
593	из видов	1	1
594	границ между	2	1
595	к действительности	3	1
596	вокруг себя	1	1
597	в это	1	1
598	этого слова	3	1
599	сколько бы	1	1
600	жанрах а	1	1
601	эти два	1	1
602	в эстетический	2	1
603	развернута в	1	1
604	о мире	1	1
605	но с	1	1
606	тех или	3	1
607	в более	1	1
608	высказывания а	1	1
609	для индивидуального	1	1
610	жизнью в	1	1
611	единстве целого	1	1
612	тем более	1	1
613	о котором	1	1
614	и сентиментальной	1	1
615	это художественно	1	1
616	бы в	1	1
617	особенности в	1	1
618	полноты и	1	1
619	пришлось бы	1	1
620	на языке	2	1
621	зрения в	1	1
622	личности и	4	1
623	в системе	1	1
624	все художественные	1	1
625	героя и	5	1
626	не знает	3	1
627	от всех	1	1
628	речи и	2	1
629	авторский кругозор	1	1
630	в какой	2	1
631	речи как	1	1
632	и другие	2	1
633	героя как	1	1
634	значение в	1	1
635	все что	1	1
636	они не	1	1
