N	2gram	Propp_Isto_5	Vvedenie
120	с одной	7	4
121	в виде	9	4
122	одно из	1	4
123	всяком случае	1	4
124	само по	1	4
125	в особенности	3	4
126	одной стороны	7	4
127	по мере	2	4
128	еще и	1	4
129	е в	3	4
130	о чем	2	4
131	с этой	2	4
132	этом случае	7	4
133	и для	2	4
134	особого рода	1	4
135	только что	1	4
136	а в	3	4
137	отношению к	2	4
138	во всяком	1	4
139	и есть	1	3
140	что уже	1	3
141	не вполне	1	3
142	то это	3	3
143	в виду	1	3
144	и этого	1	3
145	и на	8	3
146	он сам	1	3
147	в различных	2	3
148	совсем не	1	3
149	ответ на	1	3
150	стороны и	1	3
151	и к	1	3
152	за собой	1	3
153	сливается с	1	3
154	что это	5	3
155	все эти	8	3
156	в этой	3	3
157	что она	1	3
158	при этом	1	3
159	если бы	2	3
160	не как	4	3
161	на этом	3	3
162	на нее	2	3
163	на этой	4	3
164	в свое	2	3
165	и уже	1	3
166	мы видели	7	3
167	в этих	6	3
168	что сказано	1	3
169	работы в	1	3
170	от себя	2	3
171	и вот	1	3
172	тогда когда	2	3
173	дело не	1	3
174	связи с	8	3
175	как будто	1	3
176	в каком	1	3
177	языка в	1	3
178	но все	5	3
179	должен быть	2	3
180	в ней	5	3
181	на том	3	3
182	что может	1	3
183	и вообще	3	3
184	язык и	2	3
185	можно сказать	2	3
186	а также	1	3
187	что с	1	3
188	или как	2	3
189	к нему	3	3
190	раньше чем	4	3
191	знания и	1	3
192	одной из	1	3
193	при помощи	7	3
194	и других	2	3
195	из них	2	3
196	в одном	1	3
197	в конце	1	3
198	что и	6	3
199	отношение к	1	3
200	в очень	1	3
201	говорит о	2	3
202	только по	1	3
203	на основании	1	3
204	из наиболее	1	3
205	так же	5	3
206	такого рода	1	3
207	знания в	1	3
208	в своем	1	3
209	но с	1	3
210	к тому	1	3
211	к этому	2	3
212	в частности	7	3
213	уже после	2	3
214	вряд ли	1	2
215	же как	4	2
216	дело что	1	2
217	из его	1	2
218	должна быть	1	2
219	что мы	2	2
220	мы уже	4	2
221	есть не	1	2
222	мы не	5	2
223	что можно	1	2
224	которое в	1	2
225	того же	2	2
226	время в	2	2
227	себе и	1	2
228	чем же	1	2
229	понимать в	1	2
230	его к	3	2
231	задний план	1	2
232	народов но	1	2
233	одно целое	1	2
234	в силу	1	2
235	д все	1	2
236	но вместе	3	2
237	подобно тому	1	2
238	но дело	1	2
239	знание языка	1	2
240	и с	3	2
241	входит в	5	2
242	в соответствии	1	2
243	уже знаем	1	2
244	но уже	3	2
245	о которых	2	2
246	соответствии с	1	2
247	этого не	1	2
248	несмотря на	2	2
249	после этого	2	2
250	и тогда	1	2
251	что собственно	1	2
252	из того	1	2
253	и при	2	2
254	и сейчас	1	2
255	с точки	1	2
256	состоит в	1	2
257	стоит в	1	2
258	на котором	1	2
259	того как	4	2
260	одна из	2	2
261	о них	1	2
262	никогда не	3	2
263	ничего не	2	2
264	находятся в	1	2
265	следует что	1	2
266	из истории	1	2
267	истории не	1	2
268	как только	1	2
269	в дальнейшем	4	2
270	идет речь	1	2
271	и сам	2	2
272	из двух	2	2
273	мог бы	1	2
274	две части	1	2
275	не нужно	1	2
276	для этого	1	2
277	и здесь	7	2
278	во всех	2	2
279	и требует	3	2
280	во втором	1	2
281	говорит он	1	2
282	в форме	3	2
283	себе задачей	1	2
284	народов и	1	2
285	здесь не	1	2
286	целого и	1	2
287	и так	1	2
288	именно на	2	2
289	только на	1	2
290	чтобы он	2	2
291	мы можем	2	2
292	само собой	1	2
293	или иной	1	2
294	и др	3	2
295	не было	1	2
296	кусок дерева	1	2
297	в связи	4	2
298	него в	1	2
299	из которых	2	2
300	с этим	5	2
301	этих случаях	8	2
302	а если	2	2
303	тому как	1	2
304	по существу	2	2
305	но это	7	2
306	в более	3	2
307	это уже	2	2
308	на задний	1	2
309	обе эти	1	2
310	это может	1	2
311	у них	1	2
312	или нет	1	2
313	бы в	1	2
314	мы должны	4	2
315	хотя в	1	2
316	центре внимания	1	2
317	с ней	2	2
318	жизни и	2	2
319	точно так	1	2
320	и другие	1	2
321	также что	3	1
322	чем продолжать	1	1
323	например в	5	1
324	до него	4	1
325	относится и	1	1
326	оно входит	1	1
327	языку и	1	1
328	сам по	1	1
329	себе путь	1	1
330	на самом	1	1
331	и внутри	1	1
332	всем что	1	1
333	на две	1	1
334	в зависимости	1	1
335	чрезвычайно важное	1	1
336	и могут	1	1
337	самые разнообразные	1	1
338	теперь мы	1	1
339	та же	1	1
340	и совсем	1	1
341	приводят к	1	1
342	на них	2	1
343	он встречается	1	1
344	что его	3	1
345	только после	3	1
346	то мы	1	1
347	своей работе	1	1
348	этом говорит	1	1
349	но как	1	1
350	только тогда	2	1
351	очевидно что	2	1
352	а и	1	1
353	как в	6	1
354	отличие от	1	1
355	что они	1	1
356	уже потому	1	1
357	и я	1	1
358	трудно сказать	1	1
359	дает нам	1	1
360	как к	1	1
361	говорит что	1	1
362	это тоже	1	1
363	показывает что	5	1
364	себе не	1	1
365	у разных	1	1
366	говорится в	1	1
367	то в	2	1
368	впечатление что	1	1
369	в которой	4	1
370	он в	1	1
371	одно время	1	1
372	что так	1	1
373	то обстоятельство	1	1
374	остановиться на	1	1
375	и тот	1	1
376	только один	3	1
377	античности в	1	1
378	во многих	1	1
379	на то	2	1
380	если он	1	1
381	но на	1	1
382	то легко	1	1
383	идет от	1	1
384	у древних	1	1
385	нужно не	1	1
386	он должен	1	1
387	в подлиннике	1	1
388	что никакой	1	1
389	именно из	1	1
390	есть один	1	1
391	уже говорилось	1	1
392	не теряет	1	1
393	он поставил	1	1
394	из него	2	1
395	ее мы	1	1
396	данных по	1	1
397	мы его	1	1
398	а затем	7	1
399	что все	4	1
400	культуры но	1	1
401	они должны	1	1
402	особенности в	2	1
403	в глубине	1	1
404	к превращению	1	1
405	в египте	9	1
406	известно что	1	1
407	чаще всего	1	1
408	выходя из	1	1
409	стоит на	1	1
410	этого становится	1	1
411	его и	2	1
412	она и	1	1
413	были в	1	1
414	не всегда	4	1
415	этим и	1	1
416	не сам	1	1
417	народа и	1	1
418	перед собой	1	1
419	только тем	1	1
420	одно дело	1	1
421	во время	7	1
422	в ходе	1	1
423	никак не	1	1
424	только служит	1	1
425	внимание только	1	1
426	но которые	1	1
427	еще нет	1	1
428	прийти к	2	1
429	как указывает	1	1
430	представление о	17	1
431	в отличие	1	1
432	от его	1	1
433	признает что	1	1
434	должны были	1	1
435	заставляет нас	1	1
436	но он	2	1
437	зависимости от	1	1
438	превратиться в	1	1
439	и эти	1	1
440	что этот	2	1
441	например и	1	1
442	уже выше	2	1
443	в таких	3	1
444	она могла	1	1
445	самого начала	1	1
446	уже из	1	1
447	разных формах	1	1
448	уже очень	1	1
449	не по	1	1
450	представлением о	3	1
451	в самых	1	1
452	не могло	1	1
453	судя по	1	1
454	так много	1	1
455	и всегда	1	1
456	правда в	1	1
457	идут от	2	1
458	и начал	2	1
459	обратим внимание	2	1
460	этих двух	1	1
461	эти связи	1	1
462	на те	1	1
463	целое в	1	1
464	связь и	1	1
465	во всем	2	1
466	в некотором	2	1
467	что на	1	1
468	ли это	1	1
469	не потому	2	1
470	такие же	1	1
471	обстоятельство что	1	1
472	превращается в	7	1
473	и картина	1	1
474	она во	1	1
475	встречается в	3	1
476	человека в	3	1
477	должны быть	1	1
478	бы составить	1	1
479	оно не	1	1
480	что при	3	1
481	утверждать что	1	1
482	смысле в	1	1
483	приходит к	1	1
484	и входит	1	1
485	нас от	1	1
486	и о	1	1
487	представляли себе	1	1
488	свою очередь	1	1
489	меня в	2	1
490	и многие	1	1
491	без всякого	1	1
492	с каким	1	1
493	совершенно ясно	4	1
494	каждая такая	1	1
495	чтобы быть	1	1
496	и этим	2	1
497	на той	1	1
498	с самого	1	1
499	говорится что	3	1
500	на свой	1	1
501	что у	4	1
502	как таковые	2	1
503	еще в	2	1
504	можно только	1	1
505	том как	2	1
506	образом в	2	1
507	о ней	1	1
508	с полным	1	1
509	и соответственно	1	1
510	зато она	1	1
511	другими словами	1	1
512	говорит об	1	1
513	и из	3	1
514	в риме	1	1
515	одного из	1	1
516	быть человек	1	1
517	после того	3	1
518	образом мы	2	1
519	должно было	2	1
520	это было	2	1
521	это изменение	1	1
522	это заставляет	1	1
523	но нет	1	1
524	во всей	1	1
525	наконец в	1	1
526	также в	1	1
527	в свете	3	1
528	это несомненно	1	1
529	в литературе	1	1
530	значит что	2	1
531	что здесь	3	1
532	понимать не	1	1
533	на которой	2	1
534	д и	1	1
535	его исторических	1	1
536	мы видим	8	1
537	ней то	1	1
538	то эти	1	1
539	или же	3	1
540	знаем из	1	1
541	не мешает	1	1
542	не то	1	1
543	себя в	6	1
544	прямо не	1	1
545	и у	1	1
546	вопроса о	1	1
547	народов не	1	1
548	положение что	1	1
549	не знать	1	1
550	а это	1	1
551	есть однако	1	1
552	или даже	1	1
553	дает ему	3	1
554	за ним	4	1
555	развитом виде	1	1
556	для него	1	1
557	руки и	1	1
558	ведь это	1	1
559	слова в	1	1
560	ее не	1	1
561	у этих	1	1
562	у него	2	1
563	азии и	1	1
564	были бы	1	1
565	быть названа	1	1
566	но одно	1	1
567	вообще с	1	1
568	тем мы	1	1
569	здесь в	1	1
570	в каких	1	1
571	после смерти	3	1
572	как же	1	1
573	а с	1	1
574	и затем	2	1
575	всего есть	1	1
576	деле представляет	1	1
577	но есть	2	1
578	связано с	5	1
579	могли служить	1	1
580	потом в	1	1
581	в руках	1	1
582	человек в	1	1
583	одну из	1	1
584	как видно	1	1
585	выясняется что	1	1
586	в одно	2	1
587	мы знаем	8	1
588	если не	4	1
589	в момент	1	1
590	рис и	1	1
591	как эти	1	1
592	и потому	2	1
593	эта связь	2	1
594	во множестве	1	1
595	с них	1	1
596	стороны формы	1	1
597	здесь уже	1	1
598	в европе	3	1
599	и самые	1	1
600	к своему	1	1
601	случаях в	1	1
602	в изображении	1	1
603	знать что	1	1
604	наряду с	4	1
605	но который	1	1
606	и основной	1	1
607	в тех	1	1
608	это значит	2	1
609	чтобы сделать	1	1
610	том смысле	1	1
611	быть не	1	1
612	не касается	1	1
613	в который	1	1
614	но для	2	1
615	это ясно	1	1
616	с большой	2	1
617	стороны можно	1	1
618	ясно еще	1	1
619	продукт культуры	1	1
620	и часто	1	1
621	и более	1	1
622	знаем это	1	1
623	и от	1	1
624	это можно	1	1
625	своему содержанию	1	1
626	что оно	1	1
627	он по	1	1
628	для нас	5	1
629	общего характера	1	1
630	и все	3	1
631	из себя	4	1
632	и искусств	1	1
633	же в	2	1
634	не дает	1	1
635	все вместе	2	1
636	в свою	3	1
637	состоит из	3	1
638	он представляет	1	1
639	совершенно не	2	1
640	только о	1	1
641	только одна	1	1
642	также не	2	1
643	ее в	2	1
644	в своих	1	1
645	спросить себя	1	1
646	можно назвать	1	1
647	в таком	1	1
648	все что	1	1
649	этой точки	1	1
650	они не	3	1
