N	2gram	Tiupa_Lite_3	Vladivir
283	сильное впечатление	1	1
284	между и	1	1
285	из жизненных	1	1
286	эти самые	1	1
287	и совсем	1	1
288	владимира мономаха	1	1
289	этот был	1	1
290	не вполне	2	1
291	всю ночь	2	1
292	поэзия и	1	1
293	от бога	1	1
294	его основная	1	1
295	в ней	1	1
296	иное как	1	1
297	столь же	1	1
298	бы то	2	1
299	во имя	1	1
300	во всех	2	1
301	поскольку они	1	1
302	к богу	1	1
303	по отношению	4	1
304	а и	2	1
305	к практическому	1	1
306	тогда как	17	1
307	себе и	1	1
308	на вопрос	1	1
309	ему не	1	1
310	и вовсе	2	1
311	пути в	4	1
312	встречи с	1	1
313	ней в	1	1
314	склонность к	1	1
315	он себе	1	1
316	что по	1	1
317	в противоположность	2	1
318	и хотя	1	1
319	для которого	3	1
320	говорил он	1	1
321	с места	1	1
322	так или	2	1
323	представляет собой	2	1
324	жизни так	1	1
325	нами и	1	1
326	им в	2	1
327	заключение мы	1	1
328	близким и	1	1
329	жизнь как	2	1
330	всех такого	1	1
331	по мнению	1	1
332	так сказать	1	1
333	жизнью и	1	1
334	нее и	1	1
335	свою собственную	1	1
336	не к	1	1
337	в силу	1	1
338	содержит в	1	1
339	на жизнь	2	1
340	чтобы в	1	1
341	такого же	1	1
342	поэзии и	2	1
343	знает что	2	1
344	на протяжении	1	1
345	которого не	1	1
346	с другими	1	1
347	его личности	1	1
348	который и	1	1
349	это не	5	1
350	они по	1	1
351	например с	1	1
352	и тем	3	1
353	в итоге	1	1
354	из первых	1	1
355	только одно	1	1
356	который сам	1	1
357	но уже	3	1
358	дорогая моя	1	1
359	о которых	1	1
360	творца и	1	1
361	в самую	1	1
362	тому что	1	1
363	место и	1	1
364	и уже	1	1
365	жизни но	1	1
366	чем в	1	1
367	и тогда	2	1
368	остается в	1	1
369	соловьева поскольку	1	1
370	истории русской	1	1
371	самые годы	1	1
372	в этих	1	1
373	в г	3	1
374	и одно	1	1
375	где мы	1	1
376	на месте	1	1
377	каким был	1	1
378	по год	1	1
379	жизненный путь	2	1
380	вопрос о	2	1
381	возрасте не	1	1
382	действительность в	1	1
383	однако от	1	1
384	вплоть до	2	1
385	вот уже	1	1
386	ни было	2	1
387	свобода и	1	1
388	сам он	1	1
389	она не	1	1
390	приводят к	1	1
391	пять лет	1	1
392	в таких	1	1
393	с которой	2	1
394	что ему	2	1
395	как о	2	1
396	и сама	1	1
397	и искусство	1	1
398	этим обстоятельством	1	1
399	случае не	1	1
400	чтобы стать	1	1
401	что иное	1	1
402	он мог	1	1
403	только не	1	1
404	для всех	1	1
405	на два	1	1
406	вне человеческого	1	1
407	с нами	1	1
408	поэт и	1	1
409	за исключением	1	1
410	xix веке	1	1
411	связи с	2	1
412	ты видишь	1	1
413	целом и	2	1
414	не столь	1	1
415	этом отношении	5	1
416	в области	3	1
417	и далее	1	1
418	личности в	3	1
419	становится для	1	1
420	деятельности и	1	1
421	уже о	3	1
422	нет ни	1	1
423	есть только	1	1
424	по плотину	1	1
425	же самое	2	1
426	для такого	2	1
427	в стихотворении	6	1
428	слушателей и	1	1
429	слова с	1	1
430	в каждом	1	1
431	однако по	1	1
432	правда не	1	1
433	то ни	2	1
434	с ее	3	1
435	свою очередь	1	1
436	говоря уже	4	1
437	для молодого	1	1
438	так в	1	1
439	вероятно и	1	1
440	было его	1	1
441	не с	2	1
442	было в	1	1
443	можно только	1	1
444	во второй	2	1
445	если бы	2	1
446	но отнюдь	1	1
447	о ней	1	1
448	познания и	1	1
449	слова из	2	1
450	уже были	1	1
451	искусства и	3	1
452	другом месте	1	1
453	тех кто	1	1
454	внимание на	2	1
455	том с	1	1
456	второй половине	1	1
457	на страницах	2	1
458	одного из	2	1
459	в значительной	1	1
460	нас в	1	1
461	на духовное	1	1
462	а во	1	1
463	он с	1	1
464	в обращении	1	1
465	ко всей	1	1
466	во всей	2	1
467	в историческом	1	1
468	не знаю	2	1
469	если это	2	1
470	и мир	1	1
471	в литературе	1	1
472	тех пор	1	1
473	владимира соловьева	4	1
474	но с	2	1
475	его собственная	1	1
476	и одновременно	2	1
477	не как	2	1
478	человека в	2	1
479	с каждым	1	1
480	который в	1	1
481	в обществе	1	1
482	в декабре	1	1
483	богом и	1	1
484	с одной	4	1
485	со всеми	2	1
486	к которой	1	1
487	одновременно он	1	1
488	самом деле	3	1
489	в сторону	3	1
490	раз в	2	1
491	же в	2	1
492	что не	2	1
493	а то	1	1
494	прямое и	1	1
495	этом в	1	1
496	одно из	4	1
497	вообще в	1	1
498	представлений о	1	1
499	в одном	4	1
500	и переводчика	1	1
501	его софийной	1	1
502	друг друга	1	1
503	бытия и	1	1
504	ему казалось	1	1
505	той самой	1	1
506	отличались от	1	1
507	не просто	1	1
508	и вместе	2	1
509	автора как	1	1
510	и только	2	1
511	в молодости	1	1
512	без того	1	1
513	жизнь по	1	1
514	но одно	1	1
515	влияние на	1	1
516	как у	4	1
517	или иначе	2	1
518	не один	1	1
519	гартмана в	1	1
520	именно в	5	1
521	далеко не	2	1
522	в свою	2	1
523	всякого человека	1	1
524	все яснее	1	1
525	себя и	2	1
526	прежде всего	3	1
527	одной стороны	4	1
528	до конца	4	1
529	а не	12	1
530	у такого	1	1
531	как ни	1	1
532	в руках	1	1
533	подобного рода	1	1
534	и выше	2	1
535	человек но	1	1
536	о чем	3	1
537	без которых	1	1
538	мы сами	1	1
539	бы по	1	1
540	на слово	2	1
541	с чувством	2	1
542	этой же	1	1
543	так же	2	1
544	в историю	1	1
545	без другого	2	1
546	в данном	4	1
547	что за	1	1
548	самого себя	1	1
549	я с	3	1
550	человек с	2	1
551	на свете	2	1
552	никем не	2	1
553	и более	1	1
554	быть не	2	1
555	с этой	2	1
556	что здесь	1	1
557	на пути	1	1
558	и была	1	1
559	и того	1	1
560	из тех	1	1
561	писал в	1	1
562	за его	2	1
563	еще одна	1	1
564	большинства людей	1	1
565	с по	2	1
566	время его	1	1
567	я всегда	1	1
568	которая в	1	1
569	человек и	1	1
570	годы когда	1	1
571	скорее вообще	1	1
572	и перед	2	1
573	это уже	1	1
574	со второй	2	1
575	у них	1	1
576	бы в	1	1
577	не будучи	1	1
578	его уже	1	1
579	ни к	3	1
580	очень сильное	1	1
581	ее в	2	1
582	я в	7	1
583	но вот	1	1
584	себе на	2	1
585	не есть	1	1
586	себя всю	1	1
587	жизни в	4	1
588	это все	1	1
589	я стал	1	1
590	с ней	2	1
591	не говоря	4	1
592	от своего	1	1
593	жизни а	2	1
594	не что	1	1
595	до какой	1	1
596	из тупика	1	1
597	со всей	2	1
598	еще оставался	2	1
599	к другим	1	1
600	у людей	1	1
601	в таком	1	1
