N	2gram	Vinokur_St_2	KulturaY
231	мне не	1	2
232	одно время	1	2
233	и если	1	2
234	по словам	4	2
235	при этом	2	2
236	за г	1	2
237	не как	1	2
238	данном отношении	1	2
239	свое время	1	2
240	в другом	4	2
241	на все	1	2
242	заключается в	1	2
243	данном случае	1	2
244	только о	2	2
245	но уже	1	2
246	это положение	1	2
247	или о	1	2
248	с тем	7	2
249	как и	2	2
250	мы видели	1	2
251	октябрьской революции	1	2
252	и еще	1	2
253	что значит	1	2
254	и сейчас	3	2
255	в своей	7	2
256	в их	3	2
257	в отличие	2	2
258	нельзя было	1	2
259	и более	2	2
260	в устах	2	2
261	в отношении	2	2
262	что эта	3	2
263	она не	1	2
264	мало того	1	2
265	хотелось бы	1	2
266	может служить	1	2
267	дело не	2	2
268	и прочие	1	2
269	того как	7	2
270	но что	1	2
271	например что	2	2
272	взглянуть на	2	2
273	образом в	1	2
274	доказать что	2	2
275	и далее	1	2
276	должны быть	1	2
277	всего что	1	2
278	оно не	3	2
279	утверждать что	2	2
280	иметь в	3	2
281	свою очередь	1	2
282	говоря уже	1	2
283	характер и	1	2
284	роль в	1	2
285	на том	1	2
286	что у	4	2
287	что для	1	2
288	по сравнению	1	2
289	и вообще	2	2
290	одного из	1	2
291	после того	4	2
292	как у	3	2
293	пр но	1	2
294	нуждается в	1	2
295	язык в	1	2
296	для самого	1	2
297	тех пор	1	2
298	с той	2	2
299	мне кажется	3	2
300	с ними	1	2
301	сколь бы	1	2
302	пишет он	2	2
303	он уже	1	2
304	или же	1	2
305	их не	1	2
306	конечно не	1	2
307	языка как	1	2
308	а это	1	2
309	ставит себе	1	2
310	и речь	1	2
311	никогда не	3	2
312	и даже	3	2
313	еще и	3	2
314	в живом	1	2
315	обратить внимание	5	2
316	а на	1	2
317	на этот	2	2
318	не на	2	2
319	за год	1	2
320	языка не	1	2
321	он и	1	2
322	так называемых	1	2
323	но оно	1	2
324	в частности	4	2
325	на который	1	2
326	ни на	1	2
327	п а	1	2
328	о возможности	1	2
329	достаточно для	2	2
330	в той	5	2
331	здесь следует	1	2
332	как будто	1	2
333	быть не	1	2
334	материал для	3	2
335	с этой	2	2
336	больше внимания	1	2
337	этом случае	1	2
338	между прочим	12	2
339	является ли	1	2
340	и для	1	2
341	и от	1	2
342	то не	1	2
343	и все	1	2
344	всем хорошо	1	2
345	будто бы	1	2
346	язык не	1	2
347	все они	1	2
348	в свою	1	2
349	не говоря	1	2
350	в свое	1	2
351	в своих	1	2
352	по поводу	8	2
353	для рассмотрения	1	1
354	языка с	1	1
355	по адресу	2	1
356	сам по	1	1
357	и без	1	1
358	совершенно новый	1	1
359	так легко	1	1
360	в сочетание	1	1
361	мере в	2	1
362	себя да	1	1
363	думал о	2	1
364	в котором	7	1
365	смысл этого	2	1
366	между той	1	1
367	но важно	1	1
368	это доказывает	1	1
369	едва ли	1	1
370	не говорю	1	1
371	по его	3	1
372	которыми он	1	1
373	а как	4	1
374	бы уже	1	1
375	мы не	1	1
376	на первом	2	1
377	это что	1	1
378	большую роль	1	1
379	есть нечто	1	1
380	на правах	1	1
381	совпадает с	1	1
382	на тему	1	1
383	однако никак	1	1
384	вместо того	1	1
385	мы и	1	1
386	не писать	1	1
387	подчеркнуть что	3	1
388	и он	3	1
389	он был	2	1
390	на них	1	1
391	французском языке	2	1
392	столь же	1	1
393	бы то	2	1
394	с его	2	1
395	только после	1	1
396	это имеет	1	1
397	союз а	1	1
398	наиболее яркие	1	1
399	вполне возможно	1	1
400	истинный смысл	1	1
401	но как	1	1
402	по отношению	1	1
403	в общем	3	1
404	слова на	1	1
405	себе и	1	1
406	слову в	1	1
407	это почти	1	1
408	нет и	2	1
409	для борьбы	1	1
410	к сожалению	2	1
411	так что	3	1
412	меньше всего	3	1
413	идет о	3	1
414	русского и	1	1
415	независимо от	1	1
416	общего с	1	1
417	что именно	2	1
418	вот как	1	1
419	до его	1	1
420	что как	1	1
421	противоречие в	1	1
422	кроме того	4	1
423	напечатанной в	1	1
424	языка к	1	1
425	и как	2	1
426	говорит что	1	1
427	сказал бы	1	1
428	по пути	2	1
429	и к	4	1
430	живом языке	1	1
431	стиля и	1	1
432	не очень	1	1
433	чего же	1	1
434	собою разумеется	2	1
435	характер как	1	1
436	значения как	1	1
437	не приходится	4	1
438	в которой	11	1
439	в литературном	1	1
440	не оставляет	1	1
441	из этих	1	1
442	в известном	3	1
443	что к	1	1
444	выше было	1	1
445	свой вывод	1	1
446	традиция в	1	1
447	образом при	1	1
448	бы только	1	1
449	в себе	2	1
450	но он	3	1
451	том самом	1	1
452	тому же	3	1
453	смысл имеют	1	1
454	для народа	1	1
455	от которого	1	1
456	мы можем	1	1
457	с естественным	1	1
458	в первую	1	1
459	первой части	2	1
460	не нуждаются	1	1
461	в принципе	1	1
462	к одному	1	1
463	том чтобы	1	1
464	вообще не	3	1
465	языком и	1	1
466	прежде чем	1	1
467	так например	7	1
468	это однако	1	1
469	в каждом	1	1
470	больше всего	2	1
471	то ни	2	1
472	не будет	1	1
473	а когда	1	1
474	пишет в	1	1
475	в совершенно	1	1
476	и лица	1	1
477	связанных с	1	1
478	к другу	1	1
479	из всех	1	1
480	а по	1	1
481	не слушают	1	1
482	литературного языка	2	1
483	этого процесса	1	1
484	читать и	1	1
485	от степени	2	1
486	те или	1	1
487	первую очередь	1	1
488	на почве	2	1
489	известно что	1	1
490	удачно с	1	1
491	всю свою	1	1
492	какой они	1	1
493	указаний на	1	1
494	здесь нет	1	1
495	кажется что	3	1
496	я считаю	1	1
497	само собою	2	1
498	нет в	1	1
499	одному из	1	1
500	особенно наглядно	1	1
501	а прежде	1	1
502	и уже	1	1
503	заключалась в	1	1
504	перестает быть	1	1
505	вопрос одного	1	1
506	можно считать	1	1
507	этом в	1	1
508	и некоторые	1	1
509	такой же	1	1
510	что собственно	2	1
511	речь может	1	1
512	на таких	1	1
513	но я	1	1
514	два слова	2	1
515	какие бы	1	1
516	можно найти	1	1
517	академии наук	1	1
518	в №	2	1
519	к словам	1	1
520	которого является	1	1
521	на ряду	1	1
522	его мнению	1	1
523	что вся	1	1
524	место в	1	1
525	языке но	1	1
526	далее в	2	1
527	значение для	1	1
528	и той	1	1
529	не раз	2	1
530	в поэме	3	1
531	в одном	6	1
532	в политическом	2	1
533	в прямом	1	1
534	борьбу с	2	1
535	том же	2	1
536	ты знаешь	1	1
537	что этот	2	1
538	где нет	2	1
539	даже в	2	1
540	и вся	2	1
541	тому что	7	1
542	что есть	1	1
543	понимании этого	1	1
544	xviii века	2	1
545	виду что	1	1
546	самого начала	3	1
547	дело в	4	1
548	одна из	1	1
549	каждого данного	1	1
550	с и	2	1
551	до сих	6	1
552	что вы	1	1
553	для всего	1	1
554	письме к	8	1
555	вообще нет	2	1
556	его от	1	1
557	в старых	1	1
558	бы знать	1	1
559	вследствие того	1	1
560	первая часть	1	1
561	б в	2	1
562	следует понимать	1	1
563	ли в	1	1
564	только с	2	1
565	ли нам	1	1
566	не знали	5	1
567	е даже	1	1
568	в стиле	1	1
569	именно то	1	1
570	именно такой	1	1
571	свое собственное	1	1
572	и именно	3	1
573	которого я	1	1
574	значительной степени	2	1
575	а что	1	1
576	не встречается	1	1
577	вяземский писал	1	1
578	в наши	1	1
579	слова с	1	1
580	наконец что	1	1
581	полным правом	1	1
582	где он	2	1
583	ничего общего	1	1
584	наши дни	1	1
585	языка по	1	1
586	смысле что	1	1
587	в деревне	1	1
588	это время	2	1
589	первом месте	1	1
590	самом тексте	2	1
591	что составляет	1	1
592	без всякого	1	1
593	в ее	2	1
594	смысл этих	1	1
595	полное право	2	1
596	копию с	1	1
597	с самого	3	1
598	то время	1	1
599	ряду с	1	1
600	имеет никакого	1	1
601	слова а	1	1
602	принять во	2	1
603	не трудно	1	1
604	не с	1	1
605	связан с	3	1
606	и которые	1	1
607	как источник	1	1
608	есть также	1	1
609	которая была	2	1
610	во многом	2	1
611	не дают	1	1
612	к вопросам	1	1
613	их серьезности	1	1
614	уже наперед	1	1
615	к тем	1	1
616	ли и	2	1
617	а все	1	1
618	основана на	1	1
619	точно также	2	1
620	поэтому в	1	1
621	в эпоху	1	1
622	отрицать что	1	1
623	разговорного языка	1	1
624	к языку	1	1
625	с полным	1	1
626	но нужно	1	1
627	о том	17	1
628	о в	1	1
629	на вопрос	3	1
630	внимание на	4	1
631	настоящее время	1	1
632	говорит об	2	1
633	прямой связи	1	1
634	перед вами	1	1
635	с того	1	1
636	которых к	1	1
637	в чем	1	1
638	каждом данном	1	1
639	в значительной	2	1
640	от них	1	1
641	видели выше	1	1
642	но нет	1	1
643	отметить что	2	1
644	от этих	1	1
645	каких бы	1	1
646	в том-то	1	1
647	находим и	1	1
648	как например	2	1
649	известном смысле	1	1
650	но с	4	1
651	не читал	1	1
652	и дело	2	1
653	одной из	3	1
654	бы отрицать	1	1
655	в какой	2	1
656	могло быть	3	1
657	бы может	1	1
658	те которые	1	1
659	очень много	1	1
660	по мнению	1	1
661	здесь о	1	1
662	которых в	1	1
663	нет не	1	1
664	с какой	1	1
665	что язык	1	1
666	сомнений в	2	1
667	видеть что	1	1
668	ни одного	3	1
669	ни было	2	1
670	борьбы с	3	1
671	в поэзии	1	1
672	и новым	1	1
673	за годы	1	1
674	чем обычно	1	1
675	е не	1	1
676	на своего	1	1
677	это те	1	1
678	одно из	1	1
679	не так	1	1
680	для него	4	1
681	и их	1	1
682	ведь это	1	1
683	могло бы	1	1
684	живого слова	1	1
685	сами по	2	1
686	не для	1	1
687	у нее	1	1
688	отношение к	1	1
689	не случайно	1	1
690	должен был	4	1
691	это слова	1	1
692	свое выражение	2	1
693	заметить что	1	1
694	разве лишь	2	1
695	в руки	1	1
696	не хотел	1	1
697	на счет	1	1
698	о каком	1	1
699	чтобы показать	1	1
700	этом можно	1	1
701	не до	2	1
702	возможно что	1	1
703	в каких	1	1
704	я был	1	1
705	не потому	2	1
706	несколько примеров	1	1
707	чем он	2	1
708	в предисловии	3	1
709	представляет собою	1	1
710	возникает целый	1	1
711	и др	2	1
712	при чем	1	1
713	в середине	1	1
714	каком смысле	1	1
715	после этих	1	1
716	пушкина как	3	1
717	одного слова	1	1
718	жизнь в	1	1
719	взглянем на	1	1
720	и я	2	1
721	а своего	1	1
722	во внимание	2	1
723	с которым	1	1
724	и слово	1	1
725	если не	2	1
726	прав был	1	1
727	форма слова	1	1
728	более чем	1	1
729	решительно не	1	1
730	связь с	2	1
731	уже то	1	1
732	или такое	1	1
733	что теперь	1	1
734	что первая	1	1
735	он взялся	1	1
736	по своему	2	1
737	предисловии к	2	1
738	не был	3	1
739	если оно	1	1
740	сравнению с	1	1
741	которые являются	1	1
742	верить что	1	1
743	эти слова	2	1
744	у автора	1	1
745	такого рода	2	1
746	по содержанию	1	1
747	с тех	1	1
748	и обязана	1	1
749	когда он	1	1
750	действительно ли	1	1
751	и такие	1	1
752	в очень	1	1
753	том смысле	2	1
754	в это	2	1
755	нам еще	1	1
756	ткань языка	1	1
757	в первые	2	1
758	и тому	1	1
759	еще раз	1	1
760	той мере	2	1
761	сих пор	5	1
762	своего друга	1	1
763	какой он	1	1
764	которые были	1	1
765	не мог	3	1
766	с большой	1	1
767	в книге	1	1
768	отвечает на	1	1
769	уже на	1	1
770	или должно	1	1
771	политическом отношении	2	1
772	в связь	1	1
773	в настоящее	1	1
774	бы даже	1	1
775	в голову	1	1
776	что только	1	1
777	давно уже	3	1
778	говорят не	2	1
779	в ряду	1	1
780	легко видеть	1	1
781	которым в	1	1
782	такие слова	1	1
783	бы в	1	1
784	речи так	1	1
785	и смысл	1	1
786	не должен	2	1
787	в свете	1	1
788	только что	2	1
789	в этих	3	1
790	же пришлось	1	1
791	е в	1	1
792	следующие строки	1	1
793	в период	2	1
794	имеет право	1	1
795	между ними	1	1
796	лишь что	1	1
797	в точности	1	1
798	языка на	1	1
799	который не	1	1
800	с о	1	1
801	но эти	1	1
802	не давала	1	1
803	и другие	2	1
804	хочется верить	1	1
805	понимать что	1	1
806	каждое слово	1	1
807	как на	9	1
808	они не	2	1
809	которая не	1	1
