N	2gram	Propp_Russ_2	slovoVRo
117	все время	1	3
118	в него	2	3
119	того что	3	3
120	в том	22	3
121	в качестве	3	3
122	и других	3	3
123	из них	4	3
124	для него	1	3
125	так как	13	3
126	друг друга	3	3
127	именно в	4	3
128	в свою	1	3
129	по всей	3	3
130	смысла и	1	3
131	не было	2	3
132	с этим	2	3
133	в данном	6	3
134	и там	3	3
135	по существу	4	3
136	с этой	2	3
137	как только	1	3
138	в основном	1	3
139	при всем	1	3
140	с ними	1	3
141	из этого	2	3
142	а между	1	2
143	например в	1	2
144	на самом	2	2
145	них как	2	2
146	в котором	3	2
147	мы уже	1	2
148	а как	1	2
149	мы не	6	2
150	же как	4	2
151	из своих	1	2
152	время как	1	2
153	мы и	1	2
154	свою очередь	1	2
155	и то	2	2
156	между собой	2	2
157	по своему	1	2
158	в ее	3	2
159	он может	1	2
160	но не	5	2
161	что они	1	2
162	хотя и	1	2
163	от этого	1	2
164	сливается с	1	2
165	или во	1	2
166	не могла	1	2
167	различные формы	1	2
168	и по	3	2
169	на этом	3	2
170	на все	1	2
171	для них	2	2
172	был бы	1	2
173	том что	22	2
174	в эту	3	2
175	в этих	3	2
176	но он	3	2
177	дело не	2	2
178	такая же	1	2
179	для нас	6	2
180	у нас	4	2
181	в духе	1	2
182	вокруг него	2	2
183	и о	3	2
184	то время	2	2
185	при всех	1	2
186	так в	2	2
187	можно было	2	2
188	не с	2	2
189	из одного	1	2
190	и вообще	1	2
191	в другом	1	2
192	за пределами	2	2
193	можно сказать	1	2
194	а также	4	2
195	нас в	1	2
196	здесь не	1	2
197	между тем	3	2
198	где они	2	2
199	так что	4	2
200	же и	1	2
201	связи с	2	2
202	акт и	1	2
203	уже не	4	2
204	только на	1	2
205	в виде	4	2
206	как более	1	2
207	от других	1	2
208	или даже	3	2
209	в одном	1	2
210	себя от	1	2
211	для того	6	2
212	в другой	1	2
213	а с	2	2
214	на которые	1	2
215	а на	9	2
216	совершенно не	2	2
217	что все	1	2
218	связь с	3	2
219	эти слова	1	2
220	так же	4	2
221	других случаях	1	2
222	и связанных	1	2
223	быть только	2	2
224	должно быть	2	2
225	в различные	1	2
226	активности и	1	2
227	этом случае	6	2
228	того или	1	2
229	как раз	1	2
230	не является	1	2
231	одна из	11	2
232	тем и	2	2
233	и другим	1	2
234	оно как	2	2
235	у них	2	2
236	потому что	5	2
237	вносят в	1	2
238	с ней	5	2
239	сказать что	1	2
240	они как	1	2
241	одновременно и	1	2
242	и эта	1	2
243	к этому	5	2
244	рассматривается как	2	1
245	и через	3	1
246	и есть	1	1
247	тех форм	1	1
248	из самых	1	1
249	и до	1	1
250	с таким	1	1
251	тридевять земель	1	1
252	мы имеем	6	1
253	что между	1	1
254	место в	1	1
255	но она	2	1
256	полное и	1	1
257	он был	1	1
258	в иванов	1	1
259	которое он	1	1
260	этим не	1	1
261	без всякого	1	1
262	там и	2	1
263	только два	1	1
264	в в	1	1
265	не входит	1	1
266	не все	4	1
267	к слову	1	1
268	иногда и	2	1
269	а через	2	1
270	отличие от	3	1
271	сила этих	1	1
272	в одной	1	1
273	в течение	2	1
274	стороны и	1	1
275	в одних	1	1
276	в противном	1	1
277	и где	1	1
278	что по	4	1
279	его к	1	1
280	всего как	1	1
281	в этот	10	1
282	еще на	1	1
283	к необходимости	1	1
284	еще далеко	1	1
285	в этой	3	1
286	свет на	1	1
287	только один	1	1
288	лица и	1	1
289	на то	1	1
290	и если	1	1
291	что она	3	1
292	за тридевять	1	1
293	он должен	1	1
294	не к	2	1
295	по всем	3	1
296	в нее	1	1
297	по аналогии	1	1
298	эта же	1	1
299	именно это	1	1
300	совпадают с	1	1
301	а затем	4	1
302	в состоянии	1	1
303	поэтому мы	1	1
304	этих форм	1	1
305	этой силы	3	1
306	и дает	1	1
307	чаще всего	1	1
308	смерть и	2	1
309	только одно	1	1
310	дни в	1	1
311	несмотря на	1	1
312	мы видели	7	1
313	становятся в	4	1
314	чем в	2	1
315	и становится	1	1
316	но если	3	1
317	введением в	1	1
318	таким же	1	1
319	как все	1	1
320	наиболее полное	1	1
321	не столько	2	1
322	в отличие	3	1
323	в которых	4	1
324	могла бы	1	1
325	мир и	1	1
326	тем не	2	1
327	и более	1	1
328	однако в	1	1
329	например и	1	1
330	полное описание	1	1
331	не менее	2	1
332	ее с	1	1
333	одних случаях	1	1
334	солидаризируясь с	1	1
335	того чтобы	6	1
336	дело в	1	1
337	с одним	1	1
338	в другую	1	1
339	по своей	1	1
340	людей и	2	1
341	во всем	2	1
342	же он	1	1
343	можно рассматривать	1	1
344	так называемый	1	1
345	звучит в	1	1
346	интересующие нас	1	1
347	этом отношении	1	1
348	не от	1	1
349	тем это	2	1
350	все то	2	1
351	во все	1	1
352	например на	1	1
353	встречаются и	1	1
354	должен быть	2	1
355	и это	1	1
356	в виду	2	1
357	силы от	1	1
358	смерти в	2	1
359	приводит к	1	1
360	и иные	1	1
361	и совершенно	1	1
362	почти каждый	1	1
363	и другими	1	1
364	был предметом	1	1
365	на которую	1	1
366	оно все	1	1
367	этим в	1	1
368	это только	1	1
369	но у	1	1
370	жизнь и	2	1
371	если бы	1	1
372	для этого	5	1
373	погружается в	1	1
374	находится в	1	1
375	сводится к	1	1
376	не был	2	1
377	своей книге	2	1
378	и что	5	1
379	или на	8	1
380	в различных	1	1
381	можно встретить	2	1
382	как у	1	1
383	и остаются	1	1
384	что и	2	1
385	может иметь	1	1
386	в литературе	1	1
387	в двух	1	1
388	притом по	1	1
389	тот же	1	1
390	п в	12	1
391	могла быть	1	1
392	употребляет их	1	1
393	те которые	1	1
394	в стороне	2	1
395	и так	1	1
396	или же	5	1
397	в эти	1	1
398	какой степени	1	1
399	из которого	1	1
400	есть в	2	1
401	вернуться к	1	1
402	входящие в	1	1
403	в борьбу	1	1
404	ни с	1	1
405	в первый	1	1
406	с девушкой	1	1
407	к ним	1	1
408	только с	1	1
409	случае не	1	1
410	каждый из	2	1
411	не просто	1	1
412	ним до	1	1
413	самом же	2	1
414	в форме	2	1
415	и делать	1	1
416	эти формы	1	1
417	которые как	1	1
418	нет и	1	1
419	же деле	2	1
420	влияние на	2	1
421	уходит в	1	1
422	о своем	1	1
423	в ряде	1	1
424	что для	3	1
425	месте и	1	1
426	то и	4	1
427	был в	1	1
428	на весь	1	1
429	о чем	4	1
430	на эту	2	1
431	в руках	2	1
432	на который	1	1
433	на смерть	1	1
434	вместе с	6	1
435	относятся к	1	1
436	в иных	1	1
437	книге о	1	1
438	которая у	1	1
439	образом на	1	1
440	быть не	1	1
441	в изучении	1	1
442	в это	1	1
443	этого слова	1	1
444	значение что	1	1
445	как за	1	1
446	день в	2	1
447	на пути	1	1
448	аналогии с	1	1
449	но это	1	1
450	с элементами	2	1
451	но с	1	1
452	с полной	1	1
453	тем более	1	1
454	сделать это	1	1
455	он по	1	1
456	из различных	1	1
457	от них	1	1
458	от него	1	1
459	для его	1	1
460	только элементы	1	1
461	же в	6	1
462	есть уже	1	1
463	только как	2	1
464	есть и	1	1
465	та же	2	1
466	в какой	1	1
467	и другие	14	1
468	значение в	1	1
469	как на	1	1
470	в таком	4	1
471	все что	1	1
