N	2gram	Ircho_Kome_2	KulturaY
137	что именно	2	3
138	и к	2	3
139	бы и	2	3
140	что это	4	3
141	тому же	11	3
142	он не	2	3
143	в первую	3	3
144	и с	5	3
145	зрения на	1	3
146	с этой	3	3
147	мы видели	1	3
148	не так	1	3
149	но если	3	3
150	и более	1	3
151	в то	6	3
152	как о	1	3
153	не имеет	3	3
154	не по	4	3
155	что на	3	3
156	в каком	1	3
157	обстоятельство что	1	3
158	всего этого	1	3
159	в результате	1	3
160	но и	10	3
161	нас в	1	3
162	это не	2	3
163	в какой	2	3
164	уже в	4	3
165	ни в	5	3
166	могло бы	1	3
167	мы находим	2	3
168	то это	2	3
169	именно в	1	3
170	а с	1	3
171	первую очередь	3	3
172	по существу	1	3
173	там где	1	3
174	того или	1	3
175	это уже	1	3
176	этого рода	1	3
177	к тому	12	3
178	другой стороны	1	3
179	или иного	1	3
180	по поводу	3	3
181	также что	2	2
182	по адресу	4	2
183	тем же	1	2
184	отношению к	3	2
185	что эти	1	2
186	на западе	1	2
187	мы имеем	2	2
188	на себя	7	2
189	в различных	1	2
190	чем это	2	2
191	не все	1	2
192	отличие от	2	2
193	не просто	1	2
194	всю эту	1	2
195	и я	2	2
196	более чем	4	2
197	как к	1	2
198	когда он	1	2
199	и как	1	2
200	имеет в	2	2
201	более или	1	2
202	но в	3	2
203	для которого	1	2
204	очень много	1	2
205	как он	3	2
206	с традициями	1	2
207	и самый	1	2
208	трех авторов	1	2
209	же это	1	2
210	и если	2	2
211	на этом	2	2
212	но все	3	2
213	с целью	1	2
214	его в	4	2
215	на протяжении	10	2
216	приходит в	1	2
217	чем в	2	2
218	себя внимание	5	2
219	как таковой	1	2
220	или менее	1	2
221	в этих	4	2
222	из того	1	2
223	и при	1	2
224	и без	1	2
225	в котором	3	2
226	бы привести	1	2
227	в отличие	2	2
228	сам же	1	2
229	если это	1	2
230	однако в	2	2
231	слов то	1	2
232	не о	1	2
233	может служить	1	2
234	по своему	2	2
235	более что	1	2
236	никак не	1	2
237	уже о	2	2
238	отличается от	1	2
239	такая же	2	2
240	говоря уже	2	2
241	так в	2	2
242	но мы	1	2
243	в пределах	1	2
244	убеждение в	1	2
245	мог бы	1	2
246	к его	2	2
247	когда в	2	2
248	и здесь	6	2
249	внимание на	1	2
250	различие в	1	2
251	не более	2	2
252	сразу же	4	2
253	в двух	6	2
254	на очень	1	2
255	тот или	1	2
256	в качестве	5	2
257	конечно не	1	2
258	то и	1	2
259	ни одного	1	2
260	речь в	1	2
261	он имеет	1	2
262	а то	1	2
263	в одном	2	2
264	не говоря	2	2
265	приемов и	1	2
266	на этот	4	2
267	не означает	1	2
268	о чем	3	2
269	какой мере	1	2
270	чем же	1	2
271	в частности	4	2
272	вместе с	9	2
273	так же	1	2
274	да рядом	1	2
275	в область	1	2
276	в тех	3	2
277	быть не	1	2
278	материал для	1	2
279	еще раз	1	2
280	как например	1	2
281	сплошь да	1	2
282	только для	1	2
283	все это	3	2
284	каждой из	2	2
285	мы найдем	3	2
286	не с	1	2
287	еще более	2	2
288	главным образом	1	2
289	не знает	1	2
290	для каждой	1	2
291	равно как	1	2
292	первом случае	1	2
293	во всяком	2	2
294	том числе	3	2
295	свою речь	1	1
296	говоря о	1	1
297	отношения к	1	1
298	например в	3	1
299	к традиционным	1	1
300	мере в	1	1
301	в чисто	1	1
302	из самых	2	1
303	существенное различие	1	1
304	на две	1	1
305	п которые	1	1
306	не имеют	1	1
307	в традиционной	2	1
308	да еще	2	1
309	повседневной жизни	1	1
310	этого нет	1	1
311	цитатам и	1	1
312	нам в	1	1
313	память о	1	1
314	такое положение	1	1
315	время как	2	1
316	знаем теперь	1	1
317	бы более	1	1
318	на себе	1	1
319	в полной	1	1
320	и самой	1	1
321	речи против	1	1
322	как не	2	1
323	большей частью	1	1
324	думаю что	1	1
325	и на	7	1
326	как ему	1	1
327	между собой	1	1
328	имело место	1	1
329	бы то	2	1
330	сомневаться что	1	1
331	значение и	1	1
332	и будет	1	1
333	тут же	2	1
334	нет и	2	1
335	это имело	1	1
336	идет о	2	1
337	в одной	2	1
338	ты с	1	1
339	с этим	5	1
340	это был	1	1
341	что касается	3	1
342	помнить что	1	1
343	тех случаях	1	1
344	которое и	1	1
345	как уже	1	1
346	роль играет	1	1
347	за собой	2	1
348	жанра и	1	1
349	со своей	3	1
350	себе как	1	1
351	действия и	1	1
352	в которой	5	1
353	чуть ли	2	1
354	думать что	1	1
355	тем главный	1	1
356	лишний раз	1	1
357	и признание	1	1
358	случае можно	1	1
359	не могла	1	1
360	последнюю роль	1	1
361	в принципе	2	1
362	концы с	1	1
363	образом и	1	1
364	строить свою	1	1
365	приобщиться к	1	1
366	его от	1	1
367	пример из	1	1
368	в основу	1	1
369	а вместе	1	1
370	в каждом	3	1
371	стоит однако	1	1
372	в другом	1	1
373	сказать в	1	1
374	входит в	1	1
375	не умеет	1	1
376	не хуже	1	1
377	и мы	1	1
378	цитат из	1	1
379	этом смысле	2	1
380	после этого	2	1
381	совершенно очевидным	1	1
382	рядом с	2	1
383	человек который	1	1
384	этого не	1	1
385	не всегда	2	1
386	и уже	1	1
387	со столь	1	1
388	не мог	1	1
389	вопроса об	1	1
390	в г	17	1
391	во время	6	1
392	поэтического творчества	1	1
393	их быта	1	1
394	таким же	1	1
395	и ее	2	1
396	в следующем	2	1
397	всяком случае	2	1
398	бы к	2	1
399	не находит	1	1
400	представление о	2	1
401	с концами	1	1
402	сделано в	1	1
403	которые лежат	1	1
404	они уже	1	1
405	от его	1	1
406	признать что	2	1
407	не считал	1	1
408	значение для	1	1
409	нельзя было	1	1
410	начнем с	1	1
411	друг другу	3	1
412	о его	4	1
413	как видим	2	1
414	для нее	1	1
415	даже в	2	1
416	слово как	1	1
417	дело как	1	1
418	шла о	1	1
419	случае в	1	1
420	дня и	1	1
421	важно что	4	1
422	как можно	1	1
423	правда в	1	1
424	и продолжает	1	1
425	в основе	1	1
426	первая половина	1	1
427	аргументом в	2	1
428	речь и	1	1
429	в самой	3	1
430	же время	3	1
431	этой цели	1	1
432	таким путем	1	1
433	по своей	1	1
434	это слово	4	1
435	и его	12	1
436	что речь	1	1
437	людьми не	1	1
438	обращает на	5	1
439	внешней политике	2	1
440	как будто	4	1
441	собрании с	1	1
442	общий фонд	1	1
443	ни о	1	1
444	такие случаи	1	1
445	и другой	1	1
446	всего в	2	1
447	как для	1	1
448	ли в	1	1
449	отказаться от	1	1
450	на это	2	1
451	от которой	2	1
452	то ни	2	1
453	приходит к	1	1
454	от друга	1	1
455	свою очередь	1	1
456	на основе	1	1
457	заголовок этот	1	1
458	в собственном	1	1
459	представим себе	1	1
460	можно сомневаться	3	1
461	или для	1	1
462	приводит к	1	1
463	до самого	1	1
464	путешествие в	1	1
465	никогда не	1	1
466	что однако	1	1
467	эти факты	1	1
468	каждого из	1	1
469	имеется в	1	1
470	о котором	1	1
471	отрицать что	2	1
472	остановимся на	1	1
473	того уже	1	1
474	этот может	1	1
475	означает что	1	1
476	в известной	1	1
477	сводится к	1	1
478	возможна только	1	1
479	узнать в	1	1
480	одного из	1	1
481	чтобы с	1	1
482	в пользу	2	1
483	по этому	1	1
484	к нему	3	1
485	нуждается в	1	1
486	речь шла	1	1
487	уже только	1	1
488	них в	1	1
489	все внимание	1	1
490	вслед за	2	1
491	также в	2	1
492	все время	2	1
493	своему содержанию	1	1
494	мы убеждаемся	1	1
495	показывают что	1	1
496	же все	1	1
497	собой разумеется	1	1
498	гораздо важнее	1	1
499	мы видим	1	1
500	речи о	1	1
501	одной из	4	1
502	с ними	2	1
503	упомянутое выше	1	1
504	что даже	1	1
505	кстати сказать	1	1
506	в себе	1	1
507	что различные	1	1
508	под одной	1	1
509	до нас	4	1
510	и после	2	1
511	наше время	1	1
512	одних и	2	1
513	они могут	1	1
514	что наши	2	1
515	от них	1	1
516	не последнюю	1	1
517	не знающего	2	1
518	ряде случаев	1	1
519	говорить об	1	1
520	этого понятия	1	1
521	в начале	4	1
522	свидетельствует о	1	1
523	целого ряда	1	1
524	является не	2	1
525	этому вопросу	1	1
526	здесь же	1	1
527	конечном счете	1	1
528	за ним	1	1
529	с совершенно	1	1
530	мы знаем	3	1
531	для него	1	1
532	и их	3	1
533	представить себе	3	1
534	текста в	1	1
535	нас только	1	1
536	никто не	3	1
537	не для	2	1
538	то время	3	1
539	само по	1	1
540	при отсутствии	1	1
541	такого толкования	1	1
542	общения и	1	1
543	само собой	1	1
544	им по	1	1
545	друг от	1	1
546	внутренней политики	1	1
547	возможно что	3	1
548	отклики на	2	1
549	со стороны	2	1
550	на примере	1	1
551	и тех	2	1
552	следовало бы	1	1
553	что для	4	1
554	выше и	1	1
555	а на	2	1
556	г №	2	1
557	который с	1	1
558	сообщает о	1	1
559	его по	1	1
560	возвращаясь к	2	1
561	а по	1	1
562	лишь тогда	1	1
563	если не	2	1
564	так называемых	2	1
565	считать не	1	1
566	является его	1	1
567	к самому	1	1
568	из которых	3	1
569	их то	1	1
570	целом ряде	1	1
571	этих словах	1	1
572	наряду с	6	1
573	ведет к	1	1
574	если эти	1	1
575	в эту	1	1
576	исходя из	1	1
577	то на	1	1
578	в современной	1	1
579	и богатство	1	1
580	ли не	7	1
581	поэтому когда	1	1
582	в контексте	1	1
583	нам приходится	1	1
584	впрочем не	1	1
585	форме к	1	1
586	и для	4	1
587	было еще	1	1
588	случаях когда	1	1
589	для этой	2	1
590	и от	4	1
591	только теперь	1	1
592	к внешней	1	1
593	же что	1	1
594	интерес к	3	1
595	не должен	1	1
596	проблем современного	1	1
597	против того	1	1
598	будто бы	1	1
599	находим в	1	1
600	вот этот	1	1
601	же в	4	1
602	века мы	1	1
603	и другие	2	1
604	г и	5	1
605	за этим	1	1
606	несмотря на	1	1
607	нам не	1	1
608	в период	3	1
609	в свою	1	1
610	между ними	1	1
611	рассчитанное на	1	1
612	речи и	1	1
613	на дорогу	1	1
614	в последнем	1	1
615	можно привести	2	1
616	для содержания	1	1
617	занимает в	1	1
618	к этому	5	1
619	отношении является	1	1
620	а может	1	1
621	и эта	1	1
622	о которых	1	1
623	все что	1	1
