N	2gram	Vinokur_Vv_1	Psycholo
101	же как	3	4
102	в котором	4	4
103	мы имеем	3	4
104	в которой	1	4
105	в виду	4	4
106	у него	1	4
107	отличие от	3	4
108	искусство и	2	4
109	в себе	4	4
110	по существу	2	4
111	одной и	2	4
112	различие между	1	4
113	от себя	3	4
114	тому что	2	4
115	одна из	2	4
116	у нас	2	4
117	к тому	4	4
118	со стороны	12	4
119	никак не	1	4
120	прежде всего	8	4
121	между тем	8	4
122	все время	1	4
123	один из	6	4
124	и у	1	4
125	мы можем	2	4
126	и так	1	4
127	как это	5	4
128	этого слова	2	4
129	с этой	4	4
130	и о	1	4
131	искусства как	1	4
132	в результате	3	4
133	чтобы понять	2	4
134	в этих	3	4
135	и другие	1	4
136	в своих	2	4
137	к этому	3	4
138	смысле слова	7	3
139	речь идет	2	3
140	например в	2	3
141	это и	1	3
142	на деле	1	3
143	что эти	1	3
144	должна быть	2	3
145	собственном смысле	2	3
146	той же	4	3
147	самое же	2	3
148	нуждаются в	1	3
149	вопрос о	8	3
150	из которых	2	3
151	в которых	6	3
152	совсем не	3	3
153	но не	7	3
154	с этим	2	3
155	стороны и	3	3
156	в своем	3	3
157	хотя и	3	3
158	что по	1	3
159	и к	1	3
160	себе не	1	3
161	но в	10	3
162	психологии и	1	3
163	та же	1	3
164	уже в	5	3
165	у каждого	1	3
166	в этой	3	3
167	его и	1	3
168	тому же	1	3
169	обоих этих	1	3
170	состоит в	2	3
171	надо сказать	1	3
172	в силу	3	3
173	и вот	3	3
174	в каждом	4	3
175	разница между	1	3
176	с тем	6	3
177	мы знаем	1	3
178	в своей	4	3
179	представить себе	5	3
180	представление о	1	3
181	в отличие	3	3
182	для объяснения	2	3
183	и той	2	3
184	точку зрения	1	3
185	задачи и	1	3
186	мысли в	1	3
187	точно так	2	3
188	во всем	2	3
189	что на	1	3
190	у меня	1	3
191	все то	1	3
192	не могут	5	3
193	когда мы	2	3
194	и другой	1	3
195	что оно	2	3
196	не есть	4	3
197	что при	1	3
198	возникает как	1	3
199	и это	6	3
200	что все	1	3
201	только при	1	3
202	в собственном	2	3
203	так и	1	3
204	что у	1	3
205	по тому	1	3
206	исследования и	2	3
207	ее от	2	3
208	в конечном	1	3
209	нуждается в	2	3
210	в частности	3	3
211	дело с	6	3
212	только на	3	3
213	и других	3	3
214	а потому	3	3
215	слова в	1	3
216	в конце	3	3
217	от того	3	3
218	до сих	5	3
219	не было	1	3
220	в одной	1	3
221	из его	2	3
222	как познание	1	3
223	сих пор	5	3
224	но это	1	3
225	должны быть	1	3
226	каждой из	3	3
227	конце концов	2	3
228	т е	38	3
229	жизни и	2	3
230	все что	1	3
231	как на	11	3
232	того же	3	2
233	и то	5	2
234	и без	2	2
235	на самом	1	2
236	тех же	1	2
237	оно было	1	2
238	есть не	3	2
239	как мы	9	2
240	человека и	1	2
241	есть нечто	1	2
242	большей частью	1	2
243	быть в	4	2
244	в чем	4	2
245	только то	1	2
246	в область	1	2
247	но как	2	2
248	а только	8	2
249	не то	1	2
250	искусство в	1	2
251	отношение к	3	2
252	или иное	1	2
253	сама по	3	2
254	независимо от	3	2
255	что внутренняя	1	2
256	как к	1	2
257	мысли но	1	2
258	и художественного	1	2
259	к числу	1	2
260	увидим что	1	2
261	есть ли	1	2
262	предметом научного	1	2
263	в себя	1	2
264	бы и	2	2
265	представляет собой	12	2
266	в известном	3	2
267	остановиться на	1	2
268	и тот	1	2
269	как он	6	2
270	в нем	13	2
271	главным образом	1	2
272	или иных	3	2
273	русском языке	1	2
274	как они	1	2
275	и с	2	2
276	не дает	1	2
277	его в	6	2
278	но совершенно	1	2
279	на почве	5	2
280	этом смысле	11	2
281	и тем	5	2
282	в них	4	2
283	и очень	1	2
284	не всегда	1	2
285	и тогда	3	2
286	и сейчас	2	2
287	что такое	10	2
288	в такой	1	2
289	с точки	2	2
290	иначе как	1	2
291	мысли и	2	2
292	и другого	1	2
293	каждое из	1	2
294	тем не	8	2
295	том же	2	2
296	этой области	3	2
297	не менее	8	2
298	что различие	1	2
299	с теми	2	2
300	без остатка	2	2
301	казалось бы	2	2
302	ничего не	2	2
303	таким путем	1	2
304	показывает как	1	2
305	в русском	1	2
306	тех или	3	2
307	уже и	7	2
308	этом отношении	3	2
309	ли это	1	2
310	в известных	2	2
311	в основу	2	2
312	есть только	2	2
313	же самое	2	2
314	если же	2	2
315	в применении	6	2
316	на вопрос	6	2
317	приходит к	1	2
318	без всякого	1	2
319	то или	1	2
320	это только	4	2
321	с ним	1	2
322	в настоящее	1	2
323	настоящее время	1	2
324	но и	5	2
325	этих двух	1	2
326	что с	3	2
327	или как	3	2
328	тем или	1	2
329	этому поводу	2	2
330	когда оно	1	2
331	наконец в	1	2
332	как она	4	2
333	заключается не	1	2
334	к нему	2	2
335	что здесь	2	2
336	как например	5	2
337	тот же	1	2
338	помощи которого	1	2
339	по этому	2	2
340	в качестве	7	2
341	которой оно	1	2
342	уже не	5	2
343	что следовательно	1	2
344	в жизни	1	2
345	от других	2	2
346	из них	3	2
347	ту или	1	2
348	что содержание	1	2
349	одно из	5	2
350	в одном	4	2
351	к ним	1	2
352	но что	3	2
353	как раз	4	2
354	в каком	1	2
355	говорит о	3	2
356	и составляет	1	2
357	не означает	1	2
358	о чем	4	2
359	во внимание	2	2
360	в связи	2	2
361	мы видели	2	2
362	него в	2	2
363	xviii в	6	2
364	целом ряде	2	2
365	в особый	1	2
366	смысле этого	8	2
367	применении к	6	2
368	что же	3	2
369	критики и	2	2
370	в изучении	2	2
371	отличается от	1	2
372	искусством и	1	2
373	одного и	2	2
374	должна была	2	2
375	не существует	2	2
376	и от	1	2
377	это можно	1	2
378	об искусстве	4	2
379	или иным	1	2
380	бы в	1	2
381	и как	9	2
382	будто бы	2	2
383	только что	4	2
384	по самой	2	2
385	или не	1	2
386	есть продукт	1	2
387	обратиться к	1	2
388	до тех	1	2
389	что даже	2	2
390	только о	2	2
391	по поводу	1	2
392	это в	2	2
393	гораздо более	3	2
394	от этой	1	1
395	не иначе	2	1
396	как говорят	2	1
397	новое направление	1	1
398	к нашему	1	1
399	связана с	4	1
400	д при	1	1
401	изучения в	1	1
402	сохранять свое	1	1
403	наук о	1	1
404	в первом	5	1
405	основных вопросов	1	1
406	ведь и	1	1
407	вся она	1	1
408	своих исследованиях	1	1
409	и была	1	1
410	что если	2	1
411	попытки создания	1	1
412	прийти к	1	1
413	не была	1	1
414	который был	1	1
415	что иное	4	1
416	свою особую	1	1
417	этот факт	1	1
418	на тему	2	1
419	в полной	1	1
420	и ее	4	1
421	стороне дела	1	1
422	то это	3	1
423	для нашей	1	1
424	которое в	2	1
425	мы ее	1	1
426	и был	2	1
427	в ней	3	1
428	свою очередь	1	1
429	развития с	1	1
430	литературы и	1	1
431	собой в	2	1
432	целое и	2	1
433	еще не	4	1
434	и на	3	1
435	и многие	1	1
436	время в	2	1
437	бы то	1	1
438	взгляде на	2	1
439	во всех	2	1
440	только после	2	1
441	по своему	5	1
442	образом совершенно	1	1
443	то мы	1	1
444	из крупнейших	1	1
445	в сторону	1	1
446	одном и	1	1
447	ответ на	3	1
448	для всякого	1	1
449	тогда как	2	1
450	изложенное в	1	1
451	исторический факт	1	1
452	нет и	1	1
453	и чем	1	1
454	к автору	1	1
455	чем же	3	1
456	мере в	4	1
457	материалом для	1	1
458	искусство что	1	1
459	самое понятие	1	1
460	с чисто	2	1
461	искусстве и	1	1
462	на совокупность	1	1
463	служить материалом	1	1
464	с такого	1	1
465	в известной	3	1
466	в одних	1	1
467	в распоряжении	1	1
468	то ясно	1	1
469	и историю	2	1
470	от изучения	1	1
471	как уже	2	1
472	с понятием	3	1
473	двух разных	1	1
474	его к	2	1
475	которые заключены	1	1
476	в трудах	1	1
477	чем к	1	1
478	происхождение в	1	1
479	или иную	1	1
480	то в	1	1
481	за собой	3	1
482	искусства обычно	1	1
483	из самых	1	1
484	весь круг	1	1
485	стать не	1	1
486	а во-вторых	2	1
487	бы сказать	1	1
488	в тех	2	1
489	одной общей	1	1
490	выражение в	1	1
491	учение о	2	1
492	с их	5	1
493	от простого	1	1
494	бы только	1	1
495	только один	1	1
496	во многих	1	1
497	и те	2	1
498	вследствие этого	1	1
499	одно и	1	1
500	широком смысле	8	1
501	на его	1	1
502	восстановить в	1	1
503	труда и	1	1
504	к выводу	6	1
505	по словам	1	1
506	как оно	3	1
507	не следует	2	1
508	задний план	1	1
509	в статье	1	1
510	наук стоит	1	1
511	время и	1	1
512	известных пределах	1	1
513	эту задачу	1	1
514	момента в	2	1
515	он должен	1	1
516	же это	2	1
517	и хх	1	1
518	ни было	1	1
519	но вместе	2	1
520	приходим к	3	1
521	науки и	2	1
522	что ни	1	1
523	заключает в	1	1
524	не бывает	2	1
525	две области	1	1
526	но все	3	1
527	такого же	2	1
528	идей и	1	1
529	а затем	1	1
530	существует между	2	1
531	пока мы	1	1
532	об этом	5	1
533	говорил что	1	1
534	времени и	4	1
535	а как	3	1
536	того почему	1	1
537	это не	8	1
538	этого целого	1	1
539	он есть	1	1
540	чаще всего	1	1
541	сказывается в	1	1
542	в большей	7	1
543	на этот	4	1
544	деятельности с	1	1
545	идет от	1	1
546	эта система	1	1
547	она и	1	1
548	ни одной	1	1
549	все равно	1	1
550	и уже	3	1
551	этим и	1	1
552	всегда и	1	1
553	как сказано	2	1
554	для себя	1	1
555	значит не	1	1
556	чем в	3	1
557	мере не	1	1
558	автора и	1	1
559	и того	2	1
560	понятия и	1	1
561	к помощи	1	1
562	еще раз	1	1
563	со всей	3	1
564	задача заключается	1	1
565	и становится	1	1
566	другие с	2	1
567	для него	1	1
568	метода в	1	1
569	но если	3	1
570	и при	2	1
571	просто и	1	1
572	как искусство	2	1
573	области как	1	1
574	взгляд на	1	1
575	из которой	1	1
576	указать что	1	1
577	мы называем	2	1
578	совершенно понятно	1	1
579	из анализа	1	1
580	народного духа	1	1
581	процессе научного	1	1
582	стоит в	2	1
583	той мере	4	1
584	должны были	1	1
585	науки но	2	1
586	может вызвать	1	1
587	а есть	1	1
588	в прямом	2	1
589	всего именно	1	1
590	всякий акт	1	1
591	и более	1	1
592	искусства по	1	1
593	не могли	2	1
594	однако в	3	1
595	и наоборот	2	1
596	что этот	1	1
597	ним в	1	1
598	новое и	1	1
599	этой работы	3	1
600	же мы	1	1
601	приводят к	1	1
602	что сказано	3	1
603	и науки	2	1
604	теми или	1	1
605	в таких	1	1
606	иной раз	2	1
607	себе целью	1	1
608	и приемах	1	1
609	самого начала	1	1
610	как о	4	1
611	дело не	3	1
612	ее изучения	1	1
613	что наука	1	1
614	уже из	1	1
615	этих науках	1	1
616	дело в	3	1
617	к новым	1	1
618	д все	2	1
619	зрения нет	1	1
620	и искусство	1	1
621	особый вид	1	1
622	именно идея	1	1
623	в самых	1	1
624	в языкознании	1	1
625	и изучение	3	1
626	эстетических ценностей	1	1
627	всякое исследование	1	1
628	на котором	2	1
629	заключены в	1	1
630	тяготеть к	1	1
631	того как	3	1
632	имеем дело	1	1
633	своей природе	3	1
634	убедиться в	1	1
635	дело обстоит	1	1
636	связи с	3	1
637	может выражаться	1	1
638	не принадлежит	1	1
639	следует что	2	1
640	не до	2	1
641	точном смысле	1	1
642	не потому	1	1
643	факта что	1	1
644	есть совершенно	1	1
645	к таким	1	1
646	обстоятельство что	1	1
647	именно это	1	1
648	в духе	1	1
649	и заключается	4	1
650	большей мере	4	1
651	лежит в	2	1
652	как только	1	1
653	содержанием и	1	1
654	как своего	1	1
655	анализа и	1	1
656	понять что	1	1
657	эстетическое впечатление	1	1
658	подход к	1	1
659	оно не	1	1
660	слово которое	1	1
661	особенности этого	1	1
662	как не	1	1
663	поэтического образа	1	1
664	значительной мере	1	1
665	языка и	12	1
666	языка так	1	1
667	об отношении	2	1
668	с самого	1	1
669	идет речь	2	1
670	века но	1	1
671	что могло	3	1
672	следовательно и	1	1
673	прямом смысле	2	1
674	то как	1	1
675	наукой и	2	1
676	что может	3	1
677	его обработки	1	1
678	из двух	2	1
679	на нее	2	1
680	в фактах	1	1
681	принять во	2	1
682	проблем и	1	1
683	не трудно	7	1
684	больше в	1	1
685	а последняя	1	1
686	здесь нет	4	1
687	она была	2	1
688	можно только	2	1
689	том как	1	1
690	по ее	1	1
691	по сравнению	3	1
692	которое здесь	1	1
693	понятно что	3	1
694	в эпоху	1	1
695	другое дело	3	1
696	и вообще	3	1
697	точности и	1	1
698	выводу что	5	1
699	специальных наук	3	1
700	смысле и	2	1
701	которые у	1	1
702	и восприятия	1	1
703	содержание этого	1	1
704	вот почему	3	1
705	люди с	1	1
706	быть более	1	1
707	и та	1	1
708	они выросли	1	1
709	словами или	2	1
710	как ее	1	1
711	одного из	1	1
712	можно сказать	3	1
713	в только	1	1
714	пор пока	1	1
715	в различных	2	1
716	а также	3	1
717	в значительной	2	1
718	от другой	3	1
719	нас от	1	1
720	отдельные проблемы	1	1
721	все в	1	1
722	которая сама	1	1
723	по двум	1	1
724	его учениками	1	1
725	если например	1	1
726	если принять	1	1
727	нечто иное	1	1
728	помощи которых	1	1
729	поводу того	1	1
730	при исследовании	1	1
731	во втором	2	1
732	или иными	1	1
733	в индивидуальной	1	1
734	во всей	1	1
735	внешним образом	1	1
736	вообще и	3	1
737	в свете	1	1
738	ясного и	1	1
739	ее можно	1	1
740	и об	1	1
741	своему содержанию	1	1
742	представляет то	1	1
743	тех пор	1	1
744	чтобы выяснить	1	1
745	что стоит	1	1
746	известном смысле	3	1
747	но с	4	1
748	д и	1	1
749	в точном	1	1
750	выяснить как	1	1
751	обе эти	2	1
752	каком он	1	1
753	одной из	3	1
754	скорее как	1	1
755	том или	1	1
756	что этого	1	1
757	нем не	1	1
758	как нечто	8	1
759	должен быть	4	1
760	в стороне	1	1
761	очень много	1	1
762	в самое	1	1
763	не мешает	1	1
764	иное как	5	1
765	метода и	1	1
766	без этого	1	1
767	достигается и	1	1
768	прямо не	1	1
769	сомнений в	1	1
770	ее а	1	1
771	своим собственным	1	1
772	научного исследования	4	1
773	значение и	2	1
774	быть положена	1	1
775	а это	1	1
776	каким образом	1	1
777	речь в	4	1
778	вопросов а	1	1
779	этого процесса	1	1
780	и обратно	4	1
781	за ним	1	1
782	однако задача	1	1
783	который как	1	1
784	разница только	1	1
785	содержания и	1	1
786	мы находим	1	1
787	и творчества	2	1
788	постоянном взаимодействии	1	1
789	самом процессе	1	1
790	и должна	1	1
791	содержание и	1	1
792	произведения и	2	1
793	можно с	1	1
794	может служить	3	1
795	на картине	1	1
796	сказано не	1	1
797	русский язык	3	1
798	своем существе	1	1
799	как такового	2	1
800	заметить что	1	1
801	или ином	1	1
802	этого кризиса	1	1
803	к науке	1	1
804	этих понятий	2	1
805	в особенности	4	1
806	чтобы убедиться	1	1
807	и содержания	1	1
808	этих теорий	1	1
809	и из	1	1
810	объяснение в	1	1
811	если признать	1	1
812	в соответствующих	2	1
813	искусством в	1	1
814	именно в	8	1
815	оно будет	1	1
816	здесь в	1	1
817	в свою	1	1
818	или при	1	1
819	фантазии и	1	1
820	еще и	3	1
821	была и	1	1
822	двум причинам	1	1
823	в актах	1	1
824	и др	2	1
825	соответствии с	2	1
826	по тем	1	1
827	и известного	1	1
828	которых мы	1	1
829	более общего	2	1
830	зависит от	3	1
831	своего рода	3	1
832	с конца	2	1
833	одну из	1	1
834	следует только	1	1
835	необходимый для	1	1
836	и том	1	1
837	для этой	1	1
838	конечной целью	1	1
839	если это	2	1
840	виде в	2	1
841	так называемых	4	1
842	стоять на	1	1
843	считать не	1	1
844	он представляет	1	1
845	науку и	3	1
846	в центре	4	1
847	самой своей	2	1
848	мы говорим	2	1
849	стороны формы	1	1
850	в разной	2	1
851	многих случаях	1	1
852	что именно	2	1
853	только с	3	1
854	общественной мысли	1	1
855	прямо говорит	1	1
856	случаях в	1	1
857	сравнению с	3	1
858	а если	2	1
859	она есть	5	1
860	не понимать	1	1
861	в той	7	1
862	литературное произведение	2	1
863	становится все	1	1
864	на эту	1	1
865	в литературе	1	1
866	первом случае	2	1
867	от природы	1	1
868	развития но	1	1
869	должно быть	2	1
870	дело здесь	1	1
871	и основной	1	1
872	всем что	1	1
873	результату но	1	1
874	л в	1	1
875	слова и	1	1
876	это попытки	1	1
877	материалов и	2	1
878	специальной области	1	1
879	и каждая	1	1
880	как предмет	1	1
881	оба они	1	1
882	судить о	1	1
883	этого метода	1	1
884	общественной жизни	1	1
885	это выражение	1	1
886	имел в	1	1
887	не к	2	1
888	но для	1	1
889	между собой	1	1
890	которые были	2	1
891	в более	2	1
892	наиболее ценное	1	1
893	от прочих	1	1
894	области знания	5	1
895	становится возможным	1	1
896	того есть	1	1
897	на задний	1	1
898	отсюда ясно	1	1
899	или в	1	1
900	а к	1	1
901	тот конфликт	1	1
902	как увидим	2	1
903	в ближайшем	1	1
904	науки об	2	1
905	на других	1	1
906	мы должны	1	1
907	истории литературы	3	1
908	хотя бы	5	1
909	же в	1	1
910	теоретической мысли	1	1
911	в широком	7	1
912	о своем	1	1
913	между ними	2	1
914	как явление	1	1
915	только как	6	1
916	в системе	1	1
917	и внутренне	1	1
918	в их	11	1
919	последний вопрос	1	1
920	о духе	1	1
921	также в	1	1
922	понимается как	1	1
923	и составляют	1	1
924	для нашего	1	1
925	с ними	1	1
926	одновременно и	1	1
927	не что	4	1
928	языка то	1	1
929	этими явлениями	1	1
930	этим объясняется	1	1
931	науки как	1	1
932	которая существует	1	1
933	в действительности	1	1
934	с научной	2	1
935	это понятие	2	1
