N	2gram	Tiupa_Narr_2	FransuaR
100	и с	1	3
101	это не	3	3
102	в новое	1	3
103	далеко не	5	3
104	в ее	4	3
105	с точки	2	3
106	мир и	1	3
107	но это	2	3
108	на котором	1	3
109	ничего не	6	3
110	по своей	3	3
111	у шекспира	1	3
112	этом отношении	3	3
113	и здесь	2	3
114	картине мира	2	3
115	не могут	1	3
116	но одновременно	2	3
117	в виду	1	3
118	с ним	4	3
119	о нем	3	3
120	в самой	1	3
121	с другой	5	3
122	и во	1	3
123	к нему	1	3
124	во всей	1	3
125	в форме	5	3
126	что он	5	3
127	мир в	1	3
128	в системе	1	3
129	как раз	3	3
130	в других	2	3
131	мира в	4	3
132	на фоне	2	3
133	и их	1	3
134	но для	2	3
135	не является	4	3
136	по ходу	1	3
137	не может	8	3
138	что в	4	3
139	отношения к	1	2
140	одним из	1	2
141	например в	1	2
142	области литературы	1	2
143	в чужой	2	2
144	смерть в	1	2
145	видеть в	1	2
146	не была	1	2
147	это всегда	1	2
148	не вполне	2	2
149	так называемые	1	2
150	подчеркнуть что	2	2
151	и он	2	2
152	это время	1	2
153	начало и	1	2
154	время в	1	2
155	в чем	2	2
156	но не	3	2
157	не входит	1	2
158	человеческих отношений	1	2
159	низа и	1	2
160	и наконец	1	2
161	его к	1	2
162	за свои	1	2
163	из этих	2	2
164	в современных	1	2
165	он не	5	2
166	не к	4	2
167	новое и	1	2
168	и по	3	2
169	конечно в	1	2
170	а его	1	2
171	большинстве случаев	1	2
172	это было	1	2
173	истории и	1	2
174	жизни но	1	2
175	в этих	1	2
176	и без	1	2
177	характер это	1	2
178	веков и	1	2
179	их в	1	2
180	называет его	1	2
181	раз и	1	2
182	при всех	1	2
183	на него	5	2
184	в процессе	2	2
185	о страхе	1	2
186	всего на	1	2
187	в мир	1	2
188	к себе	7	2
189	есть только	1	2
190	к тому	9	2
191	восходящая к	1	2
192	но при	4	2
193	приводит к	1	2
194	роль в	2	2
195	особенно в	1	2
196	во многом	1	2
197	во второй	2	2
198	на что	1	2
199	знает и	1	2
200	мы всегда	1	2
201	о том	5	2
202	можно сказать	6	2
203	основе своей	1	2
204	существенную роль	3	2
205	представления о	2	2
206	но с	1	2
207	этот вопрос	1	2
208	с одной	5	2
209	в большинстве	1	2
210	только на	2	2
211	и чисто	1	2
212	или даже	3	2
213	не для	1	2
214	при всей	4	2
215	неразрывном единстве	1	2
216	что не	1	2
217	одной стороны	5	2
218	на этот	1	2
219	более того	1	2
220	с конца	1	2
221	несмотря на	2	2
222	и так	1	2
223	и особенно	1	2
224	некоторые из	1	2
225	к жизни	1	2
226	наряду с	1	2
227	быть только	1	2
228	да и	3	2
229	в это	1	2
230	того что	6	2
231	еще раз	1	2
232	что мы	1	2
233	в целом	3	2
234	и для	3	2
235	и от	1	2
236	не подлежит	1	2
237	или в	1	2
238	хотя и	5	2
239	совершенно иной	1	2
240	со второй	1	2
241	интерес к	2	2
242	от всего	2	2
243	же в	4	2
244	в романе	1	2
245	себе самому	5	2
246	одновременно и	1	2
247	в таком	3	2
248	а между	1	1
249	своем роде	1	1
250	не имел	1	1
251	это и	1	1
252	так у	1	1
253	все его	4	1
254	жизни мы	2	1
255	смотрит на	1	1
256	между двумя	1	1
257	от своей	1	1
258	автора может	1	1
259	прошлое и	1	1
260	то же	4	1
261	а как	3	1
262	существенный аспект	1	1
263	на пороге	1	1
264	отступает от	1	1
265	на материале	1	1
266	если я	1	1
267	мы не	2	1
268	обновления и	1	1
269	и ничего	1	1
270	к новой	1	1
271	нам в	3	1
272	именно к	1	1
273	только благодаря	1	1
274	оба эти	1	1
275	с радостью	1	1
276	говорить о	2	1
277	принадлежит к	1	1
278	и другая	1	1
279	жизни это	1	1
280	как мир	1	1
281	т.п но	1	1
282	и мира	4	1
283	также следует	1	1
284	и необходимых	1	1
285	поскольку о	1	1
286	совершенно прав	1	1
287	видит в	2	1
288	же она	2	1
289	по отношению	5	1
290	и воображения	1	1
291	его произведение	1	1
292	человеку и	1	1
293	в настоящем	2	1
294	в произведениях	3	1
295	как первые	1	1
296	чем же	1	1
297	даже сказать	1	1
298	или косвенно	1	1
299	как к	3	1
300	ней в	2	1
301	это был	2	1
302	далее и	1	1
303	сознания в	1	1
304	как уже	2	1
305	и как	1	1
306	имеет в	1	1
307	для которого	1	1
308	в которой	1	1
309	отказывается от	1	1
310	в нашем	2	1
311	приобретает характер	1	1
312	по преимуществу	1	1
313	в известном	3	1
314	раз в	2	1
315	по форме	1	1
316	ее проявления	1	1
317	тому же	4	1
318	как он	2	1
319	на то	2	1
320	не могла	1	1
321	главное в	1	1
322	о которой	3	1
323	для того	1	1
324	жизнью и	2	1
325	и более	2	1
326	и сам	3	1
327	нашего времени	1	1
328	не могли	1	1
329	из него	1	1
330	на этом	1	1
331	людей и	1	1
332	здесь мы	1	1
333	здесь всегда	1	1
334	об этом	4	1
335	оно становится	1	1
336	самим собой	3	1
337	зрения на	2	1
338	в будущее	1	1
339	было бы	2	1
340	говоря о	1	1
341	новой жизни	1	1
342	к миру	2	1
343	смерть и	1	1
344	но уже	1	1
345	он является	3	1
346	как об	1	1
347	мы имеем	3	1
348	новые формы	1	1
349	и уже	4	1
350	в развитии	1	1
351	в церкви	2	1
352	и конец	1	1
353	на первый	1	1
354	место в	5	1
355	это делает	1	1
356	и шире	1	1
357	жизнь и	1	1
358	все и	1	1
359	не столько	5	1
360	в которых	1	1
361	направлен на	1	1
362	жизни с	2	1
363	своего рода	9	1
364	своей не	1	1
365	как это	4	1
366	есть его	1	1
367	точку зрения	3	1
368	остается вне	1	1
369	но он	2	1
370	что было	1	1
371	мы встречаемся	1	1
372	освободиться от	1	1
373	не готово	1	1
374	шире чем	1	1
375	ни для	2	1
376	можно ли	1	1
377	не менее	4	1
378	на рубеже	1	1
379	и нормам	1	1
380	вплоть до	1	1
381	но они	1	1
382	тем самым	5	1
383	мира не	2	1
384	с которой	1	1
385	она не	1	1
386	что с	2	1
387	в то	5	1
388	принадлежат к	1	1
389	своего существования	1	1
390	и молитвы	1	1
391	пока еще	3	1
392	не могло	2	1
393	на стороне	2	1
394	же время	3	1
395	своей природе	2	1
396	со своим	2	1
397	чужой мир	1	1
398	эти три	1	1
399	у нас	2	1
400	которому все	1	1
401	в живой	1	1
402	xx века	1	1
403	все то	2	1
404	это по	1	1
405	вполне адекватным	1	1
406	усматривает и	1	1
407	оно не	2	1
408	что при	1	1
409	где он	1	1
410	одновременно это	1	1
411	этой своей	2	1
412	им в	1	1
413	того чтобы	3	1
414	что все	1	1
415	он вовсе	1	1
416	и образ	1	1
417	напротив они	1	1
418	здесь не	2	1
419	и служит	2	1
420	характер и	3	1
421	в организации	1	1
422	и иные	2	1
423	всей своей	2	1
424	с собой	1	1
425	можно было	2	1
426	те же	2	1
427	было в	1	1
428	здесь нет	1	1
429	нет места	1	1
430	еще в	1	1
431	это только	1	1
432	строго говоря	3	1
433	всегда имеет	1	1
434	сводится к	9	1
435	в состав	3	1
436	в раннем	1	1
437	говорит об	1	1
438	вместе со	1	1
439	за пределами	3	1
440	его жизни	2	1
441	утверждает что	1	1
442	и объяснить	1	1
443	времени в	1	1
444	небольшому числу	1	1
445	именно она	1	1
446	бы в	2	1
447	лишь к	1	1
448	них в	1	1
449	наконец в	1	1
450	именно в	2	1
451	выше в	1	1
452	циклического времени	1	1
453	иначе в	1	1
454	сложное и	1	1
455	на других	1	1
456	и она	1	1
457	известном смысле	3	1
458	в формах	1	1
459	один из	3	1
460	среди других	1	1
461	одной из	1	1
462	уже принадлежит	1	1
463	с ними	3	1
464	ли он	1	1
465	в какой	4	1
466	героического эпоса	1	1
467	всей жизни	1	1
468	всяком случае	1	1
469	в уста	1	1
470	делает его	1	1
471	только художественная	1	1
472	других писателей	1	1
473	этой системе	1	1
474	с нею	2	1
475	то и	3	1
476	оно всегда	1	1
477	такое определение	1	1
478	он имеет	1	1
479	не остаются	1	1
480	в конце	4	1
481	что и	2	1
482	начала жизни	1	1
483	не о	1	1
484	у него	6	1
485	томас манн	2	1
486	только по	2	1
487	тем что	1	1
488	они становятся	1	1
489	первая и	1	1
490	именно как	1	1
491	со стороны	6	1
492	вовсе и	1	1
493	ожидания и	1	1
494	к которому	2	1
495	к небольшому	1	1
496	прямо или	1	1
497	только к	3	1
498	говорит о	2	1
499	и люди	1	1
500	к человеку	1	1
501	настоящего времени	1	1
502	это прежде	1	1
503	это мир	1	1
504	не исключает	1	1
505	не на	1	1
506	а не	17	1
507	однако и	1	1
508	его как	1	1
509	о чем	2	1
510	человеческой жизни	1	1
511	одна из	3	1
512	его собственной	1	1
513	в неразрывном	1	1
514	как именно	1	1
515	проникновения в	1	1
516	мог быть	1	1
517	уже давно	1	1
518	по мысли	5	1
519	но оно	1	1
520	свести к	1	1
521	весенний и	1	1
522	границы между	1	1
523	в xix	1	1
524	функционирует в	1	1
525	например когда	1	1
526	характера и	3	1
527	а потому	1	1
528	он говорит	1	1
529	говорит в	1	1
530	в течение	2	1
531	есть на	1	1
532	на свете	1	1
533	многих других	1	1
534	или хотя	1	1
535	ли не	1	1
536	этот не	1	1
537	слова и	1	1
538	бытия в	2	1
539	ведь и	1	1
540	в начале	2	1
541	что касается	1	1
542	мире а	1	1
543	началом и	2	1
544	времени его	1	1
545	в связи	1	1
546	тем и	1	1
547	в пределе	1	1
548	в результате	2	1
549	себя самого	1	1
550	по одной	1	1
551	иначе он	1	1
552	к внешнему	1	1
553	но зато	2	1
554	хотя бы	2	1
555	показывает в	1	1
556	понимает его	1	1
557	самому и	1	1
558	от ее	1	1
559	подобные явления	1	1
560	отношением к	1	1
561	смысле они	1	1
562	же самой	1	1
563	имеет место	2	1
564	отношению к	5	1
565	она уходит	1	1
566	этом между	1	1
567	речи как	1	1
568	просто не	1	1
569	это так	1	1
570	разрушила бы	1	1
571	играют существенную	2	1
572	к этому	1	1
573	как на	2	1
574	во всяком	1	1
575	все что	4	1
576	они не	2	1
