N	2gram	Propp_Russ_1	Myslijsy
483	для этого	2	1
484	предположить что	2	1
485	но здесь	1	1
486	находится в	2	1
487	и здесь	2	1
488	при котором	1	1
489	в глаза	1	1
490	и первобытный	1	1
491	после того	2	1
492	и который	1	1
493	нас в	1	1
494	не имеющий	1	1
495	во всех	4	1
496	этому поводу	2	1
497	же думает	1	1
498	судить о	2	1
499	стоит и	1	1
500	меру своих	1	1
501	из своего	1	1
502	материал не	1	1
503	от одного	1	1
504	примыкает к	1	1
505	что бы	1	1
506	нетрудно будет	1	1
507	значит что	2	1
508	бросается в	1	1
509	что здесь	1	1
510	как из	1	1
511	в двух	1	1
512	тот же	1	1
513	который в	1	1
514	и ее	1	1
515	или его	1	1
516	по этому	3	1
517	на счастье	1	1
518	это значение	1	1
519	каким образом	1	1
520	но совершенно	1	1
521	его и	2	1
522	смерти и	1	1
523	не связанных	1	1
524	мы знаем	1	1
525	с первым	1	1
526	в прошлом	2	1
527	к ним	3	1
528	должен был	1	1
529	каждый из	1	1
530	другому и	1	1
531	была только	1	1
532	в очень	1	1
533	не является	1	1
534	значение чем	1	1
535	тому кто	1	1
536	точек зрения	1	1
537	как у	1	1
538	них в	2	1
539	мы еще	1	1
540	на раннее	1	1
541	по всей	1	1
542	происходит при	1	1
543	но есть	2	1
544	объясняется почему	1	1
545	на этот	3	1
546	не на	2	1
547	не означает	2	1
548	и непосредственно	2	1
549	с которым	1	1
550	его как	2	1
551	за самый	1	1
552	под влиянием	1	1
553	прямо на	1	1
554	но можно	1	1
555	на год	1	1
556	который у	1	1
557	видели в	1	1
558	солнца с	1	1
559	и а	4	1
560	или по	1	1
561	общего с	1	1
562	многих случаях	2	1
563	власть над	1	1
564	в область	1	1
565	в данном	1	1
566	в земле	2	1
567	видя в	1	1
568	который мы	1	1
569	кругом в	1	1
570	друг с	1	1
571	ни одно	2	1
572	исходя из	1	1
573	как например	3	1
574	и другим	2	1
575	имеет много	1	1
576	которой оно	1	1
577	только для	2	1
578	видно что	6	1
579	из ряда	1	1
580	к вопросу	2	1
581	сходство с	2	1
582	случае он	1	1
583	слово к	1	1
584	почему именно	1	1
585	такой взгляд	1	1
586	или не	1	1
587	о котором	1	1
588	на такой	1	1
589	или нет	1	1
590	указывают на	1	1
591	г в	4	1
592	другими и	1	1
593	например из	1	1
594	этом можно	1	1
595	в народной	2	1
596	между ними	1	1
597	нет но	1	1
598	с ними	5	1
599	находящихся в	1	1
600	есть и	1	1
601	этим объясняется	1	1
602	но эти	3	1
603	а нечто	1	1
604	нас не	2	1
605	можно назвать	1	1
606	во всяком	1	1
