N	2gram	Tiupa_Disk_1	formyVre
438	таким же	1	1
439	значительную роль	1	1
440	по внешности	1	1
441	наших дней	2	1
442	не становится	1	1
443	всяком случае	1	1
444	не столько	1	1
445	в первый	1	1
446	есть к	1	1
447	своего рода	8	1
448	должны были	1	1
449	как их	2	1
450	образом и	1	1
451	черты характера	1	1
452	в философии	1	1
453	и более	1	1
454	но такова	1	1
455	не должно	1	1
456	мере и	1	1
457	в историческом	2	1
458	вплоть до	1	1
459	достигается лишь	1	1
460	до известной	1	1
461	характер от	1	1
462	виду что	1	1
463	и художественной	1	1
464	дело не	2	1
465	они встречались	1	1
466	но такая	1	1
467	как его	2	1
468	мотивах превращения	1	1
469	своей природе	2	1
470	всякое событие	1	1
471	по своей	11	1
472	это слово	1	1
473	здесь же	1	1
474	входят в	1	1
475	такие же	1	1
476	сказочного человека	1	1
477	в момент	2	1
478	одном ряду	1	1
479	моменты жизни	1	1
480	про себя	1	1
481	жанров в	3	1
482	отличается от	2	1
483	должны быть	3	1
484	всего в	1	1
485	здесь они	1	1
486	его с	1	1
487	они и	3	1
488	в каждом	2	1
489	жанров и	1	1
490	где впервые	1	1
491	всегда строится	1	1
492	и стали	1	1
493	ни даже	1	1
494	не делает	1	1
495	значение чем	1	1
496	же так	1	1
497	свою очередь	3	1
498	и сами	1	1
499	напротив они	1	1
500	его поступки	1	1
501	в организации	2	1
502	чтобы быть	1	1
503	в себя	5	1
504	приводит к	2	1
505	быть еще	1	1
506	на том	2	1
507	в другом	2	1
508	было в	2	1
509	живет в	1	1
510	образ сказочного	1	1
511	в новом	2	1
512	в эпоху	5	1
513	громадное значение	1	1
514	литературе имеет	1	1
515	одно это	1	1
516	с человеком	2	1
517	образом в	1	1
518	но здесь	1	1
519	тем чем	1	1
520	в построении	2	1
521	не был	1	1
522	и т.д	4	1
523	то они	1	1
524	о том	8	1
525	внимание на	4	1
526	все прочие	1	1
527	иное значение	1	1
528	или на	3	1
529	места и	1	1
530	на ее	2	1
531	сюда же	1	1
532	наконец в	1	1
533	в античной	2	1
534	и тождества	1	1
535	в теории	1	1
536	человека как	1	1
537	аффектов и	1	1
538	герой в	1	1
539	относятся и	1	1
540	и представляет	2	1
541	что он	4	1
542	на мотивах	1	1
543	что даже	2	1
544	уже одно	1	1
545	не имеющих	1	1
546	комплекс мотивов	1	1
547	в литературу	2	1
548	всех его	1	1
549	точка зрения	2	1
550	чаще всего	1	1
551	себя в	2	1
552	указать на	1	1
553	события и	1	1
554	решающее значение	1	1
555	в большинстве	1	1
556	случаях когда	1	1
557	этого понятия	1	1
558	что во	1	1
559	вернуться к	1	1
560	на определенной	1	1
561	основе его	1	1
562	или даже	2	1
563	при помощи	1	1
564	из них	3	1
565	к содержанию	3	1
566	он имеет	1	1
567	что происходило	1	1
568	цели и	1	1
569	сами по	2	1
570	исторический роман	1	1
571	при всей	3	1
572	мы можем	1	1
573	к чужой	1	1
574	но уже	1	1
575	жанра в	4	1
576	тут же	1	1
577	которой нет	1	1
578	события эти	1	1
579	и также	1	1
580	себе они	1	1
581	с другим	1	1
582	что человек	1	1
583	стороны он	1	1
584	и существовал	1	1
585	в каких	1	1
586	говорит о	1	1
587	к более	1	1
588	то и	1	1
589	последующие века	1	1
590	и составляет	3	1
591	бы назвать	1	1
592	не на	1	1
593	от мира	1	1
594	одну из	2	1
595	его таким	1	1
596	о чем	2	1
597	разных местах	1	1
598	его характер	2	1
599	что жанр	1	1
600	не способна	1	1
601	разные эпохи	1	1
602	в иных	1	1
603	по своему	3	1
604	это также	1	1
605	когда мы	1	1
606	однако эти	1	1
607	деятельности это	1	1
608	объединены в	1	1
609	в тех	2	1
610	характером но	1	1
611	в словах	1	1
612	основе этих	1	1
613	в ряду	2	1
614	жанровые разновидности	1	1
615	не создает	1	1
616	этого слова	1	1
617	на дорогу	1	1
618	событие которое	1	1
619	не предполагает	4	1
620	природу и	1	1
621	и оно	1	1
622	к другим	2	1
623	при всем	1	1
624	это уже	1	1
625	известной степени	2	1
626	не существует	1	1
627	и от	1	1
628	это он	1	1
629	но отнюдь	2	1
630	жанр в	6	1
631	форм в	1	1
632	себя самого	1	1
633	но эти	1	1
634	в собственно	1	1
635	не более	2	1
636	тем более	1	1
637	жанр и	3	1
638	т.д эта	1	1
639	но зато	2	1
640	отмечу что	1	1
641	его характером	1	1
642	не обладает	1	1
643	жанровые формы	1	1
644	его к	1	1
645	становления и	2	1
646	с ними	1	1
647	с ней	1	1
648	это делает	1	1
649	жанровых разновидностей	1	1
650	всех других	1	1
651	культуры в	1	1
652	остается неизменным	1	1
653	героя в	2	1
654	строится на	1	1
655	событиях и	1	1
656	в своих	3	1
657	им и	1	1
