N	2gram	Vinokur_St_2	Problemy
197	в начале	3	3
198	не мог	3	3
199	и от	1	3
200	конце концов	1	3
201	только что	2	3
202	ни было	2	3
203	том что	27	3
204	сказать что	2	3
205	другой стороны	3	3
206	бы его	1	3
207	каждое слово	1	3
208	например в	3	2
209	зависимость от	1	2
210	сам по	1	2
211	в первом	1	2
212	из его	2	2
213	а как	4	2
214	да еще	1	2
215	и тут	1	2
216	еще до	4	2
217	на тему	1	2
218	одного слова	1	2
219	в каждой	1	2
220	в ней	7	2
221	столь же	1	2
222	со словами	1	2
223	должна была	2	2
224	в голове	1	2
225	с которыми	1	2
226	отличие от	2	2
227	не просто	1	2
228	в своем	9	2
229	им в	1	2
230	мы можем	1	2
231	хотя и	4	2
232	и как	2	2
233	из письма	1	2
234	в которой	11	2
235	мне не	1	2
236	раз в	2	2
237	как он	2	2
238	вообще не	3	2
239	при этом	2	2
240	но именно	1	2
241	и по	3	2
242	на этом	1	2
243	а затем	2	2
244	что все	1	2
245	той же	1	2
246	это было	2	2
247	было в	1	2
248	с другими	1	2
249	кажется что	3	2
250	ни в	3	2
251	но уже	1	2
252	в тоне	1	2
253	но я	1	2
254	в этих	3	2
255	места в	1	2
256	с точки	2	2
257	в отличие	2	2
258	своего рода	5	2
259	тому что	7	2
260	вопрос о	6	2
261	что с	2	2
262	не менее	3	2
263	мысли в	1	2
264	но что	1	2
265	о них	1	2
266	этих двух	1	2
267	и лишь	1	2
268	к ней	1	2
269	голоса в	1	2
270	обращает на	3	2
271	и речь	1	2
272	главный мотив	1	2
273	кто ж	1	2
274	а что	1	2
275	бы он	1	2
276	слова с	1	2
277	и он	3	2
278	что вы	1	2
279	без всякого	1	2
280	характер и	1	2
281	так в	1	2
282	с собой	1	2
283	можно было	1	2
284	на нее	3	2
285	конечно в	2	2
286	те же	1	2
287	времени и	4	2
288	особенно в	2	2
289	и вообще	2	2
290	в построении	1	2
291	именно потому	1	2
292	о том	17	2
293	на вопрос	3	2
294	всем в	1	2
295	у другого	1	2
296	тему о	1	2
297	и об	1	2
298	одной из	3	2
299	в сторону	1	2
300	конечно не	1	2
301	совсем другое	1	2
302	в роман	2	2
303	не случайно	1	2
304	с речью	1	2
305	сейчас еще	1	2
306	связан с	3	2
307	что на	3	2
308	совпадает с	1	2
309	такое же	2	2
310	говорит о	2	2
311	действующими лицами	1	2
312	на этот	2	2
313	мы видели	1	2
314	вместе с	7	2
315	сделать его	1	2
316	отрывок из	2	2
317	нет ни	1	2
318	очень важно	1	2
319	этого самосознания	1	2
320	из этого	1	2
321	материал для	3	2
322	с этой	2	2
323	но для	1	2
324	или в	1	2
325	что оно	1	2
326	в речи	4	2
327	хотя бы	3	2
328	будто бы	1	2
329	меня в	2	2
330	и внутренне	1	2
331	в последнем	1	2
332	но эти	1	2
333	ни на	1	2
334	того времени	4	2
335	не иначе	1	1
336	именно как	1	1
337	ту же	1	1
338	одним из	6	1
339	жил в	1	1
340	с кем	1	1
341	с какой-то	1	1
342	в приведенном	1	1
343	с выражением	1	1
344	по преимуществу	1	1
345	и до	1	1
346	где я	2	1
347	в их	3	1
348	по его	3	1
349	которыми он	1	1
350	со всех	1	1
351	мы не	1	1
352	ответе другого	1	1
353	чем ты	1	1
354	почти все	2	1
355	есть нечто	1	1
356	все здесь	1	1
357	событий и	1	1
358	зависимости от	1	1
359	того же	2	1
360	свою очередь	1	1
361	с народом	1	1
362	он был	2	1
363	оценок и	1	1
364	на своих	1	1
365	в изображении	1	1
366	суда над	1	1
367	последнего слова	1	1
368	не говорят	1	1
369	в качестве	5	1
370	я что	1	1
371	тут же	1	1
372	на речь	1	1
373	его романа	1	1
374	меньше всего	3	1
375	чем же	1	1
376	независимо от	1	1
377	для оценки	1	1
378	и положений	2	1
379	как нам	1	1
380	и пр	8	1
381	что касается	1	1
382	кроме того	4	1
383	по внешним	1	1
384	говорит что	1	1
385	именно эта	1	1
386	чего же	1	1
387	что слово	1	1
388	них как	1	1
389	в письмах	2	1
390	а во-вторых	1	1
391	этот перебой	1	1
392	в ответ	1	1
393	в этой	2	1
394	бы только	1	1
395	особое место	1	1
396	роль в	1	1
397	точно такое	1	1
398	вследствие этого	1	1
399	очень велико	1	1
400	именно этим	1	1
401	сцену в	2	1
402	не следует	1	1
403	кажется не	1	1
404	в статье	2	1
405	одному из	1	1
406	еще раньше	1	1
407	на тот	2	1
408	и если	1	1
409	в живых	1	1
410	полемики с	2	1
411	свое время	1	1
412	говорите что	1	1
413	языком и	1	1
414	решении вопроса	1	1
415	так например	7	1
416	больше всего	2	1
417	что почти	1	1
418	что этот	2	1
419	и характер	1	1
420	об этом	6	1
421	говорил что	1	1
422	на все	1	1
423	о в	1	1
424	был очень	1	1
425	для тебя	1	1
426	само собою	2	1
427	позволяет ему	1	1
428	освободиться от	1	1
429	на счет	1	1
430	нигде не	2	1
431	для чего	1	1
432	стиля и	1	1
433	действительно не	2	1
434	этого произведения	1	1
435	в один	2	1
436	нисколько не	1	1
437	ней буквально	1	1
438	которую он	2	1
439	в г	7	1
440	с ума	1	1
441	этот замысел	1	1
442	что такое	2	1
443	можно найти	1	1
444	его мнению	1	1
445	роман на	2	1
446	самый диалог	1	1
447	тем не	2	1
448	и эти	1	1
449	в соборе	1	1
450	и более	2	1
451	есть еще	2	1
452	том же	2	1
453	с величайшим	1	1
454	в устах	2	1
455	и почти	1	1
456	нас к	1	1
457	и очень	1	1
458	своего образа	1	1
459	время был	1	1
460	пять лет	3	1
461	весь в	1	1
462	песня все	1	1
463	власть в	1	1
464	слово должно	1	1
465	но они	2	1
466	в таких	1	1
467	она не	1	1
468	иной раз	1	1
469	с теми	1	1
470	которых он	1	1
471	дело в	4	1
472	одна из	1	1
473	на два	1	1
474	первая часть	1	1
475	у кого	1	1
476	в процессе	2	1
477	в основе	1	1
478	материала в	1	1
479	и именно	3	1
480	героев и	1	1
481	но далее	2	1
482	нельзя ли	1	1
483	того чтобы	6	1
484	чем не	1	1
485	действующие лица	3	1
486	это еще	2	1
487	для всего	1	1
488	только не	2	1
489	вообще нет	2	1
490	и всегда	2	1
491	открыто и	1	1
492	в форму	1	1
493	как она	1	1
494	развивается в	1	1
495	вот что	3	1
496	связи с	4	1
497	в эпилоге	1	1
498	по первому	1	1
499	замечательно что	1	1
500	из истории	1	1
501	в ответе	1	1
502	доказать что	2	1
503	этом отношении	9	1
504	эту сторону	2	1
505	не до	2	1
506	слов одного	1	1
507	свое собственное	1	1
508	не могут	1	1
509	сравнительно с	1	1
510	отличается от	1	1
511	все не	1	1
512	значительной степени	2	1
513	его понимал	1	1
514	они и	1	1
515	для того	7	1
516	оно не	3	1
517	другого из	1	1
518	из нее	3	1
519	тогда я	1	1
520	и которая	1	1
521	не совсем	1	1
522	в деревне	1	1
523	резкая перемена	1	1
524	элементы этого	1	1
525	как не	1	1
526	в некоторых	2	1
527	здесь не	1	1
528	не успел	1	1
529	данном случае	1	1
530	чувствую что	1	1
531	реальной действительности	1	1
532	в особенности	2	1
533	него самого	2	1
534	то время	1	1
535	о виллеле	1	1
536	и совершенно	1	1
537	котором мы	1	1
538	же касается	1	1
539	за то	3	1
540	очень долго	1	1
541	во многом	2	1
542	не чужда	1	1
543	найти в	1	1
544	она была	1	1
545	по сравнению	1	1
546	ненависть и	1	1
547	в последней	1	1
548	в слоге	1	1
549	в диалог	1	1
550	поэтому в	1	1
551	даны в	2	1
552	если бы	2	1
553	больной я	1	1
554	в содержании	2	1
555	форме в	1	1
556	говорят что	2	1
557	но к	1	1
558	зрения на	1	1
559	этом произведении	1	1
560	никак не	2	1
561	пр в	1	1
562	образом в	1	1
563	его тело	1	1
564	после того	4	1
565	в значительной	2	1
566	должно было	3	1
567	связь между	1	1
568	от них	1	1
569	во втором	1	1
570	что человек	1	1
571	появиться в	1	1
572	в середине	1	1
573	в ту	1	1
574	которой в	2	1
575	у которого	1	1
576	для самого	1	1
577	была не	2	1
578	отношений к	1	1
579	известно что	1	1
580	уходит в	1	1
581	как например	2	1
582	о рассказе	1	1
583	один из	1	1
584	но с	4	1
585	значение в	1	1
586	что только	1	1
587	и дело	2	1
588	согласиться с	1	1
589	этот вопрос	2	1
590	почти буквально	1	1
591	под свою	1	1
592	и действительно	1	1
593	еще и	3	1
594	те которые	1	1
595	очень много	1	1
596	это очень	2	1
597	образа в	1	1
598	бы ни	2	1
599	речь как	1	1
600	iv но	1	1
601	место из	2	1
602	но между	1	1
603	не то	3	1
604	на всем	2	1
605	не укладывается	1	1
606	то и	1	1
607	всем его	1	1
608	а то	1	1
609	этого процесса	1	1
610	ответ на	1	1
611	себе в	1	1
612	в письме	5	1
613	ведь это	1	1
614	котором все	1	1
615	говорил не	1	1
616	исторический роман	2	1
617	не для	1	1
618	среди которых	1	1
619	случае не	2	1
620	отметить что	2	1
621	v в	1	1
622	и вместе	1	1
623	в очень	1	1
624	знали и	2	1
625	в уголку	1	1
626	не были	1	1
627	до сих	6	1
628	здесь к	1	1
629	уже при	1	1
630	по своим	1	1
631	к которому	1	1
632	чем он	2	1
633	действующих лиц	4	1
634	и быть	1	1
635	к его	1	1
636	а прежде	1	1
637	и их	1	1
638	после этих	1	1
639	не на	2	1
640	долго и	1	1
641	о чем	5	1
642	его собственной	1	1
643	или с	2	1
644	что из	1	1
645	жизнь в	1	1
646	если не	2	1
647	именно поэтому	1	1
648	в келье	3	1
649	велико что	1	1
650	но оно	1	1
651	их с	1	1
652	на который	1	1
653	но кроме	1	1
654	и потому	2	1
655	в москве	2	1
656	приводит в	1	1
657	над ним	1	1
658	что теперь	1	1
659	что первая	1	1
660	резкий и	1	1
661	в данном	2	1
662	если оно	1	1
663	ли ты	1	1
664	вас в	1	1
665	по плечу	1	1
666	самого себя	1	1
667	и всей	1	1
668	со всею	1	1
669	только себя	1	1
670	всякого сомнения	2	1
671	духовные силы	1	1
672	конечно и	2	1
673	нам еще	1	1
674	еще раз	1	1
675	этом случае	1	1
676	и некоторые	1	1
677	можно сказать	1	1
678	сих пор	5	1
679	внимания на	1	1
680	чтобы сделать	2	1
681	его отца	1	1
682	ее речи	1	1
683	имел в	1	1
684	какой он	1	1
685	вы говорите	1	1
686	при всем	1	1
687	переходный момент	1	1
688	не является	3	1
689	отвечает на	1	1
690	ли в	1	1
691	настолько велико	1	1
692	в результате	2	1
693	между ними	1	1
694	бы даже	1	1
695	в двух	1	1
696	в отдельных	1	1
697	говорят не	2	1
698	мысль о	1	1
699	у расина	1	1
700	в романе	4	1
701	даже так	1	1
702	еще более	4	1
703	не должен	2	1
704	укладывается в	1	1
705	же в	1	1
706	очень хорошо	2	1
707	это ничего	1	1
708	давно уже	3	1
709	нет что	1	1
710	в свою	1	1
711	но этот	1	1
712	является и	1	1
713	выражении этой	1	1
714	сам в	1	1
715	в свое	1	1
716	было быть	1	1
717	не сказал	1	1
718	как слово	1	1
719	и другие	2	1
720	в своих	1	1
721	это приятно	1	1
722	уже после	2	1
723	лиц в	1	1
724	который не	1	1
725	к этому	4	1
726	кажется и	1	1
727	как на	9	1
