N	2gram	Tiupa_Vved_1	Problema
152	внимание на	3	3
153	настоящее время	1	3
154	и который	1	3
155	а также	8	3
156	к нему	1	3
157	же в	1	3
158	того что	6	3
159	тот же	1	3
160	и тем	2	3
161	в начале	3	3
162	в одном	1	3
163	для них	3	3
164	одной стороны	5	3
165	жизнь в	1	3
166	мира в	8	3
167	быть только	2	3
168	первом плане	1	3
169	о котором	2	3
170	в настоящее	1	3
171	еще более	1	3
172	не что	1	3
173	таком случае	1	2
174	самом деле	3	2
175	мере в	2	2
176	и до	1	2
177	поэтому и	1	2
178	то же	5	2
179	из всех	1	2
180	мы имеем	5	2
181	мы не	4	2
182	в древности	1	2
183	это время	2	2
184	в таком	1	2
185	все эти	1	2
186	не входит	1	2
187	не все	2	2
188	по отношению	7	2
189	отношение к	2	2
190	на то	1	2
191	в одной	2	2
192	как в	4	2
193	и нет	1	2
194	в нашей	1	2
195	однако на	1	2
196	тоже не	2	2
197	на его	1	2
198	не к	4	2
199	его на	1	2
200	которого не	1	2
201	это не	6	2
202	по мысли	5	2
203	по всему	1	2
204	в них	2	2
205	результате чего	1	2
206	бы на	1	2
207	в котором	8	2
208	вторая часть	1	2
209	и более	3	2
210	в науке	1	2
211	и сама	1	2
212	на него	2	2
213	того чтобы	1	2
214	при всем	1	2
215	по своей	3	2
216	тем что	2	2
217	в области	3	2
218	точке зрения	1	2
219	ли не	2	2
220	к тому	6	2
221	как мы	3	2
222	данном случае	6	2
223	всей своей	2	2
224	как с	1	2
225	можно было	2	2
226	здесь как	1	2
227	по себе	2	2
228	в значительной	1	2
229	между тем	1	2
230	от них	1	2
231	во втором	2	2
232	и только	1	2
233	вслед за	2	2
234	в какой	4	2
235	есть в	2	2
236	бог а	1	2
237	уже в	1	2
238	свидетельствует о	4	2
239	из них	1	2
240	участие в	1	2
241	всяком случае	1	2
242	видя в	1	2
243	что не	1	2
244	то и	2	2
245	мы и	2	2
246	человеческой жизни	3	2
247	власти и	1	2
248	о богах	1	2
249	с помощью	1	2
250	однако для	1	2
251	в данном	13	2
252	наряду с	2	2
253	да и	1	2
254	такого рода	16	2
255	в мир	1	2
256	в первой	1	2
257	один из	3	2
258	это уже	1	2
259	мира и	2	2
260	человек и	1	2
261	в те	1	2
262	хотя бы	1	2
263	в целях	1	2
264	в свою	4	2
265	отношению к	7	2
266	жизни и	7	2
267	по поводу	2	2
268	к этому	2	2
269	во всяком	1	2
270	все что	3	2
271	том числе	1	2
272	они не	1	2
273	должен быть	1	1
274	на самом	4	1
275	тех же	1	1
276	к своей	1	1
277	мать и	1	1
278	в их	1	1
279	а как	1	1
280	которым был	1	1
281	не вполне	3	1
282	на себя	1	1
283	не случаен	1	1
284	жизни как	1	1
285	и ее	1	1
286	в составе	2	1
287	увидим ниже	1	1
288	со времен	1	1
289	пребывания в	1	1
290	весьма существенное	1	1
291	как ему	1	1
292	характерную для	1	1
293	этот текст	1	1
294	начале и	1	1
295	чем это	1	1
296	то он	2	1
297	а только	1	1
298	бы в	3	1
299	друг на	1	1
300	же она	1	1
301	если в	2	1
302	у них	1	1
303	в едином	3	1
304	которые не	1	1
305	первый взгляд	1	1
306	но пока	1	1
307	если она	2	1
308	перед нами	6	1
309	могли бы	1	1
310	и наконец	2	1
311	бы стать	1	1
312	в этот	2	1
313	на какой	1	1
314	то в	1	1
315	для которого	3	1
316	оттого что	2	1
317	из жизни	2	1
318	бы и	4	1
319	как то	1	1
320	что это	1	1
321	в нашем	6	1
322	из этих	3	1
323	если мы	1	1
324	большей части	3	1
325	представляет их	1	1
326	рассказ о	1	1
327	это такая	1	1
328	но на	2	1
329	всей его	2	1
330	добраться до	1	1
331	эта пустая	1	1
332	и если	1	1
333	вообще не	1	1
334	что она	1	1
335	всех этих	1	1
336	состоит в	10	1
337	и вот	1	1
338	содержит в	1	1
339	и по	3	1
340	же остается	1	1
341	так например	1	1
342	в нее	1	1
343	задний план	1	1
344	времени и	7	1
345	времени в	3	1
346	входит в	1	1
347	по природе	1	1
348	и тоже	1	1
349	это свидетельствует	1	1
350	должен был	1	1
351	например с	1	1
352	говорил в	1	1
353	на друга	1	1
354	время еще	1	1
355	на первый	1	1
356	что такое	18	1
357	в следующем	1	1
358	к христианским	1	1
359	не столько	4	1
360	не как	2	1
361	далее в	1	1
362	своего рода	10	1
363	что я	1	1
364	которая может	2	1
365	в воспитании	2	1
366	том чтобы	2	1
367	все это	1	1
368	видно что	1	1
369	их в	2	1
370	человеческое сознание	1	1
371	того кто	1	1
372	даже в	1	1
373	стороны не	1	1
374	тому что	1	1
375	можно ли	1	1
376	вплоть до	1	1
377	дня и	1	1
378	тем самым	5	1
379	с которой	1	1
380	не имеет	2	1
381	о чем	2	1
382	на котором	1	1
383	чтобы в	1	1
384	у кого	1	1
385	принимает участие	1	1
386	и автор	1	1
387	из него	1	1
388	это мы	1	1
389	из четырех	1	1
390	у этого	1	1
391	же время	3	1
392	это сделать	1	1
393	как она	1	1
394	во всем	1	1
395	в перспективе	1	1
396	со своим	1	1
397	не принадлежит	2	1
398	а мы	1	1
399	читаем о	1	1
400	и оно	2	1
401	ни о	1	1
402	к себе	1	1
403	в состав	4	1
404	уже было	1	1
405	его с	2	1
406	как для	2	1
407	не встречается	1	1
408	той или	3	1
409	только одно	1	1
410	от которой	1	1
411	чего вся	1	1
412	с ее	1	1
413	во вселенной	1	1
414	на основе	1	1
415	и милосердия	1	1
416	значение в	1	1
417	года к	1	1
418	по аналогии	1	1
419	те же	2	1
420	мог бы	1	1
421	глубоко и	1	1
422	когда в	2	1
423	том как	3	1
424	это только	2	1
425	со стороны	5	1
426	которому принадлежит	1	1
427	местах и	2	1
428	сводится к	4	1
429	праведности и	1	1
430	в работе	1	1
431	его жизни	1	1
432	а самому	1	1
433	аналогии с	1	1
434	второй половины	1	1
435	о пользе	1	1
436	восходит к	2	1
437	нем не	1	1
438	добра и	1	1
439	есть с	1	1
440	в другой	1	1
441	человека как	1	1
442	в него	1	1
443	своей работе	1	1
444	но с	1	1
445	себя с	1	1
446	в двух	1	1
447	мы увидим	1	1
448	всю ее	1	1
449	очень много	1	1
450	и так	1	1
451	являет собой	2	1
452	было и	1	1
453	простой и	2	1
454	во времени	2	1
455	об их	1	1
456	и жизни	1	1
457	все люди	1	1
458	только на	1	1
459	по выражению	2	1
460	на эту	1	1
461	что для	1	1
462	здесь мы	1	1
463	него нет	1	1
464	себе в	1	1
465	в новом	1	1
466	с первым	1	1
467	жизненный опыт	1	1
468	человека не	1	1
469	однако у	2	1
470	ее не	2	1
471	тому же	4	1
472	к ним	2	1
473	не о	2	1
474	как его	2	1
475	заметить что	1	1
476	этом отношении	4	1
477	в форме	1	1
478	истории вообще	1	1
479	до самого	1	1
480	в финале	2	1
481	никогда и	1	1
482	или иной	3	1
483	как у	1	1
484	или иначе	2	1
485	к которым	1	1
486	на людей	1	1
487	окружающей его	1	1
488	и др	1	1
489	но о	2	1
490	только по	1	1
491	превращается в	1	1
492	не было	2	1
493	а на	2	1
494	до конца	3	1
495	в рассказе	6	1
496	не на	1	1
497	зависит от	2	1
498	однако и	2	1
499	человек в	1	1
500	но никогда	1	1
501	их самих	1	1
502	на фоне	2	1
503	но оно	1	1
504	и она	1	1
505	и потому	1	1
506	как это	1	1
507	или по	1	1
508	о возможности	1	1
509	не сразу	1	1
510	из которых	1	1
511	к своему	1	1
512	есть на	1	1
513	могут быть	4	1
514	в ответ	1	1
515	в литературе	2	1
516	и передачу	1	1
517	на свете	1	1
518	на другое	1	1
519	но это	3	1
520	между прочим	1	1
521	числе и	1	1
522	однако не	1	1
523	только одна	1	1
524	в мировой	1	1
525	слова но	2	1
526	но такой	1	1
527	выше не	1	1
528	и от	2	1
529	котором он	2	1
530	и пространстве	1	1
531	об этих	1	1
532	собственно говоря	1	1
533	это он	1	1
534	не должен	1	1
535	мы должны	1	1
536	но зато	1	1
537	зрения в	1	1
538	только что	1	1
539	а о	1	1
540	это все	1	1
541	в романе	6	1
542	героя и	3	1
543	от своего	1	1
544	к его	3	1
545	и состоит	1	1
546	в искусстве	1	1
547	в своих	2	1
548	по причине	1	1
549	которая не	2	1
550	и вновь	3	1
